idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
100	Tann , sum trýr á hann , verður ikki dömdur .	tann sum trýr á hann verður ikki dömdur	tann sum á trýr verður hann ikki dömdur	O O O F F O O C	trýr tann sum á hann verður ikki dömdur	F O O O O C O C
101	Tann , sum ikki trýr , er longu dömdur , við tað at hann ikki hevur trúð á navn hins einborna Guðs sonar .	tann sum ikki trýr er longu dömdur við tað at hann ikki hevur trúð á navn hins einborna guðs sonar	tann sum ikki trýr dömdur er longu við tað at hann ikki hevur trúð á navn hins einborna guðs sonar	O O O C F F O O O O O O C C O O O O O O	tann sum ikki er longu dömdur við tað trýr at hann ikki trúð á navn hins einborna guðs sonar hevur	O O O C O C O O F O O O C O O O O O O F
102	Men hesin er dómurin , at ljósið er komið í heimin og menniskjuni elskaðu myrkrið meira enn ljósið , tí at gerningar teirra vóru óndir . Tí at ein og hvör , sum ger tað , ið ilt er , hatar ljósið og kemur ikki til ljósið , til tess at gerningar hansara ikki skulu verða átalaðir .	men hesin er dómurin at ljósið er komið í heimin og menniskjuni elskaðu myrkrið meira enn ljósið tí at gerningar teirra vóru óndir tí at ein og hvör sum ger tað ið ilt er hatar ljósið og kemur ikki til ljósið til tess at gerningar hansara ikki skulu verða átalaðir	men hesin dómurin er at er ljósið komið í heimin og menniskjuni elskaðu myrkrið meira enn ljósið tí at gerningar teirra óndir vóru tí at ein og hvör ger sum tað ið ilt er hatar ljósið og ikki kemur til ljósið til tess at gerningar hansara skulu ikki verða átalaðir	O O O F O F O C O O O O C O O O O O O O O O F O O O O O F O O O O C C O O O F O O O O O O O F O C C	men er hesin dómurin at ljósið í er heimin og menniskjuni myrkrið meira enn ljósið tí at gerningar teirra vóru óndir tí at ein og komið er hvör sum ger tað ið ilt hatar elskaðu ljósið og ikki til ljósið til tess at gerningar hansara ikki kemur skulu verða átalaðir	O F O O O O O F O O O O O O O O O O O C O O O O O F F O O C O O O C F O O O O O O O O O O O F C C C
103	"Men tann , sum ger sannleikan , kemur til ljósið , til tess at gerningar hansara mega verða opinberir , tí at teir eru gjördir í Guði . """	men tann sum ger sannleikan kemur til ljósið til tess at gerningar hansara mega verða opinberir tí at teir eru gjördir í guði	men tann sum kemur ger sannleikan til ljósið til tess at gerningar hansara mega verða opinberir tí at teir eru gjördir í guði	O O O F F O O O O O O O O C C O O O O F F O O	men tann sum sannleikan til gjördir ljósið til tess at gerningar hansara mega verða kemur opinberir tí at teir eru í ger guði	O O O O O F O O O O O O C C F O O O O C O F O
104	Eftir hetta kom Jesus og lærusveinar hansara til Júdeulands , og har dvaldist hann við teimum og doypti .	eftir hetta kom jesus og lærusveinar hansara til júdeulands og har dvaldist hann við teimum og doypti	eftir hetta kom jesus og lærusveinar hansara til júdeulands og har dvaldist hann við teimum og doypti	O O C O O O O O O O O C O O O O C	eftir hetta jesus og lærusveinar doypti hansara kom til júdeulands og har dvaldist hann við teimum og	O O O O O F O F O O O O C O O O O
105	Men Jóhannes doypti eisini í Ænon , nær við Salem , tí at har var nógv vatn .	men jóhannes doypti eisini í ænon nær við salem tí at har var nógv vatn	men jóhannes eisini doypti í ænon nær við salem tí at var har nógv vatn	O O O F O O O O O O O F O O O	men jóhannes var doypti eisini í ænon nær við salem tí at har nógv vatn	O O F C O O O O O O O O O O O
106	Og tey komu hagar og lótu seg doypa . Tí at enn var Jóhannes ikki kastaður í fongsil .	og tey komu hagar og lótu seg doypa tí at enn var jóhannes ikki kastaður í fongsil	og tey komu hagar og doypa lótu seg tí at enn var jóhannes ikki kastaður í fongsil	O O C O O F F O O O O C O O C O O	og tey hagar og lótu seg doypa tí at enn komu jóhannes ikki kastaður var í fongsil	O O O O C O C O O O F O O C F O O
107	Tá kom upp trætumál millum lærusveina Jóhannesar og Jöda um reinsan .	tá kom upp trætumál millum lærusveina jóhannesar og jöda um reinsan	tá upp kom trætumál millum lærusveina jóhannesar og jöda um reinsan	O O F O O O O O O O O	tá upp trætumál millum lærusveina jóhannesar og jöda um kom reinsan	O O O O O O O O O F O
108	"Og teir komu til Jóhannesar og sögdu við hann : "" Rabbi , tann sum var hjá tær hinumegin Jórdan , hann sum tú vitnaði um , sí , hann doypir , og allir koma til hansara . """	og teir komu til jóhannesar og sögdu við hann rabbi tann sum var hjá tær hinumegin jórdan hann sum tú vitnaði um sí hann doypir og allir koma til hansara	og komu teir til jóhannesar og sögdu við hann rabbi tann sum var hjá tær hinumegin jórdan hann sum tú sí vitnaði um hann doypir og allir koma til hansara	O F O O O O C O O O O O C O O O O O O O F F O O C O O C O O	og teir sögdu til jóhannesar og við hann rabbi tann sum var hjá tær hinumegin jórdan komu hann vitnaði sum tú um sí hann doypir og koma allir til hansara	O O F O O O O O O O O C O O O O F O F O O O C O C O F O O O
109	"Jóhannes svaraði og segði : "" Maður kann als einki taka , uttan tað verður honum givið av himlinum ."	jóhannes svaraði og segði maður kann als einki taka uttan tað verður honum givið av himlinum	jóhannes segði svaraði og maður kann als einki taka uttan tað givið verður honum av himlinum	O F F O O C O O C O O F F O O O	svaraði jóhannes og segði maður als einki taka kann uttan tað verður givið honum av himlinum	F O O C O O O C F O O C F O O O
110	Tit eru sjálvir vitni míni , at eg segði : Eg eri ikki Kristus , men : Eg eri sendur undan honum .	tit eru sjálvir vitni míni at eg segði eg eri ikki kristus men eg eri sendur undan honum	tit eru sjálvir vitni míni at eg segði eg ikki eri kristus men eri eg sendur undan honum	O C O O O O O C O O F O O F O C O O	tit sjálvir eru eri vitni míni at eg segði eg ikki kristus sendur men eg eri undan honum	O O F F O O O O C O O O F O O C O O
111	Tann , sum hevur brúðrina , er brúðgómur ; men vinur brúðgómsins , sum stendur hjá honum og lýðir á hann , gleðist inniliga um rödd brúðgómsins .	tann sum hevur brúðrina er brúðgómur men vinur brúðgómsins sum stendur hjá honum og lýðir á hann gleðist inniliga um rödd brúðgómsins	tann sum hevur brúðrina brúðgómur er men vinur brúðgómsins stendur sum hjá honum og lýðir á hann gleðist inniliga um rödd brúðgómsins	O O C O O F O O O F O O O O C O O C O O O O	tann sum hevur brúðrina brúðgómur men vinur brúðgómsins sum stendur er hjá honum og á hann gleðist lýðir inniliga um rödd brúðgómsins	O O C O O O O O O C F O O O O O C F O O O O
112	Henda gleðin mín er nú vorðin fullkomin .	henda gleðin mín er nú vorðin fullkomin	henda gleðin mín vorðin er nú fullkomin	O O O F F O O	henda gleðin mín er nú fullkomin vorðin	O O O C O O F
113	Hann eigur at vaksa , men eg at minka .	hann eigur at vaksa men eg at minka	hann eigur at vaksa men eg at minka	O C O C O O O C	hann eigur at vaksa men eg minka at	O C O C O O F O
114	Tann , sum kemur oman frá , er yvir öllum ; tann , sum er av jörðini , er av jörðini og talar av jörðini ; tann , sum kemur av himni , er yvir öllum ; og tað , sum hann hevur sæð og hoyrt , tað vitnar hann , og eingin tekur í mót vitnisburði hansara .	tann sum kemur oman frá er yvir öllum tann sum er av jörðini er av jörðini og talar av jörðini tann sum kemur av himni er yvir öllum og tað sum hann hevur sæð og hoyrt tað vitnar hann og eingin tekur í mót vitnisburði hansara	tann sum oman kemur er frá yvir öllum tann sum er av jörðini av er jörðini talar og av jörðini tann sum kemur av himni er yvir öllum og tað sum hann hevur sæð og hoyrt tað vitnar hann og eingin í tekur mót vitnisburði hansara	O O O F F O O O O O C O O O F O F O O O O O C O O C O O O O O O F F O C O C O O O O F O O O	tann sum oman er frá er yvir tekur öllum tann sum er av jörðini av jörðini og av jörðini tann sum kemur talar av sæð himni er hoyrt yvir öllum og tað sum hann hevur og tað vitnar hann kemur og eingin í mót vitnisburði hansara	O O O F O C O F O O O C O O O O O O O O O C F O F O C F O O O O O O C O O C O F O O O O O O
115	Tann , sum hevur tikið í mót vitnisburði hansara , hevur staðfest , at Guð er sannorðaður . Tí at tann , sum Guð sendi út , talar Guðs orð ; tí at hann gevur ikki andan eftir máli .	tann sum hevur tikið í mót vitnisburði hansara hevur staðfest at guð er sannorðaður tí at tann sum guð sendi út talar guðs orð tí at hann gevur ikki andan eftir máli	tann hevur sum tikið í mót vitnisburði hansara hevur at staðfest er guð sannorðaður tí at tann sum guð sendi út talar guðs orð tí at hann ikki gevur andan eftir máli	O F O C O O O O C O F F O O O O O O O C O C O O O O O O F O O O	tann sum tikið sendi í mót vitnisburði hansara hevur at guð er sannorðaður gevur hevur tí at tann sum guð út talar guðs orð tí at staðfest hann ikki andan eftir máli	O O C F O O O O C O O C O F F O O O O O O C O O O O F O O O O O
116	Faðirin elskar sonin og hevur givið honum allar lutir upp í hendur .	faðirin elskar sonin og hevur givið honum allar lutir upp í hendur	elskar faðirin sonin og hevur givið honum allar lutir upp í hendur	F O O O C C O O O O O O	hevur faðirin elskar sonin og givið honum allar lutir upp í hendur	F O C O O C O O O O O O
117	"Tann , sum trýr á sonin , hevur ævigt lív ; men tann , sum er syninum ólýðin , skal ikki síggja lívið , men vreiði Guðs verður verandi yvir honum . """	tann sum trýr á sonin hevur ævigt lív men tann sum er syninum ólýðin skal ikki síggja lívið men vreiði guðs verður verandi yvir honum	tann sum á trýr hevur sonin ævigt lív men tann sum er syninum ólýðin skal ikki lívið síggja men vreiði verður guðs verandi yvir honum	O O O F F O O O O O O C O O C O O F O O F O C O O	tann trýr sum á sonin verður ævigt lív men tann sum er syninum ólýðin skal ikki síggja verandi hevur lívið men vreiði guðs yvir honum	O F O O O F O O O O O C O O C O C F F O O O O O O
118	Tá ið Harrin fekk at vita , at Fariseararnir hövdu hoyrt , at Jesus fekk fleiri lærusveinar og doypti fleiri enn Jóhannes , tó at Jesus ikki sjálvur doypti , men lærusveinar hansara tá fór hann úr Júdeu og fór av stað aftur til Galileu .	tá ið harrin fekk at vita at fariseararnir hövdu hoyrt at jesus fekk fleiri lærusveinar og doypti fleiri enn jóhannes tó at jesus ikki sjálvur doypti men lærusveinar hansara tá fór hann úr júdeu og fór av stað aftur til galileu	tá ið harrin fekk at at vita hövdu fariseararnir hoyrt at jesus fekk fleiri lærusveinar og fleiri doypti enn jóhannes tó at jesus ikki doypti sjálvur men lærusveinar hansara tá fór hann úr júdeu og fór av stað aftur til galileu	O O O C O O F F O C O O C O O O O F O O O O O O F O O O O O C O O O O C O O O O O	hoyrt tá ið fór harrin at vita at fariseararnir at jesus fekk fleiri lærusveinar og doypti fleiri enn jóhannes tó at jesus ikki sjálvur men lærusveinar fekk hansara tá fór hann úr júdeu doypti og hövdu av stað aftur til galileu	F O O F O O C O O O O C O O O C O O O O O O O O O O F O O C O O O F O F O O O O O
119	Men hann mátti leggja ferð sína gjögnum Sámáriu .	men hann mátti leggja ferð sína gjögnum sámáriu	men hann mátti leggja ferð sína gjögnum sámáriu	O O F F O O O O	men hann leggja ferð sína gjögnum sámáriu mátti	O O C O O O O F
120	Hann kemur tá til eina bygd í Sámáriu , sum eitur Sikar , nær við tað lendið , sum Jákup gav Jósefi , syni sínum .	hann kemur tá til eina bygd í sámáriu sum eitur sikar nær við tað lendið sum jákup gav jósefi syni sínum	hann kemur tá til eina bygd í sámáriu sum eitur sikar nær við tað lendið sum jákup jósefi gav syni sínum	O C O O O O O O O C O O O O O O O O F O O	hann tá til eina bygd í sámáriu sum gav eitur sikar nær kemur við tað lendið sum jákup jósefi syni sínum	O O O O O O O O F C O O F O O O O O O O O
121	Men har var Jákups brunnur .	men har var jákups brunnur	men var har jákups brunnur	O F O O O	var men har jákups brunnur	F O O O O
122	Tá ið Jesus nú var móður av ferðini , settist hann niður har við brunnin ; tað var um sætta tíma .	tá ið jesus nú var móður av ferðini settist hann niður har við brunnin tað var um sætta tíma	tá ið jesus nú var móður av ferðini settist hann niður har við brunnin tað um var sætta tíma	O O O O C O O O C O O O O O O O F O O	tá ið jesus nú var móður av ferðini hann niður har við brunnin tað var settist um sætta tíma	O O O O C O O O O O O O O O C F O O O
123	Ein kona úr Sámáriu kemur tá at draga upp vatn .	ein kona úr sámáriu kemur tá at draga upp vatn	ein kona úr kemur sámáriu tá at draga upp vatn	O O O F O O O C O O	ein kona úr sámáriu tá at draga upp vatn kemur	O O O O O O C O O F
124	"Jesus sigur við hana : "" Gev mær at drekka ! "" Tí at lærusveinar hansara vóru farnir av stað inn í bygdina at keypa mat ."	jesus sigur við hana gev mær at drekka tí at lærusveinar hansara vóru farnir av stað inn í bygdina at keypa mat	jesus sigur við hana mær gev drekka at tí at lærusveinar hansara vóru farnir av stað inn í bygdina at mat keypa	O C O O O F F O O O O O C C O O O O O O O F	jesus við hana mær at drekka tí at keypa lærusveinar hansara vóru farnir av sigur stað inn í bygdina at mat gev	O O O O O C O O F O O C C O F O O O O O O F
125	"Sámáriukonan sigur tá við hann : "" Hvussu kanst tú , sum ert Jödi , biðja meg , sum eri ein Sámáriukona , um drekka ? "" Tí at Jödar hava eingi viðurskifti saman við Sámáriumenn ."	sámáriukonan sigur tá við hann hvussu kanst tú sum ert jödi biðja meg sum eri ein sámáriukona um drekka tí at jödar hava eingi viðurskifti saman við sámáriumenn	sigur sámáriukonan tá við hann hvussu kanst tú sum ert jödi meg biðja eri sum ein sámáriukona um drekka tí at jödar hava eingi viðurskifti saman við sámáriumenn	F O O O O O C O O C O O F F O O O O O O O O C O O O O O	sámáriukonan tá við kanst hann hvussu tú sum sigur ert jödi biðja meg sum hava eri ein sámáriukona um drekka tí at jödar eingi viðurskifti saman við sámáriumenn	O O O F O O O O F C O C O O F C O O O O O O O O O O O O
126	"Jesus svaraði og segði við hana : "" Um tú kendi Guðs gávu , og hvör tann er , sum sigur við teg : Gev mær at drekka , tá mundi tú biðið hann , og hann hevði givið tær livandi vatn . """	jesus svaraði og segði við hana um tú kendi guðs gávu og hvör tann er sum sigur við teg gev mær at drekka tá mundi tú biðið hann og hann hevði givið tær livandi vatn	jesus svaraði og við segði hana um kendi tú guðs gávu og hvör tann er sum sigur við teg mær gev drekka at tá mundi tú biðið hann og hann hevði givið tær livandi vatn	O C O O F O O F O O O O O O C O C O O O F F O O C O C O O O F F O C O	jesus og segði við hana um tú kendi guðs gávu svaraði givið livandi og hvör tann sum sigur við teg er drekka mær at tá mundi gev tú biðið hann og hann hevði tær vatn	O O C O O O O C O O F F F O O O O C O O F F O O O C F O C O O O C O O
127	"Konan sigur við hann : "" Harri , tú hevur einki kerald at draga upp við , og brunnurin er djúpur , hvaðan hevur tú tá hitt livandi vatnið ?"	konan sigur við hann harri tú hevur einki kerald at draga upp við og brunnurin er djúpur hvaðan hevur tú tá hitt livandi vatnið	konan sigur við hann harri tú einki hevur kerald draga at upp við og brunnurin er djúpur hvaðan hevur tú tá hitt vatnið livandi	O C O O O O O F O F O O O O O C O O C O O O O F	konan sigur við draga hann harri tú einki kerald at upp við og brunnurin er hevur djúpur hvaðan tú tá hitt livandi hevur vatnið	O C O F O O O O O O O O O O C F O O O O O C F O
128	"Manst tú vera störri enn faðir okkara , Jákup , sum hevur givið okkum brunnin , og sjálvur drakk úr honum og synir hansara og fæ hansara ? """	manst tú vera störri enn faðir okkara jákup sum hevur givið okkum brunnin og sjálvur drakk úr honum og synir hansara og fæ hansara	manst vera tú störri enn faðir okkara jákup sum hevur okkum givið brunnin og drakk sjálvur úr honum og synir hansara og fæ hansara	C F O O O O O O O C O F O O F O O O O O O O O O	manst tú störri enn faðir okkara jákup sum hevur givið okkum brunnin og sjálvur úr honum og synir hansara og fæ vera hansara drakk	C O O O O O O O C C O O O O O O O O O O O F O F
129	"Jesus svaraði og segði við hana : "" Ein og hvör , sum drekkur av hesum vatni , skal tysta aftur ; men tann , sum drekkur av tí vatninum , sum eg vil geva honum , skal um ævir ikki tysta ; men vatnið , sum eg vil geva honum , skal verða í honum ein kelda av vatni , sum vellir fram til ævigt lív . """	jesus svaraði og segði við hana ein og hvör sum drekkur av hesum vatni skal tysta aftur men tann sum drekkur av tí vatninum sum eg vil geva honum skal um ævir ikki tysta men vatnið sum eg vil geva honum skal verða í honum ein kelda av vatni sum vellir fram til ævigt lív	jesus svaraði og segði við hana ein og hvör sum av drekkur hesum skal vatni tysta aftur men tann sum drekkur av tí vatninum sum eg vil geva honum skal um ævir ikki tysta men vatnið sum eg vil geva honum skal verða í honum ein kelda av vatni sum fram vellir til ævigt lív	O C O C O O O O O O O F O F O C O O O O C O O O O O F F O C O O O C O O O O F F O C C O O O O O O O O F O O O	jesus svaraði og við segði hana ein og hvör sum av tysta hesum vatni skal tysta aftur men tann sum av tí geva vil drekkur vatninum sum eg vil honum skal um ævir ikki men vatnið sum eg honum skal verða í honum ein kelda av vatni geva sum vellir drekkur fram til ævigt lív	O C O O F O O O O O O F O O C C O O O O O O F F F O O O C O C O O O O O O O O C C O O O O O O F O C F O O O O
130	"Konan sigur við hann : "" Harri , gev mær hetta vatnið , til tess at eg ikki skal tysta og ikki koma higar at draga upp . """	konan sigur við hann harri gev mær hetta vatnið til tess at eg ikki skal tysta og ikki koma higar at draga upp	sigur konan við hann harri gev mær hetta vatnið til tess at eg ikki skal og tysta koma ikki higar at draga upp	F O O O O C O O O O O O O O C O F F O O O C O	konan við draga hann harri gev mær sigur tysta hetta vatnið til tess at eg ikki skal og ikki koma higar at upp	O O F O O C O F F O O O O O O O C O O C O O O
131	"Hann sigur við hana : "" Far av stað og rópa mann tín , og kom higar ! """	hann sigur við hana far av stað og rópa mann tín og kom higar	hann sigur við hana av far stað rópa og mann tín og kom higar	O C O O O F O F O O O O C O	far hann við hana av stað og rópa sigur mann tín og kom higar	F O O O O O O C F O O O C O
132	"Konan svaraði og segði við hann : "" Eg havi ongan mann . """	konan svaraði og segði við hann eg havi ongan mann	konan svaraði og við segði hann havi eg ongan mann	O C O O F O F O O O	konan svaraði og við hann segði eg havi ongan mann	O C O O O F O C O O
133	"Jesus sigur við hana : "" Rætt segði tú : eg havi ongan mann ; tí at tú hevur havt fimm menn , og tann , sum tú nú hevur , er ikki maður tín ."	jesus sigur við hana rætt segði tú eg havi ongan mann tí at tú hevur havt fimm menn og tann sum tú nú hevur er ikki maður tín	jesus sigur við hana rætt segði tú eg ongan havi mann tí at hevur tú havt fimm menn og tann sum tú nú hevur ikki er maður tín	O C O O O C O O O F O O O F O C O O O O O O O C O F O O	hevur jesus sigur við hana rætt hevur segði tú eg ongan mann havi tí at tú havt fimm menn og tann sum tú nú er ikki maður tín	F O C O O O F C O O O O F O O O C O O O O O O O C O O O
134	"Hetta hevur tú sagt satt . """	hetta hevur tú sagt satt	hevur hetta tú sagt satt	F O O C O	sagt hetta hevur tú satt	F O C O O
135	"Konan sigur við hann : "" Harri , eg síggi , at tú ert ein profetur ."	konan sigur við hann harri eg síggi at tú ert ein profetur	konan sigur við hann harri eg at síggi ert tú ein profetur	O C O O O O O F F O O O	konan við hann sigur harri eg síggi ert at tú ein profetur	O O O F O O C F O O O O
136	"Fedrar okkara tilbóðu á hesum fjallinum , og tit siga , at í Jerúsalem er staðurin , har sum tað eigur at verða tilbiðið . """	fedrar okkara tilbóðu á hesum fjallinum og tit siga at í jerúsalem er staðurin har sum tað eigur at verða tilbiðið	fedrar okkara tilbóðu á hesum fjallinum og tit siga at í jerúsalem staðurin er har sum eigur tað at verða tilbiðið	O O C O O O O O C O O O O F O O F O O C C	fedrar okkara á hesum fjallinum siga og tit at tilbóðu í jerúsalem eigur er staðurin har sum tað at verða tilbiðið	O O O O O F O O O F O O F C O O O O O C C
137	"Jesus sigur við hana : "" Trúgv tú mær , kvinna , tann stund kemur , tá ið tit hvörki á hesum fjallinum ella í Jerúsalem skulu tilbiðja faðirin ."	jesus sigur við hana trúgv tú mær kvinna tann stund kemur tá ið tit hvörki á hesum fjallinum ella í jerúsalem skulu tilbiðja faðirin	jesus við sigur trúgv hana tú mær kvinna tann stund kemur tá ið tit hvörki á hesum fjallinum ella í jerúsalem skulu faðirin tilbiðja	O O F F O O O O O O C O O O O O O O O O O C O F	jesus sigur við hana skulu trúgv tú mær kvinna tann stund tá ið tit hvörki á hesum fjallinum ella í kemur jerúsalem tilbiðja faðirin	O C O O F C O O O O O O O O O O O O O O F O C O
138	Tit tilbiðja tað , sum tit ikki kenna ; vit tilbiðja tað , sum vit kenna , tí at frelsan kemur frá Jödunum .	tit tilbiðja tað sum tit ikki kenna vit tilbiðja tað sum vit kenna tí at frelsan kemur frá jödunum	tilbiðja tit tað sum tit ikki kenna vit tilbiðja tað sum vit tí kenna at kemur frelsan frá jödunum	F O O O O O C O C O O O O F O F O O O	tit tilbiðja tað sum tit kenna ikki vit kemur tað sum vit kenna tí at tilbiðja frelsan frá jödunum	O C O O O F O O F O O O C O O F O O O
139	Men tann stund kemur , ja , hon er longu nú komin , tá ið hinir sonnu tilbiðjarar skulu tilbiðja í anda og sannleika ; tí at tað eru slíkir tilbiðjarar , faðirin sökir .	men tann stund kemur ja hon er longu nú komin tá ið hinir sonnu tilbiðjarar skulu tilbiðja í anda og sannleika tí at tað eru slíkir tilbiðjarar faðirin sökir	men tann stund kemur ja hon er longu nú tá komin ið hinir sonnu skulu tilbiðjarar tilbiðja í anda og sannleika tí at tað eru slíkir tilbiðjarar faðirin sökir	O O O C O O C O O O F O O O F O C O O O O O O O C O O O C	men tann stund ja kemur hon tilbiðja er longu nú komin tá ið sökir hinir sonnu tilbiðjarar skulu eru í anda og sannleika tí at tað slíkir tilbiðjarar faðirin	O O O O F O F C O O C O O F O O O C F O O O O O O O O O O
140	"Guð er andi , og teir , sum tilbiðja hann , eiga at tilbiðja í anda og sannleika . """	guð er andi og teir sum tilbiðja hann eiga at tilbiðja í anda og sannleika	guð andi er og teir tilbiðja sum hann eiga at í tilbiðja anda og sannleika	O O F O O F O O C O O F O O O	guð er andi og teir sum hann at tilbiðja tilbiðja eiga í anda og sannleika	O C O O O O O O F C F O O O O
141	"Konan sigur við hann : "" Eg veit , at Messias kemur tað merkir : Kristus ; tá ið hann kemur , skal hann kunngera okkum alt . """	konan sigur við hann eg veit at messias kemur tað merkir kristus tá ið hann kemur skal hann kunngera okkum alt	sigur konan við hann eg veit at messias kemur tað kristus merkir tá ið kemur hann skal hann kunngera okkum alt	F O O O O C O O C O O F O O F O C O C O O	konan sigur við hann merkir eg veit at messias tað kristus tá ið skal hann kemur hann kunngera okkum alt kemur	O C O O F O C O O O O O O F O C O C O O F
142	"Jesus sigur við hana : "" Tað eri eg , tann sum talar við teg . """	jesus sigur við hana tað eri eg tann sum talar við teg	jesus við sigur hana eri tað eg tann sum talar við teg	O O F O F O O O O C O O	eri jesus við hana sigur tað eg tann sum talar við teg	F O O O F O O O O C O O
143	Og í tí sama komu lærusveinar hansara , og teir undraðust á , at hann talaði við eina konu .	og í tí sama komu lærusveinar hansara og teir undraðust á at hann talaði við eina konu	og í tí sama komu lærusveinar hansara og teir á undraðust at talaði hann við eina konu	O O O O C O O O O O F O F O O O O	og í tí talaði sama komu lærusveinar hansara og teir undraðust á at hann við eina konu	O O O F O C O O O O C O O O O O O
144	"Tó segði eingin : "" Hvörjum spyrt tú eftir ? "" ella : "" Hví talar tú við hana ? """	tó segði eingin hvörjum spyrt tú eftir ella hví talar tú við hana	tó segði eingin hvörjum spyrt tú eftir ella hví tú talar við hana	O C O O C O O O O O F O O	tó segði eingin hvörjum tú eftir ella hví talar tú spyrt við hana	O C O O O O O O C O F O O
145	"Tá læt konan vatnskerald sítt standa eftir og fór av stað inn í bygdina og sigur við fólkini : "" Komið og síggið ein mann , sum hevur sagt mær alt tað , sum eg havi gjört :"	tá læt konan vatnskerald sítt standa eftir og fór av stað inn í bygdina og sigur við fólkini komið og síggið ein mann sum hevur sagt mær alt tað sum eg havi gjört	læt tá konan vatnskerald sítt standa eftir og fór av stað inn í bygdina og við sigur komið fólkini og síggið ein mann sum hevur mær sagt alt tað sum havi eg gjört	F O O O O C O O C O O O O O O O F F O O C O O O C O F O O O F O C	hevur standa tá havi læt konan vatnskerald sítt eftir og fór av stað inn í bygdina og sigur við fólkini og ein mann sum sagt mær alt tað sum eg síggið komið gjört	F F O F C O O O O O C O O O O O O C O O O O O O C O O O O O F F C
146	"man hann ikki vera Kristus ? """	man hann ikki vera kristus	man hann ikki kristus vera	C O O O F	man vera hann ikki kristus	C F O O O
147	Tey fóru út úr bygdini og komu til hansara .	tey fóru út úr bygdini og komu til hansara	fóru tey út úr bygdini og komu til hansara	F O O O O O C O O	tey fóru út komu úr bygdini og til hansara	O C O F O O O O O
148	"Tess á millum bóðu lærusveinarnir hann og sögdu : "" Rabbi , fá tær at eta . """	tess á millum bóðu lærusveinarnir hann og sögdu rabbi fá tær at eta	tess á millum bóðu lærusveinarnir hann og fá sögdu rabbi tær at eta	O O O C O O O F F O O O C	sögdu tess á millum bóðu lærusveinarnir hann og rabbi tær at fá eta	F O O O C O O O O O O F C
149	"Men hann segði við teir : "" Eg havi mat at eta , sum tit ikki vita um . """	men hann segði við teir eg havi mat at eta sum tit ikki vita um	men hann segði við teir eg mat havi eta at sum tit ikki vita um	O O C O O O O F F O O O O C O	havi men hann við teir eg mat at eta segði sum tit ikki vita um	F O O O O O O O C F O O O C O
150	"Lærusveinarnir sögdu tá hvör við annan : "" Man nakar hava borið honum at eta ? """	lærusveinarnir sögdu tá hvör við annan man nakar hava borið honum at eta	lærusveinarnir sögdu tá hvör við annan hava man nakar borið honum at eta	O C O O O O F F O C O O C	lærusveinarnir tá hvör við annan sögdu man nakar borið honum hava at eta	O O O O O F C O C O F O C
151	"Jesus sigur við teir : "" Matur mín er at gera vilja hansara , sum meg sendi , og at fullföra gerning hansara ."	jesus sigur við teir matur mín er at gera vilja hansara sum meg sendi og at fullföra gerning hansara	jesus við sigur teir matur er mín at gera vilja hansara sum meg sendi og at gerning fullföra hansara	O O F O O F O O C O O O O C O O O F O	jesus sigur við teir matur mín sendi er at gera vilja hansara fullföra sum meg og at gerning hansara	O C O O O O F C O C O O F O O O O O O
152	"Siga tit ikki : "" Enn eru fýra mánaðir , so kemur akurskurðurin ? """	siga tit ikki enn eru fýra mánaðir so kemur akurskurðurin	siga tit ikki eru enn fýra mánaðir so kemur akurskurðurin	C O O F O O O O C O	tit ikki enn eru fýra siga mánaðir so kemur akurskurðurin	O O O C O F O O C O
153	Sí , eg sigi tykkum , lyftið upp eygum tykkara og síggið akrarnar ; teir eru longu hvítir til skurðar .	sí eg sigi tykkum lyftið upp eygum tykkara og síggið akrarnar teir eru longu hvítir til skurðar	sigi sí eg tykkum lyftið upp eygum tykkara og síggið akrarnar teir longu eru hvítir til skurðar	F F O O C O O O O C O O O F O O O	eg tykkum upp eygum tykkara lyftið sí og síggið akrarnar teir sigi eru longu hvítir til skurðar	O O O O O F F O C O O F C O O O O
154	"Tann , sum sker , fær lön , og savnar ávökst til ævigt lív , til tess at bæði tann , sum sáar , og tann , sum sker , skulu gleðast í felagi . Tí at í hesum föri er tað orðtakið satt : "" Ein sáar , annar sker . """	tann sum sker fær lön og savnar ávökst til ævigt lív til tess at bæði tann sum sáar og tann sum sker skulu gleðast í felagi tí at í hesum föri er tað orðtakið satt ein sáar annar sker	tann sker sum fær lön og savnar ávökst til ævigt lív til tess at bæði tann sum og sáar tann sker sum skulu gleðast í felagi tí at í hesum föri tað er orðtakið satt sáar ein annar sker	O F O C O O C O O O O O O O O O O O F O F O C C O O O O O O O O F O O F O O C	tann sum sker fær lön er og savnar ávökst til ævigt lív til tess at bæði tann sum og tann sum skulu gleðast sáar í felagi sker tí at í hesum föri tað orðtakið satt sker ein sáar annar	O O C C O F O C O O O O O O O O O O O O O F C F O O F O O O O O O O O F O C O
