idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
732	Klockan var nu sju på kvällen .	klockan var nu sju på kvällen	var klockan nu sju på kvällen	F O O O O O	var klockan nu sju på kvällen	F O O O O O
733	Han överlade än en gång med sig själv om han skulle ringa till Virginia Stillman eller ej .	han överlade än en gång med sig själv om han skulle ringa till virginia stillman eller ej	han överlade än en gång med sig själv om han skulle till ringa virginia stillman eller ej	O C O O O O O O O O C O F O O O O	han överlade än skulle en gång med sig själv om han ringa till virginia stillman eller ej	O C O F O O O O O O O C O O O O O
734	Medan han funderade fram och tillbaka upptäckte han att han inte längre hade någon åsikt i frågan .	medan han funderade fram och tillbaka upptäckte han att han inte längre hade någon åsikt i frågan	medan funderade han fram och tillbaka upptäckte han att han inte längre hade någon åsikt i frågan	O F O O O O C O O O O O C O O O O	hade medan han fram och tillbaka upptäckte han funderade att han inte längre någon åsikt i frågan	F O O O O O C O F O O O O O O O O
735	Han såg det som talade för att ringa och samtidigt såg han också det som talade emot att göra det .	han såg det som talade för att ringa och samtidigt såg han också det som talade emot att göra det	han det såg talade som för att ringa och samtidigt såg han också det som emot talade göra att det	O O F F O O O C O O C O O O O O F F O O	han det som talade såg för att och samtidigt ringa han också det som talade emot att göra det såg	O O O C F O O O O F O O O O C O O C O F
736	Till slut blev det etiketten som avgjorde .	till slut blev det etiketten som avgjorde	till slut blev det etiketten som avgjorde	O O C O O O C	till avgjorde slut blev det etiketten som	O F O C O O O
737	Det vore inte rätt att försvinna utan att först underrätta henne .	det vore inte rätt att försvinna utan att först underrätta henne	det inte vore rätt försvinna att utan att först underrätta henne	O O F O F O O O O C O	det inte rätt att vore utan att försvinna först underrätta henne	O O O O F O O F O C O
738	När väl det var gjort skulle ingenting längre hindra honom från att strunta i alltihop .	när väl det var gjort skulle ingenting längre hindra honom från att strunta i alltihop	när väl det var gjort skulle ingenting längre hindra honom från att strunta i alltihop	O O O C F F O O C O O O C O O	när väl det ingenting längre hindra honom från skulle gjort var att strunta i alltihop	O O O O O C O O F F F O C O O
739	Huvudsaken är att man talar om för folk vad man tänker göra , resonerade han .	huvudsaken är att man talar om för folk vad man tänker göra resonerade han	huvudsaken att är talar man om för folk vad man tänker göra han resonerade	O O F F O O O O O O C C O F	huvudsaken tänker att man om för folk talar är vad man göra resonerade han	O F O O O O O F F O O C C O
740	Sen är man fri att göra vad man vill .	sen är man fri att göra vad man vill	är sen man fri att göra vad man vill	F O O O O C O O C	sen man fri att är göra vill vad man	O O O O F C F O O
741	När han slagit numret tutade det emellertid upptaget .	när han slagit numret tutade det emellertid upptaget	när han tutade slagit numret det emellertid upptaget	O O F F O O O O	när han numret tutade det slagit emellertid upptaget	O O O C O F O O
742	Han väntade fem minuter och ringde sedan igen .	han väntade fem minuter och ringde sedan igen	han väntade fem minuter och ringde sedan igen	O C O O O C O O	han väntade fem minuter och sedan igen ringde	O C O O O O O F
743	Även denna gång var det upptaget .	även denna gång var det upptaget	även denna gång det var upptaget	O O O O F O	även denna gång var det upptaget	O O O C O O
744	I en hel timme höll Quinn på så och omväxlande slog numret och väntade , hela tiden med samma resultat .	i en hel timme höll quinn på så och omväxlande slog numret och väntade hela tiden med samma resultat	i en hel höll timme quinn på så och omväxlande slog numret och väntade hela tiden med samma resultat	O O O F O O O O O O C O O C O O O O O	i en hel timme höll quinn på så slog och omväxlande numret och väntade hela tiden med samma resultat	O O O O C O O O F O O O O C O O O O O
745	Slutligen ringde han televerket och frågade om det var något fel på telefonen .	slutligen ringde han televerket och frågade om det var något fel på telefonen	slutligen han ringde televerket frågade och om det var något fel på telefonen	O O F O F O O O C O O O O	slutligen han televerket och om ringde det var frågade något fel på telefonen	O O O O O F O C F O O O O
746	Denna upplysning skulle kosta honom trettio cent , fick han reda på .	denna upplysning skulle kosta honom trettio cent fick han reda på	denna upplysning skulle honom kosta trettio fick cent han reda på	O O C O F O F O O O O	denna upplysning honom trettio kosta cent fick han reda skulle på	O O O O F O C O O F O
747	Därefter knastrade det i luren , någon slog ett nummer , flera röster hördes .	därefter knastrade det i luren någon slog ett nummer flera röster hördes	därefter knastrade det i luren någon slog ett nummer flera röster hördes	O C O O O O C O O O O C	därefter knastrade hördes det i slog luren någon ett nummer flera röster	O C F O O F O O O O O O
748	Quinn försökte föreställa sig hur telefonisterna såg ut .	quinn försökte föreställa sig hur telefonisterna såg ut	quinn försökte föreställa sig hur telefonisterna såg ut	O F F O O O C O	quinn föreställa såg sig försökte hur telefonisterna ut	O C F O F O O O
749	Så återkom den första kvinnan och meddelade att numret var upptaget .	så återkom den första kvinnan och meddelade att numret var upptaget	så den återkom första kvinnan meddelade och att numret var upptaget	O O F O O F O O O C O	så återkom den första kvinnan och meddelade att var numret upptaget	O C O O O O C O F O O
750	Quinn visste inte vad han skulle tro .	quinn visste inte vad han skulle tro	quinn visste inte vad han skulle tro	O C O O O F F	quinn inte vad han tro visste skulle	O O O O C F F
751	Det fanns så många möjligheter att han inte ens orkade börja sortera dem .	det fanns så många möjligheter att han inte ens orkade börja sortera dem	det fanns så många möjligheter att han inte ens orkade börja sortera dem	O C O O O O O O O C F F O	det orkade så många möjligheter att fanns han inte ens börja sortera dem	O F O O O O F O O O C C O
752	Stillman ? Luren avlagd ? Någon helt ny person som ringde dit ?	stillman luren avlagd någon helt ny person som ringde dit	stillman luren avlagd någon helt ny person som ringde dit	O O C O O O O O C O	stillman luren ringde avlagd någon helt ny person som dit	O O F C O O O O O O
753	Han satte på TV:n och tittade på de första båda omgångarna i Mets match mot St Louis .	han satte på tv:n och tittade på de första båda omgångarna i mets match mot st louis	han på satte tv:n tittade och på de första båda omgångarna i mets match mot st louis	O O F O F O O O O O O O O O O O O	han satte tittade på tv:n och på de första båda omgångarna i mets match mot st louis	O C F O O O O O O O O O O O O O O
754	Sedan slog han numret igen .	sedan slog han numret igen	sedan slog han numret igen	O C O O O	sedan slog han numret igen	O C O O O
755	I tredje omgången tog St Louis poäng på att en av Mets spelare höll bollen för länge , på ett slag utanför spelfältet och på en nästan övermänsklig spurt till hemmabasen .	i tredje omgången tog st louis poäng på att en av mets spelare höll bollen för länge på ett slag utanför spelfältet och på en nästan övermänsklig spurt till hemmabasen	i tredje omgången tog st louis poäng på att en av mets spelare bollen höll för länge på ett slag utanför spelfältet och på en nästan övermänsklig spurt till hemmabasen	O O O C O O O O O O O O O O F O O O O O O O O O O O O O O O	i tredje omgången tog st louis poäng på att en av mets spelare bollen för länge på ett slag höll utanför spelfältet och på en nästan övermänsklig spurt till hemmabasen	O O O C O O O O O O O O O O O O O O O F O O O O O O O O O O
756	Mets svarade på detta i en inneperiod med en dubbelrunda av Wilson och en singel av Youngblood .	mets svarade på detta i en inneperiod med en dubbelrunda av wilson och en singel av youngblood	svarade mets på detta i en inneperiod med en dubbelrunda av wilson och en singel av youngblood	F O O O O O O O O O O O O O O O O	mets på detta i en inneperiod med en dubbelrunda svarade av wilson och en singel av youngblood	O O O O O O O O O F O O O O O O O
757	Quinn upptäckte att det inte rörde honom i ryggen .	quinn upptäckte att det inte rörde honom i ryggen	quinn upptäckte att det inte rörde honom i ryggen	O C O O O C O O O	rörde quinn upptäckte att det inte honom i ryggen	F O C O O O O O O
758	När det kom ett inslag med reklam för en ölsort stängde han av ljudet .	när det kom ett inslag med reklam för en ölsort stängde han av ljudet	när det ett kom inslag med reklam för en stängde ölsort han av ljudet	O O O F O O O O O F O O O O	stängde när det kom ett inslag med reklam för en ölsort han av ljudet	F O O C O O O O O O O O O O
759	För tjugonde gången försökte han nå Virginia Stillman och för tjugonde gången var det lika hopplöst .	för tjugonde gången försökte han nå virginia stillman och för tjugonde gången var det lika hopplöst	för tjugonde gången försökte han nå virginia stillman och för tjugonde gången det var lika hopplöst	O O O C O C O O O O O O O F O O	för tjugonde nå gången han virginia stillman försökte och för tjugonde gången var det lika hopplöst	O O F O O O O F O O O O C O O O
760	I fjärde omgången gjorde St Louis fem rundor och Quinn slog av även bilden .	i fjärde omgången gjorde st louis fem rundor och quinn slog av även bilden	i fjärde gjorde omgången st louis fem rundor och quinn slog av även bilden	O O F O O O O O O O C O O O	i fjärde omgången gjorde st louis fem rundor och quinn av även slog bilden	O O O C O O O O O O O O F O
761	Han letade fram sitt röda anteckningsblock , satte sig vid skrivbordet och skrev i två timmar i sträck .	han letade fram sitt röda anteckningsblock satte sig vid skrivbordet och skrev i två timmar i sträck	han letade fram sitt röda anteckningsblock sig satte vid skrivbordet skrev och i två timmar i sträck	O C O O O O O F O O F O O O O O O	han fram sitt röda letade anteckningsblock satte sig vid skrivbordet och i skrev två timmar i sträck	O O O O F O C O O O O O F O O O O
762	Han brydde sig inte om att läsa igenom det han hade skrivit .	han brydde sig inte om att läsa igenom det han hade skrivit	han brydde sig inte om att läsa igenom det han hade skrivit	O C O O O O C O O O F F	skrivit han sig inte om att läsa brydde igenom det han hade	F O O O O O C F O O O C
763	Sedan ringde han Virginia Stillman och fick en ny upptagetton .	sedan ringde han virginia stillman och fick en ny upptagetton	sedan ringde han virginia stillman och fick en ny upptagetton	O C O O O O C O O O	sedan han ringde virginia stillman och fick en ny upptagetton	O O F O O O C O O O
764	Han slängde på luren så häftigt att plasten sprack .	han slängde på luren så häftigt att plasten sprack	han på slängde luren så häftigt att sprack plasten	O O F O O O O F O	han slängde på luren så sprack häftigt att plasten	O C O O O F O O O
765	När han försökte ringa igen fick han inte längre någon svarston .	när han försökte ringa igen fick han inte längre någon svarston	när han försökte ringa igen han fick inte längre någon svarston	O O C C O O F O O O O	när han ringa igen fick han inte längre någon svarston försökte	O O C O F O O O O O F
766	Han reste sig , gick ut i köket och gjorde i ordning ännu en tallrik flingor .	han reste sig gick ut i köket och gjorde i ordning ännu en tallrik flingor	reste han sig gick ut i köket och gjorde i ordning ännu en tallrik flingor	F O O C O O O O C O O O O O O	han sig ut i köket och gjorde i reste ordning ännu en tallrik flingor gick	O O O O O O C O F O O O O O F
767	Därefter gick han till sängs .	därefter gick han till sängs	därefter han gick till sängs	O O F O O	därefter gick han till sängs	O C O O O
768	I drömmen , som han sedan glömde , vandrade han nerför Broadway med Austers son vid handen .	i drömmen som han sedan glömde vandrade han nerför broadway med austers son vid handen	i drömmen som han glömde sedan vandrade han nerför broadway med austers son vid handen	O O O O F O C O O O O O O O O	i drömmen som han sedan vandrade glömde han nerför broadway med austers son vid handen	O O O O O C F O O O O O O O O
769	Säkerhetsåtgärderna är strikta när man flyger till Israel , väskorna genomsöks , männen visiteras och man drar en elektronisk ring över kvinnorna från för till akter .	säkerhetsåtgärderna är strikta när man flyger till israel väskorna genomsöks männen visiteras och man drar en elektronisk ring över kvinnorna från för till akter	säkerhetsåtgärderna är strikta när man till flyger israel genomsöks väskorna männen visiteras och man drar en elektronisk ring över kvinnorna från för till akter	O C O O O O F O F O O C O O C O O O O O O O O O	säkerhetsåtgärderna är strikta när man till israel väskorna männen visiteras genomsöks och man drar en elektronisk ring över kvinnorna flyger från för till akter	O C O O O O O O O C F O O F O O O O O F O O O O
770	Sedan öppnas handbagaget .	sedan öppnas handbagaget	sedan handbagaget öppnas	O O F	sedan öppnas handbagaget	O C O
771	Ingen visar särskilt mycket tålamod .	ingen visar särskilt mycket tålamod	visar ingen särskilt mycket tålamod	F O O O O	ingen visar särskilt mycket tålamod	O C O O O
772	Sikten är dålig i kön eftersom en mängd chassider med vidbrättade hattar och tinninglockar och hängande lugg har tagit mark på Heathrow och är alldeles för rastlösa för att stå och vänta i en rad utan rusar hit och dit , ropande och gestikulerande .	sikten är dålig i kön eftersom en mängd chassider med vidbrättade hattar och tinninglockar och hängande lugg har tagit mark på heathrow och är alldeles för rastlösa för att stå och vänta i en rad utan rusar hit och dit ropande och gestikulerande	sikten är dålig i kön eftersom en mängd chassider med vidbrättade hattar och tinninglockar och hängande lugg har mark tagit på heathrow är och alldeles för rastlösa för att stå och vänta i en rad utan hit rusar och ropande dit och gestikulerande	O C O O O O O O O O O O O O O O O C O F O O F O O O O O O C O C O O O O O F O F O O C	sikten är dålig i kön eftersom en mängd gestikulerande chassider med vidbrättade hattar och tinninglockar och hängande lugg har tagit mark på heathrow och vänta alldeles för rastlösa ropande för att stå och i en rad utan rusar hit och dit är och	O C O O O O O O F O O O O O O O O O C C O O O O F O O O F O O C O O O O O C O O O F O
773	Korridorerna myllrar av dem .	korridorerna myllrar av dem	korridorerna myllrar av dem	O C O O	korridorerna myllrar av dem	O C O O
774	Omkring tvåhundra chassider skall flyga till Israel för att bevista omskärelsen av den förstfödde sonen till deras andlige ledare , Belzecs rabbin .	omkring tvåhundra chassider skall flyga till israel för att bevista omskärelsen av den förstfödde sonen till deras andlige ledare belzecs rabbin	omkring tvåhundra chassider skall flyga till israel för att bevista omskärelsen av den förstfödde sonen till deras andlige ledare belzecs rabbin	O O O F F O O O O C O O O O O O O O O O O	omkring tvåhundra chassider till israel för att bevista omskärelsen av den förstfödde sonen till deras andlige skall flyga ledare belzecs rabbin	O O O O O O O C O O O O O O O O F F O O O
775	När min fru Alexandra och jag stiger in i 747:an utsätts vi för en korseld ur mörka ögon som ligger djupt i buskiga bakhåll .	när min fru alexandra och jag stiger in i 747:an utsätts vi för en korseld ur mörka ögon som ligger djupt i buskiga bakhåll	när min fru alexandra och jag stiger in i 747:an vi utsätts för en korseld ur mörka ögon ligger som djupt i buskiga bakhåll	O O O O O O C O O O O F O O O O O O F O O O O O	när min fru alexandra och jag stiger in i utsätts 747:an vi för en korseld ur mörka ögon som djupt i buskiga bakhåll ligger	O O O O O O C O O F O O O O O O O O O O O O O F
776	För mig finns inget främmande i dessa hattar , tinninglockar och luggar .	för mig finns inget främmande i dessa hattar tinninglockar och luggar	för mig finns inget främmande i dessa hattar tinninglockar och luggar	O O C O O O O O O O O	för mig inget främmande i dessa hattar tinninglockar finns och luggar	O O O O O O O O F O O
777	Det är som ett besök i barndomen	det är som ett besök i barndomen	det är som ett besök i barndomen	O C O O O O O	det är som ett besök i barndomen	O C O O O O O
778	När jag var sex år hade jag själv en tallitkatan eller skapular under skjortan , fast min var en bit grönt kattuntryck medan deras är av vitt linne .	när jag var sex år hade jag själv en tallitkatan eller skapular under skjortan fast min var en bit grönt kattuntryck medan deras är av vitt linne	när jag sex var hade år jag själv en tallitkatan eller skapular under skjortan fast min var en bit grönt kattuntryck medan deras är av vitt linne	O O O F F O O O O O O O O O O O C O O O O O O C O O O	när jag sex år var hade jag själv en tallitkatan eller skapular under skjortan var fast min en bit grönt kattuntryck medan deras är av vitt linne	O O O O F C O O O O O O O O F O O O O O O O O C O O O
779	"Gud uppdrog åt Moses att tala till Israels barn och säga dem att de "" skola göra sig tofsar i hörnen på sina kläder "" ."	gud uppdrog åt moses att tala till israels barn och säga dem att de skola göra sig tofsar i hörnen på sina kläder	gud åt uppdrog moses tala att till israels barn och säga dem att de skola sig göra tofsar i hörnen på sina kläder	O O F O F O O O O O C O O O C O F O O O O O O	gud säga uppdrog åt moses att tala till israels barn och dem att skola de sig tofsar i hörnen på sina kläder göra	O F C O O O C O O O O O O F O O O O O O O O F
780	Och det gör de fortfarande efter cirka fyratusen år .	och det gör de fortfarande efter cirka fyratusen år	och gör det de fortfarande efter cirka fyratusen år	O F O O O O O O O	och det gör de fortfarande efter cirka fyratusen år	O O C O O O O O O
781	Vi hittar våra platser , två i en rad av tre , långt bak i flygplanet .	vi hittar våra platser två i en rad av tre långt bak i flygplanet	vi hittar våra platser två i en rad av tre långt bak i flygplanet	O C O O O O O O O O O O O O	vi hittar våra platser två i en rad av tre långt bak i flygplanet	O C O O O O O O O O O O O O
782	""" Talar ni jiddisch ? "" säger han ."	talar ni jiddisch säger han	talar ni jiddisch han säger	C O O O F	ni jiddisch säger han talar	O O C O F
783	""" Jag kan inte sitta närmast er hustru ."	jag kan inte sitta närmast er hustru	kan jag inte sitta närmast er hustru	F O O C O O O	jag kan inte närmast er hustru sitta	O C O O O O F
784	Var snäll och sätt er mellan oss .	var snäll och sätt er mellan oss	var snäll och er sätt mellan oss	C O O O F O O	snäll och sätt er mellan var oss	O O C O O F O
785	"Var så god "" , säger han ."	var så god säger han	var så säger god han	C O F O O	så god säger var han	O O C F O
786	Jag tar mittplatsen , vilket jag inte tycker om , men det gör mig inte så mycket .	jag tar mittplatsen vilket jag inte tycker om men det gör mig inte så mycket	jag tar mittplatsen vilket jag inte om tycker men gör det mig inte så mycket	O C O O O O O F O F O O O O O	jag tar mittplatsen vilket jag inte tycker om gör men det mig inte så mycket	O C O O O O C O F O O O O O O
787	Snarare är jag nyfiken .	snarare är jag nyfiken	snarare är jag nyfiken	O C O O	snarare är jag nyfiken	O C O O
788	Vår chassid är bortåt de trettio .	vår chassid är bortåt de trettio	vår chassid är bortåt de trettio	O O C O O O	vår chassid är bortåt de trettio	O O C O O O
789	Han är finnig och har mager hals och utstående blå ögon , och hans underläpp sticker också ut .	han är finnig och har mager hals och utstående blå ögon och hans underläpp sticker också ut	han finnig är har och mager hals och utstående blå ögon och hans underläpp sticker också ut	O O F F O O O O O O O O O O C O O	han är finnig och mager har hals och utstående blå ögon och hans underläpp sticker också ut	O C O O O F O O O O O O O O C O O
790	Han har inget civiliserat ansikte .	han har inget civiliserat ansikte	han har inget civiliserat ansikte	O C O O O	han inget har civiliserat ansikte	O O F O O
791	De tankar och impulser som fyller det är inte civiliserade vilket ingalunda betyder att det är underlägsna tankar och impulser .	de tankar och impulser som fyller det är inte civiliserade vilket ingalunda betyder att det är underlägsna tankar och impulser	de tankar och impulser som är fyller det inte civiliserade vilket ingalunda betyder att det är underlägsna tankar och impulser	O O O O O F F O O O O O C O O C O O O O	de tankar och är impulser som fyller det inte civiliserade vilket ingalunda betyder att det är underlägsna tankar och impulser	O O O F O O C O O O O O C O O F O O O O
792	Och fastän han inte får sitta bredvid kvinnor som inte tillhör hans släkt eller se på dem eller meddela sig med dem på något sätt ( alltsammans saker som utan tvivel besparar honom en mängd bekymmer ) verkar han vara en godhjärtad ung man , och han ser ut att trivas gott .	och fastän han inte får sitta bredvid kvinnor som inte tillhör hans släkt eller se på dem eller meddela sig med dem på något sätt alltsammans saker som utan tvivel besparar honom en mängd bekymmer verkar han vara en godhjärtad ung man och han ser ut att trivas gott	och fastän han inte får sitta bredvid kvinnor som inte tillhör hans släkt eller se på dem eller sig meddela med dem på något sätt alltsammans saker som utan besparar tvivel honom en mängd bekymmer verkar han vara en godhjärtad ung man och han ut ser trivas att gott	O O O O F F O O O O C O O O C O O O O F O O O O O O O O O F O O O O O C O C O O O O O O O F F O O	och fastän han inte får sitta bredvid kvinnor som meddela inte tillhör hans ser släkt eller vara på dem eller sig med dem på något sätt alltsammans saker som utan tvivel honom en mängd bekymmer verkar han besparar en godhjärtad ung man och han ut se att trivas gott	O O O O C C O O O F O C O F O O F O O O O O O O O O O O O O O O O O O C O F O O O O O O O F O C O
793	Alla chassiderna roar sig med liv och lust , kilar fram genom gångarna , hälsar på varann och småpratar och står med glad otålighet i de långa toalettköerna , livliga som gäss .	alla chassiderna roar sig med liv och lust kilar fram genom gångarna hälsar på varann och småpratar och står med glad otålighet i de långa toalettköerna livliga som gäss	alla chassiderna roar sig med liv och lust kilar fram genom gångarna på hälsar varann småpratar och och står med glad otålighet i de långa toalettköerna livliga som gäss	O O C O O O O O C O O O O F O F O O C O O O O O O O O O O	alla hälsar chassiderna roar sig med liv och lust fram genom gångarna på varann och kilar småpratar och står med glad otålighet i de långa toalettköerna livliga som gäss	O F O C O O O O O O O O O O O F C O C O O O O O O O O O O
794	Skyltar tar de ingen notis om .	skyltar tar de ingen notis om	skyltar tar de ingen notis om	O C O O O O	skyltar de ingen tar notis om	O O O F O O
795	Förstår de inte engelska ?	förstår de inte engelska	de förstår inte engelska	O F O O	de inte förstår engelska	O O F O
796	Flygvärdinnorna är rasande på dem .	flygvärdinnorna är rasande på dem	är flygvärdinnorna rasande på dem	F O O O O	är flygvärdinnorna rasande på dem	F O O O O
797	"Jag frågar en av värdinnorna när jag kan räkna med att få en drink och hon utbrister irriterat : "" Gå tillbaka till er plats ! """	jag frågar en av värdinnorna när jag kan räkna med att få en drink och hon utbrister irriterat gå tillbaka till er plats	jag frågar en av värdinnorna när jag kan med räkna få att en drink och hon utbrister irriterat gå tillbaka till er plats	O C O O O O O C O F F O O O O O C O C O O O O	jag frågar en av utbrister värdinnorna när jag kan räkna med att en drink få och hon irriterat tillbaka till er gå plats	O C O O F O O O C C O O O O F O O O O O O F O
798	Detta säger hon med så genomträngande stämma att jag slår till reträtt .	detta säger hon med så genomträngande stämma att jag slår till reträtt	detta hon säger med så genomträngande stämma att slår jag till reträtt	O O F O O O O O F O O O	detta säger hon med så slår genomträngande stämma att jag till reträtt	O C O O O F O O O O O O
799	Icke så de muntra chassiderna , som fröjdar sig allestädes .	icke så de muntra chassiderna som fröjdar sig allestädes	icke så de muntra chassiderna som fröjdar sig allestädes	O O O O O O C O O	icke så de muntra chassiderna som fröjdar sig allestädes	O O O O O O C O O
800	De befallningar som uttalas av dessa unga hedniska kvinnspersoner i uniform är som luft för dem .	de befallningar som uttalas av dessa unga hedniska kvinnspersoner i uniform är som luft för dem	de befallningar som uttalas av dessa unga hedniska kvinnspersoner i uniform som är luft för dem	O O O C O O O O O O O O F O O O	de befallningar som av dessa unga hedniska kvinnspersoner i uniform är uttalas som luft för dem	O O O O O O O O O O C F O O O O
801	För dem är de bara uppassare , exotiska Bediener , praktiskt taget kroppslösa .	för dem är de bara uppassare exotiska bediener praktiskt taget kroppslösa	för är dem de bara uppassare exotiska bediener praktiskt taget kroppslösa	O F O O O O O O O C O	för dem är de bara uppassare taget exotiska bediener praktiskt kroppslösa	O O C O O O F O O O O
802	Jag förutser ett problem och ber flygvärdinnan servera mig en koscherlunch .	jag förutser ett problem och ber flygvärdinnan servera mig en koscherlunch	jag förutser ett problem och servera ber flygvärdinnan mig en koscherlunch	O C O O O F F O O O O	ber jag förutser ett problem och flygvärdinnan servera mig en koscherlunch	F O C O O O O C O O O
803	""" Det kan jag inte , vi har inte så det räcker åt dem "" , säger hon ."	det kan jag inte vi har inte så det räcker åt dem säger hon	det kan jag inte vi har inte så det åt räcker säger dem hon	O C O O O C O O O O F F O O	det har jag inte vi inte så det räcker åt dem säger kan hon	O F O O O O O O C O O C F O
804	""" Vi var inte förvarnade . """	vi var inte förvarnade	vi var inte förvarnade	O C O C	vi förvarnade var inte	O F C O
805	Hennes stora brittiska ögon är förnärmade och hennes barm häver sig av förtrytelse .	hennes stora brittiska ögon är förnärmade och hennes barm häver sig av förtrytelse	hennes stora brittiska ögon förnärmade är och hennes häver barm sig av förtrytelse	O O O O O F O O F O O O O	hennes stora brittiska ögon är förnärmade häver och hennes barm sig av förtrytelse	O O O O C O F O O O O O O
806	""" Vi har blivit tvungna att ta en omväg över Rom för att få tag i mer av deras speciella mat . """	vi har blivit tvungna att ta en omväg över rom för att få tag i mer av deras speciella mat	vi har blivit ta tvungna att en omväg över rom för att få tag i mer av deras speciella mat	O C C F F O O O O O O O C O O O O O O O	vi blivit tvungna att ta en omväg över rom få har för att tag i mer av deras speciella mat	O C C O C O O O O F F O O O O O O O O O
807	Min fru undrar roat varför jag beställde en koscherlunch .	min fru undrar roat varför jag beställde en koscherlunch	min fru undrar roat varför jag en beställde koscherlunch	O O C O O O O F O	min fru beställde undrar roat varför jag en koscherlunch	O O F C O O O O O
808	""" Därför att när de kommer med min kyckling kommer den här gossen med skägget att bli alldeles ifrån sig "" , förklarar jag ."	därför att när de kommer med min kyckling kommer den här gossen med skägget att bli alldeles ifrån sig förklarar jag	därför att när kommer de med min kyckling kommer den här gossen med skägget att bli alldeles ifrån sig jag förklarar	O O O F O O O O C O O O O O O C O O O O F	därför att när de bli med min kyckling kommer den här kommer gossen med skägget att alldeles ifrån sig förklarar jag	O O O O F O O O C O O F O O O O O O O C O
809	Och det blir han också .	och det blir han också	och blir det han också	O F O O O	och det han blir också	O O O F O
810	British Airways kyckling ligger framför mig , vidrörd av dödens kalla hand .	british airways kyckling ligger framför mig vidrörd av dödens kalla hand	british airways kyckling ligger framför mig vidrörd av dödens kalla hand	O O O C O O C O O O O	british airways kyckling framför mig vidrörd av ligger dödens kalla hand	O O O O O C O F O O O
811	Men efter tre timmars säkerhetsövningar på Heathrow är jag hungrig .	men efter tre timmars säkerhetsövningar på heathrow är jag hungrig	men efter tre timmars säkerhetsövningar på heathrow jag är hungrig	O O O O O O O O F O	men efter tre timmars säkerhetsövningar på heathrow är jag hungrig	O O O O O O O C O O
812	Den unge chassiden ryggar tillbaka när man räcker mig brickan .	den unge chassiden ryggar tillbaka när man räcker mig brickan	den unge ryggar chassiden tillbaka när man räcker mig brickan	O O F O O O O C O O	den unge chassiden tillbaka när man räcker mig ryggar brickan	O O O O O O C O F O
813	Han tilltalar mig åter på jiddisch .	han tilltalar mig åter på jiddisch	han tilltalar mig åter på jiddisch	O C O O O O	han tilltalar mig åter på jiddisch	O C O O O O
814	"Han säger : "" Jag måste tala med er ."	han säger jag måste tala med er	han måste säger jag tala med er	O F F O C O O	säger han jag tala med er måste	F O O C O O F
815	"Ni tar väl inte illa upp ? """	ni tar väl inte illa upp	ni tar väl inte illa upp	O C O O O O	ni tar väl inte illa upp	O C O O O O
816	""" Nej , det tror jag inte . """	nej det tror jag inte	nej det jag tror inte	O O O F O	nej det jag tror inte	O O O F O
817	""" Ni får kanske lust att slå till mig i ansiktet . """	ni får kanske lust att slå till mig i ansiktet	får ni kanske lust att slå till mig i ansiktet	F O O O O C O O O O	ni kanske lust får att slå till mig i ansiktet	O O O F O C O O O O
818	""" Varför skulle jag göra det ? """	varför skulle jag göra det	varför skulle jag det göra	O C O O F	varför skulle göra jag det	O C F O O
819	""" Ni är jude ."	ni är jude	är ni jude	F O O	ni jude är	O O F
820	Ni måste vara jude , ni talar ju jiddisch .	ni måste vara jude ni talar ju jiddisch	ni måste vara jude ni ju talar jiddisch	O C C O O O F O	vara ni måste jude ni talar ju jiddisch	F O C O O C O O
821	"Hur kan ni äta det där ! """	hur kan ni äta det där	kan hur ni äta det där	F O O C O O	hur kan ni det äta där	O C O O F O
822	""" Ja , den ser ruskig ut , inte sant ? """	ja den ser ruskig ut inte sant	ja den ser ruskig ut inte sant	O O C O O O O	ja den ruskig ut inte sant ser	O O O O O O F
823	""" Ni får inte röra den ."	ni får inte röra den	ni röra får inte den	O F F O O	ni får röra inte den	O C F O O
824	Mitt kvinnfolk har packat ner koschersmörgåsar åt mig .	mitt kvinnfolk har packat ner koschersmörgåsar åt mig	mitt kvinnfolk har packat ner koschersmörgåsar åt mig	O O C C O O O O	mitt kvinnfolk har ner packat koschersmörgåsar åt mig	O O C O F O O O
825	"Är er fru judisk ? """	är er fru judisk	er är fru judisk	O F O O	er är fru judisk	O F O O
826	Här nödgas jag ljuga .	här nödgas jag ljuga	nödgas här jag ljuga	F O O C	här jag nödgas ljuga	O O F C
827	Alexandra är rumänska .	alexandra är rumänska	alexandra är rumänska	O C O	är alexandra rumänska	F O O
828	"Men jag kan inte utsätta honom för alltför många chocker på en enda gång , så jag säger : "" Hon har inte fått en judisk uppfostran . """	men jag kan inte utsätta honom för alltför många chocker på en enda gång så jag säger hon har inte fått en judisk uppfostran	men jag utsätta kan inte honom för alltför många chocker på en enda gång så jag säger hon har inte en fått judisk uppfostran	O O F F O O O O O O O O O O O O C O C O O F O O	men jag kan inte honom för alltför många har chocker på en enda utsätta gång så jag fått säger hon inte en judisk uppfostran	O O C O O O O O F O O O O F O O O F C O O O O O
829	""" Hon talar inte jiddisch ? """	hon talar inte jiddisch	talar hon inte jiddisch	F O O O	hon talar inte jiddisch	O C O O
