idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
215	Han skall visa intyg på att han kan svenska	han skall visa intyg på att han kan svenska	O C C O O O O C O	han skall intyg visa på att han kan svenska	O C O F O O O C O
216	Nordbor kan även förvärva svenskt medborgarskap genom anmälan hos länsstyrelse efter sju års vistelse i Sverige .	nordbor kan även förvärva svenskt medborgarskap genom anmälan hos länsstyrelse efter sju års vistelse i sverige	O C O C O O O O O O O O O O O O	nordbor även svenskt medborgarskap genom anmälan hos länsstyrelse efter kan sju års vistelse i sverige förvärva	O O O O O O O O O F O O O O O F
217	Över 200000 invandrare har fått svenskt medborgarskap sedan början av 1940-talet .	över 200000 invandrare har fått svenskt medborgarskap sedan början av 1940-talet	O O O C C O O O O O O	över 200000 invandrare har fått svenskt medborgarskap sedan början av 1940-talet	O O O C C O O O O O O
218	Vilka svenska myndigheter är det främst som sysslar med invandrarfrågor ?	vilka svenska myndigheter är det främst som sysslar med invandrarfrågor	O O O C O O O C O O	vilka svenska myndigheter är det främst som med invandrarfrågor sysslar	O O O C O O O O O F
219	Invandrarverket som började sin verksamhet den 1 juli 1969 handlägger tillstånd- och kontrollfrågor ( uppehålls- och arbetstillstånd , främlingspass , visering , asyl etc ) , anpassningsfrågor och medborgarskapsärenden .	invandrarverket som började sin verksamhet den 1 juli 1969 handlägger tillstånd- och kontrollfrågor uppehålls- och arbetstillstånd främlingspass visering asyl etc anpassningsfrågor och medborgarskapsärenden	O C O O O O O O O O O O O O O O C O O O O O O	invandrarverket handlägger tillstånd- och kontrollfrågor uppehålls- och arbetstillstånd främlingspass visering asyl etc anpassningsfrågor och medborgarskapsärenden började som sin verksamhet den 1 juli 1969	O C O O O O O O O O O O O O O F O O O O O O O
220	För arbetsmarknadsfrågorna svarar arbetsmarknadsstyrelsen .	för arbetsmarknadsfrågorna svarar arbetsmarknadsstyrelsen	O O C O	för arbetsmarknadsfrågorna arbetsmarknadsstyrelsen svarar	O O O F
221	Den sköter också mottagandet av flyktingarna .	den sköter också mottagandet av flyktingarna	O C O O O O	den sköter också mottagandet av flyktingarna	O C O O O O
222	Skolöverstyrelsen har ansvaret för invandrarbarnens skolgång och för studieförbundens kurser i svenska för invandrare .	skolöverstyrelsen har ansvaret för invandrarbarnens skolgång och för studieförbundens kurser i svenska för invandrare	O C O O O O O O O O O O O O	skolöverstyrelsen ansvaret för har invandrarbarnens skolgång och för studieförbundens kurser i svenska för invandrare	O O O F O O O O O O O O O O
223	En parlamentarisk utredning om invandrarnas anpassningsproblem , invandrarutredningen , tillsattes våren 1968 .	en parlamentarisk utredning om invandrarnas anpassningsproblem invandrarutredningen tillsattes våren 1968	O O O O O O O C O O	en parlamentarisk utredning om invandrarnas anpassningsproblem invandrarutredningen våren tillsattes 1968	O O O O O O O O F O
224	Den skall undersöka anpassningspolitikens mål och medel och föreslå förbättringar av olika slag .	den skall undersöka anpassningspolitikens mål och medel och föreslå förbättringar av olika slag	O C C O O O O O C O O O O	den anpassningspolitikens undersöka mål skall och medel föreslå och förbättringar av olika slag	O O C O F O O F O O O O O
225	I varje svensk postadress ingår ett femsiffrigt postnummer , som skall stå till vänster om adressortens namn .	i varje svensk postadress ingår ett femsiffrigt postnummer som skall stå till vänster om adressortens namn	O O O O C O O O O C C O O O O O	i varje svensk postadress ett femsiffrigt postnummer ingår som skall stå till vänster om adressortens namn	O O O O O O O F O C C O O O O O
226	Postnumret skrivs med ett litet mellanrum ( vid maskinskrift ett mellanslag ) mellan tredje och fjärde siffran och ett något större mellanrum ( vid maskinskrift två mellanslag ) mellan sista siffran och ortnamnet .	postnumret skrivs med ett litet mellanrum vid maskinskrift ett mellanslag mellan tredje och fjärde siffran och ett något större mellanrum vid maskinskrift två mellanslag mellan sista siffran och ortnamnet	O C O O O O O O O O O O O O O O O O O O O O O O O O O O O	postnumret med ett litet mellanrum vid maskinskrift ett mellanslag mellan tredje och fjärde siffran skrivs och ett något större mellanrum vid maskinskrift två mellanslag mellan sista siffran och ortnamnet	O O O O O O O O O O O O O O F O O O O O O O O O O O O O O
227	Hela adressen bör skrivas med rak vänsterkant .	hela adressen bör skrivas med rak vänsterkant	O O C C O O O	hela adressen bör skrivas med rak vänsterkant	O O C C O O O
228	Postnumren behövs för att posten skall kunna sorteras snabbt och säkert .	postnumren behövs för att posten skall kunna sorteras snabbt och säkert	O C O O O C C C O O O	postnumren behövs för att sorteras posten snabbt kunna skall och säkert	O C O O F O O F F O O
229	Maskiner för sortering av brev , postkort och korsband kräver siffror för att kunna fungera .	maskiner för sortering av brev postkort och korsband kräver siffror för att kunna fungera	O O O O O O O O C O O O C C	maskiner för sortering kräver av brev postkort och korsband siffror för att kunna fungera	O O O F O O O O O O O O C C
230	Men också när postsorteringen sker manuellt , underlättas den om försändelserna är försedda med postnummer .	men också när postsorteringen sker manuellt underlättas den om försändelserna är försedda med postnummer	O C O O O C O O O O O O C O	men den om är underlättas försändelserna försedda med postnummer också när postsorteringen sker manuellt	O O O F F O O O O O O O C O
231	Hur använder man postnummerkatalogen ?	hur använder man postnummerkatalogen	O C O O	hur använder man postnummerkatalogen	O C O O
232	Här är landets alla postanstalter upptagna i bokstavsordning , och här finner man postnumren för det stora flertalet orter .	här är landets alla postanstalter upptagna i bokstavsordning och här finner man postnumren för det stora flertalet orter	O C O O O O O O O O C O O O O O O O	här landets alla postanstalter upptagna i bokstavsordning är och finner här man postnumren för det stora flertalet orter	O O O O O O O F O F O O O O O O O O
233	För en del orter , som har flera postanstalter , finns flera olika postnummer angivna .	för en del orter som har flera postanstalter finns flera olika postnummer angivna	O O O O C O O O O O C O O	för en del orter finns flera olika postnummer angivna som flera postanstalter har	O O O O C O O O O O O O F
234	Då används alltid , om det rör sig om post med gatuadress etc , det lägsta av dessa nummer .	då används alltid om det rör sig om post med gatuadress etc det lägsta av dessa nummer	O C O O O O O O O O C O O O O O O	då används alltid det lägsta av dessa nummer om det rör sig om post med gatuadress etc	O C O O O O O O O O C O O O O O O
235	När det gäller en försändelse med fack- eller boxadress använder man postnumret för den av ortens postanstalter , där adressaten hämtar sin post i fack eller box .	när det gäller en försändelse med fack- eller boxadress använder man postnumret för den av ortens postanstalter där adressaten hämtar sin post i fack eller box	O O C O O O O O O C O O O O O O O O O C O O O O O O	när det en försändelse med fack- eller boxadress gäller man postnumret för den av ortens postanstalter använder där adressaten hämtar sin post i fack eller box	O O O O O O O O F O O O O O O O F O O C O O O O O O
236	För post som adresseras Poste restante är postnumret detsamma som för fackadresserad post .	för post som adresseras poste restante är postnumret detsamma som för fackadresserad post	O O C O O O O O O O C O O	för post postnumret är detsamma som för fackadresserad post som adresseras poste restante	O O O F O O O O O O C O O
237	För en del orter består upplysningen i del 1 enbart av en hänvisning till en sida i del 2 av katalogen .	för en del orter består upplysningen i del 1 enbart av en hänvisning till en sida i del 2 av katalogen	O O O O C O O O O O O O O O O O O O O O O	för en del orter består upplysningen i del 1 enbart av en hänvisning till en sida i del 2 av katalogen	O O O O C O O O O O O O O O O O O O O O O
238	Om en adressort inte går att finna i del 1 , bör man se efter om den förekommer i del 3 , förteckning över indragna och namnändrade postanstalter , som börjar på sid 189 .	om en adressort inte går att finna i del 1 bör man se efter om den förekommer i del 3 förteckning över indragna och namnändrade postanstalter som börjar på sid 189	O O O O C O C O O O C O C O O O C O O O O O O O O O O C O O O	om går en adressort inte att i del 1 finna bör man se efter om den i del 3 förteckning över indragna och namnändrade postanstalter förekommer börjar som på sid 189	O F O O O O O O O F C O C O O O O O O O O O O O O F F O O O O
239	Där finns i så fall upplysning om postnummer och ny adresspostanstalt .	där finns i så fall upplysning om postnummer och ny adresspostanstalt	O C O O O O O O O O O	där finns i så fall upplysning om postnummer och ny adresspostanstalt	O C O O O O O O O O O
240	I en del större städer och också på vissa orter som ligger i de tre största städernas närområden har varje ort inte bara ett enda eller några få postnummer utan en hel nummerserie .	i en del större städer och också på vissa orter som ligger i de tre största städernas närområden har varje ort inte bara ett enda eller några få postnummer utan en hel nummerserie	O O O O O O O O O O C O O O O O O O O O O O O O O O C O O O O O O	i en del större städer och också på vissa orter har varje ort inte bara ett enda eller några få postnummer utan en hel nummerserie som i ligger de tre största städernas närområden	O O O O O O O O O O C O O O O O O O O O O O O O O O O F O O O O O
241	På de orterna skall postnumren nämligen också hjälpa till att snabbt leda försändelserna till rätt utdelningsenhet .	på de orterna skall postnumren nämligen också hjälpa till att snabbt leda försändelserna till rätt utdelningsenhet	O O O C O O O C O O O C O O O O	på de orterna skall hjälpa postnumren nämligen också till leda att snabbt försändelserna till rätt utdelningsenhet	O O O C F O O O O F O O O O O O
242	Dessa orter , där sålunda postnumret bestäms av den lokala utdelningsadressen , är följande : Borås , Danderyd , Djursholm , Eskilstuna , Gävle , Göteborg - med Angered , Hisings Backa och Västra Frölunda - Halmstad , Handen , Huddinge , Hälsingborg , Jönköping , Karlstad , Landskrona , Lidingö , Lund , Malmö , Mölndal , Norrköping , Norsborg , Sollentuna , Solna , Stockholm - med Bandhagen , Bromma , Enskede , Farsta , Hägersten , Johanneshov , Skärholmen , Spånga , Vällingby och Älvsjö - Stocksund , Sundbyberg , Sundsvall , Södertälje , Täby , Umeå , Uppsala , Västerås , Växjö och Örebro .	dessa orter där sålunda postnumret bestäms av den lokala utdelningsadressen är följande borås danderyd djursholm eskilstuna gävle göteborg med angered hisings backa och västra frölunda halmstad handen huddinge hälsingborg jönköping karlstad landskrona lidingö lund malmö mölndal norrköping norsborg sollentuna solna stockholm med bandhagen bromma enskede farsta hägersten johanneshov skärholmen spånga vällingby och älvsjö stocksund sundbyberg sundsvall södertälje täby umeå uppsala västerås växjö och örebro	O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O C O O O O	dessa orter är följande borås danderyd djursholm eskilstuna gävle göteborg med angered hisings backa och västra frölunda halmstad handen huddinge hälsingborg jönköping karlstad landskrona lidingö lund malmö mölndal norrköping norsborg sollentuna solna stockholm med bandhagen bromma enskede farsta hägersten johanneshov skärholmen spånga vällingby och älvsjö stocksund sundbyberg sundsvall södertälje täby umeå uppsala västerås växjö och örebro där sålunda postnumret bestäms av den lokala utdelningsadressen	O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O C O O O O
243	För varje ort i del 2 ges upplysning om postnumren för fack- och boxadresser och för olika gator , vägar etc .	för varje ort i del 2 ges upplysning om postnumren för fack- och boxadresser och för olika gator vägar etc	O O O O O O C O O O O O O O O O O O O O	för varje ort i del 2 ges upplysning om postnumren för fack- och boxadresser och för olika gator vägar etc	O O O O O O C O O O O O O O O O O O O O
244	När inte alla hus vid en gata har samma postnummer , specificeras numren på det här sättet ( exemplet hämtat från Borås ) :	när inte alla hus vid en gata har samma postnummer specificeras numren på det här sättet exemplet hämtat från borås	O O O O O O O C O O C O O O O O O O O O	när inte alla hus vid en gata har samma postnummer numren på det här sättet exemplet hämtat från specificeras borås	O O O O O O O C O O O O O O O O O O F O
245	Detta betyder att udda husnummer t o m 17 och jämna husnummer t o m 18 har postnumret 50232 .	detta betyder att udda husnummer t o m 17 och jämna husnummer t o m 18 har postnumret 50232	O C O O O O O O O O O O C O O	detta betyder att udda husnummer t o m 17 och jämna husnummer t o m 18 postnumret 50232 har	O C O O O O O O O O O O O O F
246	De udda husnumren fr o m 19 och uppåt och de jämna fr o m 20 och uppåt har postnumret 50233 .	de udda husnumren fr o m 19 och uppåt och de jämna fr o m 20 och uppåt har postnumret 50233	O O O O O O O O O O O O O O C O O	de udda husnumren fr o m 19 och uppåt och de jämna fr o m 20 och uppåt postnumret 50233 har	O O O O O O O O O O O O O O O O F
247	På en del orter har vissa företag och institutioner med mycket stor ankommande post fått eget postnummer .	på en del orter har vissa företag och institutioner med mycket stor ankommande post fått eget postnummer	O O O O C O O O O O O O O O C O O	på har en del orter vissa företag och institutioner med mycket stor ankommande post fått eget postnummer	O F O O O O O O O O O O O O C O O
248	Dessa kunder och deras postnummer kan man finna överst i uppgifterna för resp adressorter .	dessa kunder och deras postnummer kan man finna överst i uppgifterna för resp adressorter	O O O O O C O C O O O O O O	dessa kunder och deras postnummer man kan finna överst i uppgifterna för resp adressorter	O O O O O O F C O O O O O O
249	Av exempel på sid 9 framgår hur adressen skall skrivas i ett sådant fall .	av exempel på sid 9 framgår hur adressen skall skrivas i ett sådant fall	O O O O O C O O C C O O O O	av exempel på framgår sid 9 hur adressen skrivas skall i ett sådant fall	O O O F O O O O F F O O O O
250	Ibland händer det att man inte kan hitta den adress man söker i förteckningen .	ibland händer det att man inte kan hitta den adress man söker i förteckningen	O C O O O O C C O O O O O C	ibland händer det att man inte kan hitta den adress i förteckningen man söker	O C O O O O C C O O O O O C
251	Det kan t ex röra sig om en nytillkommen gata .	det kan t ex röra sig om en nytillkommen gata	O C O C O O O O O	det t ex röra kan sig om en nytillkommen gata	O O F F O O O O O
252	Eller också kan det gälla adresser till en gård eller en by i ett område där det inte finns gatuadresser .	eller också kan det gälla adresser till en gård eller en by i ett område där det inte finns gatuadresser	O O C O C O O O O O O O O O O O O O C O	eller också kan det adresser gälla till en gård eller en by i ett område där det inte finns gatuadresser	O O C O O F O O O O O O O O O O O O C O
253	Därför finns det för varje ort i del 2 ett särskilt postnummer , ' samlingsnummer ' , som man kan använda i sådana fall .	därför finns det för varje ort i del 2 ett särskilt postnummer samlingsnummer som man kan använda i sådana fall	O C O O O O O O O O O O O O O C C O O O	därför det för varje ort finns i del 2 ett särskilt postnummer samlingsnummer kan som man använda i sådana fall	O O O O O F O O O O O O O F O O C O O O
254	Uppgift om detta nummer finns i regel nederst på resp tabellsida .	uppgift om detta nummer finns i regel nederst på resp tabellsida	O O O O C O O O O O O	uppgift om detta nummer i regel finns nederst på resp tabellsida	O O O O O O F O O O O
255	Uppgifterna i del 2 beträffande alla adressorter ( ortnamn ) , som ligger inom Göteborgs stad resp Stockholms stad , är sammanförda i två särskilda avsnitt , ett för vardera staden .	uppgifterna i del 2 beträffande alla adressorter ortnamn som ligger inom göteborgs stad resp stockholms stad är sammanförda i två särskilda avsnitt ett för vardera staden	O O O O O O O O C O O O O O O O O O O C O O O O O O	uppgifterna i del 2 beträffande alla adressorter ortnamn är sammanförda i två särskilda avsnitt ett för vardera staden som inom göteborgs stad resp stockholms stad ligger	O O O O O O O O C O O O O O O O O O O O O O O O O F
256	Varje avsnitt börjar med en förteckning över de adressater som har eget postnummer .	varje avsnitt börjar med en förteckning över de adressater som har eget postnummer	O O C O O O O O O O C O O	varje avsnitt börjar med en förteckning över de adressater som har eget postnummer	O O C O O O O O O O C O O
257	De är upptagna i en för hela Göteborgs stad resp Stockholms stad gemensam bokstavsordning .	de är upptagna i en för hela göteborgs stad resp stockholms stad gemensam bokstavsordning	O C O O O O O O O O O O O O	de upptagna i en är för hela göteborgs stad resp stockholms stad gemensam bokstavsordning	O O O O F O O O O O O O O O
258	Därefter finns uppgifter om postnummer för fack- och boxadresser vid varje särskild adresspostanstalt .	därefter finns uppgifter om postnummer för fack- och boxadresser vid varje särskild adresspostanstalt	O C O O O O O O O O O O O	därefter uppgifter om postnummer finns för fack- och boxadresser vid varje särskild adresspostanstalt	O O O O F O O O O O O O O
259	Till slut följer en förteckning över gatuadresser där alla gator , vägar etc är upptagna i en för hela staden gemensam bokstavsordning .	till slut följer en förteckning över gatuadresser där alla gator vägar etc är upptagna i en för hela staden gemensam bokstavsordning	O O C O O O O O O O O O C O O O O O O O O	till slut följer en förteckning över gatuadresser där alla gator vägar etc är upptagna i en för hela staden gemensam bokstavsordning	O O C O O O O O O O O O C O O O O O O O O
260	Genom denna gatuförteckning får man veta inte endast de rätta postnumren utan också namnen på adressorterna .	genom denna gatuförteckning får man veta inte endast de rätta postnumren utan också namnen på adressorterna	O O O C O C O O O O O O O O O O	genom denna gatuförteckning får man inte endast de rätta postnumren utan också namnen veta på adressorterna	O O O C O O O O O O O O O F O O
261	Det kan ju ibland inträffa att man vet en persons eller ett företags gatuadress i Stockholm resp Göteborg , men är tveksam om den postala adressorten är t ex Stockholm , Johanneshov eller Enskede , Göteborg eller Västra Frölunda .	det kan ju ibland inträffa att man vet en persons eller ett företags gatuadress i stockholm resp göteborg men är tveksam om den postala adressorten är t ex stockholm johanneshov eller enskede göteborg eller västra frölunda	O C O O C O O C O O O O O O O O O O O C O O O O O C O O O O O O O O O	det ju kan ibland inträffa att man en persons eller ett företags gatuadress i stockholm resp göteborg men tveksam är om den postala adressorten vet t ex stockholm johanneshov eller är enskede göteborg eller västra frölunda	O O F O C O O O O O O O O O O O O O O F O O O O F O O O O F O O O O O
262	Bokstavsbeteckningarna för postutdelningsområden i Stockholm , Göteborg och Malmö ( Stockholm C , Göteborg H , Malmö S etc ) behöver inte användas , när man sätter ut postnumret framför Stockholm , Göteborg resp Malmö .	bokstavsbeteckningarna för postutdelningsområden i stockholm göteborg och malmö stockholm c göteborg h malmö s etc behöver inte användas när man sätter ut postnumret framför stockholm göteborg resp malmö	O O O O O O O O O O O O O O O C O C O O C O O O O O O O	bokstavsbeteckningarna för postutdelningsområden i stockholm göteborg och malmö stockholm c göteborg h malmö s etc behöver inte användas när sätter man ut postnumret framför stockholm göteborg resp malmö	O O O O O O O O O O O O O O O C O C O F O O O O O O O O
263	När man skriver till ett främmande land som också infört postnummer , bör man ange postnumret på det sätt som är brukligt i det landet .	när man skriver till ett främmande land som också infört postnummer bör man ange postnumret på det sätt som är brukligt i det landet	O O C O O O O O O C O C O C O O O O O C O O O O	när man skriver till ett främmande land som också postnummer infört bör man ange postnumret på det sätt som är brukligt i det landet	O O C O O O O O O O F C O C O O O O O C O O O O
264	Några länder har andra regler än vi för placeringen av postnumret , t ex USA och Storbritannien .	några länder har andra regler än vi för placeringen av postnumret t ex usa och storbritannien	O O C O O O O O O O O O O O O	några länder andra regler än vi för placeringen av postnumret t ex usa och har storbritannien	O O O O O O O O O O O O O F O
265	Men de flesta av de europeiska länder , som hittills har börjat med postnummer , vill liksom vi ha numret skrivet till vänster om adressortens namn .	men de flesta av de europeiska länder som hittills har börjat med postnummer vill liksom vi ha numret skrivet till vänster om adressortens namn	O O O O O O O C O O C O O O O O O O O O C C O O	men de vill flesta av de europeiska länder liksom vi numret skrivet till vänster ha om adressortens namn som hittills har börjat med postnummer	O O F O O O O O O O O O O O F O O O O O C C O O
266	När man skriver till ett sådant land , bör man framför postnumret också sätta ut adresslandets nationalitetsbeteckning för bilar .	när man skriver till ett sådant land bör man framför postnumret också sätta ut adresslandets nationalitetsbeteckning för bilar	O O C O O O O C O O O O C O O O O O	när man skriver till ett sådant land man framför postnumret också bör sätta ut adresslandets nationalitetsbeteckning för bilar	O O C O O O O O O O O F C O O O O O
267	Mellan bokstavsbeteckningen och själva numret sätter man ett bindestreck .	mellan bokstavsbeteckningen och själva numret sätter man ett bindestreck	O O O O O C O O O	mellan bokstavsbeteckningen och själva numret sätter man ett bindestreck	O O O O O C O O O
268	När någon i utlandet skriver till Sverige bör han skriva ' S - ' framför det svenska postnumret .	när någon i utlandet skriver till sverige bör han skriva s framför det svenska postnumret	O O O O C O O C O C O O O O O	när någon i utlandet skriver till sverige han s skriva framför det svenska postnumret bör	O O O O C O O O O C O O O O F
269	På detta sätt kan man förhindra , att en sorteringsmaskin förväxlar en inrikes försändelse med en försändelse till ett annat land .	på detta sätt kan man förhindra att en sorteringsmaskin förväxlar en inrikes försändelse med en försändelse till ett annat land	O O O C O C O O O C O O O O O O O O O O	på detta sätt förhindra kan man förväxlar att en sorteringsmaskin en inrikes försändelse med en försändelse till ett annat land	O O O F F O F O O O O O O O O O O O O O
270	De nationalitetsbeteckningar som bör användas i förbindelse med postnummer till utlandet är följande : Belgien B Danmark DK Finland SF Frankrike F Italien I Liechtenstein FL Norge N Schweiz CH Västtyskland D Österrike A	de nationalitetsbeteckningar som bör användas i förbindelse med postnummer till utlandet är följande belgien b danmark dk finland sf frankrike f italien i liechtenstein fl norge n schweiz ch västtyskland d österrike a	O O C O O O O O O O O O O O O O O O O O O O O O O C C O O O O O O	de nationalitetsbeteckningar följande belgien b danmark dk finland sf frankrike f italien är i liechtenstein fl norge n schweiz ch västtyskland d österrike a bör som i förbindelse med postnummer till utlandet användas	O O O O O O O O O O O O F O O O O O O O O O O O F O O O O O O O F
271	Eftersom bilarna i både Väst- och Östtyskland har bokstavsbeteckningen D , går det inte att använda enbart den bokstaven i förbindelse med postnummer till Östtyskland .	eftersom bilarna i både väst- och östtyskland har bokstavsbeteckningen d går det inte att använda enbart den bokstaven i förbindelse med postnummer till östtyskland	O O O O O O O C O O C O O O C O O O O O O O O O	eftersom bilarna i både väst- och östtyskland har bokstavsbeteckningen d går det inte att använda enbart den bokstaven i förbindelse med postnummer till östtyskland	O O O O O O O C O O C O O O C O O O O O O O O O
272	När man skriver dit bör man därför , för att undvika förväxling , sätta ' Dx - ' framför postnumret .	när man skriver dit bör man därför för att undvika förväxling sätta dx framför postnumret	O O C O C O O C O O O O O C O	när man skriver dit man därför dx bör sätta framför postnumret för att undvika förväxling	O O C O O O O F F O O O O C O
273	Företag som skickar masskorsband kan med hjälp av postnumren lättare anpassa sina sändningar efter de krav som gäller för att man skall få prestationsrabatter .	företag som skickar masskorsband kan med hjälp av postnumren lättare anpassa sina sändningar efter de krav som gäller för att man skall få prestationsrabatter	O C O O O O O C O O O O O O C O O C O O O C C O	företag med hjälp av postnumren kan anpassa lättare sina sändningar efter de krav som skickar masskorsband gäller som för att man skall få prestationsrabatter	O O O O O F F O O O O O O O C O F O O O O C C O
274	Regler för hur försändelserna bör vara ordnade vid inlämningen finns i häftet ' Masskorsband ' , som kan erhållas på postanstalterna .	regler för hur försändelserna bör vara ordnade vid inlämningen finns i häftet masskorsband som kan erhållas på postanstalterna	O O O O C C O O O C O O O O C C O O	regler för hur finns försändelserna ordnade vid inlämningen i häftet masskorsband vara bör som kan erhållas på postanstalterna	O O O F O O O O O O O F F O C C O O
275	Posten tillhandahåller också en förteckning över samtliga postnummer i nummerföljd , där man kan ta reda på till vilken adresspostanstalt varje särskilt nummer hänför sig och dessutom få upplysning om i vilket kommunblock och vilken kommunblocksregion adressorten ligger .	posten tillhandahåller också en förteckning över samtliga postnummer i nummerföljd där man kan ta reda på till vilken adresspostanstalt varje särskilt nummer hänför sig och dessutom få upplysning om i vilket kommunblock och vilken kommunblocksregion adressorten ligger	O C O O O O O O O O O O C C O O O O O O O O C O O O C O O O O O O O O O C	posten också en förteckning över samtliga postnummer i nummerföljd tillhandahåller där man kan ta reda på till vilken adresspostanstalt varje särskilt nummer hänför sig och dessutom upplysning få om i vilket kommunblock och vilken kommunblocksregion adressorten ligger	O O O O O O O O O F O O C C O O O O O O O O C O O O O F O O O O O O O O C
276	Kunder som har användning för den förteckningen kan vända sig till sin postanstalt .	kunder som har användning för den förteckningen kan vända sig till sin postanstalt	O C C O O O O O C O O O O	kunder sig vända kan till sin postanstalt som har användning för den förteckningen	O O C F O O O O C O O O O
277	Alla postanstalter i Sverige , varav ca 1.300 finns på orter utan järnvägsförbindelse , deltar i Postens pakettrafik .	alla postanstalter i sverige varav ca 1.300 finns på orter utan järnvägsförbindelse deltar i postens pakettrafik	O O O O C O O O O O O C O O O O	alla postanstalter i sverige i postens pakettrafik deltar varav finns ca 1.300 på orter utan järnvägsförbindelse	O O O O O O O F O F O O O O O O
278	Även lantbrevbärare och postombud tar emot och lämnar ut paket .	även lantbrevbärare och postombud tar emot och lämnar ut paket	O O O O C O O O C O	även lantbrevbärare och postombud tar emot paket lämnar och ut	O O O O C O O F O O
279	Det finns olika sätt att skicka postpaket inom landet .	det finns olika sätt att skicka postpaket inom landet	O C O O O C O O O	det finns olika sätt att postpaket inom landet skicka	O C O O O O O O F
280	Fr o m den 1 januari 1971 kan man välja mellan följande : 1 Vanlig befordran 2 Vanlig befordran + utkörning 3 Ilbefordran 4 Ilbefordran + expressutdelning	fr o m den 1 januari 1971 kan man välja mellan följande 1 vanlig befordran 2 vanlig befordran utkörning 3 ilbefordran 4 ilbefordran expressutdelning	O O O O O C O C O O O O O O O O O O O O O O	fr o m den 1 januari 1971 kan man mellan följande 1 vanlig befordran 2 vanlig befordran utkörning 3 ilbefordran 4 ilbefordran expressutdelning välja	O O O O O C O O O O O O O O O O O O O O O F
281	Paket med vanlig befordran transporteras med postlägenheter som är avsedda för den tyngre och utrymmeskrävande posten .	paket med vanlig befordran transporteras med postlägenheter som är avsedda för den tyngre och utrymmeskrävande posten	O O O O C O O O C O O O O O O O	paket med vanlig befordran med är postlägenheter som avsedda för den tyngre och utrymmeskrävande posten transporteras	O O O O O F O O O O O O O O O F
282	De behandlas därför inte lika snabbt som brev .	de behandlas därför inte lika snabbt som brev	O C O O O O O O	de behandlas därför inte lika snabbt som brev	O C O O O O O O
283	Brevets snabbhet kan man emellertid få om man väljer ilbefordran .	brevets snabbhet kan man emellertid få om man väljer ilbefordran	O O C O O C O O C O	brevets snabbhet kan få man emellertid om man ilbefordran väljer	O O C F O O O O O F
284	Befordringsavgiften är högre för ilpaket .	befordringsavgiften är högre för ilpaket	O C O O O	befordringsavgiften är högre för ilpaket	O C O O O
285	Genom utkörning och expressutdelning kan avsändaren mot en tilläggsavgift få ett paket utkört till adressatens bostad , kontor etc på orter , ca 600 till antalet , där utkörning och expressutdelning finns anordnad .	genom utkörning och expressutdelning kan avsändaren mot en tilläggsavgift få ett paket utkört till adressatens bostad kontor etc på orter ca 600 till antalet där utkörning och expressutdelning finns anordnad	O O O O C O O O O C O O O O O O O O O O O O O O O O O O C O	genom utkörning och expressutdelning avsändaren mot en tilläggsavgift ett paket kan utkört till adressatens bostad få kontor etc på orter ca 600 till antalet där utkörning och expressutdelning finns anordnad	O O O O O O O O O O F O O O O F O O O O O O O O O O O O C O
286	Vanlig befordran - när sändningen inte är mycket brådskande och varan inte tar skada av några dagars transport .	vanlig befordran när sändningen inte är mycket brådskande och varan inte tar skada av några dagars transport	O O O O O C O O O O O C O O O O O	vanlig befordran när sändningen inte är mycket brådskande och varan tar inte skada av några dagars transport	O O O O O C O O O O F O O O O O O
287	Ingen speciell anteckning behövs på paket och adresskort .	ingen speciell anteckning behövs på paket och adresskort	O O O C O O O O	ingen speciell anteckning behövs på paket och adresskort	O O O C O O O O
288	Paket med vanlig befordran transporteras med de postlägenheter som är avsedda för den tyngre och utrymmeskrävande posten .	paket med vanlig befordran transporteras med de postlägenheter som är avsedda för den tyngre och utrymmeskrävande posten	O O O O C O O O O C O O O O O O O	paket är transporteras med vanlig befordran med de postlägenheter som avsedda för den tyngre och utrymmeskrävande posten	O F F O O O O O O O O O O O O O O
289	Paketadresskortet , som aviserar att paketet finns att hämta på adressatens postanstalt , delas ut till adressaten på tredje vardagen efter inlämningsdagen .	paketadresskortet som aviserar att paketet finns att hämta på adressatens postanstalt delas ut till adressaten på tredje vardagen efter inlämningsdagen	O C O O O O O O O O O C O O C O C O O O	paketadresskortet delas ut till adressaten på tredje vardagen efter inlämningsdagen som aviserar att paketet finns att hämta på adressatens postanstalt	O C O O O O O O O O O C O O C O C O O O
290	I vissa långväga förbindelser kräver transporten så lång tid - vanliga paket transporteras inte med flyg - att adresskortet kan delas ut först på fjärde eller i undantagsfall på femte vardagen efter inlämningsdagen .	i vissa långväga förbindelser kräver transporten så lång tid vanliga paket transporteras inte med flyg att adresskortet kan delas ut först på fjärde eller i undantagsfall på femte vardagen efter inlämningsdagen	O O O O C O O O O O O C O O O O O C C O O O O O O O O O O O O	i vissa långväga förbindelser kräver transporten så lång tid vanliga paket inte transporteras med flyg kan att adresskortet ut först på fjärde eller delas i undantagsfall på femte vardagen efter inlämningsdagen	O O O O C O O O O O O O F O O F O O O O O O O F O O O O O O O
