idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
945	Det är en chockerande misstanke .	det är en chockerande misstanke	O C O O O	det en är chockerande misstanke	O O F O O
946	"I den rapport som mr Eichelberger och hans egyptiska medarbetare skrev framhålls det givetvis att målet för Nassers maktövertagande var "" att lösa de angelägna sociala och politiska problem som gjort revolutionen nödvändig "" ."	i den rapport som mr eichelberger och hans egyptiska medarbetare skrev framhålls det givetvis att målet för nassers maktövertagande var att lösa de angelägna sociala och politiska problem som gjort revolutionen nödvändig	O O O C O O O O O O O O O C O O O O O C O C O O O O O O O C O O	i den rapport det framhålls givetvis som mr eichelberger skrev och hans egyptiska medarbetare att målet för nassers maktövertagande var att lösa de angelägna sociala och politiska problem som gjort revolutionen nödvändig	O O O O F O O O O F O O O O O O O O O C O C O O O O O O O C O O
947	Att lösa problem , att hjälpa , att skapa vänskap , att öka friheten .	att lösa problem att hjälpa att skapa vänskap att öka friheten	O C O O C O C O O C O	att lösa problem hjälpa att att vänskap skapa öka att friheten	O C O F O O O F F O O
948	Att stärka Amerikas ställning och samtidigt göra gott ;	att stärka amerikas ställning och samtidigt göra gott	O C O O O O C O	att stärka amerikas ställning och göra samtidigt gott	O C O O O F O O
949	att främja den universella jämlikheten ;	att främja den universella jämlikheten	O C O O O	att främja den universella jämlikheten	O C O O O
950	att vara den illusionsfrie hårdingen i globalt format ;	att vara den illusionsfrie hårdingen i globalt format	O C O O O O O O	att den illusionsfrie hårdingen vara i globalt format	O O O O F O O O
951	Att vara den som rör upp och skakar om och formar andras öden eller kanske att hänge sig åt fantasier om allsmäktighet och vara den nationsskapande amerikanen med oinskränkt fullmakt som arbetar bakom kulisserna och självsäkert leker också med den bolsjevikiska elden .	att vara den som rör upp och skakar om och formar andras öden eller kanske att hänge sig åt fantasier om allsmäktighet och vara den nationsskapande amerikanen med oinskränkt fullmakt som arbetar bakom kulisserna och självsäkert leker också med den bolsjevikiska elden	O C O O C O O C O O C O O O O O C O O O O O O C O O O O O O O C O O O O C O O O O O	att vara den som upp rör och skakar om formar och andras öden eller kanske vara att sig åt fantasier om allsmäktighet och den hänge nationsskapande amerikanen med oinskränkt fullmakt som arbetar bakom kulisserna och självsäkert leker också med den bolsjevikiska elden	O C O O O F O C O F O O O O O F O O O O O O O O F O O O O O O C O O O O C O O O O O
952	Vilka problem blev då lösta ?	vilka problem blev då lösta	O O C O C	vilka problem då blev lösta	O O O F C
953	Nasser löste inga problem .	nasser löste inga problem	O C O O	nasser löste inga problem	O C O O
954	"Mr Kedourie betvivlar att han behövde "" ta den amerikanska statsvetenskapens resurser i bruk för sådana lektioner i tyranni ."	mr kedourie betvivlar att han behövde ta den amerikanska statsvetenskapens resurser i bruk för sådana lektioner i tyranni	O O C O O C C O O O O O O O O O O O	mr kedourie betvivlar att han behövde den amerikanska statsvetenskapens resurser i bruk för sådana lektioner ta i tyranni	O O C O O C O O O O O O O O O F O O
955	"Vad som förblir mest gåtfullt "" , säger han , "" är hur man kunde tro att meddelandet av sådan undervisning skulle kunna främja Förenta staternas intressen eller ens bidra till det egyptiska folkets välfärd "" ."	vad som förblir mest gåtfullt säger han är hur man kunde tro att meddelandet av sådan undervisning skulle kunna främja förenta staternas intressen eller ens bidra till det egyptiska folkets välfärd	O C O C O O C O O O C C O O O O O C C C O O O O O C O O O O O	vad är som förblir mest gåtfullt säger han hur tro man kunde att meddelandet av sådan undervisning skulle förenta främja staternas intressen kunna eller ens bidra till det egyptiska folkets välfärd	O C O C O O C O O F O F O O O O O C O C O O F O O C O O O O O
956	För en amerikan är den mest förbryllande frågan denna :	för en amerikan är den mest förbryllande frågan denna	O O O C O O O O O	för en amerikan är den mest förbryllande frågan denna	O O O C O O O O O
957	Varifrån kommer detta lidelsefulla intresse för samhällsteori bland reklamvärldens höga funktionärer ?	varifrån kommer detta lidelsefulla intresse för samhällsteori bland reklamvärldens höga funktionärer	O C O O O O O O O O O	varifrån kommer detta lidelsefulla intresse för samhällsteori bland reklamvärldens höga funktionärer	O C O O O O O O O O O
958	Hur har direktörstyper någonsin fått höra talas om sådana saker ?	hur har direktörstyper någonsin fått höra talas om sådana saker	O C O O C C C O O O	hur direktörstyper har någonsin höra fått talas om sådana saker	O O F O F F C O O O
959	"När jag läste "" Stormen och vreden "" i går kväll stötte jag på några ord bland Quentin Compsons tankar som hörde samman med EE Cummings och trettiotalet , inte med år 1910 ."	när jag läste stormen och vreden i går kväll stötte jag på några ord bland quentin compsons tankar som hörde samman med ee cummings och trettiotalet inte med år 1910	O O C O O O O O O C O O O O O O O O O C O O O O O O O O O O	när jag stormen läste och vreden i går kväll jag på stötte några ord bland quentin compsons tankar som hörde samman med ee cummings och trettiotalet inte med år 1910	O O O F O O O O O O O F O O O O O O O C O O O O O O O O O O
960	""" Judegrabbens och dagosens land "" , säger Compson för sig själv när han köper en bulle av en liten italiensk flicka ."	judegrabbens och dagosens land säger compson för sig själv när han köper en bulle av en liten italiensk flicka	O O O O C O O O O O O C O O O O O O O	judegrabbens och dagosens land compson för sig säger själv när han en bulle köper av en liten italiensk flicka	O O O O O O O F O O O O O F O O O O O
961	Detta skulle jag ha läst utan att rygga tillbaka i Chicago , men i Jerusalem la jag ifrån mig boken med en grimas .	detta skulle jag ha läst utan att rygga tillbaka i chicago men i jerusalem la jag ifrån mig boken med en grimas	O C O C C O O O O C O O O O C O O O O O O O	detta ha läst skulle jag i chicago rygga utan att tillbaka men i jerusalem jag ifrån la mig boken med en grimas	O F F F O O O F O O O O O O O O F O O O O O
962	När jag återgick till texten nästa dag fann jag Faulkner oskyldig till något klandervärt .	när jag återgick till texten nästa dag fann jag faulkner oskyldig till något klandervärt	O O C O O O O C O O O O O O	när jag återgick till texten nästa dag jag fann faulkner oskyldig till något klandervärt	O O C O O O O O F O O O O O
963	"Det kan tänkas att människor vid sekelskiftet travesterade sångens ord "" land of the brave , home of the free "" på samma sätt och talade om "" judegrabbens land "" och att Faulkner inte hade lånat det från Cummings ."	det kan tänkas att människor vid sekelskiftet travesterade sångens ord land of the brave home of the free på samma sätt och talade om judegrabbens land och att faulkner inte hade lånat det från cummings	O C C O O O O C O O O O O O O O O O O O O O C O O O O O O O C C O O O	det kan tänkas att människor vid sekelskiftet travesterade sångens ord land of the brave home of the free på samma sätt och om judegrabbens land talade och att lånat faulkner inte det från hade cummings	O C C O O O O C O O O O O O O O O O O O O O O O O F O O F O O O O F O
964	När Shahar och jag promenerade i Gai-Hinnom hade jag sagt att det stötte mig att David Ben-Gurion på sina besök i USA brukade uppmana de amerikanska judarna att ge upp sina illusioner om gojernas demokrati och emigrera till Israel i flygande fläng .	när shahar och jag promenerade i gai-hinnom hade jag sagt att det stötte mig att david ben-gurion på sina besök i usa brukade uppmana de amerikanska judarna att ge upp sina illusioner om gojernas demokrati och emigrera till israel i flygande fläng	O O O O C O O C O C O O C O O C O O O O O O O O O O C O C O O O O O O O C O O O O O	när shahar och jag promenerade i gai-hinnom hade sagt jag att det stötte mig att de amerikanska judarna uppmana david ben-gurion på sina besök i usa brukade att upp sina illusioner om ge gojernas demokrati och emigrera till israel i flygande fläng	O O O O C O O C F O O O C O O O O O F O O O O O O O C O O O O O F O O O C O O O O O
965	som om Amerikas tvåhundraåriga tradition av liberal demokrati ingenting betydde .	som om amerikas tvåhundraåriga tradition av liberal demokrati ingenting betydde	O O O O O O O O O C	som betydde om amerikas tvåhundraåriga tradition av liberal demokrati ingenting	O F O O O O O O O O
966	Om Israel hade haft samma styrelseskick som Egypten eller Syrien , skulle jag då alls ha kommit hit ?	om israel hade haft samma styrelseskick som egypten eller syrien skulle jag då alls ha kommit hit	O O C C O O O O O O C O O O C C O	om israel hade haft samma styrelseskick som egypten eller syrien skulle kommit jag ha då alls hit	O O C C O O O O O O C F O F O O O
967	"För sina strängare vänsterkritiker , somliga av dem judar , är Israel å andra sidan inte alls det "" demokratiska undantag "" som det påstås vara ."	för sina strängare vänsterkritiker somliga av dem judar är israel å andra sidan inte alls det demokratiska undantag som det påstås vara	O O O O O O O O C O O O O O O O O O O O C C	för sina strängare vänsterkritiker är somliga av dem judar israel å andra sidan inte alls det demokratiska undantag som det påstås vara	O O O O F O O O O O O O O O O O O O O O C C
968	Den nya vänstern betraktar det som ett reaktionärt litet land .	den nya vänstern betraktar det som ett reaktionärt litet land	O O O C O O O O O O	den nya vänstern betraktar det som ett reaktionärt litet land	O O O C O O O O O O
969	Dess kritiker berättar om hur det misshandlar sin arabiska befolkning och , i mindre utsträckning , sina judiska invandrare från Nordafrika och Orienten .	dess kritiker berättar om hur det misshandlar sin arabiska befolkning och i mindre utsträckning sina judiska invandrare från nordafrika och orienten	O O C O O O C O O O O O O O O O O O O O O	dess kritiker berättar om hur det sin arabiska befolkning och i mindre utsträckning sina judiska invandrare från nordafrika och orienten misshandlar	O O C O O O O O O O O O O O O O O O O O F
970	"Av somliga israeler anklagas det emellanåt för att vara korrumperat , "" levantinskt "" , teokratiskt ."	av somliga israeler anklagas det emellanåt för att vara korrumperat levantinskt teokratiskt	O O O C O O O O C O O O	av somliga israeler det vara anklagas emellanåt för att korrumperat levantinskt teokratiskt	O O O O F F O O O O O O
971	Skvallret sätter de värsta israeliska utslagen av ekonomisk svindel i samband med de mest rättrogna ortodoxa judar .	skvallret sätter de värsta israeliska utslagen av ekonomisk svindel i samband med de mest rättrogna ortodoxa judar	O C O O O O O O O O O O O O O O O	skvallret de värsta israeliska utslagen av ekonomisk svindel i samband sätter med de mest rättrogna ortodoxa judar	O O O O O O O O O O F O O O O O O
972	Jag får ofta höra att askenasernas gamla ledare var fantasilösa , att den nya Rabingruppen saknar resning , att Ben-Gurion var en förskräcklig gammal gubbe men en verklig ledare och att den yngre generationen är avogt inställd till nordafrikanska och asiatiska judar .	jag får ofta höra att askenasernas gamla ledare var fantasilösa att den nya rabingruppen saknar resning att ben-gurion var en förskräcklig gammal gubbe men en verklig ledare och att den yngre generationen är avogt inställd till nordafrikanska och asiatiska judar	O C O C O O O O C O O O O O C O O O C O O O O O O O O O O O O O C O C O O O O O	jag får ofta att askenasernas höra var gamla ledare fantasilösa att den nya rabingruppen saknar resning att ben-gurion var en förskräcklig gammal gubbe men en verklig ledare och att den yngre generationen avogt inställd är till nordafrikanska och asiatiska judar	O C O O O F F O O O O O O O C O O O C O O O O O O O O O O O O O O F F O O O O O
973	Dessa nordafrikanska och orientaliska immigranter klandras för att ha infört en backshish-mentalitet i Israel . De intellektuella klandras för att de har låtit livskvaliteten ( ett förfärligt uttryck ) sjunka .	dessa nordafrikanska och orientaliska immigranter klandras för att ha infört en backshish-mentalitet i israel de intellektuella klandras för att de har låtit livskvaliteten ett förfärligt uttryck sjunka	O O O O O C O O C C O O O O O O C O O O C C O O O O C	dessa nordafrikanska och orientaliska immigranter klandras för att en backshish-mentalitet i israel infört ha de intellektuella klandras för att de har låtit livskvaliteten ett förfärligt uttryck sjunka	O O O O O C O O O O O O F F O O C O O O C C O O O O C
974	""" Vi kom hit för att bygga upp ett rättvist samhälle ."	vi kom hit för att bygga upp ett rättvist samhälle	O C O O O C O O O O	vi kom hit för bygga att upp ett rättvist samhälle	O C O O F O O O O O
975	"Och hur gick det från första stund ? """	och hur gick det från första stund	O O C O O O O	och gick hur det från första stund	O F O O O O O
976	Jag nämner detta för Shahar .	jag nämner detta för shahar	O C O O O	jag nämner detta för shahar	O C O O O
977	"Han säger till mig : "" Där det inte finns någon paradox finns det inget liv . """	han säger till mig där det inte finns någon paradox finns det inget liv	O C O O O O O C O O C O O O	han till mig säger där det inte finns någon paradox det inget liv finns	O O O F O O O C O O O O O F
978	"I Jakov Linds intressanta lilla bok om Israel uppges Ben-Gurion ha sagt : "" Judarna vet knappast någonting om ett helvete som skulle kunna vänta dem ."	i jakov linds intressanta lilla bok om israel uppges ben-gurion ha sagt judarna vet knappast någonting om ett helvete som skulle kunna vänta dem	O O O O O O O O C O C C O C O O O O O O C C C O	i jakov linds intressanta lilla bok om israel uppges ben-gurion sagt ha judarna vet knappast någonting om ett helvete skulle vänta som kunna dem	O O O O O O O O C O F F O C O O O O O F F O F O
979	"Deras helvete är deras egen missbelåtenhet med sig själva om de tillhör medelmåttan . """	deras helvete är deras egen missbelåtenhet med sig själva om de tillhör medelmåttan	O O C O O O O O O O O C O	deras helvete är deras egen missbelåtenhet med sig själva om de tillhör medelmåttan	O O C O O O O O O O O C O
980	Det är ett välkänt faktum att judar ställer överdrivna krav på sig själva och varandra .	det är ett välkänt faktum att judar ställer överdrivna krav på sig själva och varandra	O C O O O O O C O O O O O O O	det är ett välkänt faktum att judar överdrivna krav ställer på sig själva och varandra	O C O O O O O O O F O O O O O
981	Ibland undrar jag om det är därför som världen har så svårt att fördra dem .	ibland undrar jag om det är därför som världen har så svårt att fördra dem	O C O O O C O O O C O O O C O	ibland är jag om undrar det därför som världen har så svårt att fördra dem	O F O O F O O O O C O O O C O
982	Emellanåt misstänker jag att världen helst skulle vilja göra sig av med sin kristendom och att det är judarnas envishet som hindrar den .	emellanåt misstänker jag att världen helst skulle vilja göra sig av med sin kristendom och att det är judarnas envishet som hindrar den	O C O O O O C C C O O O O O O O O C O O O C O	emellanåt misstänker jag att världen helst skulle sig göra av med sin kristendom vilja och att är det judarnas envishet som den hindrar	O C O O O O C O C O O O O F O O F O O O O O F
983	Jag har i minnet när jag säger detta att Jacques Maritain en gång karakteriserade nittonhundratalets europeiska antisemitism som ett försök att göra sig kvitt kristendomens moraliska börda .	jag har i minnet när jag säger detta att jacques maritain en gång karakteriserade nittonhundratalets europeiska antisemitism som ett försök att göra sig kvitt kristendomens moraliska börda	O C O O O O C O O O O O O C O O O O O O O C O O O O O	jag har i minnet när jag säger detta att jacques maritain en gång nittonhundratalets europeiska antisemitism karakteriserade som ett försök att göra sig kvitt kristendomens moraliska börda	O C O O O O C O O O O O O O O O F O O O O C O O O O O
984	Och vad är det som har förmått judarna att efter den största katastrofen i sin historia självmant placera sig i en farozon ?	och vad är det som har förmått judarna att efter den största katastrofen i sin historia självmant placera sig i en farozon	O O C O O C C O O O O O O O O O O C O O O O	och är vad det har som judarna förmått att efter den största katastrofen i sin historia självmant placera sig i en farozon	O F O O F O O F O O O O O O O O O C O O O O
985	""" Skulle det inte vara den förfärligaste ironi om judarna helt bekvämt hade samlat ihop sig i ett enda land inför en andra utrotning ? """	skulle det inte vara den förfärligaste ironi om judarna helt bekvämt hade samlat ihop sig i ett enda land inför en andra utrotning	C O O C O O O O O O O C C O O O O O O O O O O	skulle det inte vara den förfärligaste ironi om samlat judarna helt bekvämt hade ihop sig i ett enda land inför en andra utrotning	C O O C O O O O F O O O F O O O O O O O O O O
986	Detta är en tanke som judars medvetande snuddar vid ibland .	detta är en tanke som judars medvetande snuddar vid ibland	O C O O O O O C O O	detta en tanke är som judars medvetande snuddar vid ibland	O O O F O O O C O O
987	Den åtföljs av den ytterligare reflexionen ( delvis stolt , delvis bitter ) att vi judar tycks ha en genial förmåga att hitta krisens hjärtpunkt .	den åtföljs av den ytterligare reflexionen delvis stolt delvis bitter att vi judar tycks ha en genial förmåga att hitta krisens hjärtpunkt	O C O O O O O O O O O O O C C O O O O C O O	den åtföljs av den ytterligare reflexionen delvis stolt delvis bitter att tycks vi judar en genial förmåga ha att hitta krisens hjärtpunkt	O C O O O O O O O O O F O O O O O F O C O O
988	Grottor , gravar , spillror , fallna stenar , små skolsalar där arabiska pojkar sjunger sina läxor .	grottor gravar spillror fallna stenar små skolsalar där arabiska pojkar sjunger sina läxor	O O O O O O O O O O C O O	grottor gravar spillror fallna stenar små skolsalar där arabiska pojkar sjunger sina läxor	O O O O O O O O O O C O O
989	Också i november är det obehagligt varmt .	också i november är det obehagligt varmt	O O O C O O O	också i november är det obehagligt varmt	O O O C O O O
990	Jordanierna har byggt en väg över judiska gravar .	jordanierna har byggt en väg över judiska gravar	O C C O O O O O	jordanierna en väg byggt har över judiska gravar	O O O F F O O O
991	Jerusalems myndigheter planerar en ny väg och tänker riva upp den jordaniska .	jerusalems myndigheter planerar en ny väg och tänker riva upp den jordaniska	O O C O O O O C C O O O	jerusalems myndigheter planerar en ny väg och tänker upp den riva jordaniska	O O C O O O O C O O F O
992	De herodiska relikerna är precis som reliker ska vara misshandlade pelare , hårt bearbetade av tiden , Absaloms grav med sitt lökformade tak som en egendomlig , avsmalnande skorsten sticker upp ur .	de herodiska relikerna är precis som reliker ska vara misshandlade pelare hårt bearbetade av tiden absaloms grav med sitt lökformade tak som en egendomlig avsmalnande skorsten sticker upp ur	O O O C O O O O O O O O O O O C C O C O O O O O O O C O O	de herodiska relikerna är misshandlade pelare absaloms grav med sitt lökformade tak precis som ska reliker vara hårt bearbetade av tiden som en egendomlig avsmalnande skorsten upp ur sticker	O O O C O O O O O O O O O O F O C O C O O O O O O O O O F
993	Utmärkt material för fixa idéer om begravning och klagosånger och om att ligga någonstans under Jerusalems murar och vänta på att Messias trumpet ska ljuda .	utmärkt material för fixa idéer om begravning och klagosånger och om att ligga någonstans under jerusalems murar och vänta på att messias trumpet ska ljuda	O O O O O O O O O O O O C O O O O O C O O O O C C	utmärkt material för fixa idéer om begravning och klagosånger och om att någonstans ligga under jerusalems murar och vänta på att messias trumpet ljuda ska	O O O O O O O O O O O O O F O O O O C O O O O F F
994	Några arabiska hönor krafsar och pickar i dammet .	några arabiska hönor krafsar och pickar i dammet	O O O C O C O O	några arabiska hönor krafsar och i dammet pickar	O O O C O O O F
995	Det kommer inte ett frukostägg på bordet som inte är fläckigt av död .	det kommer inte ett frukostägg på bordet som inte är fläckigt av död	O C O O O O O O O C O O O	det inte ett frukostägg på bordet som inte kommer fläckigt är av död	O O O O O O O O F O F O O
996	Skaror av amerikanska flickor kommer nerför sluttningen i sina blåkläder , med jumprar knutna i ärmarna runt midjan .	skaror av amerikanska flickor kommer nerför sluttningen i sina blåkläder med jumprar knutna i ärmarna runt midjan	O O O O C O O O O O O O C O O O O	skaror av amerikanska flickor kommer nerför sluttningen i sina blåkläder med jumprar knutna i ärmarna runt midjan	O O O O C O O O O O O O C O O O O
997	Allting återspeglar den betydelsefulla händelsen , eftersom den betydelsefulla händelsen otvivelaktigt är historisk och politisk , inte privat .	allting återspeglar den betydelsefulla händelsen eftersom den betydelsefulla händelsen otvivelaktigt är historisk och politisk inte privat	O C O O O O O O O O C O O O O O	allting den betydelsefulla händelsen eftersom den betydelsefulla händelsen återspeglar otvivelaktigt historisk och politisk inte privat är	O O O O O O O O F O O O O O O F
998	Hon tycker att det är bakslugt av mig att förneka detta .	hon tycker att det är bakslugt av mig att förneka detta	O C O O C O O O O C O	hon tycker att det är bakslugt av mig förneka att detta	O C O O C O O O F O O
999	Man bör för den skull inte underkasta sig vad samhällen och regeringar anser vara viktigt .	man bör för den skull inte underkasta sig vad samhällen och regeringar anser vara viktigt	O C O O O O C O O O O O C C O	man bör för den skull inte underkasta sig vad vara samhällen och regeringar viktigt anser	O C O O O O C O O F O O O O F
1000	När Stendhals hjältar sitter i fängelse väljer de att tänka på kärlek .	när stendhals hjältar sitter i fängelse väljer de att tänka på kärlek	O O O C O O C O O C O O	när stendhals hjältar sitter i fängelse väljer de tänka att på kärlek	O O O C O O C O F O O O
1001	Inlåst av franska regeringen hittar EE Cummings sitt estetiska paradis i Ferte Mace straffläger .	inlåst av franska regeringen hittar ee cummings sitt estetiska paradis i ferte mace straffläger	C O O O C O O O O O O O O O	inlåst hittar av franska regeringen ee cummings sitt estetiska paradis i ferte mace straffläger	C F O O O O O O O O O O O O
1002	De moderna författare som har det största modet är sådana som Mandelstam och Sinjavskij .	de moderna författare som har det största modet är sådana som mandelstam och sinjavskij	O O O C O O O O O O C O O O	de moderna författare sådana som mandelstam och sinjavskij är som har det största modet	O O O O O O O O F O C O O O
1003	Innan Osip Mandelstam dog av köld , svält och utmattning i Sibirien läste han sina dikter för andra fångar på deras begäran .	innan osip mandelstam dog av köld svält och utmattning i sibirien läste han sina dikter för andra fångar på deras begäran	O O O C O O O O O O O C O O O O O O O O O	innan osip mandelstam av köld dog svält och utmattning i sibirien läste han sina dikter för andra fångar på deras begäran	O O O O O F O O O O O C O O O O O O O O O
1004	I sin fängelsedagbok koncentrerar sig Andrej Sinjavskij på konsten .	i sin fängelsedagbok koncentrerar sig andrej sinjavskij på konsten	O O O C O O O O O	i sin fängelsedagbok sig koncentrerar andrej sinjavskij på konsten	O O O O F O O O O
1005	Att förbli poet under sådana förhållanden är kanske att nå in till politikens hjärta .	att förbli poet under sådana förhållanden är kanske att nå in till politikens hjärta	O C O O O O C O O C O O O O	att förbli poet under sådana förhållanden kanske att är in nå till politikens hjärta	O C O O O O O O F O F O O O
1006	Då återtar mänskliga känslor , mänsklig erfarenhet , människans gestalt och ansikte sin rätta plats i förgrunden .	då återtar mänskliga känslor mänsklig erfarenhet människans gestalt och ansikte sin rätta plats i förgrunden	O C O O O O O O O O O O O O O	då återtar mänskliga känslor mänsklig erfarenhet människans gestalt och ansikte sin rätta plats i förgrunden	O C O O O O O O O O O O O O O
1007	Min vän John Auerbach kommer ner från Caesarea för att träffa mig .	min vän john auerbach kommer ner från caesarea för att träffa mig	O O O O C O O O O O C O	min vän john auerbach kommer ner från caesarea för träffa att mig	O O O O C O O O O F O O
1008	Han är en kibbutzsjöman som just har återkommit från en resa .	han är en kibbutzsjöman som just har återkommit från en resa	O C O O O O C C O O O	han är en kibbutzsjöman som har just återkommit från en resa	O C O O O F O C O O O
1009	Jag har bara känt honom i några år , men han har blivit en kär vän .	jag har bara känt honom i några år men han har blivit en kär vän	O C O C O O O O O O C C O O O	jag bara honom i några år har känt men han har blivit en kär vän	O O O O O O F F O O C C O O O
1010	Man hade varnat mig för att ju äldre jag blev , desto svårare skulle det bli att knyta nya vänskapsband .	man hade varnat mig för att ju äldre jag blev desto svårare skulle det bli att knyta nya vänskapsband	O C C O O O O O C O C O O O C O C O O	man varnat hade mig för att desto svårare skulle det bli ju äldre blev jag att knyta nya vänskapsband	O F F O O O O O C O C O O F O O C O O
1011	Tvärtom finner jag det mycket lättare nu vid sextio att komma andra människor nära .	tvärtom finner jag det mycket lättare nu vid sextio att komma andra människor nära	O C O O O O O O O O C O O O	tvärtom jag det mycket lättare nu finner vid sextio att komma andra människor nära	O O O O O O F O O O C O O O
1012	John ser i alltför hög grad ut som en författare klent byggd , finskuren för att vara övermaskinist .	john ser i alltför hög grad ut som en författare klent byggd finskuren för att vara övermaskinist	O C O O O O O O O O O O C O O C O	john i alltför hög grad ut som en författare vara för ser att övermaskinist klent byggd finskuren	O O O O O O O O O F O F O O O C O
1013	Han har emellertid maskinistexamen och kan utföra invecklade nödreparationer mitt på havet .	han har emellertid maskinistexamen och kan utföra invecklade nödreparationer mitt på havet	O C O O O C C O O O O O	han har emellertid maskinistexamen och utföra invecklade nödreparationer kan mitt på havet	O C O O O F O O F O O O
1014	Pojkaktig , skäggprydd ( skägget är kort och kopparbrunt ) , nervös , lätt berusad och magrare än när jag senast såg honom kommer han med sin resväska av papp som innehåller böcker och sprit och en present till huset .	pojkaktig skäggprydd skägget är kort och kopparbrunt nervös lätt berusad och magrare än när jag senast såg honom kommer han med sin resväska av papp som innehåller böcker och sprit och en present till huset	O O O C O O O O O O O O C O O O O O O O O O O C O O C O O O O O O O O	pojkaktig skäggprydd skägget är kort och kopparbrunt nervös lätt berusad och magrare kommer han med sin resväska av papp än när jag senast honom såg som innehåller böcker och sprit och en present till huset	O O O C O O O O O O O O C O O O O O O O O O O O F O C O O O O O O O O
1015	Han är förtjust över att vara här , och samtidigt lider han det ena driver på det andra .	han är förtjust över att vara här och samtidigt lider han det ena driver på det andra	O C O O O C O O O C O O O C O O O	han är förtjust över att vara här och lider samtidigt han driver det ena på det andra	O C O O O C O O F O O F O O O O O
1016	Han sörjer sin son .	han sörjer sin son	O C O O	han sörjer sin son	O C O O
1017	Adam Auerbach tjänstgjorde i en enhet för elektronisk krigföring och var på hemväg från en militär aktion när helikoptern han flög med kraschade .	adam auerbach tjänstgjorde i en enhet för elektronisk krigföring och var på hemväg från en militär aktion när helikoptern han flög med kraschade	O O C O O O O O O O C O O O O O O O O O C O C	adam auerbach i en enhet för elektronisk krigföring tjänstgjorde och var på hemväg från en militär aktion kraschade när helikoptern med han flög	O O O O O O O O F O C O O O O O O F O O O O C
1018	Vi tar varandra i famn , och sedan går vi utomhus med en butelj för att ta en drink och sola oss lite .	vi tar varandra i famn och sedan går vi utomhus med en butelj för att ta en drink och sola oss lite	O C O O O O O C O O O O O O O C O O O C O O	vi tar varandra i famn och sedan vi går utomhus med en butelj ta för att en drink och oss sola lite	O C O O O O O O F O O O O F O O O O O O F O
1019	Också en solig morgon blir man kall om händer och fötter av Jerusalems stenbyggnader .	också en solig morgon blir man kall om händer och fötter av jerusalems stenbyggnader	O O O O C O O O O O O O O O	också en solig morgon blir man kall om händer och fötter av jerusalems stenbyggnader	O O O O C O O O O O O O O O
1020	När jag kommer ut känner jag mig lite stel , som en geting om hösten .	när jag kommer ut känner jag mig lite stel som en geting om hösten	O O C O C O O O O O O O O O	när jag kommer ut jag mig lite stel känner som en geting om hösten	O O C O O O O O F O O O O O
1021	Vi sitter på en stenmur över trädgården och dricker akvavit .	vi sitter på en stenmur över trädgården och dricker akvavit	O C O O O O O O C O	vi sitter på en stenmur över trädgården och dricker akvavit	O C O O O O O O C O
1022	Han vill prata .	han vill prata	O C C	han prata vill	O F F
1023	Han är en lidelsefull bokälskare , han vill diskutera amerikansk litteratur och få höra underbara saker av mig .	han är en lidelsefull bokälskare han vill diskutera amerikansk litteratur och få höra underbara saker av mig	O C O O O O C C O O O C C O O O O	han är en lidelsefull bokälskare diskutera han vill amerikansk litteratur och få höra underbara saker av mig	O C O O O F O F O O O C C O O O O
1024	Men jag ser att hans lidandes starka ström är kraftigt påkopplad .	men jag ser att hans lidandes starka ström är kraftigt påkopplad	O O C O O O O O C O C	men jag ser att hans lidandes starka ström påkopplad kraftigt är	O O C O O O O O F O F
1025	Han har återvänt från en resa , han sitter i solen som lyser från Moabs berg , han dricker med en kär vän med utsikt över Sions berg .	han har återvänt från en resa han sitter i solen som lyser från moabs berg han dricker med en kär vän med utsikt över sions berg	O C C O O O O C O O O C O O O O C O O O O O O O O O	han från en resa har återvänt han sitter i solen som lyser från moabs berg han dricker med en kär vän med utsikt över sions berg	O O O O F F O C O O O C O O O O C O O O O O O O O O
1026	Men hans son är död .	men hans son är död	O O O C O	men hans son är död	O O O C O
1027	När John var sexton år flydde han från Warszawas ghetto och lämnade kvar sina föräldrar och sin syster .	när john var sexton år flydde han från warszawas ghetto och lämnade kvar sina föräldrar och sin syster	O O C O O C O O O O O C O O O O O O	när john var sexton flydde år han från warszawas ghetto och lämnade kvar sina föräldrar och sin syster	O O C O F O O O O O O C O O O O O O
1028	De blev dödade .	de blev dödade	O C C	de dödade blev	O F F
1029	Alla blev dödade .	alla blev dödade	O C C	alla dödade blev	O F F
1030	På något sätt kom John över papper på att han var polsk sjöman , och i flera år arbetade han i maskinrummen på tyska lastångare .	på något sätt kom john över papper på att han var polsk sjöman och i flera år arbetade han i maskinrummen på tyska lastångare	O O O C O O O O O O C O O O O O O C O O O O O O	på något sätt kom john över papper på att han var polsk sjöman arbetade och i flera år han i maskinrummen på tyska lastångare	O O O C O O O O O O C O O F O O O O O O O O O O
1031	När kriget tog slut kom han till Israel via Cypern , blev medlem av kibbutzen Sdot Yam , gifte sig och fick två barn .	när kriget tog slut kom han till israel via cypern blev medlem av kibbutzen sdot yam gifte sig och fick två barn	O O C O C O O O O O C O O O O O C O O C O O	när tog kriget slut kom via cypern han till israel medlem av blev kibbutzen sdot yam gifte sig och två barn fick	O F O O C O O O O O O O F O O O C O O O O F
