idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
270	Tann , sum etur hold mítt og drekkur blóð mítt , hann verður verandi í mær og eg í honum .	tann sum etur hold mítt og drekkur blóð mítt hann verður verandi í mær og eg í honum	O O C C O O O O O O O C O O O C O O	tann etur sum hold mítt drekkur og blóð mítt hann í verandi mær og eg í honum verður	O F O O O F O O O O O C O O O O O F
271	Eins og hin livandi faðirin sendi meg , og eg livi vegna faðirsins , soleiðis skal tann , sum etur meg , liva vegna mín .	eins og hin livandi faðirin sendi meg og eg livi vegna faðirsins soleiðis skal tann sum etur meg liva vegna mín	O O C O C O O O O C O C O O O C O O O C O	eins og hin livandi faðirin sendi meg og livi eg vegna faðirsins soleiðis liva skal sum etur meg tann vegna mín	O O O C O C O O F O O O O F F O C O O O O
272	"Hetta er breyðið , sum er komið niður av himni ; tað er ikki sum hjá fedrunum , sum ótu og doyðu ; tann , sum etur hetta breyðið , skal liva allar ævir . """	hetta er breyðið sum er komið niður av himni tað er ikki sum hjá fedrunum sum ótu og doyðu tann sum etur hetta breyðið skal liva allar ævir	O C O O C O O O O O C C O O O O C O C O C C O O O C O O	hetta breyðið er sum er komið niður av himni tað ikki sum hjá er fedrunum sum ótu og doyðu tann etur sum hetta breyðið liva allar ævir skal	O O F O C C O O O O O O O F O O C O C O F O O O F O O F
273	Hetta segði hann , meðan hann lærdi í einum samkomuhúsi í Kapernaum .	hetta segði hann meðan hann lærdi í einum samkomuhúsi í kapernaum	O C O O O C O O O O O	hetta segði hann meðan hann lærdi í einum samkomuhúsi í kapernaum	O C O O O C O O O O O
274	"Mangir av lærusveinum hansara sögdu , tá ið teir hoyrdu tað : "" Hetta er hörð tala , hvör orkar at lýða á hann ? """	mangir av lærusveinum hansara sögdu tá ið teir hoyrdu tað hetta er hörð tala hvör orkar at lýða á hann	O O O O C O O C O O O O C O O C O C O O	mangir av lærusveinum hansara tá hetta ið teir hoyrdu tað sögdu hörð tala er orkar hvör lýða at á hann	O O O O O O O O C O F O O F F O F O O O
275	"Men Jesus visti við sær sjálvum , at lærusveinar hansara ilskaðust um hetta , og hann segði tí við teir : "" Taka tit tykkum meinboga av hesum ?"	men jesus visti við sær sjálvum at lærusveinar hansara ilskaðust um hetta og hann segði tí við teir taka tit tykkum meinboga av hesum	O O C O O O O O O C O O O O C O O O C O O O O O	men jesus visti við sær sjálvum at lærusveinar hansara um ilskaðust hetta og hann segði tí við teir tit tykkum meinboga av hesum taka	O O C O O O O O O O F O O O C O O O O O O O O F
276	Hvat tá , um tit fáa at síggja menniskjusonin fara upp hagar , sum hann var áður ?	hvat tá um tit fáa at síggja menniskjusonin fara upp hagar sum hann var áður	O O O O C O C O C O O O O C O	hvat tá um tit fáa síggja at menniskjusonin fara upp hagar sum hann var áður	O O O O C F O O C O O O O C O
277	Tað er andin , sum lívgar ; holdið gagnar einki .	tað er andin sum lívgar holdið gagnar einki	O C O O C O C O	tað er andin lívgar sum holdið einki gagnar	O C O F O O O F
278	Orðini , sum eg havi talað til tykkara , eru andi og eru lív .	orðini sum eg havi talað til tykkara eru andi og eru lív	O C O O C O O O C C O O	orðini havi sum eg talað til tykkara eru andi og eru lív	O F O O C O O C O O C O
279	"Men tað eru summir av tykkum , sum ikki trúgva . """	men tað eru summir av tykkum sum ikki trúgva	O O C O O O O O C	men tað eru summir av tykkum sum trúgva ikki	O O C O O O O F O
280	Tí at Jesus visti frá fyrstu stund , hvörjir teir vóru , sum ikki trúðu , og hvör tann var , sum skuldi svíkja hann .	tí at jesus visti frá fyrstu stund hvörjir teir vóru sum ikki trúðu og hvör tann var sum skuldi svíkja hann	O O O C O O O O O C O O O C O O C O C C O	tí at jesus frá fyrstu stund vóru hvörjir teir og sum ikki trúðu hvör var tann visti sum skuldi svíkja hann	O O O O O O F O O O O O C O F O F O C C O
281	"Og hann segði : "" Tess vegna havi eg sagt tykkum , at eingin kann koma til mín , uttan at tað er honum givið av faðirinum . """	og hann segði tess vegna havi eg sagt tykkum at eingin kann koma til mín uttan at tað er honum givið av faðirinum	O O C O O C O C O O O C C O O O O O C O C O O	og segði hann tess vegna eg tykkum sagt havi at kann eingin koma til mín uttan givið at tað honum er av faðirinum	O F O O O O O C F O F O C O O O F O O O F O O
282	Frá teirri tíð fóru mangir av lærusveinum hansara burtur frá honum og ferðaðust ikki longur um við honum .	frá teirri tíð fóru mangir av lærusveinum hansara burtur frá honum og ferðaðust ikki longur um við honum	O O O C O O O O O O O O C O O O O O	frá teirri tíð fóru mangir av lærusveinum hansara burtur frá honum ferðaðust og ikki longur um við honum	O O O C O O O O O O O F O O O O O O
283	"Jesus segði tá við teir tólv : "" Vilja tit eisini fara burtur ? """	jesus segði tá við teir tólv vilja tit eisini fara burtur	O C O O O O C O O C O	jesus segði tá við teir tólv vilja tit eisini burtur fara	O C O O O O C O O O F
284	"Símun Pætur svaraði honum : "" Harri , hvönn skulu vit fara til ?"	símun pætur svaraði honum harri hvönn skulu vit fara til	O O C O O O C O C O	símun pætur honum svaraði harri hvönn skulu vit fara til	O O O F O O C O C O
285	"Tú hevur orð hins æviga lívs ; og vit hava trúð og vita , at tú ert hin heilagi Guðs . """	tú hevur orð hins æviga lívs og vit hava trúð og vita at tú ert hin heilagi guðs	O C O O O O O O C C O C O O C O O O	tú orð hins æviga lívs hevur og hava vit trúð og at tú hin heilagi guðs vita ert	O O O O O F O F O C O O O O O O F F
286	"Jesus svaraði teimum : "" Havi eg ikki útvalt mær tykkum tólv ?"	jesus svaraði teimum havi eg ikki útvalt mær tykkum tólv	O C O C O O C O O O	jesus svaraði teimum havi eg ikki útvalt mær tykkum tólv	O C O C O O C O O O
287	"Og ein tykkara er ein djevul . """	og ein tykkara er ein djevul	O O O C O O	og ein tykkara ein djevul er	O O O O O F
288	Men hetta meinti hann við Judas , son Símunar Iskarjot ; tí at tað var hann , sum síðan skuldi svíkja hann , ein av teimum tólv .	men hetta meinti hann við judas son símunar iskarjot tí at tað var hann sum síðan skuldi svíkja hann ein av teimum tólv	O O C O O O O O O O O O C O O O O O O O C C O	men hetta hann við judas son símunar iskarjot tí at tað hann ein var sum síðan skuldi svíkja hann av teimum meinti tólv	O O O O O O O O O O O O O F O O C C O O O F O
289	Og eftir hetta ferðaðist Jesus um í Galileu ; tí at hann vildi ikki ferðast um í Júdeu , við tað at Jödarnir lógu eftir honum og vildu drepa hann .	og eftir hetta ferðaðist jesus um í galileu tí at hann vildi ikki ferðast um í júdeu við tað at jödarnir lógu eftir honum og vildu drepa hann	O O O C O O O O O O O C O C O O O O O O O C O O O C C O	og eftir hetta jesus um í galileu tí ferðaðist at hann vildi ikki ferðast um í júdeu við tað at jödarnir eftir honum lógu drepa og vildu hann	O O O O O O O O F O O C O C O O O O O O O O O F F O F O
290	Men tann hátíðin hjá Jödum , sum kallast leyvsalahátíðin , var í nánd .	men tann hátíðin hjá jödum sum kallast leyvsalahátíðin var í nánd	O O O O O C O O O C O	men tann hátíðin hjá jödum sum kallast leyvsalahátíðin var í nánd	O O O O O O C O C O O
291	"Tá sögdu bröður hansara við hann : "" Flyt burtur hiðani og far til Júdeu , til tess at eisini lærusveinar tínir kunnu fáa at síggja gerningar tínar , sum tú gert . Tí at eingin , sum vil verða alkendur , ger nakað í loyndum ."	tá sögdu bröður hansara við hann flyt burtur hiðani og far til júdeu til tess at eisini lærusveinar tínir kunnu fáa at síggja gerningar tínar sum tú gert tí at eingin sum vil verða alkendur ger nakað í loyndum	O C O O O O C O O O C O O O O O O O O O C C O C O O O O C O O C O O O O C C C	tá sögdu bröður hansara við hann flyt burtur hiðani og til far júdeu til tess at eisini lærusveinar tínir kunnu fáa at gerningar tínar síggja sum tú gert tí at eingin alkendur sum verða vil ger nakað í loyndum	O C O O O O C O O O O F O O O O O O O C C O O O F O O C O O O F O C F C O O O
292	"Tá ið tú gert hetta , so sýn teg sjálvan fyri heiminum ! "" Tí at bröður hansara trúðu ikki heldur á hann ."	tá ið tú gert hetta so sýn teg sjálvan fyri heiminum tí at bröður hansara trúðu ikki heldur á hann	O O C O O O O O O O C O O O O C O O O O	tá ið tú hetta gert so teg sjálvan fyri heiminum tí sýn at bröður hansara ikki heldur á hann trúðu	O O O O F O O O O O O F O O O O O O O F
293	"Tá sigur Jesus við teir : "" Tíð mín er ikki komin enn ; men hjá tykkum er tíðin altíð lagalig ."	tá sigur jesus við teir tíð mín er ikki komin enn men hjá tykkum er tíðin altíð lagalig	O C O O O O O O C O O O O O C O C O	tá sigur er jesus við er tíð mín ikki komin enn teir men hjá tykkum tíðin altíð lagalig	O C F O O F O O O C O O O O O O O O
294	Ikki kann heimurin hata tykkum ; men meg hatar hann , tí at eg vitni um hann , at gerningar hansara eru óndir .	ikki kann heimurin hata tykkum men meg hatar hann tí at eg vitni um hann at gerningar hansara eru óndir	O C O C O O O C O O O O C O O O O O C O	ikki hata heimurin kann tykkum men meg hatar hann tí at eg vitni um hann at gerningar hansara eru óndir	O F O F O O O C O O O O C O O O O O C O
295	"Farið tit niðan til hátíðina , eg fari ikki niðan til hesa hátíðina ; tí at tíð mín er enn ikki fullkomin . """	farið tit niðan til hátíðina eg fari ikki niðan til hesa hátíðina tí at tíð mín er enn ikki fullkomin	C O O O O O C O O O O O O O O O C O O O	tit niðan til hátíðina farið eg ikki niðan til hesa hátíðina tí at tíð mín fari enn er ikki fullkomin	O O O O F O O O O O O O O O O F O F O O
296	Hetta segði hann við teir og varð verandi í Galileu .	hetta segði hann við teir og varð verandi í galileu	O C O O O O C C O O	hetta segði hann við teir og varð verandi í galileu	O C O O O O C C O O
297	Men tá ið bröður hansara vóru farnir niðan til hátíðina , tá fór hann eisini sjálvur niðan , ikki opinlýst , men loyniliga .	men tá ið bröður hansara vóru farnir niðan til hátíðina tá fór hann eisini sjálvur niðan ikki opinlýst men loyniliga	O O O C O O O O O O O O O O O C C O O O	men fór ið vóru bröður hansara niðan til hátíðina farnir tá tá hann eisini sjálvur niðan ikki opinlýst men loyniliga	O F O F O O O O O F O O O O O O O O O O
298	"Jödarnir leitaðu tí eftir honum á hátíðini og sögdu : "" Hvar er hann ? """	jödarnir leitaðu tí eftir honum á hátíðini og sögdu hvar er hann	O C O O O O O O C O C O	jödarnir leitaðu tí eftir honum á hátíðini og sögdu hvar er hann	O C O O O O O O C O C O
299	"Og har var nógv tos um hann millum manna ; summir sögdu : "" Hann er ein góður maður ; """	og har var nógv tos um hann millum manna summir sögdu hann er ein góður maður	O O C O O O O O O O C O C O O O	og har var nógv tos um hann millum manna er summir hann sögdu ein góður maður	O O C O O O O O O F O O F O O O
300	"men aðrir sögdu : "" Nei , heldur villleiðir hann fólkið . """	men aðrir sögdu nei heldur villleiðir hann fólkið	O O C O O C O O	men aðrir sögdu villleiðir nei heldur hann fólkið	O O C F O O O O
301	Tó talaði eingin beint fram um hann av ótta fyri Jödunum .	tó talaði eingin beint fram um hann av ótta fyri jödunum	O C O O O O O O O O O	tó eingin beint fram talaði um hann av ótta fyri jödunum	O O O O F O O O O O O
302	Men tá ið hátíðin var hálvliðin , gekk Jesus niðan í halgidómin og lærdi .	men tá ið hátíðin var hálvliðin gekk jesus niðan í halgidómin og lærdi	O O C O O O O O O C C O C	men tá ið hátíðin var hálvliðin gekk jesus niðan í halgidómin og lærdi	O O O O C C C O O O O O C
303	"Jödarnir undraðust nú og sögdu : "" Hvaðan hevur hann lærdóm sín , tá ið hann er ólærdur ? """	jödarnir undraðust nú og sögdu hvaðan hevur hann lærdóm sín tá ið hann er ólærdur	O C O O C O C O O O O O O C O	jödarnir undraðust nú og sögdu er hvaðan hann lærdóm sín hevur tá ið hann ólærdur	O C O O C F O O O O F O O O O
304	"Tá svaraði Jesus teimum og segði : "" Læra mín er ikki mín , men hansara , sum sendi meg ."	tá svaraði jesus teimum og segði læra mín er ikki mín men hansara sum sendi meg	O C O O O C O O C O O O O O C O	tá jesus svaraði teimum og læra mín segði ikki mín er men hansara sum meg sendi	O O F O O O O F O O F O O O O F
305	Vil nakar gera vilja hansara , skal hann koma til royndar um læruna , annaðhvört hon er frá Guði , ella um eg tali av mær sjálvum .	vil nakar gera vilja hansara skal hann koma til royndar um læruna annaðhvört hon er frá guði ella um eg tali av mær sjálvum	C O C O O C O C O O O O O O C O O O O O C O O O	vil nakar gera vilja hansara hann til royndar um læruna er annaðhvört koma hon frá guði skal ella um eg tali av mær sjálvum	C O C O O O O O O O F O F O O O F O O O C O O O
306	Tann , sum talar av sær sjálvum , sökir sína egnu æru ; men tann , sum sökir æru hansara , sum sendi hann , er sannorðaður , og órættur er ikki í honum .	tann sum talar av sær sjálvum sökir sína egnu æru men tann sum sökir æru hansara sum sendi hann er sannorðaður og órættur er ikki í honum	O C O O O O O C O O O C O O O O C O O O O C O O O C O	tann sum av talar sær sjálvum sökir sína egnu æru men tann sökir sum æru hansara sum sendi hann er sannorðaður og órættur er ikki í honum	O O O F O O C O O O O O F O O O O C O C O O O C O O O
307	Hevur Móses givið tykkum lógina ?	hevur móses givið tykkum lógina	C O C O O	móses tykkum lógina hevur givið	O O O F F
308	Og eingin tykkara heldur lógina .	og eingin tykkara heldur lógina	O O O C O	og eingin tykkara heldur lógina	O O O C O
309	"Hví royna tit at taka meg av dögum ? """	hví royna tit at taka meg av dögum	O C O O C O O O	hví royna tit at taka meg av dögum	O C O O C O O O
310	"Mannamúgvan svaraði : "" Tú hevur ein illan anda ."	mannamúgvan svaraði tú hevur ein illan anda	O C O C O O O	mannamúgvan tú hevur svaraði ein illan anda	O O F F O O O
311	"Hvör roynir at taka teg av dögum ? """	hvör roynir at taka teg av dögum	O C O C O O O	hvör roynir at teg av dögum taka	O C O O O O F
312	"Jesus svaraði og segði við teir : "" Ein gerning gjördi eg , og tit undrast allir á hann ."	jesus svaraði og segði við teir ein gerning gjördi eg og tit undrast allir á hann	O C O C O O O O C O O O C O O O	jesus svaraði segði og við teir ein gerning gjördi eg og undrast tit allir á hann	O C F O O O O O C O O F O O O O
313	Móses hevur givið tykkum umskeringina ja , hon er nú ikki frá Mósesi , men frá fedrunum og tit umskera mann um hvíludagin .	móses hevur givið tykkum umskeringina ja hon er nú ikki frá mósesi men frá fedrunum og tit umskera mann um hvíludagin	O C C O O O O C O O O O O O O O O C O O O	móses tykkum umskeringina ja er hon nú ikki frá mósesi hevur givið men frá fedrunum og tit umskera mann um hvíludagin	O O O O F O O O O O F F O O O O O C O O O
314	Fær nú maður umskering ein hvíludag , fyri at Móselóg ikki skal verða brotin , eru tit tá vreiðir við meg fyri tað , at eg gjördi allan mannin frískan ein hvíludag ?	fær nú maður umskering ein hvíludag fyri at móselóg ikki skal verða brotin eru tit tá vreiðir við meg fyri tað at eg gjördi allan mannin frískan ein hvíludag	C O O O O O O O O O C C C C O O O O O O O O O C O O O O O	fær nú maður umskering ein hvíludag fyri at móselóg ikki skal verða brotin tit tá eru vreiðir við meg fyri tað gjördi at eg allan mannin frískan ein hvíludag	C O O O O O O O O O C C C O O F O O O O O F O O O O O O O
315	"Dömið ikki eftir útsjónd , men dömið rættvísan dóm ! """	dömið ikki eftir útsjónd men dömið rættvísan dóm	C O O O O C O O	ikki dömið eftir útsjónd men dömið rættvísan dóm	O F O O O C O O
316	"Tá sögdu nakrir av monnunum í Jerúsalem : "" Er hetta ikki tann maðurin , sum teir liggja eftir at drepa ?"	tá sögdu nakrir av monnunum í jerúsalem er hetta ikki tann maðurin sum teir liggja eftir at drepa	O C O O O O O C O O O O O O C O O C	tá nakrir av monnunum í jerúsalem sögdu hetta er ikki tann maðurin sum teir liggja eftir at drepa	O O O O O O F O F O O O O O C O O C
317	Og sí , hann talar opinberliga , og teir siga einki við hann .	og sí hann talar opinberliga og teir siga einki við hann	O O C O C O O C O O O	og sí hann talar opinberliga siga og teir einki við hann	O C O C O F O O O O O
318	Munnu hövuðsmenninir av sonnum hava skilt , at hann er Kristus ?	munnu hövuðsmenninir av sonnum hava skilt at hann er kristus	C O O O C C O O C O	hövuðsmenninir av sonnum munnu er hava at hann kristus skilt	O O O F F F O O O F
319	"Nei , um henda vita vit , hvaðan hann er ; men tá ið Kristus kemur , veit eingin , hvaðan hann er . """	nei um henda vita vit hvaðan hann er men tá ið kristus kemur veit eingin hvaðan hann er	O O O C O O O C O O C O O O C O O C	nei um henda vita vit hvaðan hann er men tá ið kemur kristus veit eingin hvaðan hann er	O O O C O O O C O O O F O C O O O C
320	"Tá rópaði Jesus , meðan hann lærdi í halgidóminum , og segði : "" Ja , meg kenna tit og vita , hvaðan eg eri ; og tó eri eg ikki komin av mær sjálvum , men tann er sannur , sum sendi meg , og hann kenna tit ikki ."	tá rópaði jesus meðan hann lærdi í halgidóminum og segði ja meg kenna tit og vita hvaðan eg eri og tó eri eg ikki komin av mær sjálvum men tann er sannur sum sendi meg og hann kenna tit ikki	O C O O O C O O O C O O O C O O C O O C O O C O O C O O C O O O O C O O O C O O	tá jesus rópaði meðan hann lærdi í halgidóminum og segði ja kenna meg tit og vita hvaðan eg eri og tó eg eri ikki av mær sjálvum komin er men tann sannur sum sendi meg og hann tit ikki kenna	O O F O O C O O O C O F O O O C O O C O O O F O O O O F F O O O O C O O O O O F
321	"Eg kenni hann , tí at eg komi frá honum , og hann hevur sent meg . """	eg kenni hann tí at eg komi frá honum og hann hevur sent meg	O C O O O O C O O O O C C O	eg kenni hann tí komi at eg frá honum og hann hevur sent meg	O C O O F O O O O O O C C O
322	Teir ætlaðu tá at taka hann á hondum ; men eingin legði hond á hann , tí at enn var tími hansara ikki komin .	teir ætlaðu tá at taka hann á hondum men eingin legði hond á hann tí at enn var tími hansara ikki komin	O C O O C O O O O O C O O O O O O C O O O C	teir tá ætlaðu taka at hann á hondum men eingin legði hond á hann tí komin at enn var tími hansara ikki	O O F F O O O O O O C O O O O F O O F O O O
323	"Men mangir úr mannamúgvuni trúðu á hann , og teir sögdu : "" Tá ið Kristus kemur , man hann tá fara at gera fleiri tekin , enn hesin hevur gjört ? """	men mangir úr mannamúgvuni trúðu á hann og teir sögdu tá ið kristus kemur man hann tá fara at gera fleiri tekin enn hesin hevur gjört	O O O O C O O O O C O C O O C O O O O O C O O C C C	men mangir úr mannamúgvuni trúðu á hann og teir sögdu tá ið kristus kemur hann tá at fleiri tekin gera hevur enn man hesin fara gjört	O O O O C O O O O C O O O C O O O O O C F O F O F C
324	Fariseararnir hoyrdu , at fólkið mölmaði hetta um hann ; og hövuðsprestarnir og Fariseararnir sendu sveinar út at taka hann .	fariseararnir hoyrdu at fólkið mölmaði hetta um hann og hövuðsprestarnir og fariseararnir sendu sveinar út at taka hann	O C O O C O O O O O O O C O O O C O	fariseararnir hoyrdu at mölmaði fólkið hetta um hann og hövuðsprestarnir og fariseararnir sveinar sendu út at taka hann	O C O F O O O O O O O O O F O O C O
325	"Tá segði Jesus : "" Enn eina lítla stund eri eg hjá tykkum , so fari eg til hansara , sum sendi meg ."	tá segði jesus enn eina lítla stund eri eg hjá tykkum so fari eg til hansara sum sendi meg	O C O O O O O C O O O O C O O O O C O	tá jesus enn eina lítla stund eg hjá tykkum segði eri so fari eg til hansara sum sendi meg	O O O O O O O O O F F O C O O O O C O
326	"Tit skulu leita eftir mær og ikki finna meg , og har sum eg eri , kunnu tit ikki koma . """	tit skulu leita eftir mær og ikki finna meg og har sum eg eri kunnu tit ikki koma	O C C O O O O C O O O O O C C O O C	tit skulu eftir mær leita og ikki finna meg og kunnu har sum eg eri koma tit ikki	O C O O F O O C O O F O O O F F O O
327	"Tá sögdu Jödarnir sín á millum : "" Hvar man hann ætla sær at fara , tá ið vit ikki skulu finna hann ?"	tá sögdu jödarnir sín á millum hvar man hann ætla sær at fara tá ið vit ikki skulu finna hann	O C O O O O O C O C O O O C O O O C C O	tá sögdu jödarnir sín á millum hvar man hann ætla sær at fara tá ið vit ikki finna skulu hann	O C O O O O O C O C O O C O O O O F F O
328	Man hann ætla sær at fara til teirra , sum eru spjaddir millum Grikka og læra Grikkar ?	man hann ætla sær at fara til teirra sum eru spjaddir millum grikka og læra grikkar	C O C O O C O O O C C O O O C O	man hann ætla sær at fara til teirra sum eru spjaddir millum grikka og læra grikkar	C O C O O C O O O C C O O O C O
329	Hvat meinti hann við hesum orðinum , sum hann segði :	hvat meinti hann við hesum orðinum sum hann segði	O C O O O O O O C	hvat hann við hesum orðinum meinti sum hann segði	O O O O O F O O C
330	"Tit skulu leita eftir mær og ikki finna meg , og : har sum eg eri , kunnu tit ikki koma ? """	tit skulu leita eftir mær og ikki finna meg og har sum eg eri kunnu tit ikki koma	O C C O O O O C O O O O O C C O O C	tit leita eftir skulu mær finna og ikki meg og koma har sum eg tit ikki eri kunnu	O F O F O F O O O O F O O O O O F F
331	"Men síðsta dagin , tann största á hátíðini , stóð Jesus har og rópaði og segði : "" Er nakar tystur , tá komi hann til mín og drekki !"	men síðsta dagin tann största á hátíðini stóð jesus har og rópaði og segði er nakar tystur tá komi hann til mín og drekki	O O O O O O O C O O O C O C C O O O C O O O O C	men síðsta dagin tann största á hátíðini jesus stóð har og rópaði segði og er nakar tystur tá komi hann til mín og drekki	O O O O O O O O F O O C F O C O O O C O O O O C
332	"Tann , sum trýr á meg , úr lívi hansara skulu , soleiðis sum skriftin hevur sagt , renna lökir við livandi vatni . """	tann sum trýr á meg úr lívi hansara skulu soleiðis sum skriftin hevur sagt renna lökir við livandi vatni	O O O O C O C O O C O O C O O O O C C	tann sum trýr á meg úr lívi hansara soleiðis skulu sum hevur sagt skriftin renna livandi lökir við vatni	O O C O O O O O O F O F F O C F O O O
333	Men hetta segði hann um andan , sum teir , ið trúðu á hann , skuldu fáa ; tí at enn var andin ikki komin , við tað at Jesus enn ikki var vorðin dýrmettur .	men hetta segði hann um andan sum teir ið trúðu á hann skuldu fáa tí at enn var andin ikki komin við tað at jesus enn ikki var vorðin dýrmettur	O O C O O O O O O C C O C O O O O C O O C O O O O O O C C C	men hetta hann segði um andan sum teir ið á hann trúðu skuldu fáa tí at enn var andin ikki við komin tað at jesus enn ikki var vorðin dýrmettur	O O O F O O O O O O O F C C O O O C O O O F O O O O O C C C
334	"Nakrir úr mannamúgvuni , sum hoyrdu hesi orð , sögdu nú : "" Sanniliga er hesin profeturin . """	nakrir úr mannamúgvuni sum hoyrdu hesi orð sögdu nú sanniliga er hesin profeturin	O O O C O O C O O O C O O	nakrir úr mannamúgvuni sum hesi orð hoyrdu nú sögdu er sanniliga hesin profeturin	O O O O O O F O F F O O O
335	"Aðrir sögdu : "" Hesin er Kristus . """	aðrir sögdu hesin er kristus	O C O C O	aðrir sögdu er hesin kristus	O C F O O
336	"Men summir sögdu : "" Man tá Kristus koma úr Galileu ?"	men summir sögdu man tá kristus koma úr galileu	O O C C O O C O O	men summir sögdu tá kristus man úr galileu koma	O O C O O F O O F
337	"Hevur ikki skriftin sagt , at Kristus skal koma av Dávids ætt og frá Betlehem , bygdini , har sum Dávid átti heima ? """	hevur ikki skriftin sagt at kristus skal koma av dávids ætt og frá betlehem bygdini har sum dávid átti heima	C O O C O O C C O O O O O O O O O O C O	hevur ikki skriftin sagt at kristus av dávids ætt og skal koma frá betlehem bygdini har sum dávid átti heima	C O O C O O O O O O F F O O O O O O C O
338	Nú var ósemja millum manna um hann , og summir av teimum hövdu hug at taka hann , men eingin legði hond á hann .	nú var ósemja millum manna um hann og summir av teimum hövdu hug at taka hann men eingin legði hond á hann	O C O O O O O O O O O C O O C O O O C O O O	nú ósemja millum var manna um hann og summir av teimum hövdu hug at taka hann men eingin legði hond á hann	O O O F O O O O O O O C O O C O O O C O O O
339	"Sveinarnir komu tá aftur til hövuðsprestarnar og Fariseararnar , og teir sögdu við teir : "" Hví tóku tit hann ikki við tykkum ? """	sveinarnir komu tá aftur til hövuðsprestarnar og fariseararnar og teir sögdu við teir hví tóku tit hann ikki við tykkum	O C O O O O O O O O C O O O C O O O O O	sveinarnir tá komu aftur til hövuðsprestarnar og fariseararnar og teir við sögdu teir hví tit hann ikki tóku við tykkum	O O F O O O O O O O O F O O O O O F O O
340	"Sveinarnir svaraðu : "" Aldri hevur nakar maður talað soleiðis . """	sveinarnir svaraðu aldri hevur nakar maður talað soleiðis	O C O C O O C O	sveinarnir svaraðu hevur aldri nakar maður talað soleiðis	O C F O O O C O
341	"Fariseararnir svaraðu teimum tá : "" Eru tit við vilstir burtur av leið ?"	fariseararnir svaraðu teimum tá eru tit við vilstir burtur av leið	O C O O C O O C O O O	fariseararnir svaraðu teimum tá tit við burtur av leið vilstir eru	O C O O O O O O O F F
342	Man nakar av ráðsharrunum hava trúð á hann ella av Farisearunum ?	man nakar av ráðsharrunum hava trúð á hann ella av farisearunum	C O O O C C O O O O O	man nakar av ráðsharrunum hava trúð á hann ella av farisearunum	C O O O C C O O O O O
343	"Men henda múgvan , sum ikki kennir lógina , hon er devulsett . """	men henda múgvan sum ikki kennir lógina hon er devulsett	O O O O C C O O C O	men henda múgvan kennir sum ikki lógina devulsett hon er	O O O F O O O F O F
344	"Nikodemus hann sum fyrr var komin til hansara og sum var ein teirra sigur við teir : "" Dömir lóg okkara nakran mann , uttan at hann fyrst er forhoyrdur , og fingið er at vita , hvat hann ger ? """	nikodemus hann sum fyrr var komin til hansara og sum var ein teirra sigur við teir dömir lóg okkara nakran mann uttan at hann fyrst er forhoyrdur og fingið er at vita hvat hann ger	O O C O O O O C C O O O O C O O C O O O O O O O O C C O C C O C O O C	nikodemus hann sum fyrr var til hansara og var sum komin ein teirra sigur við teir dömir lóg okkara nakran mann forhoyrdur uttan at hann fyrst er og fingið er at vita ger hvat hann	O O O O C O O O F O F O O C O O C O O O O F O O O O F O C C O C F O O
345	"Teir svaraðu og sögdu við hann : "" Ert tú eisini úr Galileu ?"	teir svaraðu og sögdu við hann ert tú eisini úr galileu	O C O C O O C O O O O	teir svaraðu og við hann ert tú eisini sögdu úr galileu	O C O O O F O O F O O
346	"Granska eftir , so fært tú at síggja , at aldri kemur profetur úr Galileu ! """	granska eftir so fært tú at síggja at aldri kemur profetur úr galileu	C O O C O O C O O C O O O	granska eftir so fært tú at síggja at kemur aldri profetur úr galileu	C O O C O O C O F O O O O
347	Og teir fóru heim , hvör til sín .	og teir fóru heim hvör til sín	O O C O O O O	og fóru teir heim hvör til sín	O F O O O O O
348	Men Jesus fór til Oljufjallið .	men jesus fór til oljufjallið	O O C O O	men jesus fór til oljufjallið	O O C O O
349	Men tíðliga á morgni kom hann aftur í halgidómin , og alt fólkið kom til hansara , og hann settist niður og lærdi tey .	men tíðliga á morgni kom hann aftur í halgidómin og alt fólkið kom til hansara og hann settist niður og lærdi tey	O O O O C O O O O O O O C O O O O C O O C O	men kom tíðliga á morgni hann aftur í halgidómin og alt fólkið kom til hansara settist og hann niður og lærdi tey	O F O O O O O O O O O O C O O F O O O O C O
350	"Men hinir skriftlærdu og Fariseararnir komu við eini konu , sum var tikin í hordómi , og teir stilla hana mitt framman fyri hann , og siga við hann : "" Meistari , henda konan er beinleiðis tikin í tí at dríva hor ."	men hinir skriftlærdu og fariseararnir komu við eini konu sum var tikin í hordómi og teir stilla hana mitt framman fyri hann og siga við hann meistari henda konan er beinleiðis tikin í tí at dríva hor	O O O O O C O O O O C C O O O O C O O O O O O C O O O O O C O C O O O C O	men hinir skriftlærdu og komu fariseararnir við eini konu sum í hordómi var tikin og teir stilla hana mitt framman fyri hann og siga við hann meistari er henda konan beinleiðis tikin í tí at hor dríva	O O O O F O O O O O O O F F O O C O O O O O O C O O O F O O O C O O O O F
