idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
900	Där antecknar man i röstlängden att du röstat , tar emot dina valkuvert och lägger dem i de olika valurnorna .	där antecknar man i röstlängden att du röstat tar emot dina valkuvert och lägger dem i de olika valurnorna	O C O O O O O C C O O O O C O O O O O	där antecknar man i röstlängden att du röstat tar emot dina valkuvert och lägger dem i de olika valurnorna	O C O O O O O C C O O O O C O O O O O
901	Nu har du gjort ditt .	nu har du gjort ditt	O C O C O	nu du gjort har ditt	O O F F O
902	Sen väntar valvakan och resultaten .	sen väntar valvakan och resultaten	O C O O O	sen valvakan och resultaten väntar	O O O O F
903	Europas äldsta författning moderniseras	europas äldsta författning moderniseras	O O O C	europas äldsta författning moderniseras	O O O C
904	Vår författning - dvs de grundlagar som gäller för riksdagens och regeringens arbete - är Europas äldsta .	vår författning dvs de grundlagar som gäller för riksdagens och regeringens arbete är europas äldsta	O O O O O C O O O C O O O O O	vår författning dvs de grundlagar som gäller för riksdagens och regeringens arbete europas är äldsta	O O O O O O C O O O O O O F O
905	Regeringsformen är från 1809 och riksdagsordningen från 1866 .	regeringsformen är från 1809 och riksdagsordningen från 1866	O C O O O O O O	regeringsformen från 1809 och är riksdagsordningen från 1866	O O O O F O O O
906	Vårt land är en parlamentarisk demokrati .	vårt land är en parlamentarisk demokrati	O O C O O O	vårt land en parlamentarisk demokrati är	O O O O O F
907	Med demokrati menas att medborgarna utser riksdagen i allmänna och fria val .	med demokrati menas att medborgarna utser riksdagen i allmänna och fria val	O O C O O C O O O O O O	med demokrati menas utser att medborgarna riksdagen i allmänna och fria val	O O C F O O O O O O O O
908	Med parlamentarism menas att regeringen är beroende av riksdagens förtroende .	med parlamentarism menas att regeringen är beroende av riksdagens förtroende	O O C O O C O O O O	med parlamentarism menas att är regeringen beroende av riksdagens förtroende	O O C O F O O O O O
909	Det är alltså riksdagen - och ytterst väljarna - som har det avgörande inflytandet på regeringens sammansättning och politik .	det är alltså riksdagen och ytterst väljarna som har det avgörande inflytandet på regeringens sammansättning och politik	O C O O O O O O C O O O O O O O O	det alltså riksdagen och ytterst väljarna är som har det avgörande inflytandet på regeringens sammansättning och politik	O O O O O O F O C O O O O O O O O
910	Demokrati i form av allmän rösträtt har funnits inskriven i grundlagen sedan början av 1900-talet .	demokrati i form av allmän rösträtt har funnits inskriven i grundlagen sedan början av 1900-talet	O O O O O O C C O O O O O O O	demokrati i form av allmän rösträtt inskriven funnits i grundlagen har sedan början av 1900-talet	O O O O O O O C O O F O O O O
911	Parlamentarism har däremot inte varit bestämd i lagen , men har i praktiken tillämpats sedan 1917 .	parlamentarism har däremot inte varit bestämd i lagen men har i praktiken tillämpats sedan 1917	O C O O C O O O O C O O C O O	parlamentarism däremot inte varit har bestämd i lagen men har i praktiken tillämpats sedan 1917	O O O F F O O O O C O O C O O
912	I början av 1950-talet aktualiserades frågan om en grundlagsreform .	i början av 1950-talet aktualiserades frågan om en grundlagsreform	O O O O C O O O O	i början av 1950-talet frågan om en grundlagsreform aktualiserades	O O O O O O O O F
913	Efter omfattande utredningar och överläggningar mellan de fyra stora riksdagspartierna beslutade riksdagen om vissa delreformer som ska träda i kraft den 1 januari 1971 .	efter omfattande utredningar och överläggningar mellan de fyra stora riksdagspartierna beslutade riksdagen om vissa delreformer som ska träda i kraft den 1 januari 1971	O O O O O O O O O O C O O O O O C C O O O O O O	efter omfattande utredningar och överläggningar mellan de fyra stora riksdagspartierna beslutade riksdagen om vissa delreformer som ska träda i kraft den 1 januari 1971	O O O O O O O O O O C O O O O O C C O O O O O O
914	De innebär att * tvåkammarriksdagen ersätts med en enkammarriksdag med 350 ledamöter , * ett nytt valsystem med direkta val till hela riksdagen och 3-åriga mandatperioder införs . Valsystemet tillämpas redan vid höstens val , * parlamentarismen skrivs delvis in i grundlagen , * val till riksdag , landsting och kommunfullmäktige sker samtidigt .	de innebär att tvåkammarriksdagen ersätts med en enkammarriksdag med 350 ledamöter ett nytt valsystem med direkta val till hela riksdagen och 3-åriga mandatperioder införs valsystemet tillämpas redan vid höstens val parlamentarismen skrivs delvis in i grundlagen val till riksdag landsting och kommunfullmäktige sker samtidigt	O C O O C O O O O O O O O O O O O O O O O O O C O C O O O O O C O O O O O O O O O O C O	de innebär ersätts att tvåkammarriksdagen med en enkammarriksdag med 350 ledamöter ett nytt valsystem med direkta val till hela riksdagen och 3-åriga mandatperioder införs valsystemet tillämpas redan vid höstens val parlamentarismen skrivs delvis in i grundlagen val till riksdag sker landsting och kommunfullmäktige samtidigt	O C F O O O O O O O O O O O O O O O O O O O O C O C O O O O O C O O O O O O O F O O O O
915	Parlamentarismen kommer till uttryck bl a på följande sätt :	parlamentarismen kommer till uttryck bl a på följande sätt	O C O O O O O O	parlamentarismen till uttryck bl a på följande sätt kommer	O O O O O O O F
916	Riksdagen får rätt att besluta om misstroendeförklaring mot regeringen eller mot ett enskilt statsråd .	riksdagen får rätt att besluta om misstroendeförklaring mot regeringen eller mot ett enskilt statsråd	O C O O C O O O O O O O O O	riksdagen rätt får att om misstroendeförklaring mot regeringen besluta eller mot ett enskilt statsråd	O O F O O O O O F O O O O O
917	Ett sådant förslag ska tas upp till behandling om minst 10 % av riksdagens ledamöter begär det .	ett sådant förslag ska tas upp till behandling om minst 10 av riksdagens ledamöter begär det	O O O C C O O O O O O O O O C O	ett sådant förslag tas ska upp till behandling om minst 10 av riksdagens ledamöter begär det	O O O F F O O O O O O O O O C O
918	För beslut om misstroendeförklaring krävs minst 176 röster , dvs mer än hälften av riksdagens ledamöter .	för beslut om misstroendeförklaring krävs minst 176 röster dvs mer än hälften av riksdagens ledamöter	O O O O C O O O O O O O O O O	för beslut om misstroendeförklaring krävs minst 176 röster dvs mer än hälften av riksdagens ledamöter	O O O O C O O O O O O O O O O
919	Misstroendeförklaringen innebär att det berörda statsrådet måste avgå .	misstroendeförklaringen innebär att det berörda statsrådet måste avgå	O C O O O O C C	misstroendeförklaringen innebär att det berörda statsrådet måste avgå	O C O O O O C C
920	Om det gäller statsministern , avgår hela regeringen , eller utlyses nyval inom en vecka .	om det gäller statsministern avgår hela regeringen eller utlyses nyval inom en vecka	O O C O C O O O C O O O O	om det gäller statsministern avgår hela regeringen eller utlyses nyval inom en vecka	O O C O C O O O C O O O O
921	Riksdagen ska upplösas och nyval anordnas när statsministern begär det .	riksdagen ska upplösas och nyval anordnas när statsministern begär det	O C C O O C O O C O	riksdagen ska upplösas anordnas och nyval när statsministern begär det	O C C F O O O O C O
922	Regeringsledamöter utses och avskedas i praktiken av statsministern , även om konungen formellt fattar besluten .	regeringsledamöter utses och avskedas i praktiken av statsministern även om konungen formellt fattar besluten	O C O O O O O C O O O O C O	regeringsledamöter i och avskedas praktiken av statsministern utses även om konungen formellt fattar besluten	O O O C O O O F O O O O C O
923	Bostadsbandet vid val till riksdagen har slopats , vilket betyder att man kan bli vald i en annan valkrets än den man bor i .	bostadsbandet vid val till riksdagen har slopats vilket betyder att man kan bli vald i en annan valkrets än den man bor i	O O O O O C C O C O O C C C O O O O O O O C O	bostadsbandet vid val har till riksdagen slopats betyder vilket att man kan bli i en annan valkrets än den vald bor man i	O O O F O O C F O O O C C O O O O O O F F O O
924	Vid landstings- och kommunval finns dock bostadsbandet kvar .	vid landstings- och kommunval finns dock bostadsbandet kvar	O O O O C O O O	vid landstings- och kommunval finns dock bostadsbandet kvar	O O O O C O O O
925	Rösträttsåldern sänks .	rösträttsåldern sänks	O C	rösträttsåldern sänks	O C
926	Man får nu rösträtt det år man fyller 20 år .	man får nu rösträtt det år man fyller 20 år	O C O O O O O C O O	man nu rösträtt får det år man fyller 20 år	O O O F O O O C O O
927	Valbarhetsåldern sänks och blir lika med myndighetsåldern .	valbarhetsåldern sänks och blir lika med myndighetsåldern	O C O C O O O	valbarhetsåldern sänks och blir lika med myndighetsåldern	O C O C O O O
928	Man är valbar om man fyller 20 år senast på valdagen .	man är valbar om man fyller 20 år senast på valdagen	O C O O O C O O O O O	man valbar är om man fyller 20 år senast på valdagen	O O F O O C O O O O O
929	Grundlagberedningen fortsätter sitt arbete .	grundlagberedningen fortsätter sitt arbete	O C O O	grundlagberedningen fortsätter sitt arbete	O C O O
930	Den ska bl a utreda riksdagens arbetsformer och statschefens ställning i en modern demokrati .	den ska bl a utreda riksdagens arbetsformer och statschefens ställning i en modern demokrati	O C O C O O O O O O O O O	den ska bl a riksdagens arbetsformer och utreda statschefens ställning i en modern demokrati	O C O O O O F O O O O O O
931	Den nya enkammarriksdagen kommer att inrymmas i detta hus vid Sergels torg i Stockholm .	den nya enkammarriksdagen kommer att inrymmas i detta hus vid sergels torg i stockholm	O O O C O C O O O O O O O O	den nya enkammarriksdagen att kommer i detta hus vid sergels torg i stockholm inrymmas	O O O O F O O O O O O O O F
932	Det behöver byggas många lägenheter under den närmaste 15-årsperioden .	det behöver byggas många lägenheter under den närmaste 15-årsperioden	O C C O O O O O O	det behöver många lägenheter under den närmaste 15-årsperioden byggas	O C O O O O O O F
933	I regionplaneförslaget räknar man så här :	i regionplaneförslaget räknar man så här	O O C O O O	i regionplaneförslaget man räknar så här	O O O F O O
934	Vi har idag i Storstockholm 620000 lägenheter .	vi har idag i storstockholm 620000 lägenheter	O C O O O O O	vi har idag i storstockholm 620000 lägenheter	O C O O O O O
935	Men människorna vill ha mera bostäder .	men människorna vill ha mera bostäder	O O C C O O	men vill människorna ha mera bostäder	O F O C O O
936	Det är mest ensamstående unga och gamla som vill skaffa sig egna lägenheter , men också andra vill ha bättre utrymme .	det är mest ensamstående unga och gamla som vill skaffa sig egna lägenheter men också andra vill ha bättre utrymme	O C O O O O O O C C O O O O O O C C O O	det mest ensamstående unga är och gamla som skaffa vill sig egna lägenheter vill men också ha andra bättre utrymme	O O O O F O O O F F O O O F O O F O O O
937	Även om det inte skulle bli någon nettoinflyttning utan befolkningen bara skulle öka genom födelseöverskott , behövs därför 135000 nya lägenheter under 15-årsperioden .	även om det inte skulle bli någon nettoinflyttning utan befolkningen bara skulle öka genom födelseöverskott behövs därför 135000 nya lägenheter under 15-årsperioden	O O O O C C O O O O O C C O O C O O O O O O	även om skulle det inte bli någon nettoinflyttning utan skulle befolkningen bara öka genom födelseöverskott därför behövs 135000 nya lägenheter under 15-årsperioden	O O F O O C O O O F O O C O O O F O O O O O
938	Till detta kommer ersättning för 7000 gamla lägenheter per år som tjänat ut som bostäder .	till detta kommer ersättning för 7000 gamla lägenheter per år som tjänat ut som bostäder	O O C O O O O O O O O C O O O	till detta ersättning kommer för 7000 gamla lägenheter per år tjänat som ut som bostäder	O O O F O O O O O O F O O O O
939	Det blir sammanlagt 240000 nya lägenheter .	det blir sammanlagt 240000 nya lägenheter	O C O O O O	det sammanlagt 240000 nya lägenheter blir	O O O O O F
940	Om befolkningen också skulle öka genom fortsatt inflyttning , så att den totala folkökningen blir en halv miljon människor - och detta måste man vara beredd på - behövs ytterligare 130000 lägenheter .	om befolkningen också skulle öka genom fortsatt inflyttning så att den totala folkökningen blir en halv miljon människor och detta måste man vara beredd på behövs ytterligare 130000 lägenheter	O O O C C O O O O O C O C O O O O O O O C O O O O C O O O	om befolkningen också vara måste öka skulle genom så att den totala folkökningen blir en halv miljon människor fortsatt inflyttning och detta man beredd på behövs ytterligare 130000 lägenheter	O O O F F F F O O O O O O C O O O O O O O O O O O C O O O
941	Det är därför regionplaneförslaget visar hur man skall bereda plats för 25000 nya lägenheter per år .	det är därför regionplaneförslaget visar hur man skall bereda plats för 25000 nya lägenheter per år	O C O O C O O C C O O O O O O O	det är därför regionplaneförslaget visar hur man skall plats för 25000 nya lägenheter per år bereda	O C O O C O O C O O O O O O O F
942	Hur många är vi då ?	hur många är vi då	O O C O O	hur många vi då är	O O O O F
943	Idag bor nära en och en halv miljon människor i de 29 kommuner ( inklusive Stockholm ) som finns i Stockholms län .	idag bor nära en och en halv miljon människor i de 29 kommuner inklusive stockholm som finns i stockholms län	O C O O O O O O O O O O O O O O C O O O	idag nära en och en halv miljon människor i de 29 kommuner inklusive stockholm bor som finns i stockholms län	O O O O O O O O O O O O O O F O C O O O
944	Detta område är geografiskt detsamma som regionplaneområdet ( och landstingsområdet ) .	detta område är geografiskt detsamma som regionplaneområdet och landstingsområdet	O O C O O O O O O	detta område är geografiskt detsamma som regionplaneområdet och landstingsområdet	O O C O O O O O O
945	Det sträcker sig nästan 20 mil från norr till söder och 10 mil från öster till väster .	det sträcker sig nästan 20 mil från norr till söder och 10 mil från öster till väster	O C O O O O O O O O O O O O O O O	det sig nästan 20 mil från norr till söder och 10 mil sträcker från öster till väster	O O O O O O O O O O O O F O O O O
946	Ytan är ungefär dubbelt så stor som Gotlands .	ytan är ungefär dubbelt så stor som gotlands	O C O O O O O O	ytan ungefär dubbelt så är stor som gotlands	O O O O F O O O
947	Befolkningen fortsätter att öka .	befolkningen fortsätter att öka	O C O C	befolkningen fortsätter öka att	O C F O
948	Vad beror ökningen på ?	vad beror ökningen på	O C O O	vad ökningen beror på	O O F O
949	Det är flera människor som flyttar hit från andra delar av landet än som flyttar härifrån .	det är flera människor som flyttar hit från andra delar av landet än som flyttar härifrån	O C O O O C O O O O O O O O C O	det flera är människor som flyttar hit från andra delar av landet än flyttar som härifrån	O O F O O C O O O O O O O F O O
950	Det föds flera barn än det antal människor som avlider .	det föds flera barn än det antal människor som avlider	O C O O O O O O O C	det föds flera barn än det antal människor som avlider	O C O O O O O O O C
951	Många invandrare fortsätter att söka sig hit från utlandet .	många invandrare fortsätter att söka sig hit från utlandet	O O C O C O O O O	många invandrare fortsätter att söka sig hit från utlandet	O O C O C O O O O
952	Regionplanen grundar sig på ett antagande om att befolkningen kommer att öka med 1,9 % varje år .	regionplanen grundar sig på ett antagande om att befolkningen kommer att öka med 1,9 varje år	O C O O O O O O O C O C O O O O	regionplanen grundar sig på ett antagande om öka att befolkningen kommer att med 1,9 varje år	O C O O O O O F O O F O O O O O
953	Med den ökningstakten skulle vi bli i runt tal 1950000 människor år 1985 .	med den ökningstakten skulle vi bli i runt tal 1950000 människor år 1985	O O O C O C O O O O O O O	med den ökningstakten bli vi i runt tal skulle 1950000 människor år 1985	O O O F O O O O F O O O O
954	Den här antagna ökningen ligger mellan de lägsta och högsta siffrorna i de prognoser som finns .	den här antagna ökningen ligger mellan de lägsta och högsta siffrorna i de prognoser som finns	O O O O C O O O O O O O O O O C	den här antagna ökningen mellan de lägsta och högsta siffrorna i de prognoser ligger som finns	O O O O O O O O O O O O O F O C
955	Antagandet är inte något uttryck för politikernas önskan om ett visst befolkningstal .	antagandet är inte något uttryck för politikernas önskan om ett visst befolkningstal	O C O O O O O O O O O O	antagandet inte är något uttryck för politikernas önskan om ett visst befolkningstal	O O F O O O O O O O O O
956	Det är valt för att medge en tillräcklig planeringsberedskap , så att det vid den tidpunkt då det behövs finns lämplig mark för bostäder , sjukhus , skolor , trafikleder .	det är valt för att medge en tillräcklig planeringsberedskap så att det vid den tidpunkt då det behövs finns lämplig mark för bostäder sjukhus skolor trafikleder	O C O O O C O O O O O O O O O C O O O O O O O O O C	det är valt för att medge en tillräcklig planeringsberedskap så att det vid den tidpunkt behövs då det lämplig mark för bostäder sjukhus skolor trafikleder finns	O C O O O C O O O O O O O O O F O O O O O O O O O F
957	Tillväxtens storlek och sammansättning kan ändra sig mycket från år till år .	tillväxtens storlek och sammansättning kan ändra sig mycket från år till år	O O O O C C O O O O O O	tillväxtens storlek och sammansättning kan ändra sig mycket från år till år	O O O O C C O O O O O O
958	I genomsnitt för åren 1956-1965 var befolkningsökningen drygt 20000 invånare per år .	i genomsnitt för åren 1956-1965 var befolkningsökningen drygt 20000 invånare per år	O O O O O C O O O O O O	i genomsnitt för åren 1956-1965 befolkningsökningen drygt 20000 invånare var per år	O O O O O O O O O F O O
959	Ungefär 40 procent var födelseöverskott , 45 procent var inflyttningsöverskott från övriga landet och 15 procent från utlandet .	ungefär 40 procent var födelseöverskott 45 procent var inflyttningsöverskott från övriga landet och 15 procent från utlandet	O O O C O O O C O O O O O O O O O	ungefär 40 procent födelseöverskott 45 procent inflyttningsöverskott från övriga landet och 15 procent från utlandet var var	O O O O O O O O O O O O O O O F F
960	År 1970 var ökningen 24500 invånare .	år 1970 var ökningen 24500 invånare	O O C O O O	år 1970 var ökningen 24500 invånare	O O C O O O
961	I runda tal utgjordes 33 procent av födelseöverskott , knappt 25 procent flyttade in från andra delar av Sverige och resten , drygt 40 procent , var invandrare utrikes ifrån .	i runda tal utgjordes 33 procent av födelseöverskott knappt 25 procent flyttade in från andra delar av sverige och resten drygt 40 procent var invandrare utrikes ifrån	O O O C O O O O O O O O O C O O O O O O C O O O O O O	i runda tal utgjordes 33 procent av födelseöverskott knappt 25 procent flyttade in från andra delar av sverige och resten drygt 40 procent var invandrare utrikes ifrån	O O O C O O O O O O O C O O O O O O O O O O O C O O O
962	Man bör akta sig för att dra långtgående slutsatser av förändringar under en kort period .	man bör akta sig för att dra långtgående slutsatser av förändringar under en kort period	O C C O O O C O O O O O O O O	man akta sig bör för att långtgående slutsatser av förändringar dra under en kort period	O F O F O O O O O O F O O O O
963	Så här föreslås lägenheterna bli fördelade	så här föreslås lägenheterna bli fördelade	O O C O C C	så här föreslås lägenheterna bli fördelade	O O C O C C
964	En del kommer till i stora utbyggnadsområden som Järva eller Norra Botkyrka , det mesta byggs i mindre områden i olika delar av Storstockholm .	en del kommer till i stora utbyggnadsområden som järva eller norra botkyrka det mesta byggs i mindre områden i olika delar av storstockholm	O O C O O O O O O O O O O O C O O O O O O O O	en del kommer till i stora utbyggnadsområden som järva eller norra botkyrka det mesta i mindre områden byggs i olika delar av storstockholm	O O C O O O O O O O O O O O O O O F O O O O O
965	Under den första 5-årsperioden är bostadsbyggandet mer eller mindre låst på grund av redan fattade beslut eller färdiga planer .	under den första 5-årsperioden är bostadsbyggandet mer eller mindre låst på grund av redan fattade beslut eller färdiga planer	O O O O C O O O O O O O O O O O O O O	under den första 5-årsperioden bostadsbyggandet mer eller mindre är låst på grund av redan fattade beslut eller färdiga planer	O O O O O O O O F O O O O O O O O O O
966	I vissa fall anses utbyggnaden låst ända fram till 1985 , bl a för norra Järvafältet .	i vissa fall anses utbyggnaden låst ända fram till 1985 bl a för norra järvafältet	O O O C O O O O O O O O O O	i vissa fall utbyggnaden anses låst ända fram till 1985 bl a för norra järvafältet	O O O O F O O O O O O O O O
967	I Stockholms innerstad beräknas bostadsbeståndet minska med ca 14000 lägenheter .	i stockholms innerstad beräknas bostadsbeståndet minska med ca 14000 lägenheter	O O O C O C O O O O	i stockholms innerstad bostadsbeståndet beräknas minska med ca 14000 lägenheter	O O O O F C O O O O
968	Många smålägenheter försvinner och större kommer istället .	många smålägenheter försvinner och större kommer istället	O O C O O C O	många smålägenheter försvinner och större istället kommer	O O C O O O F
969	I nya stadskärnor och bland bostadsområden finns plats för 225000 nya arbeten	i nya stadskärnor och bland bostadsområden finns plats för 225000 nya arbeten	O O O O O O C O O O O O	i nya stadskärnor och bland bostadsområden plats för 225000 nya arbeten finns	O O O O O O O O O O O F
970	Även om befolkningen inte skulle öka behöver man bygga många nya arbetslokaler för att ersätta trånga och otidsenliga arbetsplatser .	även om befolkningen inte skulle öka behöver man bygga många nya arbetslokaler för att ersätta trånga och otidsenliga arbetsplatser	O O O O C C C O C O O O O O C O O O O	även om befolkningen inte skulle öka man behöver bygga många nya arbetslokaler för att ersätta trånga och otidsenliga arbetsplatser	O O O O C C O F C O O O O O C O O O O
971	Dessutom växer antalet arbetande .	dessutom växer antalet arbetande	O C O O	dessutom växer antalet arbetande	O C O O
972	År 1970 hade ungefär 700000 förvärvsarbete i vår region .	år 1970 hade ungefär 700000 förvärvsarbete i vår region	O O C O O O O O O	år 1970 ungefär 700000 förvärvsarbete i vår region hade	O O O O O O O O F
973	På kartan redovisas befintliga arbetsplatser med ljusblå kvadrater .	på kartan redovisas befintliga arbetsplatser med ljusblå kvadrater	O O C O O O O O	på kartan befintliga arbetsplatser med ljusblå kvadrater redovisas	O O O O O O O F
974	Antalet förvärvsarbetande väntas växa med 225000 till 1985 , om befolkningen ökar så som antagits .	antalet förvärvsarbetande väntas växa med 225000 till 1985 om befolkningen ökar så som antagits	O O C C O O O O O O C O O C	antalet förvärvsarbetande väntas med växa 225000 till 1985 om befolkningen ökar så antagits som	O O C O F O O O O O C O F O
975	Varje kvadrat och prick motsvarar 1000 arbetsplatser .	varje kvadrat och prick motsvarar 1000 arbetsplatser	O O O O C O O	varje kvadrat och prick 1000 arbetsplatser motsvarar	O O O O O O F
976	Antalet sysselsatta i Stockholms innerstad , den stora blå stapeln mitt i kartan , skall enligt förslaget hållas oförändrat vid omkring 290000 under 15-årsperioden .	antalet sysselsatta i stockholms innerstad den stora blå stapeln mitt i kartan skall enligt förslaget hållas oförändrat vid omkring 290000 under 15-årsperioden	O O O O O O O O O O O O C O O C O O O O O O	antalet sysselsatta i stockholms innerstad den stora blå stapeln mitt i kartan enligt förslaget oförändrat vid omkring hållas 290000 under 15-årsperioden skall	O O O O O O O O O O O O O O O O O F O O O F
977	Nya arbetsplatsområden , längre från city , planeras främst vid Järva och i Huddinge , där nya stadskärnor bildas .	nya arbetsplatsområden längre från city planeras främst vid järva och i huddinge där nya stadskärnor bildas	O O O O O C O O O O O O O O O C	nya arbetsplatsområden längre från city planeras främst vid järva och i huddinge där nya stadskärnor bildas	O O O O O C O O O O O O O O O C
978	För övrigt förutsätts att ca en tredjedel av alla arbetsplatser är spridda i bostadsområdena .	för övrigt förutsätts att ca en tredjedel av alla arbetsplatser är spridda i bostadsområdena	O O C O O O O O O O C O O O	för övrigt är att förutsätts ca en tredjedel av alla arbetsplatser spridda i bostadsområdena	O O F O F O O O O O O O O O
979	Ett enda i naturen förekommande ämne har den unika egenskap , att dess minsta byggstenar , atomerna , lätt kan gå i stycken eller , enligt fackspråket , klyvas utan att man behöver tillgripa bombardemang med partiklar med hög energi .	ett enda i naturen förekommande ämne har den unika egenskap att dess minsta byggstenar atomerna lätt kan gå i stycken eller enligt fackspråket klyvas utan att man behöver tillgripa bombardemang med partiklar med hög energi	O O O O O O C O O O O O O O O O C C O O O O O C O O O C C O O O O O O	ett enda i naturen förekommande ämne har den unika egenskap att dess minsta byggstenar atomerna lätt kan gå i stycken eller enligt fackspråket klyvas behöver utan att man bombardemang tillgripa med partiklar med hög energi	O O O O O O C O O O O O O O O O C C O O O O O C F O O O O F O O O O O
980	Detta ämne är uran och det är kärnorna till dess isotop U235 , som är klyvbara .	detta ämne är uran och det är kärnorna till dess isotop u235 som är klyvbara	O O C O O O C O O O O O O C O	detta ämne uran och det är är kärnorna till dess isotop u235 som är klyvbara	O O O O O F F O O O O O O F O
981	Naturligt uran består till 0,7 % av U235 .	naturligt uran består till 0,7 av u235	O O C O O O O	naturligt uran består till 0,7 av u235	O O C O O O O
982	Vid klyvningen delas kärnan i två delar .	vid klyvningen delas kärnan i två delar	O O C O O O O	vid klyvningen delas kärnan i två delar	O O C O O O O
983	Dessutom frigörs några små partiklar , som kallas neutroner .	dessutom frigörs några små partiklar som kallas neutroner	O C O O O O C O	dessutom frigörs några små partiklar som kallas neutroner	O C O O O O C O
984	Kärnans delar och neutronerna bromsas under värmeutveckling upp av omkringliggande atomkärnor .	kärnans delar och neutronerna bromsas under värmeutveckling upp av omkringliggande atomkärnor	O O O O C O O O O O O	kärnans delar och neutronerna under värmeutveckling upp bromsas av omkringliggande atomkärnor	O O O O O O O F O O O
985	Om en nedbromsad neutron träffar en ny U235-kärna , kan den utlösa en ny kärnklyvning .	om en nedbromsad neutron träffar en ny u235-kärna kan den utlösa en ny kärnklyvning	O O O O C O O O C O C O O O	om en nedbromsad neutron en ny u235-kärna träffar kan den utlösa en ny kärnklyvning	O O O O O O O F C O C O O O
986	På så sätt erhålls en kedjereaktion .	på så sätt erhålls en kedjereaktion	O O O C O O	på så sätt erhålls en kedjereaktion	O O O C O O
987	Härvid krävs emellertid , att neutronerna har låg hastighet , annars är det små utsikter att de kan infångas av de klyvbara U235-kärnorna .	härvid krävs emellertid att neutronerna har låg hastighet annars är det små utsikter att de kan infångas av de klyvbara u235-kärnorna	O C O O C O O O O O C O O O O C C O O O O	härvid emellertid annars att neutronerna låg hastighet har krävs det är små utsikter att de kan infångas av de klyvbara u235-kärnorna	O O O O O O O F F O F O O O O C C O O O O
988	Man placerar därför uranet i ett nedbromsningsmedium , en s k moderator .	man placerar därför uranet i ett nedbromsningsmedium en s k moderator	O C O O O O O O O O	man därför uranet placerar i ett nedbromsningsmedium en s k moderator	O O O F O O O O O O
989	Vanligt ' lätt ' vatten är en utmärkt moderator men har den nackdelen , att det absorberar en del av de passerande neutronerna .	vanligt lätt vatten är en utmärkt moderator men har den nackdelen att det absorberar en del av de passerande neutronerna	O O O C O O O O C O O O O C O O O O O O	vanligt lätt vatten en utmärkt är moderator men har den nackdelen att absorberar det en del av de passerande neutronerna	O O O O O F O O C O O O F O O O O O O O
990	Man måste därför som bränsle i en lättvattenreaktor använda s k anrikat uran , dvs sådant uran , där man ökat halten av U235 från 0,7 till vanligen 2 a 3 % .	man måste därför som bränsle i en lättvattenreaktor använda s k anrikat uran dvs sådant uran där man ökat halten av u235 från 0,7 till vanligen 2 a 3	O C O O O O O O C O O O O O O O O C O O O O O O O O O O	man måste därför som bränsle i en lättvattenreaktor använda s k anrikat uran dvs sådant uran ökat där man halten av u235 från 0,7 till vanligen 2 a 3	O C O O O O O O C O O O O O O F O O O O O O O O O O O O
991	För att klyvningsprocessen skall kunna nyttiggöras för energiproduktion , måste man kunna kontrollera den .	för att klyvningsprocessen skall kunna nyttiggöras för energiproduktion måste man kunna kontrollera den	O O O C C C O O C O C C O	för att skall klyvningsprocessen nyttiggöras kunna för energiproduktion måste man kunna kontrollera den	O O F O F F O O C O C C O
992	Vid varje kärnklyvning får ej frigöras fler än en neutron .	vid varje kärnklyvning får ej frigöras fler än en neutron	O O O C O C O O O O	vid varje kärnklyvning får ej frigöras fler än en neutron	O O O C O C O O O O
993	För detta ändamål används särskilda s k kontrollstavar , som placeras i reaktorn bland bränslestavarna , dvs de rör av speciallegering , som innehåller små cylindrar eller s k kutsar av sintrad urandioxid , där det klyvbara U235 ingår .	för detta ändamål används särskilda s k kontrollstavar som placeras i reaktorn bland bränslestavarna dvs de rör av speciallegering som innehåller små cylindrar eller s k kutsar av sintrad urandioxid där det klyvbara u235 ingår	O O O C O O O O C O O O O O O O O O O C O O O O O O O O O O O O C	för detta ändamål särskilda s k kontrollstavar används som i reaktorn placeras bland bränslestavarna dvs de rör av speciallegering innehåller som små cylindrar eller s k kutsar av sintrad urandioxid där det klyvbara u235 ingår	O O O O O O F O O O F O O O O O O O F O O O O O O O O O O O O O C
994	Två typer av lättvattenreaktor kan komma i fråga för Forsmark .	två typer av lättvattenreaktor kan komma i fråga för forsmark	O O O O C C O O O O	två typer av lättvattenreaktor komma i fråga kan för forsmark	O O O O F O O F O O
995	Den ena typen kallas kokarreaktor , BWR eller Boiling Water Reactor .	den ena typen kallas kokarreaktor bwr eller boiling water reactor	O O O C O O O O O O	den ena typen kallas kokarreaktor bwr eller boiling water reactor	O O O C O O O O O O
996	Turbinerna till en BWR-anläggning drivs av den ånga , som bildas i reaktorn .	turbinerna till en bwr-anläggning drivs av den ånga som bildas i reaktorn	O O O O C O O O O C O O	turbinerna till en bwr-anläggning drivs av den ånga bildas som i reaktorn	O O O O C O O O F O O O
997	Efter passagen genom turbinerna kyls ångan ned av havsvatten och återgår i form av vatten till reaktorn .	efter passagen genom turbinerna kyls ångan ned av havsvatten och återgår i form av vatten till reaktorn	O O O O C O O O O O C O O O O O O	efter passagen genom turbinerna kyls ångan ned av havsvatten och i form återgår av vatten till reaktorn	O O O O C O O O O O O O F O O O O
