idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
367	Það er alveg rétt hjá þingmanni að ég er hlynnt því að skoða sæstreng mun nánar .	það er alveg rétt hjá þingmanni að ég er hlynnt því að skoða sæstreng mun nánar	O C O O O O O O C O O O C O O O	það alveg rétt hjá þingmanni að er er ég hlynnt því að sæstreng skoða mun nánar	O O O O O O F F O O O O O F O O
368	Í því felst ekkert endilega að virkja meira .	í því felst ekkert endilega að virkja meira	O O C O O O C O	í því ekkert felst endilega að virkja meira	O O O F O O C O
369	Það eru um tvær Blönduvirkjanir sem eru ónýttar á netinu í dag samkvæmt forstjóra Landsvirkjunar af því að við nýtum orkuna svo illa sem er á landsneti okkar .	það eru um tvær blönduvirkjanir sem eru ónýttar á netinu í dag samkvæmt forstjóra landsvirkjunar af því að við nýtum orkuna svo illa sem er á landsneti okkar	O C O O O O C O O O O O O O O O O O O C O O O O C O O O	það eru eru um tvær blönduvirkjanir sem ónýttar á netinu í dag samkvæmt forstjóra landsvirkjunar af því að við nýtum orkuna svo illa sem er á landsneti okkar	O F F O O O O O O O O O O O O O O O O C O O O O C O O O
370	Sæstrengur er mögulega ein leið til þess að nýta þessa virkjun , það þarf að skoða það , og við þurfum að selja orkuna á mun hærra verði en við gerum núna .	sæstrengur er mögulega ein leið til þess að nýta þessa virkjun það þarf að skoða það og við þurfum að selja orkuna á mun hærra verði en við gerum núna	O C O O O O O O C O O O C O C O O O C O C O O O O O O O C O	sæstrengur mögulega ein er leið til þess að nýta þessa virkjun það þarf að skoða það og við þurfum að orkuna á mun hærra verði selja en við gerum núna	O O O F O O O O C O O O C O C O O O C O O O O O O F O O C O
371	Ég er hlynnt því að þjóðin fái meira Forseti hringir . fyrir þessa auðlind .	ég er hlynnt því að þjóðin fái meira forseti hringir fyrir þessa auðlind	O C O O O O C O O O O O C	ég hlynnt því er að þjóðin meira fyrir forseti hringir þessa auðlind fái	O O O F O O O O O C O O F
372	Hæstv. forseti . Ég vil byrja á því að biðjast afsökunar á því að hafa ætlað hæstv. forsætisráðherra það að hafa sett inn þessar skilyrðingar ef það er meiri hluti fjárlaganefndar sem gerði það .	hæstv. forseti ég vil byrja á því að biðjast afsökunar á því að hafa ætlað hæstv. forsætisráðherra það að hafa sett inn þessar skilyrðingar ef það er meiri hluti fjárlaganefndar sem gerði það	O O O C C O O O O C O O O O C O O O O C C O O O O C C O O O O C O	hæstv. forseti ég byrja á því ef að biðjast afsökunar á því ætlað hafa að hæstv. forsætisráðherra það að hafa inn sett þessar skilyrðingar er það vil meiri hluti fjárlaganefndar sem það gerði	O O O F O O O O C O O O F C O O O O O C O F O O F O F O O O O O F
373	Rétt skal vera rétt í því og ég þakka bara fyrir þær upplýsingar .	rétt skal vera rétt í því og ég þakka bara fyrir þær upplýsingar	O C C O O O O O C O O O O	rétt skal vera rétt í því og ég bara þakka fyrir þær upplýsingar	O C C O O O O O O F O O O
374	Ég bíð náttúrlega eftir svari um þetta kostnaðarmódel , hvernig við getum passað sem best upp á að spítalinn fái það sem hann þarf út af því að nú vitum við að það er meira álag , sjúklingar eru fleiri , þyngslin eru meiri og við verðum auðvitað að borga fyrir það .	ég bíð náttúrlega eftir svari um þetta kostnaðarmódel hvernig við getum passað sem best upp á að spítalinn fái það sem hann þarf út af því að nú vitum við að það er meira álag sjúklingar eru fleiri þyngslin eru meiri og við verðum auðvitað að borga fyrir það	O C O O O O O O O O O O O C C O O O O O O C O O O C O O C O O O C O O O C O O C O O O C O O C O O	ég náttúrlega eftir svari bíð um þetta kostnaðarmódel hvernig við getum passað sem best upp á fái að spítalinn það sem hann þarf út af því að nú við að það er meira álag sjúklingar eru fleiri þyngslin eru meiri vitum og við verðum auðvitað að borga fyrir það	O O O O F O O O O O C C O O O O F O O O O O C O O O O O O O O F O O O F O O F O F O O C O O C O O
375	Við getum ekki ætlast til þess að finna út úr þessu með því bara að láta fólk einhvern veginn lifa á loftinu þarna .	við getum ekki ætlast til þess að finna út úr þessu með því bara að láta fólk einhvern veginn lifa á loftinu þarna	O C O C O O O C O O O O O O O C O O O C O O O	við getum ekki ætlast til þess að út úr þessu með því finna bara að láta fólk einhvern veginn lifa á loftinu þarna	O C O C O O O O O O O O F O O C O O O C O O O
376	Annað sem mig langar að nefna í fjárlagafrumvarpinu er þessi sérstaka norðvesturnefnd sem var sett á fót til þess að efla hag þess hluta landsins í fjárlagafrumvarpinu .	annað sem mig langar að nefna í fjárlagafrumvarpinu er þessi sérstaka norðvesturnefnd sem var sett á fót til þess að efla hag þess hluta landsins í fjárlagafrumvarpinu	O O O C O O O O O C O C O C C O O O O O C O O O O O O	annað sem mig langar nefna að í fjárlagafrumvarpinu þessi sérstaka norðvesturnefnd er sett sem var á fót til þess að efla hag þess hluta landsins í fjárlagafrumvarpinu	O O O C F O O O O O O F F O F O O O O O C O O O O O O
377	Það er allt gott og blessað með það að styðja við byggðir .	það er allt gott og blessað með það að styðja við byggðir	O C O O O O O O O C O O	það er allt gott og blessað með það að styðja við byggðir	O C O O O O O O O C O O
378	En ég spyr mig um þá aðferðafræði við að færa þeim parti landsins um 250 milljónir eftir því sem okkur reiknast til þegar óljóst er hvað hinir partarnir eiga að fá , því að við eða þeir sem hér hafa setið lengur vorum með þetta í ágætum farvegi að ég tel sem heitir sóknaráætlun landshluta . Þar voru landshlutarnir allir , fólkið þar og sveitarfélögin þar inni , þurftu að forgangsraða hjá sér og sækja inn í ríkissjóð til þess að efla sínar byggðir .	en ég spyr mig um þá aðferðafræði við að færa þeim parti landsins um 250 milljónir eftir því sem okkur reiknast til þegar óljóst er hvað hinir partarnir eiga að fá því að við eða þeir sem hér hafa setið lengur vorum með þetta í ágætum farvegi að ég tel sem heitir sóknaráætlun landshluta þar voru landshlutarnir allir fólkið þar og sveitarfélögin þar inni þurftu að forgangsraða hjá sér og sækja inn í ríkissjóð til þess að efla sínar byggðir	O O C O O O O O O O O O C O O O O O O O O O C O O O O O O O O O O C O O C O O O O C O C O O C C O C O C O O O C O O O O O O O O C O C O O O C O O O O O O C O O	en ég vorum mig um þá aðferðafræði við að þeim parti landsins um 250 milljónir eftir því þegar sem okkur reiknast til er óljóst færa hvað hinir partarnir eiga að fá því að við eða þeir hafa sem setið hér lengur með þetta í ágætum farvegi að ég spyr tel sem sóknaráætlun heitir landshluta þar voru landshlutarnir allir fólkið þar og sveitarfélögin þar inni þurftu forgangsraða að hjá sér og inn í ríkissjóð sækja til þess að efla sínar byggðir	O O F O O O O O O O O O O O O O O O O O C O F O F O O O C O C O O O O O F O F O O O O O O O O O F C O O F O O C O O O O O O O O C F O O O O O O O F O O O C O O
379	Hvernig stendur á því að í þessu fjárlagafrumvarpi er einum parti gert svona hátt undir höfði en öðrum ekki ?	hvernig stendur á því að í þessu fjárlagafrumvarpi er einum parti gert svona hátt undir höfði en öðrum ekki	O C O O O O O O C O O C O O O O O O O	hvernig á stendur því að í þessu fjárlagafrumvarpi er einum parti gert svona hátt undir höfði en öðrum ekki	O O F O O O O O C O O C O O O O O O O
380	Virðulegi forseti . Ég hef af því áhyggjur ef yfirvofandi lögsókn útgerðarfyrirtækja hafi áhrif á það hvað við teljum okkur geta gert hér í þessum sal .	virðulegi forseti ég hef af því áhyggjur ef yfirvofandi lögsókn útgerðarfyrirtækja hafi áhrif á það hvað við teljum okkur geta gert hér í þessum sal	O O O C O O O O O O O C O O O O O C O C C O O O O	virðulegi forseti ég hef af því áhyggjur ef yfirvofandi lögsókn hafi útgerðarfyrirtækja áhrif á það teljum hvað við okkur gert hér í þessum sal geta	O O O C O O O O O O F O O O O F O O O F O O O O F
381	Verður sú lögsókn þá ekki bara að koma fram ?	verður sú lögsókn þá ekki bara að koma fram	C O O O O O O C O	verður sú lögsókn þá ekki bara að koma fram	C O O O O O O C O
382	Ráðherrar hafa tekið af kvóta útgerðarfyrirtækja , þeir hafa gert það , sett í byggðakvóta og ýmislegt annað .	ráðherrar hafa tekið af kvóta útgerðarfyrirtækja þeir hafa gert það sett í byggðakvóta og ýmislegt annað	O C C O O O O C C O C O O O O O	ráðherrar tekið af kvóta hafa útgerðarfyrirtækja þeir hafa gert það sett í byggðakvóta og ýmislegt annað	O F O O F O O C C O C O O O O O
383	Ég er ekkert endilega að tala fyrir þannig vinnubrögðum en þetta hefur verið gert og enginn dómur hefur fallið ríkinu í óhag varðandi þau mál .	ég er ekkert endilega að tala fyrir þannig vinnubrögðum en þetta hefur verið gert og enginn dómur hefur fallið ríkinu í óhag varðandi þau mál	O C O O O C O O O O O C C C O O O C C O O O C O O	ég er ekkert endilega tala að fyrir þannig vinnubrögðum hefur en þetta verið gert fallið hefur og enginn dómur ríkinu í óhag þau mál varðandi	O C O O F O O O O F O O C C F F O O O O O O O O F
384	Af hverju ber ráðherra fyrir sig þessa hræðslu núna ?	af hverju ber ráðherra fyrir sig þessa hræðslu núna	O O C O O O O O O	af hverju ber ráðherra fyrir sig þessa hræðslu núna	O O C O O O O O O
385	Eins og ráðherra segir eru þrjú atriði sem eru tiltekin sem ástæður þessarar lagasetningar og veigamesta atriðið þar er hræðsla við lögsókn .	eins og ráðherra segir eru þrjú atriði sem eru tiltekin sem ástæður þessarar lagasetningar og veigamesta atriðið þar er hræðsla við lögsókn	O C O O O O O O C O O O O O C O C C O O O O	eins og ráðherra segir þrjú atriði og sem eru tiltekin sem ástæður þessarar lagasetningar veigamesta atriðið þar er hræðsla eru við lögsókn	O O O C O O O O C C O O O O O O O F O F O O
386	Ef við trúum því Forseti hringir . statt og stöðugt að fiskurinn sé í eigu þjóðarinnar verðum við líka að meina það sem við segjum .	ef við trúum því forseti hringir statt og stöðugt að fiskurinn sé í eigu þjóðarinnar verðum við líka að meina það sem við segjum	O O C O O O O O O C O O O O C C O O O C O O O C	ef við því statt forseti hringir og stöðugt að fiskurinn í eigu þjóðarinnar trúum sé verðum við líka meina að það segjum sem við	O O O O O C O O O O O O O F F C O O F O O F O O
387	Virðulegi forseti . Ég þakka ræðuna .	virðulegi forseti ég þakka ræðuna	O O O C O	virðulegi forseti ég þakka ræðuna	O O O C O
388	Hér kom fram hjá hv. þingmanni og formanni atvinnuveganefndar , Jóni Gunnarssyni , að mikil gagnrýni hefði komið frá þingmönnum um að frumvarpið væri illa unnið .	hér kom fram hjá hv. þingmanni og formanni atvinnuveganefndar jóni gunnarssyni að mikil gagnrýni hefði komið frá þingmönnum um að frumvarpið væri illa unnið	O C O O O O O O O O O O O O C C O O O O O C O C	hér fram hjá kom hv. þingmanni og formanni atvinnuveganefndar jóni gunnarssyni að mikil gagnrýni hefði komið frá þingmönnum um að frumvarpið væri illa unnið	O O O F O O O O O O O O O O C C O O O O O C O C
389	Ég vil segja um það að ágætlega var unnið í atvinnuveganefnd Alþingis , en það er þó margt enn óunnið í málinu , þar stendur hnífurinn í kúnni .	ég vil segja um það að ágætlega var unnið í atvinnuveganefnd alþingis en það er þó margt enn óunnið í málinu þar stendur hnífurinn í kúnni	O C C O O O O C O O O O O O O O C C O O O O C O O O	ég um það en það að ágætlega var í atvinnuveganefnd alþingis unnið þó er margt enn óunnið vil segja í málinu þar hnífurinn stendur í kúnni	O O O O O O O C O O O F O F O O O F F O O O O F O O
390	Það sem stendur út af að mínu mati er þrennt og mig langar að bera undir þingmanninn hvort hann sé sammála mér um það og hvað við gerum þá í því .	það sem stendur út af að mínu mati er þrennt og mig langar að bera undir þingmanninn hvort hann sé sammála mér um það og hvað við gerum þá í því	O C O O C O O O O O O O C O C O O O O C O O O O O O O C O O O	það stendur sem út af að mínu mati er þrennt og mig langar að sé undir þingmanninn bera hvort hann sammála mér um það og hvað við gerum þá í því	O F O O O O O O C O O O C O F O O F O O O O O O O O O C O O O
391	Það er að rýna betur í umsagnir frá Sambandi íslenskra sveitarfélaga og Skipulagsstofnun , sem er stofnun sem þarf að vinna með þessi lög og skilur hvorki upp né niður í þeim .	það er að rýna betur í umsagnir frá sambandi íslenskra sveitarfélaga og skipulagsstofnun sem er stofnun sem þarf að vinna með þessi lög og skilur hvorki upp né niður í þeim	O C O C O O O O O O O O O O C O O C O C O O O O C O O O O O O	það er að rýna betur er í umsagnir frá sambandi íslenskra sveitarfélaga og skipulagsstofnun sem stofnun þarf sem að vinna með þessi lög og hvorki upp né niður skilur í þeim	O C O C O F O O O O O O O O O O F O O C O O O O O O O O F O O
392	Það er kerfisáætlun sem að mínu mati þarf að koma til endurskoðunar og vera hjá þinginu í meira mæli en nú liggur fyrir .	það er kerfisáætlun sem að mínu mati þarf að koma til endurskoðunar og vera hjá þinginu í meira mæli en nú liggur fyrir	O C O O O O O C O C O O O C O O O O O O O C O	það er kerfisáætlun sem þarf að mínu mati að koma til endurskoðunar og vera hjá þinginu í meira mæli en nú fyrir liggur	O C O O F O O O O C O O O C O O O O O O O O F
393	Forseti hringir .	forseti hringir	O C	forseti hringir	O C
394	Síðan er það valkostagreining ráðherra , sem mun ráða einn Forseti hringir . og sér samkvæmt reglugerð hvar línustæði munu liggja .	síðan er það valkostagreining ráðherra sem mun ráða einn forseti hringir og sér samkvæmt reglugerð hvar línustæði munu liggja	O C O O O O C C O O O O O O C O O C C	síðan það valkostagreining ráðherra er sem einn ráða og hringir forseti sér mun samkvæmt reglugerð hvar línustæði munu liggja	O O O O F O O C O F O O F O O O O C C
395	Virðulegi forseti . Ég þakka hæstv. ráðherra skýr svör .	virðulegi forseti ég þakka hæstv. ráðherra skýr svör	O O O C O O O O	virðulegi forseti ég hæstv. ráðherra skýr svör þakka	O O O O O O O F
396	Þau voru það sannarlega .	þau voru það sannarlega	O C O O	þau það voru sannarlega	O O F O
397	Hann telur að tækifærið sé runnið okkur úr greipum með uppboðsleið í sjávarútvegi en þá vil ég spyrja hann um það fyrirkomulag sem hann leggur hér til , eins og ég sagði áðan , eins konar míní-samningaleið , ég vona að það sé ekki rangt skilið hjá mér :	hann telur að tækifærið sé runnið okkur úr greipum með uppboðsleið í sjávarútvegi en þá vil ég spyrja hann um það fyrirkomulag sem hann leggur hér til eins og ég sagði áðan eins konar míní-samningaleið ég vona að það sé ekki rangt skilið hjá mér	O C O O C C O O O O O O O O O C O C O O O O O O O O O O C O O O O C O O C O O C O O O O C	hann telur runnið að tækifærið sé okkur úr greipum með uppboðsleið í sjávarútvegi en þá vil ég spyrja hann um það fyrirkomulag sem leggur hann hér til eins og ég sagði áðan eins konar míní-samningaleið ég að það ekki rangt sé hjá skilið mér vona	O C F O O F O O O O O O O O O C O C O O O O O F O O O O O O C O O O O O O O O O F O C O F
398	Segjum sem svo að þið séuð að fara að útdeila þessu til þessara fyrirtækja , sem ég sé ekki að ættu að vilja gefa úthlutunina frá sér af því að þau eru búin að fá gullið tækifæri upp í hendurnar , en ég spyr : Er eitthvað sem mælir á móti því að eftirmarkaður á þessum hlutdeildum gæti verið á frjálsum uppboðsmarkaði ?	segjum sem svo að þið séuð að fara að útdeila þessu til þessara fyrirtækja sem ég sé ekki að ættu að vilja gefa úthlutunina frá sér af því að þau eru búin að fá gullið tækifæri upp í hendurnar en ég spyr er eitthvað sem mælir á móti því að eftirmarkaður á þessum hlutdeildum gæti verið á frjálsum uppboðsmarkaði	C O O O O C O C O C O O O O O O C O O O O C O C C O O O O O C C O C O O O O O O O C C O O C O O O O O O O O C C O O O	segjum sem svo að fara þið séuð að að útdeila þessu til þessara fyrirtækja sem ég sé ekki að ættu að vilja úthlutunina gefa frá sér af því að eru þau búin að fá gullið tækifæri upp í hendurnar en er ég spyr eitthvað sem á móti því að eftirmarkaður á mælir verið þessum hlutdeildum gæti á frjálsum uppboðsmarkaði	C O O O F O F O O C O O O O O O C O O C O C O F O O O O O F O C O C O O O O O O F O F O O O O O O O O F F O O F O O O
399	Ég þakka spurninguna .	ég þakka spurninguna	O C O	ég þakka spurninguna	O C O
400	Ég vil taka það fram enn og aftur að ég er sammála hv. þingmanni og flestum , held ég , sem hér hafa talað um að þetta er gott mál , en það er ekki sama hvernig það er unnið og þess vegna ræðum við það nú í hörgul .	ég vil taka það fram enn og aftur að ég er sammála hv. þingmanni og flestum held ég sem hér hafa talað um að þetta er gott mál en það er ekki sama hvernig það er unnið og þess vegna ræðum við það nú í hörgul	O C C O O O O O O O C O O O O O O O O C O O O O C O O C O O O C C O O C C O O O C O O O O O	ég vil taka það fram enn og aftur að ég er sammála hv. þingmanni og flestum held ég talað hafa sem hér um að þetta er gott mál en það er ekki sama hvernig það unnið er og þess vegna við það ræðum nú í hörgul	O C C O O O O O O O C O O O O O C O F F O O O O O C O O O O C O O O O F F O O O O O F O O O
401	Ég get ekki svarað því af hverju nefndin gerði ekki grein fyrir eða reyndi á einhvern hátt í umsögn sinni að svara þessari gagnrýni sem var mjög ítarleg frá sambandinu og Skipulagsstofnun .	ég get ekki svarað því af hverju nefndin gerði ekki grein fyrir eða reyndi á einhvern hátt í umsögn sinni að svara þessari gagnrýni sem var mjög ítarleg frá sambandinu og skipulagsstofnun	O C O C O O O O C O O O O C O O O O O O O C O O O C O O O O O O	ég get ekki svarað því af hverju nefndin gerði ekki grein fyrir reyndi eða á einhvern hátt í umsögn sinni að þessari gagnrýni sem svara mjög ítarleg frá sambandinu og skipulagsstofnun var	O C O C O O O O C O O O F O O O O O O O O O O O F O O O O O O F
402	Ég er ekki á nefndarálitinu og var raunar veik þegar málið var tekið úr nefnd , en nefndin átti marga fundi .	ég er ekki á nefndarálitinu og var raunar veik þegar málið var tekið úr nefnd en nefndin átti marga fundi	O C O O O O C O O O O C C O O O O C O O	ég er ekki á nefndarálitinu og var raunar veik var þegar málið tekið úr nefnd en átti nefndin marga fundi	O C O O O O C O O F O O C O O O F O O O
403	En ég verð þó að segja að á síðustu metrunum var málið unnið dálítið hratt fyrir minn smekk og kom mér svolítið á óvart að taka ætti það úr nefnd á þeim tímapunkti .	en ég verð þó að segja að á síðustu metrunum var málið unnið dálítið hratt fyrir minn smekk og kom mér svolítið á óvart að taka ætti það úr nefnd á þeim tímapunkti	O O C O O C O O O O C O C O O O O O O C O O O O O C O O O O O O C	en ég þó verð að segja að var á síðustu metrunum málið dálítið unnið hratt fyrir minn smekk og kom mér svolítið á óvart að taka ætti það úr nefnd á þeim tímapunkti	O O O F O C O F O O O O O F O O O O O C O O O O O C C O O O O O O
404	Enn voru lausir endar .	enn voru lausir endar	O C O O	enn lausir endar voru	O O O F
405	Við vorum í miklu sambandi við og fengum góða leiðsögn eða góða áminningu frá Sambandi íslenskra sveitarfélaga sem ekki var svarað , það var ekki gert .	við vorum í miklu sambandi við og fengum góða leiðsögn eða góða áminningu frá sambandi íslenskra sveitarfélaga sem ekki var svarað það var ekki gert	O C O O O O O C O O O O O O O O O O O C C O C O C	við í miklu sambandi við vorum og fengum góða leiðsögn eða góða áminningu frá sambandi íslenskra sveitarfélaga sem var svarað ekki það var ekki gert	O O O O O F O C O O O O O O O O O O F F O O C O C
406	Þess vegna hef ég nú óskað eftir því að fá fulltrúa frá Sambandi íslenskra sveitarfélaga á fund nefndarinnar strax og málið verður tekið aftur fyrir á milli 2. og 3. umr. , því að þau eru lausnamiðuð og eru með tillögur sem við verðum auðvitað að taka afstöðu til og vinna með .	þess vegna hef ég nú óskað eftir því að fá fulltrúa frá sambandi íslenskra sveitarfélaga á fund nefndarinnar strax og málið verður tekið aftur fyrir á milli 2. og 3. umr. því að þau eru lausnamiðuð og eru með tillögur sem við verðum auðvitað að taka afstöðu til og vinna með	O O C O O C O O O O O C O O C O O O C O O O O O O O O O O O C C O O O O O O O O O O C O O C O O O C O	þess hef óskað vegna ég nú eftir eru að fá fulltrúa frá sambandi íslenskra sveitarfélaga á fund nefndarinnar strax og málið verður tekið aftur fyrir á milli 2. og 3. umr. því því eru að þau lausnamiðuð og með tillögur sem við verðum auðvitað taka að afstöðu til og vinna með	O F F O O O O F O C O O O O O O O O O O O C C O O O O O O O O O O F O O O O O O O O C O F O O O O C O
407	Ég þakka aftur spurningarnar og styð hugmyndina um að fá Skipulagsstofnun líka á fund .	ég þakka aftur spurningarnar og styð hugmyndina um að fá skipulagsstofnun líka á fund	O C O O O C O O O C O O O O	ég aftur þakka spurningarnar og styð hugmyndina fá um að skipulagsstofnun líka á fund	O O F O O C O F O O O O O O
408	Ég held að ekki sé vanþörf á því .	ég held að ekki sé vanþörf á því	O C O O C O O O	ég held að ekki sé vanþörf á því	O C O O C O O O
409	Ég ræddi það líka í ræðu minni að vinnufyrirkomulaginu í kerfisáætluninni ætti að svipa til samgönguáætlunar eða einhvers álíka fyrirkomulags þar sem við endurskoðum áætlanir með vissu millibili hér á þingi .	ég ræddi það líka í ræðu minni að vinnufyrirkomulaginu í kerfisáætluninni ætti að svipa til samgönguáætlunar eða einhvers álíka fyrirkomulags þar sem við endurskoðum áætlanir með vissu millibili hér á þingi	O C O O O O O O O O O C O C O O O O O O O O O C O O O O O O O	ég það líka í ræðu minni ræddi að vinnufyrirkomulaginu í kerfisáætluninni ætti að svipa til samgönguáætlunar eða einhvers álíka fyrirkomulags þar sem við endurskoðum áætlanir með vissu millibili hér á þingi	O O O O O O F O O O O C O C O O O O O O O O O C O O O O O O O
410	Tímarnir breytast og áætlanir líka og við þurfum auðvitað að vera í takt við tímann .	tímarnir breytast og áætlanir líka og við þurfum auðvitað að vera í takt við tímann	O C O O O O O C O O C O O O O	tímarnir og áætlanir líka breytast og við auðvitað vera að í takt við tímann þurfum	O O O O F O O O F O O O O O F
411	Það hræðir mig svolítið mikið að með stimplunarkerfisáætlun séum við búin að afgreiða málið .	það hræðir mig svolítið mikið að með stimplunarkerfisáætlun séum við búin að afgreiða málið	O C O O O O O O C O C O C O	það hræðir mig svolítið mikið að með stimplunarkerfisáætlun við séum búin að málið afgreiða	O C O O O O O O O F C O O F
412	Þá er ráðherra einráður samkvæmt reglugerðum um valkostagreiningu á línuleiðum .	þá er ráðherra einráður samkvæmt reglugerðum um valkostagreiningu á línuleiðum	O C O O O O O O O O	þá ráðherra einráður samkvæmt reglugerðum um valkostagreiningu á línuleiðum er	O O O O O O O O O F
413	Við munum ekki taka afstöðu til þess framar hér nema undir einhverjum óformlegum liðum til dæmis hvar línuleiðir eigi að liggja yfir miðhálendið og hvernig þær eigi að vera úr garði gerðar .	við munum ekki taka afstöðu til þess framar hér nema undir einhverjum óformlegum liðum til dæmis hvar línuleiðir eigi að liggja yfir miðhálendið og hvernig þær eigi að vera úr garði gerðar	O C O C O O O O O O O O O O O O O O C O C O O O O O C O C O O C	við munum ekki taka afstöðu til þess framar hér nema undir einhverjum óformlegum liðum til dæmis hvar línuleiðir eigi að liggja yfir miðhálendið og hvernig þær að vera eigi gerðar úr garði	O C O C O O O O O O O O O O O O O O C O C O O O O O O F F F O O
414	Ég tel algjörlega nauðsynlegt að hafa gefið Landsneti og öðrum stofnunum leiðsagnarreglur um kostnað og annað slíkt frá Alþingi til þess að þær geti starfað , um kostnað á línulögnum eða loftlínu .	ég tel algjörlega nauðsynlegt að hafa gefið landsneti og öðrum stofnunum leiðsagnarreglur um kostnað og annað slíkt frá alþingi til þess að þær geti starfað um kostnað á línulögnum eða loftlínu	O C O O O O O O O O O C C O O O O O O O O O O O O O O O O C C	ég um algjörlega nauðsynlegt að hafa gefið landsneti og öðrum stofnunum leiðsagnarreglur um kostnað og annað slíkt frá alþingi til þess að þær geti starfað kostnað á línulögnum eða loftlínu tel	O O O O O C C O O O O O O O O O O O O O O O O C C O O O O O F
415	Hitt er miklu stærra mál sem við erum ekki búin að afgreiða og við eigum ekki að afgreiða með þessu , það er hvar línurnar eiga að liggja , af því að við setjum ekki bara venjulegan verðmiða á það .	hitt er miklu stærra mál sem við erum ekki búin að afgreiða og við eigum ekki að afgreiða með þessu það er hvar línurnar eiga að liggja af því að við setjum ekki bara venjulegan verðmiða á það	O C O O O O C O O O O C O C O C O O C O O C O O O O C O C O O C O O O O O O	hitt miklu stærra mál er sem búin við ekki erum að afgreiða og eigum við ekki afgreiða að með þessu það er hvar eiga línurnar að liggja af því að við ekki bara venjulegan verðmiða á það setjum	O O O O F O F O O F O C O F O O F O O O O C O F O O C O O O O O O O O O O F
416	Þar eru umhverfissjónarmið og annað sem mér er ekki ljóst Forseti hringir . hvernig tekið er á í kerfisáætlun .	þar eru umhverfissjónarmið og annað sem mér er ekki ljóst forseti hringir hvernig tekið er á í kerfisáætlun	O C O O O O O C O O O C O C C O O O	þar eru umhverfissjónarmið og annað sem mér er ekki ljóst hringir forseti hvernig á í kerfisáætlun tekið er	O C O O O O O C O O F O O O O O F F
417	Virðulegi forseti . Það liggur fyrir að í rammaáætlun 3 komu fram gögn , komu fram upplýsingar , sem ekki lágu fyrir í rammaáætlun 2 og ég er þannig gerð að mér þykir betra að taka upplýstar ákvarðanir en ekki þannig að ég mundi alltaf miða við það .	virðulegi forseti það liggur fyrir að í rammaáætlun 3 komu fram gögn komu fram upplýsingar sem ekki lágu fyrir í rammaáætlun 2 og ég er þannig gerð að mér þykir betra að taka upplýstar ákvarðanir en ekki þannig að ég mundi alltaf miða við það	O O O C O O O C O O O O O C O O O O O O O C O O C O O O O C O O O O O C O O C O O C O O C	virðulegi forseti það liggur fyrir að í rammaáætlun 3 komu fram gögn komu fram upplýsingar sem ekki lágu fyrir í rammaáætlun 2 og ég er þannig gerð að mér þykir betra taka að upplýstar ákvarðanir en ekki þannig að ég mundi alltaf miða við það	O O O C O O O O O C O O C O O O O C O O O O O O C O C O O C O F O O O O O O O O C O C O O
418	Það er ekki gott að fara til baka og segja , með rammaáætlun 2 , hvernig hlutirnir hefðu verið hefði ég vitað minna .	það er ekki gott að fara til baka og segja með rammaáætlun 2 hvernig hlutirnir hefðu verið hefði ég vitað minna	O C O O O C O O O C O O O O O C C C O C O	það er ekki gott að fara til baka og með rammaáætlun 2 hvernig hefðu verið hlutirnir segja ég hefði vitað minna	O C O O O C O O O O O O O F F O F O F C O
419	Ég veit ekki af hverju maður ætti að vilja það .	ég veit ekki af hverju maður ætti að vilja það	O C O O O O C O C O	ég veit ekki af hverju maður ætti að það vilja	O C O O O O C O O F
420	En ég hef það að leiðarljósi að hlíta þeim úrskurði sem verkefnisstjórn rammaáætlunar kveður upp og mælir með til ráðherra .	en ég hef það að leiðarljósi að hlíta þeim úrskurði sem verkefnisstjórn rammaáætlunar kveður upp og mælir með til ráðherra	O O C O O O O C O O O O O C O O C O O O	en ég það að leiðarljósi hef að hlíta þeim úrskurði sem verkefnisstjórn rammaáætlunar kveður upp og mælir með til ráðherra	O O O O O F O C O O O O O C O O C O O O
421	Ég hef trú á ferlinu .	ég hef trú á ferlinu	O C O O O	ég hef trú á ferlinu	O C O O O
422	Ég hef séð sjálf hvernig verkefnisstjórn vinnur .	ég hef séð sjálf hvernig verkefnisstjórn vinnur	O C C O O O C	ég hef sjálf séð hvernig verkefnisstjórn vinnur	O C O F O O C
423	Mér finnst það faglegt ferli .	mér finnst það faglegt ferli	O C O O O	mér finnst það faglegt ferli	O C O O O
424	Mér finnst það heiðarlegt og ég hef trú á því .	mér finnst það heiðarlegt og ég hef trú á því	O C O O O O C O O O	mér það heiðarlegt finnst og ég hef trú á því	O O O F O O C O O O
425	Ég hef trú á því að verkefnisstjórnin sé til þess bær , og þetta skapalón sé þannig sniðið , að geta fært okkur bestu niðurstöðu .	ég hef trú á því að verkefnisstjórnin sé til þess bær og þetta skapalón sé þannig sniðið að geta fært okkur bestu niðurstöðu	O C O O O O O C O O O O O O C O C O C C O O O	ég trú á því hef að verkefnisstjórnin til þess sé bær og sé þetta skapalón þannig sniðið að geta fært okkur bestu niðurstöðu	O O O O F O O O O F O O F O O O C O C C O O O
426	Virðulegi forseti . Ég þakka spurningarnar .	virðulegi forseti ég þakka spurningarnar	O O O C O	virðulegi forseti ég þakka spurningarnar	O O O C O
