idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
202	Lees die aansoekvorm noukeurig deur en sorg dat jy aan al die aansoekvereistes en -voorwaardes voldoen .	lees die aansoekvorm noukeurig deur en sorg dat jy aan al die aansoekvereistes en -voorwaardes voldoen	lees die aansoekvorm noukeurig deur sorg en dat jy aan al die aansoekvereistes en -voorwaardes voldoen	C O O O O F O O O O O O O O O C	die aansoekvorm noukeurig deur en sorg dat jy aan al voldoen die lees aansoekvereistes en -voorwaardes	O O O O O C O O O O F O F O O O
203	Stel jou naaste tak van die Suid-Afrikaanse Buro vir Standaarde van jou uitvoerbesending in kennis as die vis wat jy wil uitvoer nie vars is nie en nie vir menslike verbruik bedoel is nie .	stel jou naaste tak van die suid-afrikaanse buro vir standaarde van jou uitvoerbesending in kennis as die vis wat jy wil uitvoer nie vars is nie en nie vir menslike verbruik bedoel is nie	jou stel naaste tak van die suid-afrikaanse buro vir standaarde van jou uitvoerbesending in kennis as die vis wat wil jy uitvoer nie vars is nie en nie vir menslike verbruik bedoel is nie	O F O O O O O O O O O O O O O O O O O F O C O O C O O O O O O F F O	uitvoer jou naaste tak van die suid-afrikaanse buro vir standaarde van jou uitvoerbesending in kennis as die vis wat jy wil nie vars is nie en nie vir menslike is verbruik stel bedoel nie	F O O O O O O O O O O O O O O O O O O O C O O C O O O O O F O F C O
204	As die vis wel vars en vir menslike verbruik bedoel is , moet jy die Hawegesondheid in kennis stel .	as die vis wel vars en vir menslike verbruik bedoel is moet jy die hawegesondheid in kennis stel	as die vis wel vars en vir menslike verbruik bedoel is jy moet die hawegesondheid in stel kennis	O O O O O O O O O C C O F O O O F O	as die vis wel is vars en vir stel menslike verbruik bedoel moet jy die hawegesondheid in kennis	O O O O F O O O F O O C C O O O O O
205	Jy moet 'n aansoekfooi van R225 ( BTW ingesluit ) betaal .	jy moet 'n aansoekfooi van r225 btw ingesluit betaal	jy moet 'n aansoekfooi van r225 btw ingesluit betaal	O C O O O O O C C	jy 'n betaal moet aansoekfooi van r225 btw ingesluit	O O F F O O O O C
206	Vul die aansoekvorm om 'n uitvoerpermit in , onderteken dit en pos dit saam met die nodige dokumente aan die kantoor van Mariene en Kusbestuur ( die adres verskyn onder ) .	vul die aansoekvorm om 'n uitvoerpermit in onderteken dit en pos dit saam met die nodige dokumente aan die kantoor van mariene en kusbestuur die adres verskyn onder	die vul aansoekvorm om 'n uitvoerpermit onderteken in dit en pos dit saam met die nodige dokumente aan die kantoor van mariene en kusbestuur die adres onder verskyn	O F O O O O F O O O C O O O O O O O O O O O O O O O O F	die aansoekvorm om onderteken 'n uitvoerpermit in dit en pos dit saam met die nodige dokumente vul aan die kantoor van mariene en kusbestuur die adres verskyn onder	O O O F O O O O O C O O O O O O F O O O O O O O O O C O
207	Die oorspronklike aansoek moet gepos word , anders sal 'n permit nie uitgereik word nie .	die oorspronklike aansoek moet gepos word anders sal 'n permit nie uitgereik word nie	die oorspronklike moet aansoek gepos word anders 'n sal permit uitgereik nie word nie	O O F O C C O O F O F O C O	die oorspronklike word uitgereik aansoek moet anders sal gepos 'n permit nie word nie	O O F F O C O C F O O O C O
208	Om vis op kommersiële grondslag in te voer , beteken dat jy aan aktiwiteite soos die invoer van seewatervis vir handelsdoeleindes deelneem .	om vis op kommersiële grondslag in te voer beteken dat jy aan aktiwiteite soos die invoer van seewatervis vir handelsdoeleindes deelneem	om vis op kommersiële grondslag in te voer dat beteken jy aan aktiwiteite soos die invoer van seewatervis vir deelneem handelsdoeleindes	O O O O O O O C O F O O O O O O O O O F O	om vis op kommersiële beteken grondslag in te voer dat jy aan deelneem aktiwiteite soos die invoer van seewatervis vir handelsdoeleindes	O O O O F O O O C O O O F O O O O O O O O
209	Om seewatervis te mag invoer , moet jy aansoek doen om 'n invoerpermit , wat deur die Minister van Omgewingsake en Toerisme of die gedelegeerde gesagsowerheid toegeken word .	om seewatervis te mag invoer moet jy aansoek doen om 'n invoerpermit wat deur die minister van omgewingsake en toerisme of die gedelegeerde gesagsowerheid toegeken word	om seewatervis te mag invoer jy moet doen aansoek om 'n invoerpermit wat deur die minister van omgewingsake en toerisme of die gedelegeerde gesagsowerheid toegeken word	O O O C C O F F O O O O O O O O O O O O O O O O C C	om seewatervis te invoer jy aansoek moet doen om 'n invoerpermit wat deur die minister van mag omgewingsake en toerisme of die gedelegeerde gesagsowerheid word toegeken	O O O C O O F C O O O O O O O O F O O O O O O O F C
210	Niemand mag seewatervis sonder 'n permit invoer nie .	niemand mag seewatervis sonder 'n permit invoer nie	niemand seewatervis mag sonder 'n invoer permit nie	O O F O O F O O	niemand seewatervis mag sonder 'n permit invoer nie	O O F O O O C O
211	Wanneer die bestaande invoerpermit verval , moet jy om 'n nuwe invoerpermit aansoek doen .	wanneer die bestaande invoerpermit verval moet jy om 'n nuwe invoerpermit aansoek doen	wanneer die bestaande invoerpermit verval moet jy om 'n nuwe invoerpermit aansoek doen	O O O O C C O O O O O O C	wanneer die bestaande invoerpermit moet jy om 'n nuwe verval invoerpermit aansoek doen	O O O O C O O O O F O O C
212	Versuim om die permitvoorwaardes na te kom , kan tot opheffing of kansellasie van jou permit lei .	versuim om die permitvoorwaardes na te kom kan tot opheffing of kansellasie van jou permit lei	versuim om die permitvoorwaardes na te kom kan tot opheffing of kansellasie van jou permit lei	O O O O O O F F O O O O O O O C	versuim om die permitvoorwaardes kom na te kan tot opheffing of kansellasie van jou permit lei	O O O O F O O C O O O O O O O C
213	NB : Hierdie invoerpermit sluit varswatervis uit , want dit word deur die Departement van Landbou geadministreer .	nb hierdie invoerpermit sluit varswatervis uit want dit word deur die departement van landbou geadministreer	nb hierdie invoerpermit varswatervis sluit uit want word dit deur die departement van landbou geadministreer	O O O O F O O F O O O O O O C	word nb hierdie invoerpermit sluit varswatervis uit want dit deur die departement van landbou geadministreer	F O O O C O O O O O O O O O C
214	'n Aansoek om 'n invoerpermit vir lewende varswatervis of tropiese vis moet by die Departement van Landbou ingedien word .	'n aansoek om 'n invoerpermit vir lewende varswatervis of tropiese vis moet by die departement van landbou ingedien word	'n aansoek om 'n invoerpermit vir lewende varswatervis of tropiese vis moet by die departement van landbou ingedien word	O O O O O O O O O O O C O O O O O F F	'n aansoek om 'n invoerpermit vir lewende varswatervis of tropiese vis by die departement van moet landbou ingedien word	O O O O O O O O O O O O O O O F O C C
215	Geen spesie wat deur die Konvensie oor Internasionale Handel in Bedreigde Spesies van Wilde Fauna en Flora ( CITES ) gelys is , mag ingevoer word nie .	geen spesie wat deur die konvensie oor internasionale handel in bedreigde spesies van wilde fauna en flora cites gelys is mag ingevoer word nie	geen spesie wat deur die konvensie oor internasionale handel in bedreigde spesies van wilde fauna en flora cites gelys is mag ingevoer word nie	O O O O O O O O O O O O O O O O O O C C F F C O	geen spesie wat deur die konvensie oor gelys internasionale handel in bedreigde spesies ingevoer van wilde fauna en flora cites is mag word nie	O O O O O O O F O O O O O F O O O O O O C C C O
216	'n Invoerpermit vir die vang van enige perlemoen , kreef en ander spesie wat uiteengesit is in Bylae 4 , 5 & 12 van die Wet op Lewende Mariene Hulpbronne , Wet 18 van 1998 ( MLRA ) sal vir elke besending geldig wees ( 3 weke vanaf die datum van uitreiking ) .	'n invoerpermit vir die vang van enige perlemoen kreef en ander spesie wat uiteengesit is in bylae 4 5 12 van die wet op lewende mariene hulpbronne wet 18 van 1998 mlra sal vir elke besending geldig wees 3 weke vanaf die datum van uitreiking	'n invoerpermit vir die vang van enige perlemoen kreef en ander spesie wat uiteengesit in is bylae 4 5 12 van die wet op lewende mariene hulpbronne wet 18 van 1998 sal mlra vir elke besending geldig wees 3 weke vanaf die datum van uitreiking	O O O O O O O O O O O O O C O F O O O O O O O O O O O O O O O F O O O O O C O O O O O O O	'n invoerpermit vir die vang van enige is perlemoen kreef en ander spesie wat uiteengesit in bylae 4 5 12 van die wet op lewende mariene hulpbronne wet 18 van 1998 mlra vir elke besending geldig wees 3 sal weke vanaf die datum van uitreiking	O O O O O O O F O O O O O O C O O O O O O O O O O O O O O O O O O O O O C O F O O O O O O
217	Slegs bevrore heel krap ( of stukke krap ) wat wat elk 600 g of meer weeg , en hoogstens 25 ton daarvan , mag ( jaarliks ) ingevoer word .	slegs bevrore heel krap of stukke krap wat wat elk 600 g of meer weeg en hoogstens 25 ton daarvan mag jaarliks ingevoer word	slegs bevrore heel krap of stukke krap wat wat elk 600 g of meer weeg en hoogstens 25 ton daarvan ingevoer mag jaarliks word	O O O O O O O O O O O O O O C O O O O O F F O C	slegs bevrore heel krap of stukke krap wat wat elk 600 g of weeg meer mag en hoogstens 25 ton daarvan jaarliks ingevoer word	O O O O O O O O O O O O O F O F O O O O O O C C
218	Lewende krap mag glad nie ingevoer word nie .	lewende krap mag glad nie ingevoer word nie	lewende krap mag glad nie ingevoer word nie	O O C O O F F O	lewende krap mag ingevoer word glad nie nie	O O C F F O O O
219	Bekom 'n aansoekvorm deur 'n versoek aan Mariene- en Kusbestuur se bestuurskantoor te rig ( die kontakbesonderhede verskyn onder ) , of kry 'n vorm by die Departement van Omgewingsake en Toerisme se takkantoor , of laai 'n vorm by http://www.mcm-deat.gov.za af .	bekom 'n aansoekvorm deur 'n versoek aan mariene- en kusbestuur se bestuurskantoor te rig die kontakbesonderhede verskyn onder of kry 'n vorm by die departement van omgewingsake en toerisme se takkantoor of laai 'n vorm by http://www.mcm-deat.gov.za af	bekom 'n aansoekvorm deur 'n versoek aan mariene- en kusbestuur se bestuurskantoor te rig die kontakbesonderhede onder verskyn kry of 'n vorm by die departement van omgewingsake en toerisme se takkantoor of laai 'n vorm by http://www.mcm-deat.gov.za af	C O O O O O O O O O O O O C O O O F F O O O O O O O O O O O O O C O O O O O	'n aansoekvorm deur 'n versoek aan mariene- en kusbestuur se bestuurskantoor te rig die kontakbesonderhede verskyn onder of 'n vorm by kry die departement van bekom omgewingsake en toerisme se takkantoor of laai 'n vorm by http://www.mcm-deat.gov.za af	O O O O O O O O O O O O C O O C O O O O O F O O O F O O O O O O C O O O O O
220	Lees die aansoekvorm noukeurig deur om seker te maak dat jy aan al die aansoekvereistes en -voorwaardes voldoen .	lees die aansoekvorm noukeurig deur om seker te maak dat jy aan al die aansoekvereistes en -voorwaardes voldoen	lees die aansoekvorm noukeurig deur om seker te dat maak jy aan al die aansoekvereistes en voldoen -voorwaardes	C O O O O O O O O F O O O O O O F O	lees die aansoekvorm noukeurig deur om seker te dat jy aan al die maak aansoekvereistes en -voorwaardes voldoen	C O O O O O O O O O O O O F O O O C
221	As die vis wat jy gaan invoer nie vars is nie en nie vir menslike gebruik bedoel is nie , moet jy jou naaste tak van die Suid-Afrikaanse Buro vir Standaarde daarvan in kennis stel .	as die vis wat jy gaan invoer nie vars is nie en nie vir menslike gebruik bedoel is nie moet jy jou naaste tak van die suid-afrikaanse buro vir standaarde daarvan in kennis stel	as die vis wat jy gaan invoer nie vars nie is en nie vir menslike bedoel gebruik is nie moet jy jou naaste tak van die suid-afrikaanse buro vir standaarde daarvan in kennis stel	O O O O O C C O O O F O O O O F O C O C O O O O O O O O O O O O O C	as die vis wat jy gaan invoer nie vars nie en nie vir menslike gebruik bedoel nie jy moet jou naaste tak is van die suid-afrikaanse buro vir standaarde daarvan in is stel kennis	O O O O O C C O O O O O O O O C O O F O O O F O O O O O O O O F F O
222	Vul jou aansoekvorm in , onderteken dit en pos dit saam met die nodige ondersteunende dokumente aan Mariene- en Kustebestuur se bestuurskantoor ( die adres verskyn onderaan ) .	vul jou aansoekvorm in onderteken dit en pos dit saam met die nodige ondersteunende dokumente aan mariene- en kustebestuur se bestuurskantoor die adres verskyn onderaan	jou vul aansoekvorm onderteken in dit en pos dit saam met die nodige ondersteunende dokumente aan mariene- en kustebestuur se bestuurskantoor die adres onderaan verskyn	O F O F O O O C O O O O O O O O O O O O O O O O F	vul jou aansoekvorm in dit en pos dit onderteken saam met die nodige ondersteunende dokumente aan mariene- en verskyn kustebestuur se bestuurskantoor die adres onderaan	C O O O O O C O F O O O O O O O O O F O O O O O O
223	Die oorspronklike aansoek moet gepos word , anders sal 'n permit nie uitgereik word nie .	die oorspronklike aansoek moet gepos word anders sal 'n permit nie uitgereik word nie	die oorspronklike moet aansoek gepos word anders 'n sal permit uitgereik nie word nie	O O F O C C O O F O F O C O	die oorspronklike moet aansoek word anders 'n permit sal nie uitgereik gepos word nie	O O F O C O O O F O C F C O
224	Jy moet 'n aansoekfooi van R225 ( BTW ingesluit ) betaal ( die bankbesonderhede verskyn onderaan ) .	jy moet 'n aansoekfooi van r225 btw ingesluit betaal die bankbesonderhede verskyn onderaan	jy moet 'n aansoekfooi van r225 btw ingesluit betaal die bankbesonderhede verskyn onderaan	O C O O O O O F F O O C O	jy 'n aansoekfooi betaal van r225 btw ingesluit die moet bankbesonderhede verskyn onderaan	O O O F O O O C O F O C O
225	Jy kan vra dat die onderhoudsbedrag wat betaal word , verander moet word , hetsy omdat dit onvoldoende geword het of omdat jy nie langer kan bekostig om die huidige bedrag aan onderhoud te betaal nie .	jy kan vra dat die onderhoudsbedrag wat betaal word verander moet word hetsy omdat dit onvoldoende geword het of omdat jy nie langer kan bekostig om die huidige bedrag aan onderhoud te betaal nie	jy kan dat vra die onderhoudsbedrag betaal wat word verander moet word hetsy omdat dit onvoldoende geword het of omdat jy nie langer kan bekostig om die huidige bedrag aan onderhoud te betaal nie	O C O F O O F O C C F F O O O O C C O O O O O F F O O O O O O O C O	jy vra verander kan kan dat die moet het word onderhoudsbedrag wat betaal word hetsy omdat dit onvoldoende geword of omdat jy nie langer bekostig om die huidige bedrag aan onderhoud te betaal nie	O F F F C O O F F F O O C C O O O O C O O O O O C O O O O O O O C O
226	Kry meer inligting by die Departement van Justisie en Grondwetlike Ontwikkeling .	kry meer inligting by die departement van justisie en grondwetlike ontwikkeling	kry meer inligting by die departement van justisie en grondwetlike ontwikkeling	C O O O O O O O O O O	meer inligting by kry die departement van justisie en grondwetlike ontwikkeling	O O O F O O O O O O O
227	Doen aansoek by die landdroshof in die distrik waar die persoon woon wat onderhoud betaal .	doen aansoek by die landdroshof in die distrik waar die persoon woon wat onderhoud betaal	aansoek doen by die landdroshof in die distrik waar die woon persoon wat onderhoud betaal	O F O O O O O O O O F O O O C	aansoek by die landdroshof in doen die distrik waar die persoon woon wat onderhoud betaal	O O O O O F O O O O O C O O C
228	Vul die toepaslike aansoekvorm in en stuur dit saam met 'n inkomste-en-uitgawestaat aan die onderhoudsbeampte .	vul die toepaslike aansoekvorm in en stuur dit saam met 'n inkomste-en-uitgawestaat aan die onderhoudsbeampte	vul die toepaslike aansoekvorm in en dit stuur saam met 'n inkomste-en-uitgawestaat aan die onderhoudsbeampte	C O O O O O O F O O O O O O O	vul die toepaslike stuur aansoekvorm in en dit saam met 'n inkomste-en-uitgawestaat aan die onderhoudsbeampte	C O O F O O O O O O O O O O O
229	Doen aansoek om wysiging van die bevel by die landdroskantoor in die distrik waar die persoon woon aan wie jy onderhoud betaal .	doen aansoek om wysiging van die bevel by die landdroskantoor in die distrik waar die persoon woon aan wie jy onderhoud betaal	doen aansoek om wysiging van die bevel by die landdroskantoor in die distrik waar die woon persoon aan wie jy onderhoud betaal	C O O O O O O O O O O O O O O F O O O O O C	aansoek om wysiging van die bevel by die landdroskantoor in die distrik waar die persoon woon aan wie doen jy onderhoud betaal	O O O O O O O O O O O O O O O C O O F O O C
230	Vul die toepaslike vorm in en stuur dit aan die onderhoudsbeampte .	vul die toepaslike vorm in en stuur dit aan die onderhoudsbeampte	die vul toepaslike vorm in stuur en dit aan die onderhoudsbeampte	O F O O O F O O O O O	die toepaslike vul vorm in en stuur dit aan die onderhoudsbeampte	O O F O O O C O O O O
231	'n Volledige inkomste-en-uitgawestaat , asook 'n verklaring waarin die redes vir die aansoek uiteengesit word , moet aan die onderhoudsbeampte gestuur word ongeag of jy die persoon is wat onderhoud ontvang en of jy die persoon is wat onderhoud betaal .	'n volledige inkomste-en-uitgawestaat asook 'n verklaring waarin die redes vir die aansoek uiteengesit word moet aan die onderhoudsbeampte gestuur word ongeag of jy die persoon is wat onderhoud ontvang en of jy die persoon is wat onderhoud betaal	'n volledige inkomste-en-uitgawestaat asook 'n verklaring waarin die redes vir die aansoek uiteengesit word aan moet die gestuur onderhoudsbeampte word ongeag of jy die persoon is wat onderhoud en ontvang of jy die is persoon wat onderhoud betaal	O O O O O O O O O O O O C C O F O F O C O O O O O C O O O F O O O F O O O C	'n volledige inkomste-en-uitgawestaat asook 'n verklaring waarin die redes vir die aansoek uiteengesit word aan die betaal onderhoudsbeampte gestuur is ongeag of word jy die persoon is wat moet ontvang onderhoud en of jy die persoon wat onderhoud	O O O O O O O O O O O O C C O O F O C F O O F O O O C O F F O O O O O O O O
232	Dieselfde prosedure as wanneer 'n onderhoudseis vir die eerste keer ingestel word , sal nou gevolg word .	dieselfde prosedure as wanneer 'n onderhoudseis vir die eerste keer ingestel word sal nou gevolg word	dieselfde prosedure as wanneer 'n onderhoudseis vir die eerste keer ingestel word sal nou gevolg word	O O O O O O O O O O C F F O C C	dieselfde prosedure as wanneer 'n onderhoudseis ingestel vir die eerste gevolg word keer word sal nou	O O O O O O F O O O F F O C C O
233	Jy sal as 'n gelyke behandel word , met waardigheid , respek en menslikheid .	jy sal as 'n gelyke behandel word met waardigheid respek en menslikheid	jy as sal 'n behandel gelyke word met waardigheid respek en menslikheid	O O F O F O C O O O O O	jy sal as 'n gelyke met waardigheid behandel word respek en menslikheid	O C O O O O O F F O O O
234	Jou aansoek sal so gou en doeltreffend as moontlik hanteer word .	jou aansoek sal so gou en doeltreffend as moontlik hanteer word	jou aansoek sal so gou en doeltreffend as moontlik hanteer word	O O C O O O O O O F F	jou aansoek sal so gou en doeltreffend as word moontlik hanteer	O O C O O O O O F O C
235	Jy kan enige klagte aanhangig maak by die onderhoudsondersoekbeampte ; die onderhoudsbeampte ; die bestuurder van die hof ; die Streekshoof : Justisie en Staatkundige Ontwikkeling , of die Sentrum vir Uitnemende Diens ; die Nasionale Departement van Justisie en Grondwetlike Ontwikkeling se Onderhoudsprojek ; of by die Direktoraat : Geslagsake .	jy kan enige klagte aanhangig maak by die onderhoudsondersoekbeampte die onderhoudsbeampte die bestuurder van die hof die streekshoof justisie en staatkundige ontwikkeling of die sentrum vir uitnemende diens die nasionale departement van justisie en grondwetlike ontwikkeling se onderhoudsprojek of by die direktoraat geslagsake	jy kan enige klagte aanhangig maak by die onderhoudsondersoekbeampte die onderhoudsbeampte die bestuurder van die hof die streekshoof justisie en staatkundige ontwikkeling of die sentrum vir uitnemende diens die nasionale departement van justisie en grondwetlike ontwikkeling se onderhoudsprojek of by die direktoraat geslagsake	O C O O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	jy kan enige klagte aanhangig by die onderhoudsondersoekbeampte die onderhoudsbeampte die bestuurder van die hof die streekshoof justisie en staatkundige ontwikkeling of die sentrum vir uitnemende diens die nasionale departement van justisie en grondwetlike ontwikkeling se maak onderhoudsprojek of by die direktoraat geslagsake	O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O F O O O O O O
236	Tensy die balju vra vir 'n voorskot ten einde 'n eksekusiebevel vir onderhoud uit te voer , sal daar min of geen koste wees nie .	tensy die balju vra vir 'n voorskot ten einde 'n eksekusiebevel vir onderhoud uit te voer sal daar min of geen koste wees nie	tensy die balju vir vra 'n voorskot ten einde 'n eksekusiebevel vir onderhoud uit voer te sal daar min of geen koste wees nie	O O O O F O O O O O O O O O F O C O O O O O C O	tensy die balju vra vir 'n voorskot ten einde 'n eksekusiebevel vir onderhoud voer uit te daar min of sal geen koste wees nie	O O O C O O O O O O O O O F O O O O O F O O C O
237	Aangesien die registrasie van 'n maatskappy met aandelekapitaal ingewikkeld is , word aansoekers aangeraai om die dienste van 'n prokureur daarvoor te bekom .	aangesien die registrasie van 'n maatskappy met aandelekapitaal ingewikkeld is word aansoekers aangeraai om die dienste van 'n prokureur daarvoor te bekom	aangesien die registrasie van 'n maatskappy met aandelekapitaal ingewikkeld is word aansoekers aangeraai om die dienste van 'n prokureur daarvoor te bekom	O O O O O O O O O F F O C O O O O O O O O C	aangesien die registrasie van 'n is maatskappy met aandelekapitaal ingewikkeld word aansoekers om die dienste van 'n prokureur daarvoor te aangeraai bekom	O O O O O F O O O O C O O O O O O O O O F C
238	Die akte van oprigting en statute van 'n maatskappy moet spesiaal opgestel en aangepas word om by die maatskappy met aandelekapitaal te pas en dit moet deur 'n notaris , wat 'n professionele regspraktisyn is , gesertifiseer word .	die akte van oprigting en statute van 'n maatskappy moet spesiaal opgestel en aangepas word om by die maatskappy met aandelekapitaal te pas en dit moet deur 'n notaris wat 'n professionele regspraktisyn is gesertifiseer word	die akte van oprigting en statute van 'n maatskappy opgestel moet spesiaal en aangepas word om by die maatskappy met aandelekapitaal te en pas moet dit deur 'n notaris wat 'n professionele regspraktisyn is gesertifiseer word	O O O O O O O O O F F O O C C O O O O O O O O F F O O O O O O O O C C C	die akte van oprigting en statute van 'n maatskappy moet spesiaal opgestel en om by die maatskappy met aandelekapitaal te pas moet en dit gesertifiseer aangepas deur 'n notaris wat 'n is professionele regspraktisyn word word	O O O O O O O O O C O C O O O O O O O O C F O O F F O O O O O F O O F C
239	'n Openbare maatskappy kan Tabel A op die aansoekvorm volledig só aanvaar of dit laat aanpas met dien verstande dat dit steeds aan die vereistes van die Maatskappywet , 1973 voldoen .	'n openbare maatskappy kan tabel a op die aansoekvorm volledig só aanvaar of dit laat aanpas met dien verstande dat dit steeds aan die vereistes van die maatskappywet 1973 voldoen	'n openbare maatskappy tabel kan a op die aansoekvorm volledig aanvaar só of dit laat met aanpas dien verstande dat dit steeds aan die vereistes van die maatskappywet voldoen 1973	O O O O F O O O O O F O O O C O F O O O O O O O O O O O F O	'n openbare maatskappy tabel aanvaar a op aanpas die aansoekvorm volledig só of dit laat met dien verstande kan dat dit steeds aan die vereistes van die maatskappywet 1973 voldoen	O O O O F O O F O O O O O O C O O O F O O O O O O O O O O C
240	'n Privaat maatskappy kan Tabel B op die aansoekvorm volledig só aanvaar of dit laat aanpas met dien verstande dat dit steeds aan die vereistes van die Maatskappywet , 1973 voldoen .	'n privaat maatskappy kan tabel b op die aansoekvorm volledig só aanvaar of dit laat aanpas met dien verstande dat dit steeds aan die vereistes van die maatskappywet 1973 voldoen	'n privaat maatskappy kan tabel b op die aansoekvorm volledig só aanvaar of dit laat aanpas met dien verstande dat dit steeds aan die vereistes van die maatskappywet 1973 voldoen	O O O C O O O O O O O C O O F F O O O O O O O O O O O O O C	'n privaat maatskappy kan tabel b op die aansoekvorm volledig só laat of dit aanpas met aanvaar dien verstande dat dit steeds aan die vereistes van die maatskappywet 1973 voldoen	O O O C O O O O O O O F O O C O F O O O O O O O O O O O O C
241	Tree met die Companies and Intellectual Property Registration Office in verbinding .	tree met die companies and intellectual property registration office in verbinding	tree met die companies and intellectual property registration office in verbinding	C O O O O O O O O O O	met die companies and tree intellectual property registration office in verbinding	O O O O F O O O O O O
242	Doen aansoek om 'n naam te reserveer deur vorm CM5 voor te lê - Aansoek om die reservering van 'n naam .	doen aansoek om 'n naam te reserveer deur vorm cm5 voor te lê aansoek om die reservering van 'n naam	aansoek doen om 'n naam reserveer te deur vorm cm5 voor te lê aansoek om die reservering van 'n naam	O F O O O F O O O O O O C O O O O O O O	aansoek om 'n naam te deur vorm cm5 voor te lê aansoek om reserveer die reservering van 'n naam doen	O O O O O O O O O O C O O F O O O O O F
243	Die vorm is by die Departement van Handel en Nywerheid te kry .	die vorm is by die departement van handel en nywerheid te kry	die vorm is by die departement van handel en nywerheid te kry	O O C O O O O O O O O C	die vorm is by die departement van handel en kry nywerheid te	O O C O O O O O O F O O
244	Vul vorm CM29 in - Inhoud van register van direkteure , ouditeure en amptenare .	vul vorm cm29 in inhoud van register van direkteure ouditeure en amptenare	vorm vul cm29 in inhoud van register van direkteure ouditeure en amptenare	O F O O O O O O O O O O	vorm cm29 vul in inhoud van register van direkteure ouditeure en amptenare	O O F O O O O O O O O O
245	Die vorm is by die Departement van Handel en Nywerheid te kry .	die vorm is by die departement van handel en nywerheid te kry	die is vorm by die departement van handel en nywerheid te kry	O F O O O O O O O O O C	die vorm is by die departement van handel en kry nywerheid te	O O C O O O O O O F O O
246	Elke direkteur van die maatskappy moet een kopie van vorm CM47 invul .	elke direkteur van die maatskappy moet een kopie van vorm cm47 invul	elke direkteur van die maatskappy een moet kopie van vorm invul cm47	O O O O O O F O O O F O	elke direkteur van die maatskappy een kopie van vorm cm47 moet invul	O O O O O O O O O O F C
247	Die vorm is by die Departement van Handel en Nywerheid te kry .	die vorm is by die departement van handel en nywerheid te kry	die vorm is by die departement van handel en nywerheid te kry	O O C O O O O O O O O C	die vorm is by die departement kry van handel en nywerheid te	O O C O O O F O O O O O
248	Vul vorm CM31 in om toestemming te gee dat 'n persoon as ouditeur mag optree .	vul vorm cm31 in om toestemming te gee dat 'n persoon as ouditeur mag optree	vorm vul cm31 in om toestemming gee te dat 'n persoon as ouditeur mag optree	O F O O O O F O O O O O O C C	vorm cm31 in om toestemming te gee dat 'n vul persoon as ouditeur optree mag	O O O O O O C O O F O O O C F
249	Die vorm is by die Departement van Handel en Nywerheid te kry .	die vorm is by die departement van handel en nywerheid te kry	die vorm by is die departement van handel en nywerheid kry te	O O O F O O O O O O F O	die vorm by die departement van is handel en nywerheid te kry	O O O O O O F O O O O C
250	Vul vorm CM44 in - Akte van oprigting van 'n maatskappy met aandelekapitaal wat skedule 1 aanneem - invul .	vul vorm cm44 in akte van oprigting van 'n maatskappy met aandelekapitaal wat skedule 1 aanneem invul	vul vorm cm44 in akte van oprigting van 'n maatskappy met aandelekapitaal wat skedule 1 aanneem invul	C O O O O O O O O O O O O O O C C	vorm vul cm44 invul in akte van oprigting van 'n maatskappy met aandelekapitaal wat skedule 1 aanneem	O F O F O O O O O O O O O O O O C
251	Verleen formeel prokurasie ( volmag ) aan die prokureur , deur te verklaar dat jy hom of haar magtig om namens jou op te tree .	verleen formeel prokurasie volmag aan die prokureur deur te verklaar dat jy hom of haar magtig om namens jou op te tree	formeel verleen prokurasie volmag aan die prokureur deur verklaar te dat jy hom of haar magtig om namens jou op te tree	O F O O O O O O F O O O O O O C O O O O O C	verleen formeel prokurasie volmag aan die tree prokureur deur te dat jy hom of haar magtig om namens jou verklaar op te	C O O O O O F O O O O O O O O C O O O F O O
252	Dit is die dokument wat deur die Registrateur van Maatskappye onderteken en gestempel word sodra al die meegaande dokumente ( wat hierbo gelys is ) nagegaan en gefinaliseer is .	dit is die dokument wat deur die registrateur van maatskappye onderteken en gestempel word sodra al die meegaande dokumente wat hierbo gelys is nagegaan en gefinaliseer is	dit die is dokument wat deur die registrateur van onderteken maatskappye en gestempel sodra word al die meegaande dokumente wat gelys hierbo is nagegaan en gefinaliseer is	O O F O O O O O O F O O C O F O O O O O F O C C O F F	dit is gelys die dokument wat deur die registrateur van maatskappye onderteken en gestempel word sodra nagegaan al die meegaande is dokumente wat hierbo is en gefinaliseer	O F F O O O O O O O O C O C C O F O O O F O O O C O C
253	Akte van oprigting plus CM2A , CM2B en CM2C indien daar meer as een aandeelhouer is , of CM2D indien daar net een aandeelhouer is .	akte van oprigting plus cm2a cm2b en cm2c indien daar meer as een aandeelhouer is of cm2d indien daar net een aandeelhouer is	akte van oprigting plus cm2a cm2b en cm2c indien daar meer as een aandeelhouer is of cm2d indien daar net een aandeelhouer is	O O O O O O O O O O O O O O C O O O O O O O C	akte van oprigting plus cm2a cm2b en cm2c is indien daar meer as een aandeelhouer of cm2d indien daar net een aandeelhouer is	O O O O O O O O F O O O O O O O O O O O O O C
