idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
449	Härmed menas stoffenheter , som eleverna kan överblicka och till väsentlig del bearbeta på egen hand .	härmed menas stoffenheter som eleverna kan överblicka och till väsentlig del bearbeta på egen hand	menas härmed stoffenheter som eleverna kan överblicka och till väsentlig del på bearbeta egen hand	F O O O O C C O O O O O F O O	härmed överblicka menas stoffenheter som eleverna och till väsentlig del kan bearbeta på egen hand	O F C O O O O O O O F C O O O
450	Undervisningen samlas kring ett tema , som kan beröra ett eller flera ämnen .	undervisningen samlas kring ett tema som kan beröra ett eller flera ämnen	samlas undervisningen kring ett tema som kan beröra ett eller flera ämnen	F O O O O O C C O O O O	undervisningen samlas kring ett tema som beröra ett eller kan flera ämnen	O C O O O O C O O F O O
451	' Att skydda , vårda och förbättra vår miljö ' är exempel på ett arbetsområde som berör ämnena naturkunskap , samhällskunskap och geografi .	att skydda vårda och förbättra vår miljö är exempel på ett arbetsområde som berör ämnena naturkunskap samhällskunskap och geografi	att skydda vårda och förbättra vår miljö är exempel på ett arbetsområde som ämnena berör naturkunskap samhällskunskap och geografi	O F F O C O O C O O O O O O F O O O O	att skydda och förbättra vår miljö är exempel på ett arbetsområde som ämnena naturkunskap samhällskunskap och geografi berör vårda	O C O C O O C O O O O O O O O O O F F
452	För ett sådant arbetsområde kan man även tänka sig en samverkan med ämnen som svenska , musik och teckning .	för ett sådant arbetsområde kan man även tänka sig en samverkan med ämnen som svenska musik och teckning	för ett sådant kan arbetsområde man även tänka sig en samverkan med ämnen som svenska musik och teckning	O O O F O O O C O O O O O O O O O O	för ett sådant arbetsområde tänka kan man även sig en samverkan med ämnen som svenska musik och teckning	O O O O F C O O O O O O O O O O O O
453	För att göra skoldagen mindre splittrad kan man organisera undervisningen i längre arbetspass än de traditionella 40 minuterna .	för att göra skoldagen mindre splittrad kan man organisera undervisningen i längre arbetspass än de traditionella 40 minuterna	för att göra skoldagen mindre splittrad organisera kan man undervisningen i längre arbetspass än de traditionella 40 minuterna	O O C O O O F F O O O O O O O O O O	för att göra skoldagen mindre splittrad man organisera undervisningen i längre arbetspass än kan de traditionella 40 minuterna	O O C O O O O C O O O O O F O O O O
454	Studiearbetet förläggs enligt den nya läroplanen i huvudsak till skolan .	studiearbetet förläggs enligt den nya läroplanen i huvudsak till skolan	studiearbetet förläggs enligt den nya läroplanen i huvudsak till skolan	O C O O O O O O O O	studiearbetet enligt den nya läroplanen i huvudsak förläggs till skolan	O O O O O O O F O O
455	Hemuppgifter blir i stor utsträckning frivilliga för eleverna .	hemuppgifter blir i stor utsträckning frivilliga för eleverna	hemuppgifter blir i stor utsträckning frivilliga för eleverna	O C O O O O O O	hemuppgifter i stor utsträckning frivilliga blir för eleverna	O O O O O F O O
456	Ökad vikt kommer att läggas vid att individualisera undervisningen men också vid att öva eleverna i samarbete .	ökad vikt kommer att läggas vid att individualisera undervisningen men också vid att öva eleverna i samarbete	ökad vikt läggas kommer att vid att individualisera undervisningen men också vid att öva eleverna i samarbete	O O F F O O O C O O O O O C O O O	ökad vikt att läggas vid att individualisera undervisningen men också vid att öva eleverna kommer i samarbete	O O O C O O F O O O O O C O F O O
457	I en skola för alla är det inte realistiskt att kräva samma prestationer av alla elever .	i en skola för alla är det inte realistiskt att kräva samma prestationer av alla elever	i en skola för alla det är inte realistiskt kräva att samma prestationer av alla elever	O O O O O O F O O F O O O O O O	i en skola är för alla det inte realistiskt att kräva samma prestationer av alla elever	O O O F O O O O O O C O O O O O
458	Varje elev måste få möjlighet att göra det bästa möjliga av sina förutsättningar .	varje elev måste få möjlighet att göra det bästa möjliga av sina förutsättningar	varje elev måste få möjlighet att det göra bästa möjliga av sina förutsättningar	O O C C O O O F O O O O O	varje elev göra måste få möjlighet att det bästa möjliga av sina förutsättningar	O O F C C O O O O O O O O
459	Samarbetet övas bland annat genom att eleverna får arbeta tillsammans i grupper av varierande storlek .	samarbetet övas bland annat genom att eleverna får arbeta tillsammans i grupper av varierande storlek	övas samarbetet bland annat genom att eleverna får arbeta tillsammans i grupper av varierande storlek	F O O O O O O C C O O O O O O	samarbetet bland annat genom att eleverna får arbeta övas tillsammans i grupper av varierande storlek	O O O O O O C C F O O O O O O
460	Skolan får ökade möjligheter att ge specialundervisning .	skolan får ökade möjligheter att ge specialundervisning	skolan ökade får möjligheter ge att specialundervisning	O O F O F O O	skolan ökade möjligheter får att ge specialundervisning	O O O F O C O
461	Det kan ske antingen i specialklass eller genom samordnad specialundervisning .	det kan ske antingen i specialklass eller genom samordnad specialundervisning	det kan ske antingen i specialklass eller genom samordnad specialundervisning	O C C O O O O O O O	det ske kan antingen i specialklass eller genom samordnad specialundervisning	O C F O O O O O O O
462	I sistnämnda fall går eleven i vanlig klass men får vissa timmar hjälp av speciallärare , t ex i klinik .	i sistnämnda fall går eleven i vanlig klass men får vissa timmar hjälp av speciallärare t ex i klinik	i sistnämnda fall eleven går i vanlig klass får men vissa timmar hjälp av speciallärare t ex i klinik	O O O O F O O O F O O O O O O O O O	i sistnämnda fall eleven i vanlig klass men får vissa går timmar hjälp av speciallärare t ex i klinik	O O O O O O O O C O F O O O O O O O
463	Specialläraren kan också komma till klassrummet och arbeta tillsammans med läraren i den vanliga klassen .	specialläraren kan också komma till klassrummet och arbeta tillsammans med läraren i den vanliga klassen	specialläraren kan också komma till klassrummet och tillsammans arbeta med läraren i den vanliga klassen	O C O C O O O O F O O O O O O	specialläraren arbeta också komma kan till klassrummet och tillsammans med läraren i den vanliga klassen	O F O C F O O O O O O O O O O
464	Skolstyrelse , skolledare och lärare får också ökade möjligheter att inom vissa ramar planera undervisningen så som bäst passar för den enskilda skolan .	skolstyrelse skolledare och lärare får också ökade möjligheter att inom vissa ramar planera undervisningen så som bäst passar för den enskilda skolan	skolstyrelse skolledare och får lärare också ökade möjligheter att inom vissa ramar planera undervisningen så som bäst passar för den enskilda skolan	O O O F O O O O O O O O C O O O O C O O O O	skolstyrelse skolledare och lärare får också ökade möjligheter att inom vissa ramar planera passar undervisningen så som bäst för den enskilda skolan	O O O O C O O O O O O O C F O O O O O O O O
465	I en del ämnen har läraren fler timmar än den enskilde eleven .	i en del ämnen har läraren fler timmar än den enskilde eleven	i en del ämnen läraren har fler timmar än den enskilde eleven	O O O O O F O O O O O O	i en del ämnen läraren fler timmar har än den enskilde eleven	O O O O O O O F O O O O
466	Det är inte exakt fastslaget hur denna tid skall användas .	det är inte exakt fastslaget hur denna tid skall användas	är det inte exakt fastslaget hur denna tid skall användas	F O O O O O O O C C	det är inte exakt fastslaget hur denna tid användas skall	O C O O O O O O F C
467	Uppdelning av eleverna i grupper är en möjlighet .	uppdelning av eleverna i grupper är en möjlighet	uppdelning av eleverna i grupper en är möjlighet	O O O O O O F O	uppdelning av eleverna i grupper är en möjlighet	O O O O O C O O
468	På högstadiet kan två eller flera lärare samverka under en och samma lektion .	på högstadiet kan två eller flera lärare samverka under en och samma lektion	på kan högstadiet två eller flera lärare samverka under en och samma lektion	O F O O O O O C O O O O O	på högstadiet kan två eller flera lärare under en och samma samverka lektion	O O C O O O O O O O O F O
469	Man kan också använda resurserna för medverkan av experter , assistenter eller biträden eller för inköp av särskilda , väl utvecklade läromedel .	man kan också använda resurserna för medverkan av experter assistenter eller biträden eller för inköp av särskilda väl utvecklade läromedel	man kan också resurserna använda för medverkan av experter assistenter eller biträden eller för inköp av särskilda väl utvecklade läromedel	O C O O F O O O O O O O O O O O O O O O	man kan också resurserna för medverkan av experter assistenter eller biträden eller för inköp av använda särskilda väl utvecklade läromedel	O C O O O O O O O O O O O O O F O O O O
470	Nedan lämnas uppgifter om samhällets stöd , vård och service för barn och ungdom .	nedan lämnas uppgifter om samhällets stöd vård och service för barn och ungdom	lämnas nedan uppgifter om samhällets stöd vård och service för barn och ungdom	F O O O O O O O O O O O O	nedan lämnas uppgifter om samhällets stöd vård och service för barn och ungdom	O C O O O O O O O O O O O
471	Man får också veta vart man ska vända sig .	man får också veta vart man ska vända sig	man får också veta vart man ska vända sig	O C O C O O F F O	man också får ska veta vart man vända sig	O O F F C O O C O
472	På nästa sida finns några åldersgränser som gäller för barn och ungdom .	på nästa sida finns några åldersgränser som gäller för barn och ungdom	på nästa sida finns några åldersgränser som gäller för barn och ungdom	O O O C O O O C O O O O	på nästa sida finns några åldersgränser som för barn och gäller ungdom	O O O C O O O O O O F O
473	Kommunens barnavårdsnämnd ska verka för att barn och ungdomar får en gynnsam utveckling och goda uppväxtförhållanden .	kommunens barnavårdsnämnd ska verka för att barn och ungdomar får en gynnsam utveckling och goda uppväxtförhållanden	kommunens barnavårdsnämnd ska verka för att barn och ungdomar får en gynnsam utveckling och goda uppväxtförhållanden	O O F F O O O O O C O O O O O O	kommunens barnavårdsnämnd ska verka för att barn och ungdomar en gynnsam utveckling och goda får uppväxtförhållanden	O O C C O O O O O O O O O O F O
474	Detta innebär bl.a. * att ordna daghem , lekskolor , barnkolonier och fritidsverksamhet för barn och ungdom , * att lämna råd och upplysningar om uppfostran till de föräldrar som begär det , * att ordna vård åt fosterbarn , ge råd och hjälp i adoptionsfrågor , * att betala ut barnbidrag och bidragsförskott , * att gripa in och hjälpa om barn och ungdom råkar i nöd , utsätts för vanvård eller kommer på villovägar , * att i vissa fall besluta om övervakning eller att flytta den unge från hemmet , t.ex. till en ungdomsvårdsskola .	detta innebär bl.a. att ordna daghem lekskolor barnkolonier och fritidsverksamhet för barn och ungdom att lämna råd och upplysningar om uppfostran till de föräldrar som begär det att ordna vård åt fosterbarn ge råd och hjälp i adoptionsfrågor att betala ut barnbidrag och bidragsförskott att gripa in och hjälpa om barn och ungdom råkar i nöd utsätts för vanvård eller kommer på villovägar att i vissa fall besluta om övervakning eller att flytta den unge från hemmet t.ex. till en ungdomsvårdsskola	detta innebär bl.a. att daghem ordna lekskolor barnkolonier och fritidsverksamhet för barn och ungdom lämna att råd och upplysningar om uppfostran till de föräldrar som begär det att ordna vård åt fosterbarn råd ge och hjälp i adoptionsfrågor betala att ut barnbidrag och bidragsförskott att gripa in och hjälpa om barn och ungdom i råkar utsätts nöd för vanvård eller kommer på villovägar att i vissa fall besluta om övervakning eller att den flytta unge från hemmet t.ex. till en ungdomsvårdsskola	O C O O O F O O O O O O O O F O O O O O O O O O O C O O C O O O O F O O O O F O O O O O O C O O C O O O O O F F O O O O C O O O O O O C O O O O O F O O O O O O O	detta innebär bl.a. att ordna daghem lekskolor barnkolonier och fritidsverksamhet för barn och ungdom att lämna råd och upplysningar besluta begär om uppfostran till ordna de föräldrar som det att vård åt fosterbarn råd och hjälp i adoptionsfrågor att betala ut barnbidrag utsätts råkar och bidragsförskott att in och hjälpa om barn ge och ungdom i nöd för vanvård eller kommer på villovägar att i vissa fall om övervakning gripa eller att flytta den unge från hemmet t.ex. till en ungdomsvårdsskola	O C O O C O O O O O O O O O O C O O O F F O O O F O O O O O O O O O O O O O O C O O F F O O O O O C O O F O O O O O O O C O O O O O O O O F O O C O O O O O O O O
475	Barnavårdsnämndens ansvar för omvårdnaden av barn och av ungdomar varar tills de fyller 20 år ( blir myndiga ) .	barnavårdsnämndens ansvar för omvårdnaden av barn och av ungdomar varar tills de fyller 20 år blir myndiga	barnavårdsnämndens ansvar för omvårdnaden av barn och av varar ungdomar tills de fyller 20 år blir myndiga	O O O O O O O O F O O O C O O C O	barnavårdsnämndens ansvar för omvårdnaden av barn och av ungdomar tills de fyller 20 år blir varar myndiga	O O O O O O O O O O O C O O C F O
476	Barnavårdsnämndens ledamöter väljs av kommunal- eller stadsfullmäktige .	barnavårdsnämndens ledamöter väljs av kommunal- eller stadsfullmäktige	barnavårdsnämndens ledamöter av väljs kommunal- eller stadsfullmäktige	O O O F O O O	barnavårdsnämndens ledamöter väljs av kommunal- eller stadsfullmäktige	O O C O O O O
477	Nämndens verksamhet grundas på barnavårdslagen .	nämndens verksamhet grundas på barnavårdslagen	nämndens grundas verksamhet på barnavårdslagen	O F O O O	grundas nämndens verksamhet på barnavårdslagen	F O O O O
478	I större kommuner har barnavårdsnämnden anställd personal som tar emot dem som söker hjälp och råd .	i större kommuner har barnavårdsnämnden anställd personal som tar emot dem som söker hjälp och råd	i större kommuner har barnavårdsnämnden anställd personal som tar emot dem som hjälp söker och råd	O O O C O O O O C O O O O F O O	i större har kommuner barnavårdsnämnden anställd personal som tar emot dem som söker hjälp och råd	O O F O O O O O C O O O C O O O
479	Man vänder sig till barnavårdsnämnden .	man vänder sig till barnavårdsnämnden	vänder man sig till barnavårdsnämnden	F O O O O	man sig vänder till barnavårdsnämnden	O O F O O
480	Den förebyggande barnavården sköts av barnavårdscentralen .	den förebyggande barnavården sköts av barnavårdscentralen	den förebyggande barnavården sköts av barnavårdscentralen	O O O C O O	den förebyggande sköts barnavården av barnavårdscentralen	O O F O O O
481	Där får barn som inte börjat skolan gratis läkarundersökning , hälsokontroll och viss vaccinering .	där får barn som inte börjat skolan gratis läkarundersökning hälsokontroll och viss vaccinering	där får barn som inte skolan börjat gratis läkarundersökning hälsokontroll och viss vaccinering	O C O O O O F O O O O O O	där får börjat barn som inte skolan gratis läkarundersökning hälsokontroll och viss vaccinering	O C F O O O O O O O O O O
482	Centralens sköterska gör besök i hemmen för hjälp och råd när det gäller skötsel av barn .	centralens sköterska gör besök i hemmen för hjälp och råd när det gäller skötsel av barn	centralens gör sköterska besök i hemmen för hjälp och råd när det gäller skötsel av barn	O F O O O O O O O O O O C O O O	centralens sköterska besök i hemmen för hjälp och råd när gör det gäller skötsel av barn	O O O O O O O O O O F O C O O O
483	Mödrar med spädbarn får i regel kallelse till besök på centralen .	mödrar med spädbarn får i regel kallelse till besök på centralen	mödrar med spädbarn får i regel kallelse till besök på centralen	O O O C O O O O O O O	mödrar med spädbarn i får regel kallelse till besök på centralen	O O O O F O O O O O O
484	Hälsokontroll av alla fyraåringar håller på att byggas upp .	hälsokontroll av alla fyraåringar håller på att byggas upp	hälsokontroll av alla fyraåringar på håller byggas att upp	O O O O O F F O O	hälsokontroll av byggas alla fyraåringar håller på att upp	O O F O O C O O O
485	Se också Moderskap sida 15 .	se också moderskap sida 15	se också moderskap sida 15	C O O O O	se också moderskap sida 15	C O O O O
486	Man vänder sig till barnavårdscentralen .	man vänder sig till barnavårdscentralen	man vänder sig till barnavårdscentralen	O C O O O	man vänder sig till barnavårdscentralen	O C O O O
487	För varje utomäktenskapligt barn utser barnavårdsnämnden en barnavårdsman .	för varje utomäktenskapligt barn utser barnavårdsnämnden en barnavårdsman	för varje utomäktenskapligt barn barnavårdsnämnden utser en barnavårdsman	O O O O O F O O	utser för varje utomäktenskapligt barn barnavårdsnämnden en barnavårdsman	F O O O O O O O
488	Ibland utses också barnavårdsman för barn i äktenskap när föräldrarna inte lever tillsammans .	ibland utses också barnavårdsman för barn i äktenskap när föräldrarna inte lever tillsammans	utses ibland också barnavårdsman för barn i äktenskap när föräldrarna inte lever tillsammans	F O O O O O O O O O O C O	ibland utses också barnavårdsman för barn i äktenskap lever när föräldrarna inte tillsammans	O C O O O O O O F O O O O
489	Barnavårdsmannen ska se till att barnets rätt tas tillvara i bl.a. ekonomiska frågor , ge biträde inför domstol och hjälpa föräldrarna med råd och anvisningar .	barnavårdsmannen ska se till att barnets rätt tas tillvara i bl.a. ekonomiska frågor ge biträde inför domstol och hjälpa föräldrarna med råd och anvisningar	barnavårdsmannen ska till se att barnets tas rätt tillvara i bl.a. ekonomiska frågor ge biträde inför domstol och hjälpa föräldrarna med råd och anvisningar	O C O F O O F O O O O O O C O O O O C O O O O O	barnavårdsmannen hjälpa ska se till att barnets rätt tillvara i tas bl.a. ekonomiska frågor ge biträde inför domstol och föräldrarna med råd och anvisningar	O F C C O O O O O O F O O O C O O O O O O O O O
490	En ogift blivande mor bör i god tid före förlossningen kontakta en barnavårdsman .	en ogift blivande mor bör i god tid före förlossningen kontakta en barnavårdsman	en ogift blivande mor i bör god tid före kontakta förlossningen en barnavårdsman	O O O O O F O O O F O O O	en ogift blivande mor i bör god tid före förlossningen kontakta en barnavårdsman	O O O O O F O O O O C O O
491	Se också Underhållsbidrag sida 23 .	se också underhållsbidrag sida 23	se också underhållsbidrag sida 23	C O O O O	se också underhållsbidrag sida 23	C O O O O
492	Man vänder sig till barnavårdsnämnden .	man vänder sig till barnavårdsnämnden	man vänder sig till barnavårdsnämnden	O C O O O	man vänder sig till barnavårdsnämnden	O C O O O
493	Varje barn under 16 år får 225 kr i kvartalet som barnbidrag , alltså 900 kr per år .	varje barn under 16 år får 225 kr i kvartalet som barnbidrag alltså 900 kr per år	varje barn under 16 år 225 får kr i kvartalet som barnbidrag alltså 900 kr per år	O O O O O O F O O O O O O O O O O	varje barn under 16 år får 225 kr i kvartalet som barnbidrag alltså 900 kr per år	O O O O O C O O O O O O O O O O O
494	Bidraget betalas ut till modern eller till den som har vårdnaden av barnet .	bidraget betalas ut till modern eller till den som har vårdnaden av barnet	betalas bidraget ut till modern eller till den som har vårdnaden av barnet	F O O O O O O O O C O O O	bidraget betalas ut till modern eller till har den som vårdnaden av barnet	O C O O O O O F O O O O O
495	Det är skattefritt och tas alltså inte upp i deklarationen .	det är skattefritt och tas alltså inte upp i deklarationen	det är skattefritt och alltså tas inte upp i deklarationen	O C O O O F O O O O	det är skattefritt tas och alltså inte upp i deklarationen	O C O F O O O O O O
496	Barnbidraget betalas fr.o.m. kvartalet efter det då barnet föddes .	barnbidraget betalas fr.o.m. kvartalet efter det då barnet föddes	betalas barnbidraget fr.o.m. kvartalet efter det då barnet föddes	F O O O O O O O C	barnbidraget betalas fr.o.m. kvartalet efter det då föddes barnet	O C O O O O O F O
497	Man skickar en anmälan till barnavårdsnämnden .	man skickar en anmälan till barnavårdsnämnden	man skickar en anmälan till barnavårdsnämnden	O C O O O O	man skickar en anmälan till barnavårdsnämnden	O C O O O O
498	På BB brukar personalen se till att anmälan blir ifylld och avsänd .	på bb brukar personalen se till att anmälan blir ifylld och avsänd	på bb se brukar personalen till att anmälan blir ifylld och avsänd	O O F F O O O O C C O O	på blir bb brukar personalen se till ifylld att anmälan och avsänd	O F O C O C O F O O O O
499	Barnavårdsnämnden svarar för att bidraget betalas ut genom posten .	barnavårdsnämnden svarar för att bidraget betalas ut genom posten	barnavårdsnämnden för svarar att betalas bidraget ut genom posten	O O F O F O O O O	barnavårdsnämnden betalas svarar för att bidraget ut genom posten	O F C O O O O O O
500	Förslag har lagts fram om att barnbidraget ska höjas till 1200 kr / år från 1 januari 1971 .	förslag har lagts fram om att barnbidraget ska höjas till 1200 kr år från 1 januari 1971	förslag har lagts fram om att barnbidraget ska höjas till 1200 kr år från 1 januari 1971	O C C O O O O F F O O O O O O O O	förslag har fram om att barnbidraget höjas till ska 1200 lagts kr år från 1 januari 1971	O C O O O O C O F O F O O O O O O
501	Man vänder sig till barnavårdsnämnden .	man vänder sig till barnavårdsnämnden	man vänder sig till barnavårdsnämnden	O C O O O	vänder man sig till barnavårdsnämnden	F O O O O
502	Det finns olika slags barnhem .	det finns olika slags barnhem	det finns olika slags barnhem	O C O O O	det finns olika slags barnhem	O C O O O
503	Specialhem för barn som behöver vård under längre tid .	specialhem för barn som behöver vård under längre tid	specialhem för barn som vård behöver under längre tid	O O O O O F O O O	specialhem behöver för barn som vård under längre tid	O F O O O O O O O
504	Man vänder sig till landstinget eller barnavårdsnämnden .	man vänder sig till landstinget eller barnavårdsnämnden	vänder man sig till landstinget eller barnavårdsnämnden	F O O O O O O	vänder man sig till landstinget eller barnavårdsnämnden	F O O O O O O
505	Barnkolonier eller enskilda feriehem kan ge barn upp till 15 år miljöbyte och tillfälle till friluftsliv under tre sommarveckor eller mera .	barnkolonier eller enskilda feriehem kan ge barn upp till 15 år miljöbyte och tillfälle till friluftsliv under tre sommarveckor eller mera	barnkolonier eller enskilda feriehem kan ge barn upp till 15 år miljöbyte och tillfälle till friluftsliv under tre sommarveckor eller mera	O O O O C C O O O O O O O O O O O O O O O	barnkolonier eller enskilda feriehem ge barn kan upp till 15 år miljöbyte och tillfälle till friluftsliv under tre sommarveckor eller mera	O O O O C O F O O O O O O O O O O O O O O
506	Några kolonier är avsedda för handikappade eller klena barn .	några kolonier är avsedda för handikappade eller klena barn	några kolonier avsedda är för handikappade eller klena barn	O O O F O O O O O	några kolonier avsedda för handikappade är eller klena barn	O O O O O F O O O
507	Resor och vistelse ordnas gratis eller till låg kostnad .	resor och vistelse ordnas gratis eller till låg kostnad	resor och ordnas vistelse gratis eller till låg kostnad	O O F O O O O O O	resor och vistelse ordnas gratis eller till låg kostnad	O O O C O O O O O
508	Vissa organisationer ordnar s.k. ungdomsläger , i allmänhet under sommaren .	vissa organisationer ordnar s.k. ungdomsläger i allmänhet under sommaren	vissa organisationer ordnar s.k. ungdomsläger i allmänhet under sommaren	O O C O O O O O O	vissa organisationer s.k. ungdomsläger i allmänhet under sommaren ordnar	O O O O O O O O F
509	Man vänder sig till barnavårdsnämnden eller skolan .	man vänder sig till barnavårdsnämnden eller skolan	man vänder sig till barnavårdsnämnden eller skolan	O C O O O O O	man vänder sig till barnavårdsnämnden eller skolan	O C O O O O O
510	Se Pension sida 16 .	se pension sida 16	pension se sida 16	O F O O	se pension sida 16	C O O O
511	Många kommuner ordnar olika former av barntillsyn .	många kommuner ordnar olika former av barntillsyn	många ordnar kommuner olika former av barntillsyn	O F O O O O O	många ordnar kommuner olika former av barntillsyn	O F O O O O O
512	Till denna räknas :	till denna räknas	till denna räknas	O O C	räknas till denna	F O O
513	Barnstugorna , som uppdelas i	barnstugorna som uppdelas i	barnstugorna som uppdelas i	O O C O	barnstugorna uppdelas som i	O F O O
514	Daghem som under hela dagen tar emot barn medan föräldrarna förvärvsarbetar eller studerar .	daghem som under hela dagen tar emot barn medan föräldrarna förvärvsarbetar eller studerar	daghem som under hela dagen emot tar barn medan förvärvsarbetar föräldrarna eller studerar	O O O O O O F O O F O O C	daghem som under hela dagen emot barn medan föräldrarna tar förvärvsarbetar eller studerar	O O O O O O O O O F C O C
515	De är avsedda för barn i åldern 6 månader - 7 år .	de är avsedda för barn i åldern 6 månader 7 år	de är avsedda för barn i åldern 6 månader 7 år	O C O O O O O O O O O	de avsedda för barn i åldern är 6 månader 7 år	O O O O O O F O O O O
516	Avgiften bestäms av kommunen och beror oftast på hur stor inkomsten är .	avgiften bestäms av kommunen och beror oftast på hur stor inkomsten är	avgiften av bestäms kommunen beror och oftast på hur stor inkomsten är	O O F O F O O O O O O C	beror avgiften bestäms av kommunen och oftast på hur är stor inkomsten	F O C O O O O O O F O O
517	Lekskolor som tar emot barn något eller några år före skolåldern , vanligen under 3 timmar per dag .	lekskolor som tar emot barn något eller några år före skolåldern vanligen under 3 timmar per dag	lekskolor som tar emot barn något eller några år före skolåldern vanligen under 3 timmar per dag	O O C O O O O O O O O O O O O O O	lekskolor som tar emot barn något eller några år före skolåldern vanligen under 3 timmar per dag	O O C O O O O O O O O O O O O O O
518	Avgiften är i regel låg .	avgiften är i regel låg	avgiften i är regel låg	O O F O O	avgiften är i regel låg	O C O O O
519	Fritidshem som tar emot yngre skolbarn under den skolfria delen av dagen då föräldrarna förvärvsarbetar .	fritidshem som tar emot yngre skolbarn under den skolfria delen av dagen då föräldrarna förvärvsarbetar	fritidshem tar som emot yngre skolbarn under den skolfria delen av dagen då föräldrarna förvärvsarbetar	O F O O O O O O O O O O O O C	fritidshem som emot yngre skolbarn under den skolfria tar delen av dagen då föräldrarna förvärvsarbetar	O O O O O O O O F O O O O O C
520	Avgiften beror oftast på hur stor inkomsten är .	avgiften beror oftast på hur stor inkomsten är	avgiften beror oftast på hur stor inkomsten är	O C O O O O O C	är avgiften beror oftast på hur stor inkomsten	F O C O O O O O
521	Barntillsyn ordnas också genom	barntillsyn ordnas också genom	barntillsyn också ordnas genom	O O F O	barntillsyn ordnas också genom	O C O O
522	Kommunalt organiserade familjedaghem i privatfamiljer som under dagen tar emot barn medan föräldrarna förvärvsarbetar .	kommunalt organiserade familjedaghem i privatfamiljer som under dagen tar emot barn medan föräldrarna förvärvsarbetar	kommunalt organiserade familjedaghem i privatfamiljer som under tar dagen emot barn medan föräldrarna förvärvsarbetar	O O O O O O O F O O O O O C	kommunalt organiserade familjedaghem i privatfamiljer som under dagen emot barn medan tar föräldrarna förvärvsarbetar	O O O O O O O O O O O F O C
523	Avgiften beror oftast på hur stor inkomsten är .	avgiften beror oftast på hur stor inkomsten är	avgiften oftast beror på hur stor är inkomsten	O O F O O O F O	avgiften är beror oftast på hur stor inkomsten	O F C O O O O O
524	Man vänder sig till barnavårdsnämnden .	man vänder sig till barnavårdsnämnden	man vänder sig till barnavårdsnämnden	O C O O O	man vänder sig till barnavårdsnämnden	O C O O O
525	Sjuka barn vars föräldrar förvärvsarbetar kan få tillsyn i hemmet av barnvårdarinnor ( barnsamariter ) .	sjuka barn vars föräldrar förvärvsarbetar kan få tillsyn i hemmet av barnvårdarinnor barnsamariter	sjuka barn vars föräldrar förvärvsarbetar kan få tillsyn i hemmet av barnvårdarinnor barnsamariter	O O O O C F F O O O O O O	sjuka barn vars föräldrar kan förvärvsarbetar tillsyn i få hemmet av barnvårdarinnor barnsamariter	O O O O F C O O F O O O O
526	Sådana finns tills vidare bara på vissa orter men verksamheten är under utbyggnad .	sådana finns tills vidare bara på vissa orter men verksamheten är under utbyggnad	sådana finns tills vidare bara på vissa orter men verksamheten är under utbyggnad	O C O O O O O O O O C O O	sådana tills vidare bara på vissa orter men verksamheten är finns under utbyggnad	O O O O O O O O O C F O O
527	Avgiften beräknas efter inkomst .	avgiften beräknas efter inkomst	avgiften efter beräknas inkomst	O O F O	avgiften efter inkomst beräknas	O O O F
528	Man vänder sig till socialnämnden eller hemhjälpsnämnden .	man vänder sig till socialnämnden eller hemhjälpsnämnden	vänder man sig till socialnämnden eller hemhjälpsnämnden	F O O O O O O	man sig till socialnämnden eller vänder hemhjälpsnämnden	O O O O O F O
529	Barn och ungdom med bl.a. psykiska störningar får gratis behandling och rådgivning vid rådgivningscentraler .	barn och ungdom med bl.a. psykiska störningar får gratis behandling och rådgivning vid rådgivningscentraler	barn och ungdom med bl.a. psykiska störningar får gratis behandling och rådgivning vid rådgivningscentraler	O O O O O O O C O O O O O O	barn och ungdom med bl.a. psykiska störningar får gratis behandling och rådgivning vid rådgivningscentraler	O O O O O O O C O O O O O O
530	Dessa leds av läkare .	dessa leds av läkare	dessa leds av läkare	O C O O	dessa leds av läkare	O C O O
531	Verksamheten sköts av landstingen och de landstingfria städerna Stockholm , Göteborg och Malmö .	verksamheten sköts av landstingen och de landstingfria städerna stockholm göteborg och malmö	verksamheten av sköts landstingen och de landstingfria städerna stockholm göteborg och malmö	O O F O O O O O O O O O	verksamheten sköts av landstingen och de landstingfria städerna stockholm göteborg och malmö	O C O O O O O O O O O O
532	Man vänder sig till rådgivningscentralen för psykisk barna- och ungdomsvård eller barnavårdsnämnden .	man vänder sig till rådgivningscentralen för psykisk barna- och ungdomsvård eller barnavårdsnämnden	vänder man sig till rådgivningscentralen för psykisk barna- och ungdomsvård eller barnavårdsnämnden	F O O O O O O O O O O O	man sig vänder till rådgivningscentralen för psykisk barna- och ungdomsvård eller barnavårdsnämnden	O O F O O O O O O O O O
533	För de ungas fritid har många kommuner en omfattande fritidsverksamhet .	för de ungas fritid har många kommuner en omfattande fritidsverksamhet	för de ungas fritid har många kommuner en omfattande fritidsverksamhet	O O O O C O O O O O	för de ungas fritid många kommuner har en omfattande fritidsverksamhet	O O O O O O F O O O
