idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
168	Meer onderhandelingen zouden wel mogelijk zijn , maar de tijd dringt .	meer onderhandelingen zouden wel mogelijk zijn maar de tijd dringt	O O C O O C O O O C	meer onderhandelingen wel mogelijk zijn zouden maar dringt de tijd	O O O O F F O F O O
169	""" De crediteuren staan te dringen "" ."	de crediteuren staan te dringen	O O C O C	de crediteuren staan te dringen	O O C O C
170	De heer W. G. Posthumus Meyjes vroeg zich af of het inderdaad wel zo erg is met Edy .	de heer w. g. posthumus meyjes vroeg zich af of het inderdaad wel zo erg is met edy	O O O O O O C O O O O O O O O C O O	de heer w. g. posthumus meyjes zich af is of vroeg het inderdaad wel zo erg met edy	O O O O O O O O F O F O O O O O O O
171	De Chinese dreiging is een nieuw element , dat Rusland tegemoetkomender heeft gemaakt , maar er is misschien ook een factor van invloed die aan de besprekingen een sterkere basis kan verschaffen .	de chinese dreiging is een nieuw element dat rusland tegemoetkomender heeft gemaakt maar er is misschien ook een factor van invloed die aan de besprekingen een sterkere basis kan verschaffen	O O O C O O O O O O C C O O C O O O O O O O O O O O O O C C	de chinese dreiging gemaakt is een nieuw element dat heeft rusland tegemoetkomender maar er is misschien ook een factor van invloed die aan de besprekingen een sterkere basis kan verschaffen	O O O F F O O O O F O O O O C O O O O O O O O O O O O O C C
172	Er zit nog wel enige reserve en het vermogen is niet weg , meende hij .	er zit nog wel enige reserve en het vermogen is niet weg meende hij	O C O O O O O O O C O O C O	er nog wel enige reserve en het vermogen zit is niet weg meende hij	O O O O O O O O F C O O C O
173	Voor het bestuur van Edy had hij echter geen goed woord over .	voor het bestuur van edy had hij echter geen goed woord over	O O O O O C O O O O O O	voor het bestuur van edy had hij echter geen goed woord over	O O O O O C O O O O O O
174	Een ander onprettig facet is het noodgedwongen ontbreken van echte bomen in het gebied .	een ander onprettig facet is het noodgedwongen ontbreken van echte bomen in het gebied	O O O O C O O C O O O O O O	een ander onprettig facet is het ontbreken noodgedwongen van echte bomen in het gebied	O O O O C O F O O O O O O O
175	Bij een totale onderkeldering ( voor wegen en parkeergarages ) kunnen immers alleen maar heel kleine boompjes , meer als een soort onbehoorlijk uit de kluiten gewassen struiken , een redelijk leven leiden .	bij een totale onderkeldering voor wegen en parkeergarages kunnen immers alleen maar heel kleine boompjes meer als een soort onbehoorlijk uit de kluiten gewassen struiken een redelijk leven leiden	O O O O O O O O C O O O O O O O O O O O O O O C O O O O C	bij een totale onderkeldering gewassen voor wegen en parkeergarages immers alleen maar kunnen heel kleine boompjes meer als een soort onbehoorlijk uit de kluiten struiken een redelijk leven leiden	O O O O F O O O O O O O F O O O O O O O O O O O O O O O C
176	Het is buiten twijfel dat hier wel wat erg veel aan het verkeer wordt opgeofferd .	het is buiten twijfel dat hier wel wat erg veel aan het verkeer wordt opgeofferd	O C O O O O O O O O O O O C C	het is buiten twijfel dat hier opgeofferd wordt wel wat erg veel aan het verkeer	O C O O O O F F O O O O O O O
177	Mogelijk komen ook voor dit probleem bruikbare alternatieven .	mogelijk komen ook voor dit probleem bruikbare alternatieven	O C O O O O O O	mogelijk ook voor dit probleem komen bruikbare alternatieven	O O O O O F O O
178	De tentoonstelling wordt begeleid door een uitvoerige en informatieve catalogus .	de tentoonstelling wordt begeleid door een uitvoerige en informatieve catalogus	O O C C O O O O O O	de tentoonstelling wordt begeleid door een uitvoerige en informatieve catalogus	O O C C O O O O O O
179	Tussen de dertig en veertig miljoen dollar zullen Atlantic Richfield Company en Halcon International Inc. steken in de nieuwe fabriek van prolyleenoxyde aan de Seinehaven in het Rotterdamse Botlekgebied .	tussen de dertig en veertig miljoen dollar zullen atlantic richfield company en halcon international inc. steken in de nieuwe fabriek van prolyleenoxyde aan de seinehaven in het rotterdamse botlekgebied	O O O O O O O C O O O O O O O C O O O O O O O O O O O O O	tussen de dertig en veertig miljoen dollar atlantic richfield company zullen en halcon international inc. in de nieuwe fabriek van prolyleenoxyde aan de seinehaven in het rotterdamse botlekgebied steken	O O O O O O O O O O F O O O O O O O O O O O O O O O O O F
180	Gisteren maakten we van dit plan al melding .	gisteren maakten we van dit plan al melding	O C O O O O O O	gisteren maakten we van dit plan al melding	O C O O O O O O
181	Het complex komt op een 47 ha groot terrein tussen Werkspoor en Climax Molybden aan de Theemsweg .	het complex komt op een 47 ha groot terrein tussen werkspoor en climax molybden aan de theemsweg	O O C O O O O O O O O O O O O O O	het complex komt op een 47 ha groot terrein tussen werkspoor en climax molybden aan de theemsweg	O O C O O O O O O O O O O O O O O
182	Beide supergrote mogendheden hebben in het tijdperk na de tweede wereldoorlog de grenzen van hun macht ondervonden .	beide supergrote mogendheden hebben in het tijdperk na de tweede wereldoorlog de grenzen van hun macht ondervonden	O O O C O O O O O O O O O O O O C	beide supergrote mogendheden in het tijdperk na de tweede wereldoorlog ondervonden hebben de grenzen van hun macht	O O O O O O O O O O F F O O O O O
183	Met minder dan honderd man personeel zal de fabriek worden gedreven .	met minder dan honderd man personeel zal de fabriek worden gedreven	O O O O O O C O O C C	met minder dan honderd man personeel zal de fabriek worden gedreven	O O O O O O C O O C C
184	De produktie zal eind 1971 moeten beginnen .	de produktie zal eind 1971 moeten beginnen	O O C O O C C	de produktie moeten eind 1971 beginnen zal	O O F O O F F
185	Circa de helft wordt geexporteerd .	circa de helft wordt geexporteerd	O O O C C	circa de helft wordt geexporteerd	O O O C C
186	46 aandeelhouders met 945 stemmen waren op deze rumoerige , bijna 3,5 uur durende vergadering aanwezig .	46 aandeelhouders met 945 stemmen waren op deze rumoerige bijna 3,5 uur durende vergadering aanwezig	O O O O O C O O O O O O C O O	46 aandeelhouders met 945 stemmen op deze rumoerige bijna 3,5 uur waren vergadering aanwezig durende	O O O O O O O O O O O F O O F
187	De heer J. H. Bruggeman uit Hamersveld trok al snel in de aanval , sprak van het weggeven van de vennootschap voor een volmaakt onmogelijk bedrag en zei het vertrouwen in het bestuur volledig verloren te hebben .	de heer j. h. bruggeman uit hamersveld trok al snel in de aanval sprak van het weggeven van de vennootschap voor een volmaakt onmogelijk bedrag en zei het vertrouwen in het bestuur volledig verloren te hebben	O O O O O O O C O O O O O C O O C O O O O O O O O O C O O O O O O C O C	de heer j. h. bruggeman uit hamersveld trok al snel in de aanval sprak van weggeven het van de vennootschap voor een volmaakt onmogelijk bedrag en zei het vertrouwen verloren in het bestuur volledig te hebben	O O O O O O O C O O O O O C O F O O O O O O O O O O C O O F O O O O O C
188	""" Het bod is je reinste waanzin "" ."	het bod is je reinste waanzin	O O C O O O	het bod je reinste is waanzin	O O O O F O
189	Uit het teruglopen van de beurskoers van 85 naar 69 concludeerde hij dat de aandeelhouders het bod volkomen onaanvaardbaar vinden .	uit het teruglopen van de beurskoers van 85 naar 69 concludeerde hij dat de aandeelhouders het bod volkomen onaanvaardbaar vinden	O O C O O O O O O O C O O O O O O O O C	uit het van de beurskoers van 85 naar teruglopen 69 concludeerde hij dat vinden de aandeelhouders het bod volkomen onaanvaardbaar	O O O O O O O O F O C O O F O O O O O O
190	Donderdag hoorde ik echter dat ik naar huis mocht .	donderdag hoorde ik echter dat ik naar huis mocht	O C O O O O O O C	donderdag hoorde ik echter dat ik mocht naar huis	O C O O O O F O O
191	Drie keer eerder hadden ze mij dat beloofd en drie keer was die belofte weer ingetrokken .	drie keer eerder hadden ze mij dat beloofd en drie keer was die belofte weer ingetrokken	O O O C O O O C O O O C O O O C	drie keer eerder hadden ze mij dat beloofd en drie keer was die belofte weer ingetrokken	O O O C O O O C O O O C O O O C
192	Deze keer was het echt zo .	deze keer was het echt zo	O O C O O O	deze keer het echt zo was	O O O O O F
193	"Insiders voorspellen een spannend vervolg op de "" affaire Nosjournaal "" , omdat het algemeen bekend is , dat journaalchef Dick Simons en de heer Enkelaar het niet zo bijster met elkaar kunnen vinden ."	insiders voorspellen een spannend vervolg op de affaire nosjournaal omdat het algemeen bekend is dat journaalchef dick simons en de heer enkelaar het niet zo bijster met elkaar kunnen vinden	O C O O O O O O O O O O O C O O O O O O O O O O O O O O C C	insiders is een spannend vervolg op de affaire nosjournaal omdat het voorspellen algemeen bekend dat journaalchef dick simons en de heer enkelaar het niet kunnen zo bijster met elkaar vinden	O F O O O O O O O O O F O O O O O O O O O O O O F O O O O C
194	Twee dagen na zijn terugkeer in Nederland breken de emoties pas goed los .	twee dagen na zijn terugkeer in nederland breken de emoties pas goed los	O O O O O O O C O O O O O	twee dagen breken na zijn terugkeer in nederland de emoties pas goed los	O O F O O O O O O O O O O
195	Hij vertelt en windt zich op en moet door zijn vrouw tot kalmte worden gebracht .	hij vertelt en windt zich op en moet door zijn vrouw tot kalmte worden gebracht	O C O C O O O O O C C O C O O	hij vertelt en zich op windt en moet door zijn vrouw tot kalmte worden gebracht	O C O O O F O C O O O O O C C
196	""" Hij loopt af als een wekker , kalm nu maar Cor , kalm "" , zegt zij ."	hij loopt af als een wekker kalm nu maar cor kalm zegt zij	O C O O O O O O O O O C O	hij af als een wekker kalm nu maar loopt cor kalm zij zegt	O O O O O O O O F O O O F
197	Mendes-France behoort tot de oprichter van het Internationale monetaire fonds .	mendes-france behoort tot de oprichter van het internationale monetaire fonds	O C O O O O O O O O	mendes-france behoort tot de oprichter van het internationale monetaire fonds	O C O O O O O O O O
198	Na zijn premierschap , waarin hij een einde maakte aan het conflict met de Vietminh in het vroegere Indochina , heeft Mendes-France achter de schermen nog een zekere invloed op het politieke leven gehad totdat in 1958 de Gaulle aan het bewind kwam .	na zijn premierschap waarin hij een einde maakte aan het conflict met de vietminh in het vroegere indochina heeft mendes-france achter de schermen nog een zekere invloed op het politieke leven gehad totdat in 1958 de gaulle aan het bewind kwam	O O O C O O O O O O O O O O O O C O O O O C O O O O O O O O O O O O O O O O O O C	na zijn premierschap waarin maakte hij een einde aan het conflict met de vietminh in het vroegere indochina mendes-france achter de schermen heeft nog een zekere invloed op het politieke leven gehad kwam totdat in 1958 de gaulle aan het bewind	O O O O F O O O O O O O O O O O O O O O O O F O O O O O O O O C F O O O O O O O O
199	Mendes-France , die van origine een radicaal was , trad later toe tot de kleine socialistische partij Psu , die hij nog weer later weer verliet .	mendes-france die van origine een radicaal was trad later toe tot de kleine socialistische partij psu die hij nog weer later weer verliet	O O O O O O C C O O O O O O O O O O O O O O C	mendes-france die van origine een radicaal was trad later toe tot de kleine socialistische partij psu verliet die hij nog weer later weer	O O O O O O C C O O O O O O O O F O O O O O O
200	Het Israelische standpunt in dezen is dat het initiatief tot een dergelijke ontwikkeling van de Sowjetunie dient uit te gaan .	het israelische standpunt in dezen is dat het initiatief tot een dergelijke ontwikkeling van de sowjetunie dient uit te gaan	O O O O O C O O O O O O O C O O O O O C	het israelische standpunt in is dezen dat het initiatief tot een dergelijke ontwikkeling van de gaan dient sowjetunie uit te	O O O O F O O O O O O O O O O F C O O O
201	Ook gisteren heeft de Israelische luchtmacht doelen op de westelijke kust van de Golf van Suez in Egypte aangevallen .	ook gisteren heeft de israelische luchtmacht doelen op de westelijke kust van de golf van suez in egypte aangevallen	O O C O O O O O O O O O O O O O O O C	ook gisteren heeft de israelische luchtmacht doelen op de westelijke kust van de golf van suez in egypte aangevallen	O O C O O O O O O O O O O O O O O O C
202	De verklaring voor deze aanvallen is dat Israel erop uit is het Egyptische defensiesysteem te vernietigen en de door Egypte verrichte herstelwerkzaamheden na de jongste Israelische inval in dat gebied ongedaan te maken .	de verklaring voor deze aanvallen is dat israel erop uit is het egyptische defensiesysteem te vernietigen en de door egypte verrichte herstelwerkzaamheden na de jongste israelische inval in dat gebied ongedaan te maken	O O O O O C O O O C O O O O O C O O O O C O O O O O O O O O O O C	de verklaring is voor deze aanvallen is dat erop israel uit het egyptische defensiesysteem te vernietigen en verrichte de door maken egypte herstelwerkzaamheden na de jongste israelische inval in dat gebied ongedaan te	O O F O O O F O O O O O O O O C O F O O F O O O O O O O O O O O O
203	Geen wonder trouwens , want beide heren koesteren gans andere opvattingen over de manier , waarop een goed journaal tot stand moet komen .	geen wonder trouwens want beide heren koesteren gans andere opvattingen over de manier waarop een goed journaal tot stand moet komen	O O O O O O C O O O O O O O O O O O O C C	geen wonder trouwens want beide heren koesteren gans andere opvattingen over de manier waarop een goed journaal tot stand moet komen	O O O O O O C O O O O O O O O O O O O C C
204	Na 35 congressen staat de internationale Pen-club nog vast op de been , maar wel , zoals in Menton blijkt , met een slecht geweten .	na 35 congressen staat de internationale pen-club nog vast op de been maar wel zoals in menton blijkt met een slecht geweten	O O O C O O O O O O O O O O O O O O O O O C	na 35 congressen staat de internationale pen-club nog vast op de been maar wel blijkt zoals in menton met een slecht geweten	O O O C O O O O O O O O O O F O O O O O O O
205	Een slecht geweten omdat de jonge schrijvers onvoldoende in deze organisatie zijn vertegenwoordigd .	een slecht geweten omdat de jonge schrijvers onvoldoende in deze organisatie zijn vertegenwoordigd	O O O O O O O O O O O C C	een slecht geweten omdat de jonge schrijvers zijn onvoldoende in deze organisatie vertegenwoordigd	O O O O O O O F O O O O C
206	Als daarin geen verandering komt moet de Pen dan maar worden opgedoekt ?	als daarin geen verandering komt moet de pen dan maar worden opgedoekt	O O O O C C O O O O C C	als daarin geen verandering komt moet worden de opgedoekt pen dan maar	O O O O C C F O F O O O
207	Arthur Miller , de net afgetreden president , vindt van niet .	arthur miller de net afgetreden president vindt van niet	O O O O C O C O O	arthur miller de afgetreden net vindt president van niet	O O O F O F O O O
208	Vrijwel uitsluitend door de Pen lukt het om steeds weer te wijzen op het lot van vervolgde schrijvers in zovele landen .	vrijwel uitsluitend door de pen lukt het om steeds weer te wijzen op het lot van vervolgde schrijvers in zovele landen	O O O O O C O O O O O C O O O O C O O O O	vrijwel uitsluitend door de pen lukt het om wijzen steeds weer te op het lot van schrijvers vervolgde in zovele landen	O O O O O C O O F O O O O O O O O F O O O
209	Evenals zaterdag was Fournet begonnen met de ouverture Egmont , waarna men ditmaal op Mozarts optimistische klavierconcert in G , Kv 453 werd getracteerd .	evenals zaterdag was fournet begonnen met de ouverture egmont waarna men ditmaal op mozarts optimistische klavierconcert in g kv 453 werd getracteerd	O O C O C O O O O O O O O O O O O O O O C C	evenals zaterdag was fournet begonnen met de ouverture egmont waarna men ditmaal op mozarts optimistische klavierconcert in g kv 453 werd getracteerd	O O C O C O O O O O O O O O O O O O O O C C
210	het orkest beleefde een hoorbare vreugde aan het musiceren in deze van esprit tintelende partituur ( waarbij de houtblazers , en met name de nieuwe hoboist Werner Herbers excelleerden ) , en de beroemde jonge pianist Michel Block speelde zijn partij met veel verfijning en een gevoelige intimiteit .	het orkest beleefde een hoorbare vreugde aan het musiceren in deze van esprit tintelende partituur waarbij de houtblazers en met name de nieuwe hoboist werner herbers excelleerden en de beroemde jonge pianist michel block speelde zijn partij met veel verfijning en een gevoelige intimiteit	O O C O O O O O C O O O O C O O O O O O O O O O O O C O O O O O O O C O O O O O O O O O	het orkest een hoorbare vreugde beleefde aan musiceren het in tintelende deze van esprit partituur waarbij de houtblazers en met name de nieuwe hoboist werner herbers excelleerden speelde en de beroemde jonge pianist michel block zijn partij met veel verfijning en een gevoelige intimiteit	O O O O O F O F O O F O O O O O O O O O O O O O O O C F O O O O O O O O O O O O O O O O
211	Voor wie het werk goed kende was dat laatste merkbaar , anderen zullen helaas vrij veel van het passagewerk gemist hebben .	voor wie het werk goed kende was dat laatste merkbaar anderen zullen helaas vrij veel van het passagewerk gemist hebben	O O O O O C C O O O O C O O O O O O C C	voor wie het werk goed kende gemist dat laatste merkbaar anderen zullen helaas vrij hebben veel van het passagewerk was	O O O O O C F O O O O C O O F O O O O F
212	Vele omroepmedewerkers zijn de pioniersdagen van de Nederlandse televisie nog niet vergeten , toen Carel Enkelaar op de stoel van de heer Simons een journaal maakte dat vaktechnisch gesproken , klonk als een klok .	vele omroepmedewerkers zijn de pioniersdagen van de nederlandse televisie nog niet vergeten toen carel enkelaar op de stoel van de heer simons een journaal maakte dat vaktechnisch gesproken klonk als een klok	O O C O O O O O O O O C O O O O O O O O O O O O C O O C C O O O	vele omroepmedewerkers zijn de pioniersdagen van de nederlandse televisie nog niet vergeten toen maakte carel enkelaar op de stoel van de heer simons een journaal dat vaktechnisch gesproken klonk als een klok	O O C O O O O O O O O C O F O O O O O O O O O O O O O C C O O O
213	Daarbij zal Tilburg toch wel buiten spel komen te staan .	daarbij zal tilburg toch wel buiten spel komen te staan	O O O O O O C C O C	daarbij zal komen toch wel staan buiten tilburg spel te	O C F O O F O O O O
214	Het zou dan volgens de nota , die dit niet expliciet zegt , gaan tussen Eindhoven en Twente .	het zou dan volgens de nota die dit niet expliciet zegt gaan tussen eindhoven en twente	O C O O O O C O O O O O O O O C	het dan volgens de nota gaan die dit niet expliciet zegt tussen eindhoven zou en twente	O O O O O F O O O O C O O F O O
215	De minister heeft zich in de nota bij voorbaat gedekt tegen de kritiek , dat de keuze van Maastricht een zuiver politieke keuze zou zijn .	de minister heeft zich in de nota bij voorbaat gedekt tegen de kritiek dat de keuze van maastricht een zuiver politieke keuze zou zijn	O O C O O O O O O C O O O O O O O O O O O O C C	de minister heeft zich in de nota bij voorbaat gedekt tegen de kritiek dat de keuze van maastricht een zuiver politieke keuze zou zijn	O O C O O O O O O C O O O O O O O O O O O O C C
216	Bij de keuze heeft de regering grote waarde gehecht aan de samenhang der wetenschappen .	bij de keuze heeft de regering grote waarde gehecht aan de samenhang der wetenschappen	O O O C O O O O C O O O O O	bij de keuze de regering gehecht grote waarde aan de samenhang der wetenschappen heeft	O O O O O F O O O O O O O F
217	Nu heeft een medische faculteit in Maastricht niets om mee samen te werken .	nu heeft een medische faculteit in maastricht niets om mee samen te werken	O C O O O O O O O O O O C	nu heeft een medische faculteit in maastricht niets om mee samen te werken	O C O O O O O O O O O O C
218	De totale sterkte is 1.700 man , de opbouwkosten zijn in het totaal nog geen half miljoen gulden .	de totale sterkte is 1.700 man de opbouwkosten zijn in het totaal nog geen half miljoen gulden	O O O C O O O O C O O O O O O O O	de totale sterkte 1.700 man de opbouwkosten in het totaal nog is geen half miljoen zijn gulden	O O O O O O O O O O O F O O O F O
219	Voor de nieuwe vredestaak zijn aangewezen twee compagnieen mariniers , een bevoorradingsschip en schepen voor een eventueel hoofdkwartier of voor logistieke ondersteuning , een pantserinfanteriebataljon , een brigade geneeskundige compagnie , een peloton Koninklijke marechaussee , een genieveldcompagnie en een lichte transportcompagnie .	voor de nieuwe vredestaak zijn aangewezen twee compagnieen mariniers een bevoorradingsschip en schepen voor een eventueel hoofdkwartier of voor logistieke ondersteuning een pantserinfanteriebataljon een brigade geneeskundige compagnie een peloton koninklijke marechaussee een genieveldcompagnie en een lichte transportcompagnie	O O O O C C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	voor de nieuwe vredestaak twee compagnieen aangewezen mariniers een bevoorradingsschip en schepen voor een eventueel hoofdkwartier of voor logistieke ondersteuning een pantserinfanteriebataljon een brigade geneeskundige compagnie een peloton koninklijke marechaussee een genieveldcompagnie en een lichte transportcompagnie zijn	O O O O O O F O O O O O O O O O O O O O O O O O O O O O O O O O O O O O F
220	In totaal beschikt de rampenbrigade over 300 voertuigen .	in totaal beschikt de rampenbrigade over 300 voertuigen	O O C O O O O O	in totaal beschikt de rampenbrigade over 300 voertuigen	O O C O O O O O
221	De Koninklijke marechaussee ( 30 man ) zal als enige onderdeel bewapend zijn voor de uitoefening van haar politietaak .	de koninklijke marechaussee 30 man zal als enige onderdeel bewapend zijn voor de uitoefening van haar politietaak	O O O O O C O O O C C O O O O O O	de koninklijke marechaussee 30 man bewapend als enige onderdeel voor de uitoefening van haar politietaak zijn zal	O O O O O F O O O O O O O O O F F
222	In ons land geniet de ouderdomsgeneeskunde , de geriatrie , nog gering aanzien , aldus dr. Cahn .	in ons land geniet de ouderdomsgeneeskunde de geriatrie nog gering aanzien aldus dr. cahn	O O O C O O O O O O O O O O	in ons land geniet de ouderdomsgeneeskunde de geriatrie nog gering aanzien aldus dr. cahn	O O O C O O O O O O O O O O
223	"Je kwam doodmoe thuis , maar je had dan ook het gevoel wat te hebben gedaan "" ."	je kwam doodmoe thuis maar je had dan ook het gevoel wat te hebben gedaan	O C O O O O C O O O O O O C C	je kwam doodmoe thuis maar je had dan ook het gevoel wat te hebben gedaan	O C O O O O C O O O O O O C C
224	""" Nog steeds is het hier niet mogelijk aan artsen en aanstaande artsen een verantwoord geriatrische scholing te geven ."	nog steeds is het hier niet mogelijk aan artsen en aanstaande artsen een verantwoord geriatrische scholing te geven	O O C O O O O O O O O O O C O O O C	nog steeds het hier niet mogelijk is aan artsen en aanstaande artsen een geriatrische geven scholing verantwoord te	O O O O O O F O O O O O O O F O F O
225	"Ook hier wreekt zich de gebrekkige aansluiting tussen universiteit en maatschappij "" ."	ook hier wreekt zich de gebrekkige aansluiting tussen universiteit en maatschappij	O O C O O O O O O O O	ook hier wreekt zich de gebrekkige aansluiting tussen universiteit en maatschappij	O O C O O O O O O O O
226	Dr. Cahn stelt voorts , dat het verpleegtehuis voor psychisch gestoorde bejaarden alleen zinvol kan functioneren als het aansluiting heeft bij andere vormen van bejaardenzorg .	dr. cahn stelt voorts dat het verpleegtehuis voor psychisch gestoorde bejaarden alleen zinvol kan functioneren als het aansluiting heeft bij andere vormen van bejaardenzorg	O O C O O O O O O C O O O C C O O O C O O O O O	dr. stelt cahn voorts dat het verpleegtehuis voor psychisch gestoorde bejaarden alleen zinvol kan functioneren als het aansluiting heeft bij andere vormen van bejaardenzorg	O F O O O O O O O C O O O C C O O O C O O O O O
227	Steeds dreigt nu het gevaar dat het verpleegtehuis een eindstation wordt , waar men de patienten naar toe schuift om hen vervolgens te vergeten .	steeds dreigt nu het gevaar dat het verpleegtehuis een eindstation wordt waar men de patienten naar toe schuift om hen vervolgens te vergeten	O C O O O O O O O O C O O O O O O C O O O O C	steeds dreigt nu het gevaar dat het verpleegtehuis een eindstation wordt waar men de patienten naar toe schuift om hen vervolgens te vergeten	O C O O O O O O O O C O O O O O O C O O O O C
228	"De beste toestand is die waarin allen zich toeleggen op de produktie van wat zij het beste kunnen maken . """	de beste toestand is die waarin allen zich toeleggen op de produktie van wat zij het beste kunnen maken	O O O C O O O O C O O O O O O O O C C	de beste toestand is die waarin toeleggen allen zich op de produktie van wat zij het beste kunnen maken	O O O C O O F O O O O O O O O O O C C
229	Die ideale toestand is nog ver verwijderd .	die ideale toestand is nog ver verwijderd	O O O C O O C	die ideale toestand verwijderd is nog ver	O O O F F O O
230	De huidige industriele taakverdeling in de wereld wordt met tamelijk sterke wapens verdedigd door de rijke landen , zegt prof. Tinbergen elders .	de huidige industriele taakverdeling in de wereld wordt met tamelijk sterke wapens verdedigd door de rijke landen zegt prof. tinbergen elders	O O O O O O O C O O O O C O O O O C O O O	de huidige industriele taakverdeling verdedigd in de wereld met tamelijk sterke wapens wordt door de rijke landen prof. tinbergen elders zegt	O O O O F O O O O O O O F O O O O O O O F
231	Een arm land kan wel een industrie opzetten , maar het kan de produkten daarvan niet aan ons kwijt doordat wij ons met tolmuren tegen de concurrentie beschermen .	een arm land kan wel een industrie opzetten maar het kan de produkten daarvan niet aan ons kwijt doordat wij ons met tolmuren tegen de concurrentie beschermen	O O O C O O O C O O C O O O O O O O O O O O O O O O C	een arm land kan wel een industrie opzetten maar het de produkten daarvan niet aan ons kan kwijt beschermen doordat wij ons met tolmuren tegen de concurrentie	O O O C O O O C O O O O O O O O F O F O O O O O O O O
232	We menen zo maar het laatste argument .	we menen zo maar het laatste argument	O C O O O O O	we zo menen maar het laatste argument	O O F O O O O
233	Jan Tinbergen is er heilig van overtuigd , dat oost en west sterk naar elkaar toegroeien .	jan tinbergen is er heilig van overtuigd dat oost en west sterk naar elkaar toegroeien	O O C O C O O O O O O O O O C	jan tinbergen overtuigd er heilig van is toegroeien dat oost en west sterk naar elkaar	O O F O O O F F O O O O O O O
234	Want als een bedrijf in Nederland , ondanks een rentevergoeding van 3 1/2 procent op rekeningen courant ( girorekeningen in dit geval ) , in de geldsector met gemak winst kan maken dan is het de giro wel .	want als een bedrijf in nederland ondanks een rentevergoeding van 3 1/2 procent op rekeningen courant girorekeningen in dit geval in de geldsector met gemak winst kan maken dan is het de giro wel	O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O C C	want als een bedrijf in nederland ondanks een rentevergoeding van 3 1/2 procent op rekeningen courant girorekeningen in dit geval in de geldsector met gemak winst kan maken dan het is de giro wel	O O O O O O O O O O O O O O O O O O O O O O O O O O C C O O F O O O
235	Het giro-apparaat dat als voorbeeld van automatisering geldt , is ons inziens zonder meer in staat over te gaan op een rentevergoeding zonder dat dit al te veel nieuwe arbeidskosten met zich meebrengt .	het giro-apparaat dat als voorbeeld van automatisering geldt is ons inziens zonder meer in staat over te gaan op een rentevergoeding zonder dat dit al te veel nieuwe arbeidskosten met zich meebrengt	O O C O O O O O O O O O O O C O O C O O O O O O O O O O O O O C	het giro-apparaat geldt dat als voorbeeld van automatisering is ons inziens zonder meer in staat over gaan te op een rentevergoeding zonder dat meebrengt dit al te veel nieuwe arbeidskosten met zich	O O F O O O O O C O O O O O O O F O O O O O O F O O O O O O O O
236	Burgemeester en wethouders willen de traditie handhaven , dat gedurende de maand december 's avonds feestverlichting brandt langs de kanalen en grachten rond de oude stadskern en langs een deel van het Hoendiep te Hoogkerk .	burgemeester en wethouders willen de traditie handhaven dat gedurende de maand december 's avonds feestverlichting brandt langs de kanalen en grachten rond de oude stadskern en langs een deel van het hoendiep te hoogkerk	O O O C O O C O O O O O O O O C O O O O O O O O O O O O O O O O O O	burgemeester en wethouders willen de traditie handhaven dat gedurende de maand december 's avonds brandt feestverlichting langs de kanalen en grachten rond de oude stadskern en langs een deel van het hoendiep te hoogkerk	O O O C O O C O O O O O O O F O O O O O O O O O O O O O O O O O O O
237	Hiervoor vraagt het college de raad om een krediet van flo 24.600,- beschikbaar te stellen .	hiervoor vraagt het college de raad om een krediet van flo 24.600,- beschikbaar te stellen	O C O O O O O O O O O O O O C	hiervoor vraagt het college de raad om een krediet van flo 24.600,- beschikbaar te stellen	O C O O O O O O O O O O O O C
238	Van een deel van dit bedrag zal ook de feestverlichting voor Grote Markt , Martinikerkhof , Sint Jansstraat , Kreupelstraat , Kattenhage en Sint Walburgstraat moeten worden gefinancieerd .	van een deel van dit bedrag zal ook de feestverlichting voor grote markt martinikerkhof sint jansstraat kreupelstraat kattenhage en sint walburgstraat moeten worden gefinancieerd	O O O O O O C O O O O O O O O O O O O O O C C C	van een deel van dit bedrag worden ook de feestverlichting voor grote markt martinikerkhof sint jansstraat kreupelstraat moeten kattenhage en sint walburgstraat zal gefinancieerd	O O O O O O F O O O O O O O O O O F O O O O F C
239	Volgens de commissie Van Dam , die in opdracht van de Utrechtse gemeenteraad een onderzoek heeft ingesteld naar de achtergronden van de moeilijkheden op het gemeentelijk atheneum , is de Utrechtse wethouder H. van der Vlist in deze kwestie ernstig in gebreke gebleven .	volgens de commissie van dam die in opdracht van de utrechtse gemeenteraad een onderzoek heeft ingesteld naar de achtergronden van de moeilijkheden op het gemeentelijk atheneum is de utrechtse wethouder h. van der vlist in deze kwestie ernstig in gebreke gebleven	O O O O O O O O O O O O O O C C O O O O O O O O O O C O O O O O O O O O O O O O C	volgens de commissie van dam die in opdracht van de utrechtse gemeenteraad ingesteld heeft een onderzoek naar de achtergronden van de moeilijkheden op het gemeentelijk atheneum de utrechtse wethouder h. van der vlist in deze kwestie is gebleven ernstig in gebreke	O O O O O O O O O O O O F F O O O O O O O O O O O O O O O O O O O O O O F F O O O
