idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
791	Een waarnemer , die de reis van de Enola Gay ( genoemd naar de moeder van de piloot ) in een ander vliegtuig begeleidde , beschreef de explosie als volgt :	een waarnemer die de reis van de enola gay genoemd naar de moeder van de piloot in een ander vliegtuig begeleidde beschreef de explosie als volgt	O O C O O O O O O O O O C O O O O O O O O O O C O C	een waarnemer beschreef de explosie die de reis van de enola begeleidde gay naar de moeder genoemd van de piloot in een ander vliegtuig als volgt	O O C O O O O O O O O F O O O O F O O O O O O O O C
792	""" Het was een verschrikkelijk schouwspel ."	het was een verschrikkelijk schouwspel	O C O O O	het een verschrikkelijk was schouwspel	O O O F O
793	Grote stofwolken bedekten alles .	grote stofwolken bedekten alles	O O C O	grote stofwolken bedekten alles	O O C O
794	In de Tweede Kamer is meegedeeld , dat de heer Lems deze vragen mondeling zal stellen .	in de tweede kamer is meegedeeld dat de heer lems deze vragen mondeling zal stellen	O O O O C C O O O O O O O C C	in de meegedeeld tweede kamer is dat de heer lems deze vragen mondeling zal stellen	O O F O O F O O O O O O O C C
795	Zo ziet u !	zo ziet u	O C O	zo ziet u	O C O
796	De basis van het onderste stuk van de paddestoel , een massa rood-grijs stof van ongeveer vijf km diameeter , kookte .	de basis van het onderste stuk van de paddestoel een massa rood-grijs stof van ongeveer vijf km diameeter kookte	O O O O O O O O O O O O O O O O O O C	de basis van het onderste stuk van de paddestoel een massa rood-grijs stof van ongeveer vijf km diameeter kookte	O O O O O O O O O O O O O O O O O O C
797	Van 4 september tot en met 15 november wordt in het Centraal museum in Utrecht een tentoonstelling gehouden onder de titel :	van 4 september tot en met 15 november wordt in het centraal museum in utrecht een tentoonstelling gehouden onder de titel	O O O O O O O O C O O O O O O O O C O O O	van wordt 4 september tot en met 15 gehouden november in het centraal museum in utrecht een tentoonstelling onder de titel	O F O O O O O O F O O O O O O O O O O O O
798	Deze expositie omvat zestig schilderijen door Karel Appel uit zijn eigen collectie .	deze expositie omvat zestig schilderijen door karel appel uit zijn eigen collectie	O O C O O O O O O O O O	deze expositie zestig schilderijen door karel appel uit zijn eigen collectie omvat	O O O O O O O O O O O F
799	Het is een selectie die in overleg met de kunstenaar is gedaan en die een overzicht geeft van het werk gedurende Appels gehele carriere .	het is een selectie die in overleg met de kunstenaar is gedaan en die een overzicht geeft van het werk gedurende appels gehele carriere	O C O O O O O O O O C C O O O O C O O O O O O O	het is een selectie die in overleg met de kunstenaar is gedaan en die een overzicht geeft van het werk gedurende appels gehele carriere	O C O O O O O O O O C C O O O O C O O O O O O O
800	De schilderijen werden tot dusver nimmer tezamen vertoond .	de schilderijen werden tot dusver nimmer tezamen vertoond	O O C O O O O C	de schilderijen tot dusver nimmer werden tezamen vertoond	O O O O O F O C
801	""" In Europa is de industrie niet bijster populair ."	in europa is de industrie niet bijster populair	O O C O O O O O	in europa is de industrie niet bijster populair	O O C O O O O O
802	Hoe groter je bent , hoe minder gezien .	hoe groter je bent hoe minder gezien	O O O C O O C	hoe groter bent gezien je hoe minder	O O F F O O O
803	Dat gevoel heerst vooral sterk op de universiteiten .	dat gevoel heerst vooral sterk op de universiteiten	O O C O O O O O	dat gevoel heerst vooral sterk op de universiteiten	O O C O O O O O
804	Al eerder had de socialist schriftelijke vragen gesteld .	al eerder had de socialist schriftelijke vragen gesteld	O O C O O O O C	al eerder de socialist schriftelijke vragen gesteld had	O O O O O O F F
805	"Maar zodra wij hebben besloten een positieve houding aan te nemen in onze eigen gemeenschap , dan moeten wij onze critici , door dialoog , hiervan overtuigen "" ."	maar zodra wij hebben besloten een positieve houding aan te nemen in onze eigen gemeenschap dan moeten wij onze critici door dialoog hiervan overtuigen	O O O C C O C O O O O O O C O O O O O C O O O O	maar zodra wij dan hebben wij onze critici door dialoog moeten hiervan besloten overtuigen een positieve houding aan te nemen in onze eigen gemeenschap	O O O O F O O O O O F O F C O O O O O C O O O O
806	""" Er is , of was , onder de Europese industrie ten aanzien van de vakverbonden een houding van :"	er is of was onder de europese industrie ten aanzien van de vakverbonden een houding van	O C O O O O O O O O O O O O O C	er onder de europese industrie ten is aanzien van de vakverbonden een houding van of was	O O O O O O F O O O O O O O O C
807	je kan die jongens eigenlijk niet vertrouwen .	je kan die jongens eigenlijk niet vertrouwen	O C O O O O C	je die jongens eigenlijk niet vertrouwen kan	O O O O O F F
808	Daarmee ben ik het niet eens .	daarmee ben ik het niet eens	O C O O O O	daarmee ben ik het niet eens	O C O O O O
809	De manoeuvres waarvoor een klein deel van onze krijgsmacht enkele dagen geleden in de Franse legerplaats La Courtine is aangekomen , hebben maar een zeer beperkte waarde .	de manoeuvres waarvoor een klein deel van onze krijgsmacht enkele dagen geleden in de franse legerplaats la courtine is aangekomen hebben maar een zeer beperkte waarde	O O O O O O O O O O O O O O O O O O C C C O O O C O	de manoeuvres waarvoor een klein deel van onze krijgsmacht enkele dagen geleden in de franse legerplaats la courtine is aangekomen hebben maar een zeer beperkte waarde	O O O O O O O O O O O O O O O O O O C C C O O O C O
810	Dat is het oordeel van brigade-generaal W. K. Brederode , commandant van de dertiende pantser-infanterie-brigade .	dat is het oordeel van brigade-generaal w. k. brederode commandant van de dertiende pantser-infanterie-brigade	O C O O O O O O O O O O O O	dat het oordeel van brigade-generaal w. k. brederode is commandant van de dertiende pantser-infanterie-brigade	O O O O O O O O F O O O O O
811	Onder hem ressorteren de troepen die hier op het ogenblik verblijven .	onder hem ressorteren de troepen die hier op het ogenblik verblijven	O O C O O O O O O O C	onder hem ressorteren de troepen die hier verblijven op het ogenblik	O O C O O O O F O O O
812	""" Voor oefeningen met pantservoertuigen "" , zei hij ons gisteravond , "" hebben we een gebied van 3000 ha nodig ."	voor oefeningen met pantservoertuigen zei hij ons gisteravond hebben we een gebied van 3000 ha nodig	O O O O C O O O O O O O C O O O	voor oefeningen met pantservoertuigen we een gebied hebben van 3000 ha nodig hij ons zei gisteravond	O O O O O O O F O O O O O O F O
813	"La Courtine biedt voor dit doel slechts 1000 ha . """	la courtine biedt voor dit doel slechts 1000 ha	O O C O O O O O O	la courtine voor dit doel biedt slechts 1000 ha	O O O O O F O O O
814	"Ook zal de heer Lems de minister een oordeel vragen over de "" pogingen van burgemeester mr. L. J. R. ridder van Rappard om een van de wethouders tot het nemen van ontslag te bewegen . """	ook zal de heer lems de minister een oordeel vragen over de pogingen van burgemeester mr. l. j. r. ridder van rappard om een van de wethouders tot het nemen van ontslag te bewegen	O C O O O O O O O C O O O O O O O O O O O O O O O O O O C O O C O O	ook zal de heer lems de minister een oordeel vragen over de pogingen van burgemeester mr. l. j. r. ridder van rappard om een van de wethouders te bewegen tot het nemen van ontslag	O C O O O O O O O C O O O O O O O O O O O O O O O O O O C O O C O O
815	Ook de keuze van de sociale werkplaats als voorportaal voor het eigenlijke werk in het bedrijfsleven , biedt voordelen .	ook de keuze van de sociale werkplaats als voorportaal voor het eigenlijke werk in het bedrijfsleven biedt voordelen	O O O O O O O O O O O O O O O O C O	ook de keuze van de sociale werkplaats als voorportaal voor het eigenlijke werk in het bedrijfsleven biedt voordelen	O O O O O O O O O O O O O O O O C O
816	De schoolklas kan er als geheel geplaatst worden - solidariteit en saamhorigheid zijn voor debiele kinderen heel belangrijke waarden .	de schoolklas kan er als geheel geplaatst worden solidariteit en saamhorigheid zijn voor debiele kinderen heel belangrijke waarden	O O C O O O C C O O O C O O O O O O	de schoolklas er als geheel kan solidariteit en saamhorigheid voor debiele kinderen worden zijn heel belangrijke waarden geplaatst	O O O O O F O O O O O O F F O O O F
817	Op de sociale werkplaats zijn de jongens niet gebonden aan een bepaalde vorm van werk , er zijn tien tot vijftien mogelijke arbeidsvormen .	op de sociale werkplaats zijn de jongens niet gebonden aan een bepaalde vorm van werk er zijn tien tot vijftien mogelijke arbeidsvormen	O O O O C O O O C O O C O O O O C O O O O O	op de sociale werkplaats bepaalde gebonden de jongens zijn niet aan een vorm van werk er zijn tien tot vijftien mogelijke arbeidsvormen	O O O O F F O O F O O O O O O O C O O O O O
818	Iedere leerling kan dus naar zijn beste baan zoeken .	iedere leerling kan dus naar zijn beste baan zoeken	O O C O O O O O C	iedere leerling kan dus naar zijn beste baan zoeken	O O C O O O O O C
819	""" Het is een der hoofdorganen van de VN en de hoogste autoriteit van de organisatie op het gebied van het internationale recht ."	het is een der hoofdorganen van de vn en de hoogste autoriteit van de organisatie op het gebied van het internationale recht	O C O O O O O O O O O O O O O O O O O O O O	het is een der hoofdorganen van de vn en de hoogste autoriteit van de organisatie op het gebied van het internationale recht	O C O O O O O O O O O O O O O O O O O O O O
820	In Finland achten wij de rol van het Hof onmisbaar voor de ontwikkeling van een vreedzame internationale orde .	in finland achten wij de rol van het hof onmisbaar voor de ontwikkeling van een vreedzame internationale orde	O O C O O O O O O O O O O O O O O O	in finland achten wij de rol van het hof onmisbaar voor de ontwikkeling van een vreedzame internationale orde	O O C O O O O O O O O O O O O O O O
821	Wij maken ons daarom zeer bezorgd over de toestand waarin het zich bevindt :	wij maken ons daarom zeer bezorgd over de toestand waarin het zich bevindt	O C O O O O O O O O O O C	wij ons daarom maken zeer bezorgd over de toestand waarin het zich bevindt	O O O F O O O O O O O O C
822	een orgaan dat ongebruikt blijft loopt gevaar weg te kwijnen .	een orgaan dat ongebruikt blijft loopt gevaar weg te kwijnen	O O C O O C C O O C	een orgaan loopt gevaar blijft dat ongebruikt kwijnen weg te	O O C O F O F F O O
823	Tom Okker heeft maandag voor de eerste maal in zijn carriere de internationale tenniskampioenschappen van West-Duitsland op zijn naam gebracht .	tom okker heeft maandag voor de eerste maal in zijn carriere de internationale tenniskampioenschappen van west-duitsland op zijn naam gebracht	O O C O O O O O O O O O O O O O O O O C	tom okker maandag voor de eerste maal in zijn carriere de internationale tenniskampioenschappen van west-duitsland op zijn naam heeft gebracht	O O O O O O O O O O O O O O O O O O F C
824	In de finale van het heren enkelspel zegevierde hij met 4-6 , 6-3 , 6-3 , 6-4 over de Roemeen Nastase .	in de finale van het heren enkelspel zegevierde hij met 4-6 6-3 6-3 6-4 over de roemeen nastase	O O O O O O O C O O O O O O O O O O	in de finale van het heren enkelspel hij met 4-6 6-3 6-3 6-4 zegevierde over de roemeen nastase	O O O O O O O O O O O O O F O O O O
825	Albert Niks ( 27 ) , zijn vrouw Theresa en hun dochtertje Tracy van 15 maanden zijn uit de hel van de Noordierse plaats Belfast naar het rustige Dedemsvaart gevlucht .	albert niks 27 zijn vrouw theresa en hun dochtertje tracy van 15 maanden zijn uit de hel van de noordierse plaats belfast naar het rustige dedemsvaart gevlucht	O O O O O O O O O O O O O C O O O O O O O O O O O O C	albert niks 27 zijn vrouw theresa en hun dochtertje tracy van 15 maanden zijn uit de hel van de noordierse plaats belfast naar het rustige dedemsvaart gevlucht	O O O O O O O O O O O O O C O O O O O O O O O O O O C
826	De zege van de 26-jarige Nederlander werd vergemakkelijkt door een blessure van Nastase .	de zege van de 26-jarige nederlander werd vergemakkelijkt door een blessure van nastase	O O O O O O C C O O O O O	de zege van de 26-jarige nederlander vergemakkelijkt werd door een blessure van nastase	O O O O O O F F O O O O O
827	De Roemeen blesseerde even voor het einde van de derde set zijn linkervoet .	de roemeen blesseerde even voor het einde van de derde set zijn linkervoet	O O C O O O O O O O O O O	de roemeen blesseerde even voor het einde van de derde set zijn linkervoet	O O C O O O O O O O O O O
828	Tevoren had hij Okker negentig minuten lang bijzonder sterk partij gegeven .	tevoren had hij okker negentig minuten lang bijzonder sterk partij gegeven	O C O O O O O O O O C	tevoren gegeven hij okker negentig minuten lang bijzonder sterk partij had	O F O O O O O O O O F
829	Van de kunstfotograaf Klaus Brantl , die reeds een fraai fotoboek Munchen leuchtet heeft doen verschijnen , heeft thans dezelfde uitgever F. Bruckmann KG te Munchen een groot werk , ( 26 x 32 cm ) het licht doen zien onder de titel :	van de kunstfotograaf klaus brantl die reeds een fraai fotoboek munchen leuchtet heeft doen verschijnen heeft thans dezelfde uitgever f. bruckmann kg te munchen een groot werk 26 x 32 cm het licht doen zien onder de titel	O O O O O O O O O O O O O O C O O O O O O O O O O C C C C O O O O O O O O C	van de kunstfotograaf klaus brantl een groot werk 26 x 32 cm het licht zien onder de titel die reeds een fraai fotoboek munchen leuchtet heeft doen verschijnen thans doen heeft dezelfde uitgever f. bruckmann kg te munchen	O O O O O O O O O O O O O O C O O O O O O O O O O C C C O F F O O O O O O O
830	Brantl heeft hiermede een magnifieke documentatie in zestig kleurenfoto's van zijn land gegeven , waarin hij getracht heeft natuurschoon , folklore , kunstschatten en architectuur in een harmonische verhouding samen te stellen .	brantl heeft hiermede een magnifieke documentatie in zestig kleurenfoto's van zijn land gegeven waarin hij getracht heeft natuurschoon folklore kunstschatten en architectuur in een harmonische verhouding samen te stellen	O C O O O O O O O O O O C O O C C O O O O O O O O O O O C	brantl hiermede een heeft magnifieke documentatie in zestig kleurenfoto's heeft gegeven van zijn land waarin getracht hij natuurschoon folklore kunstschatten en architectuur in een harmonische verhouding samen te stellen	O O O F O O O O O F F O O O O C O O O O O O O O O O O O C
831	De meeste foto's zijn zomerbeelden , winterlandschappen - de wintersportliefhebbers zo dierbaar - zijn er slechts enkele .	de meeste foto's zijn zomerbeelden winterlandschappen de wintersportliefhebbers zo dierbaar zijn er slechts enkele	O O O C O O O O O O C O O O	de meeste foto's zijn zomerbeelden winterlandschappen zijn de wintersportliefhebbers zo dierbaar er slechts enkele	O O O C O O F O O O O O O O
832	Van haar hand verschenen talrijke publikaties , onder meer de catalogus van de incunabelen in de Atheneumbibliotheek in Deventer ( 1917 ) , ( eerst samen met W. Nijhoff ) de Nederlandse bibliographie van 1500-1540 , Verboden boeken en opstandige drukkers in de hervormingstijd ( 1948 ) , commentaar bij enkele Vondeluitgaven , bibliografische en letterkundige artikelen in Het Boek , De Nieuwe taalgids , transactions of the bibliographic society , etc.	van haar hand verschenen talrijke publikaties onder meer de catalogus van de incunabelen in de atheneumbibliotheek in deventer 1917 eerst samen met w. nijhoff de nederlandse bibliographie van 1500-1540 verboden boeken en opstandige drukkers in de hervormingstijd 1948 commentaar bij enkele vondeluitgaven bibliografische en letterkundige artikelen in het boek de nieuwe taalgids transactions of the bibliographic society etc.	O O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	van haar hand verschenen talrijke publikaties onder meer de catalogus van de incunabelen in de atheneumbibliotheek in deventer 1917 eerst samen met w. nijhoff de nederlandse bibliographie van 1500-1540 verboden boeken en opstandige drukkers in de hervormingstijd 1948 commentaar bij enkele vondeluitgaven bibliografische en letterkundige artikelen in het boek de nieuwe taalgids transactions of the bibliographic society etc.	O O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
833	In 1962 kreeg mej. dr. Kronenberg de culturele prijs van Deventer uitgereikt .	in 1962 kreeg mej. dr. kronenberg de culturele prijs van deventer uitgereikt	O O C O O O O O O O O C	in 1962 mej. dr. kronenberg de culturele prijs van deventer uitgereikt kreeg	O O O O O O O O O O F F
834	Ze was verder officier in de orde van Oranje-Nassau .	ze was verder officier in de orde van oranje-nassau	O C O O O O O O O	ze was verder officier in de orde van oranje-nassau	O C O O O O O O O
835	Zij voelden zich bedreigd door de voortdurende botsingen tussen protestanten en katholieken in Ierland .	zij voelden zich bedreigd door de voortdurende botsingen tussen protestanten en katholieken in ierland	O C O C O O C O O O O O O O	zij voelden zich bedreigd door de voortdurende botsingen tussen protestanten en katholieken in ierland	O C O C O O C O O O O O O O
836	Beuth en co te Barneveld en Claushuis te Naarden zijn een fusie aangegaan om de marktpositie op het gebied van de fabrikage van donsdekens , lakenhoezen en kussens op de Nederlandse en buitenlandse markt te versterken .	beuth en co te barneveld en claushuis te naarden zijn een fusie aangegaan om de marktpositie op het gebied van de fabrikage van donsdekens lakenhoezen en kussens op de nederlandse en buitenlandse markt te versterken	O O O O O O O O O C O O C O O O O O O O O O O O O O O O O O O O O O C	beuth en co te barneveld en claushuis zijn te naarden een fusie aangegaan om de marktpositie op het gebied van de fabrikage van donsdekens lakenhoezen en kussens op de nederlandse en buitenlandse markt versterken te	O O O O O O O F O O O O C O O O O O O O O O O O O O O O O O O O O F O
837	Voor het personeel van beide ondernemingen heeft de fusie geen gevolgen , aldus de directies .	voor het personeel van beide ondernemingen heeft de fusie geen gevolgen aldus de directies	O O O O O O C O O O O O O O	voor het personeel van beide ondernemingen de fusie geen gevolgen aldus de directies heeft	O O O O O O O O O O O O O F
838	De firma Beuth en co. is een 100 jaar oude onderneming en is gespecialiseerd in de verwerking van dons en veren o.m. voor export naar Scandinavie en Claushuis is de Nederlandse handelsagent van irisette , een Duits merk in lakenhoezen voor donsdekens .	de firma beuth en co. is een 100 jaar oude onderneming en is gespecialiseerd in de verwerking van dons en veren o.m. voor export naar scandinavie en claushuis is de nederlandse handelsagent van irisette een duits merk in lakenhoezen voor donsdekens	O O O O O C O O O O O O C C O O O O O O O O O O O O O O C O O O O O O O O O O O O	de firma beuth en co. een gespecialiseerd 100 jaar oude onderneming en in de verwerking van dons en veren o.m. voor export is naar scandinavie en claushuis is de nederlandse handelsagent is van irisette een duits merk in lakenhoezen voor donsdekens	O O O O O O F O O O O O O O O O O O O O O O F O O O O F O O O F O O O O O O O O O
839	Hoewel de naam Warga er niet in wordt genoemd speelt in dat dorp namelijk het omstreeks 1900 door Nynke van Hichtum geschreven kinderboek , dat nu nog in ons land wordt gelezen ( er verschenen ongeveer 25 drukken van ) en dat in 22 talen werd vertaald .	hoewel de naam warga er niet in wordt genoemd speelt in dat dorp namelijk het omstreeks 1900 door nynke van hichtum geschreven kinderboek dat nu nog in ons land wordt gelezen er verschenen ongeveer 25 drukken van en dat in 22 talen werd vertaald	O O O O O O O C C C O O O O O O O O O O O C O O O O O O O C C O O O O O C C O O O C O C	hoewel de naam warga er niet in wordt genoemd speelt in dat dorp namelijk het omstreeks 1900 door nynke van hichtum geschreven kinderboek dat nu nog in ons land wordt gelezen en dat in 22 talen werd vertaald er ongeveer drukken 25 van verschenen	O O O O O O O C C C O O O O O O O O O O O C O O O O O O O C C O O O O O C C O O F O O C
840	Zelfs in Japan en Tsjechoslowakije wordt dit boek over een arm arbeidersgezin - een van de vele die er aan het begin van deze eeuw waren - gelezen .	zelfs in japan en tsjechoslowakije wordt dit boek over een arm arbeidersgezin een van de vele die er aan het begin van deze eeuw waren gelezen	O O O O O C O O O O O O O O O O C O O O O O O O O C	zelfs gelezen in japan en wordt tsjechoslowakije dit boek over een arm arbeidersgezin een van de vele die er aan het begin van deze eeuw waren	O F O O O C O O O O O O O O O O O O O O O O O O O C
841	Een van de laatste talen waarin het boek vertaald werd was het Fries .	een van de laatste talen waarin het boek vertaald werd was het fries	O O O O O O O O C C C O O	een vertaald van de laatste talen waarin het boek werd het fries was	O F O O O O O O O C O O F
842	De Belgische regering heeft thans zekerheid dat de oorlogsmisdadiger Van Dooren door de Oostenrijkse regering zal worden uitgeleverd .	de belgische regering heeft thans zekerheid dat de oorlogsmisdadiger van dooren door de oostenrijkse regering zal worden uitgeleverd	O O O C O O O O O O O O O O O C C C	de belgische regering worden thans zekerheid dat uitgeleverd de oorlogsmisdadiger van dooren zal door de oostenrijkse regering heeft	O O O F O O O F O O O O F O O O O F
843	Wenen heeft een besluit daartoe genomen nadat het van de Belgische regering de verzekering had gekregen dat de tegen de thans 66-jarige Van Dooren in oktober 1947 te Brussel door een krijgsraad bij verstek uitgesproken doodstraf niet zal worden toegepast .	wenen heeft een besluit daartoe genomen nadat het van de belgische regering de verzekering had gekregen dat de tegen de thans 66-jarige van dooren in oktober 1947 te brussel door een krijgsraad bij verstek uitgesproken doodstraf niet zal worden toegepast	O C O O O C O O O O O O O O C C O O O O O O O O O O O O O O O O O O C O O C C C	wenen een besluit daartoe nadat het van de belgische regering de zal verzekering gekregen dat de tegen de heeft thans 66-jarige genomen van dooren in oktober 1947 te toegepast brussel uitgesproken door een krijgsraad bij verstek had doodstraf niet worden	O O O O O O O O O O O F O F O O O O F O O F O O O O O O F O F O O O O O F O O F
844	De doodstraf is namelijk omgezet in levenslange gevangenisstraf .	de doodstraf is namelijk omgezet in levenslange gevangenisstraf	O O C O C O O O	de doodstraf is namelijk omgezet in levenslange gevangenisstraf	O O C O C O O O
845	Desondanks bleef hij goed tegenstand bieden en het duurde nog een half uur eer Okker de set met 6-4 voor zich besliste .	desondanks bleef hij goed tegenstand bieden en het duurde nog een half uur eer okker de set met 6-4 voor zich besliste	O O O C C O O O C O O O O O O O O O O O O C	desondanks goed tegenstand bieden bleef hij en het duurde nog een half uur eer okker de set met 6-4 voor zich besliste	O O O C C O O O C O O O O O O O O O O O O C
846	""" Wij hebben niet gewacht tot ze ons huis in brand zouden steken ."	wij hebben niet gewacht tot ze ons huis in brand zouden steken	O C O C O O O O O O C C	wij hebben niet gewacht tot steken ze ons huis in brand zouden	O C O C O F O O O O O F
847	""" Onder deze omstandigheden was het te zwaar voor mij "" , aldus Nastase ."	onder deze omstandigheden was het te zwaar voor mij aldus nastase	O O O C O O O O O O O	onder deze omstandigheden was het te zwaar voor mij aldus nastase	O O O C O O O O O O O
848	Okker zwaaide zijn tegenstander lof toe :	okker zwaaide zijn tegenstander lof toe	O C O O O O	okker zwaaide zijn tegenstander lof toe	O C O O O O
849	""" Ondanks zijn blessure heeft Nastase het mij niet gemakkelijk gemaakt . """	ondanks zijn blessure heeft nastase het mij niet gemakkelijk gemaakt	O O O C O O O O O C	ondanks zijn blessure nastase het mij niet heeft gemakkelijk gemaakt	O O O O O O O F O C
850	Voor de Roemeen was de tweede prijs ( 2000 dollar ) een pleister op de wonde .	voor de roemeen was de tweede prijs 2000 dollar een pleister op de wonde	O O O C O O O O O O O O O O	voor de roemeen de tweede prijs was 2000 dollar een pleister op de wonde	O O O O O O F O O O O O O O
851	Okker incasseerde 4000 dollar .	okker incasseerde 4000 dollar	O C O O	okker incasseerde 4000 dollar	O C O O
852	( De opium verschaft op dit ogenblik aan ongeveer 70.000 families werk . )	de opium verschaft op dit ogenblik aan ongeveer 70.000 families werk	O O C O O O O O O O O	de opium op dit ogenblik aan ongeveer 70.000 families verschaft werk	O O O O O O O O O F O
853	wikke , alfalfa , zonnebloemen , is makkelijker gezegd dan gedaan .	wikke alfalfa zonnebloemen is makkelijker gezegd dan gedaan	O O O C O C O C	wikke alfalfa zonnebloemen is makkelijker gezegd dan gedaan	O O O C O C O C
854	"De opium-papaver , "" hasjhasj "" noemen haar de Turken - wel te onderscheiden van hasjisj - , geldt als een geschenk van Allah ."	de opium-papaver hasjhasj noemen haar de turken wel te onderscheiden van hasjisj geldt als een geschenk van allah	O O C O O O O O O C O O O O O C O O	de opium-papaver als een geschenk van allah geldt hasjhasj noemen haar de turken onderscheiden wel te van hasjisj	O O O O O O O F O C O O O F O O O O
855	Er zijn Belfast geen toekomstmogelijkheden meer .	er zijn belfast geen toekomstmogelijkheden meer	O C O O O O	er belfast geen toekomstmogelijkheden zijn meer	O O O O F O
856	De naam dankt het aan paus Clemens x11 , die het kleine haventje , dat in 1486 door de vloot van Napels werd verwoest , in 1738 weer voor schepen toegankelijk maakte .	de naam dankt het aan paus clemens x11 die het kleine haventje dat in 1486 door de vloot van napels werd verwoest in 1738 weer voor schepen toegankelijk maakte	O O C O O O O O O O O O O O O O O O O O C C O O O O O O C	de naam dankt het aan paus clemens x11 die het werd kleine verwoest haventje dat in 1486 door de vloot van napels in 1738 weer voor schepen toegankelijk maakte	O O C O O O O O O O F O F O O O O O O O O O O O O O O O C
857	Omdat alles wat aan zee ligt en niet totaal onbereikbaar is , in onze tijd tot badplaats wordt opgeschroefd , is sedert kort ook Porto Clementino uit een eeuwenlange sluimer wakker geworden , en men is er druk bezig met het bouwen van zomerhuisjes voor Romeinse burgers .	omdat alles wat aan zee ligt en niet totaal onbereikbaar is in onze tijd tot badplaats wordt opgeschroefd is sedert kort ook porto clementino uit een eeuwenlange sluimer wakker geworden en men is er druk bezig met het bouwen van zomerhuisjes voor romeinse burgers	O O O O O O O C C C O O O O O O O O O O C O O C O O O O O O C O O O O C O O C O O O O O	omdat alles is in onze tijd tot badplaats sedert kort opgeschroefd ook porto clementino geworden uit een eeuwenlange sluimer wakker en men is er druk wordt bezig wat aan zee ligt en niet totaal onbereikbaar is met het bouwen van zomerhuisjes voor romeinse burgers	O O F O O O O O O O F O O O F O O O O O O O F O O F O O O O C O O O O C O O C O O O O O
858	Op de Amsterdamse effectenbeurs gaf AKZO een vaste stemming te zien .	op de amsterdamse effectenbeurs gaf akzo een vaste stemming te zien	O O O O O O O O C C O	op de amsterdamse effectenbeurs een vaste stemming te zien gaf akzo	O O O O O O O O C C O
859	De eerste koers op flo 82,50 betekende een winst van flo 2,50 .	de eerste koers op flo 82,50 betekende een winst van flo 2,50	O O O O O O C O O O O O	de eerste koers op flo 82,50 betekende een winst van flo 2,50	O O O O O O C O O O O O
860	Met spanning wordt op de beurs uitgezien naar de cijfers over het tweede kwartaal , die in de namiddag worden bekend gemaakt .	met spanning wordt op de beurs uitgezien naar de cijfers over het tweede kwartaal die in de namiddag worden bekend gemaakt	O O C O O O C O O O O O O O O O O O C O C	met spanning op de beurs naar de cijfers wordt over het tweede kwartaal die worden in de namiddag gemaakt bekend uitgezien	O O O O O O O O F O O O O O F O O O F O F
861	In navolging van de koersontwikkeling voor die aandelen in Wall Street liep de koers van Kon Olie flo 1,40 op tot flo 142,40 .	in navolging van de koersontwikkeling voor die aandelen in wall street liep de koers van kon olie flo 1,40 op tot flo 142,40	O O O O O O O O O O O C O O O O O O O O O O O	in navolging van de koersontwikkeling voor die aandelen in wall street liep de koers van kon olie flo 1,40 op tot flo 142,40	O O O O O O O O O O O C O O O O O O O O O O O
862	Elinkwijk heeft zijn fraaie positie bovenaan de ranglijst tegen het defensief sterk spelende Den Bosch , niet kunnen handhaven .	elinkwijk heeft zijn fraaie positie bovenaan de ranglijst tegen het defensief sterk spelende den bosch niet kunnen handhaven	O C O O O O O O O O O O C O O O C C	elinkwijk heeft zijn fraaie positie bovenaan de ranglijst tegen het defensief sterk spelende den bosch niet kunnen handhaven	O C O O O O O O O O O O C O O O C C
863	De club uit Zuilen heeft dit in de eerste plaats aan zichzelf te wijten , want de inzet , vooral aanvallend , was ditmaal veel minder dan normaal , waardoor de technische tekortkomingen duidelijker aan het licht traden .	de club uit zuilen heeft dit in de eerste plaats aan zichzelf te wijten want de inzet vooral aanvallend was ditmaal veel minder dan normaal waardoor de technische tekortkomingen duidelijker aan het licht traden	O O O O C O O O O O O O O C O O O O C C O O O O O O O O O O O O O C	de club uit zuilen wijten dit in de eerste plaats was aan heeft zichzelf te want de inzet vooral aanvallend ditmaal veel minder dan normaal waardoor de technische tekortkomingen duidelijker aan het licht traden	O O O O F O O O O O F O F O O O O O O F O O O O O O O O O O O O O C
864	De Bossche defensie , die in veertien thuiswedstrijden de tegenstander slechts drie doelpunten gunde , kon alleen door overrompelend aanvalsspel bedwongen worden en juist hierin schoten de gasten tekort .	de bossche defensie die in veertien thuiswedstrijden de tegenstander slechts drie doelpunten gunde kon alleen door overrompelend aanvalsspel bedwongen worden en juist hierin schoten de gasten tekort	O O O C O O C O C C O O O O O O O O O C O O O C O O O	de bossche defensie kon alleen door overrompelend aanvalsspel bedwongen worden die in veertien thuiswedstrijden gunde de tegenstander slechts drie doelpunten schoten en juist hierin de gasten tekort	O O O C O O C O C C O O O O F O O O O O F O O O O O O
