idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
190	Niemand mag seewatervis sonder 'n permit uitvoer nie .	niemand mag seewatervis sonder 'n permit uitvoer nie	O C O O O O C O	niemand seewatervis sonder 'n permit nie mag uitvoer	O O O O O O F F
191	Wanneer jou bestaande permit na drie maande verval , moet jy om 'n nuwe een aansoek doen .	wanneer jou bestaande permit na drie maande verval moet jy om 'n nuwe een aansoek doen	O O O O O O O C C O O O O O O C	wanneer jou bestaande permit na drie maande verval moet jy om 'n nuwe een aansoek doen	O O O O O O O C C O O O O O O C
192	As jy versuim om aan die permitvoorwaardes te voldoen , kan jou permit gekanselleer of opgehef word .	as jy versuim om aan die permitvoorwaardes te voldoen kan jou permit gekanselleer of opgehef word	O C O O C O C O C O O O O O C C	as jou permit of gekanselleer word kan jy versuim om voldoen aan die permitvoorwaardes te opgehef	O O O O C F F O C O F O O O O C
193	LW : Die uitvoerpermit waarna verwys word , sluit varswatervis uit .	lw die uitvoerpermit waarna verwys word sluit varswatervis uit	O O O C O O O C C	lw die uitvoerpermit varswatervis uit sluit waarna word verwys	O O O O O F O F F
194	Varswatervis word deur die Departement van Landbou geadministreer .	varswatervis word deur die departement van landbou geadministreer	O C O O O O O C	varswatervis word deur die departement van landbou geadministreer	O C O O O O O C
195	Aansoeke om 'n uitvoerpermit vir lewende , gematigde varswatervis of tropiese vis moet by die Departement van Landbou ingedien word .	aansoeke om 'n uitvoerpermit vir lewende gematigde varswatervis of tropiese vis moet by die departement van landbou ingedien word	O O O O O O O O O O O C O O O O O C C	aansoeke om 'n uitvoerpermit word vir lewende gematigde varswatervis of tropiese vis by die departement van landbou moet ingedien	O O O O F O O O O O O O O O O O O F F
196	Geen spesie wat deur die Konvensie oor Internasionale Handel in Bedreigde Spesies van Wilde Fauna en Flora gelys is , mag ingevoer word nie .	geen spesie wat deur die konvensie oor internasionale handel in bedreigde spesies van wilde fauna en flora gelys is mag ingevoer word nie	O O C C C O O O O O O O O O O O O O O O O C C	geen spesie mag ingevoer word nie is gelys wat deur die konvensie oor internasionale handel in bedreigde spesies van wilde fauna en flora	O O C C C O F F O O O O O O O O O O O O O O O
197	As 'n uitvoerpermit vir die perlemoenspesie aan jou uitgereik is , moet jy ook vir elke besending perlemoen 'n CITES-sertifikaat hê .	as 'n uitvoerpermit vir die perlemoenspesie aan jou uitgereik is moet jy ook vir elke besending perlemoen 'n cites-sertifikaat hê	O C O O O O O O O O C O O O O O O O C C	as moet jy ook vir elke besending perlemoen 'n cites-sertifikaat hê 'n uitvoerpermit vir die perlemoenspesie aan uitgereik jou is	O C O O O O O O O O C O O O O O O F O C
198	Vir elke uitvoerpermit wat vir grootoog-tuna , suidelike blouvin-tuna , swaardvis , Antarktiese tandvis en Patagoniese tandvis uitgereik is , moet jy vir elke besending ook die betrokke vangsstatistiek-dokument hê .	vir elke uitvoerpermit wat vir grootoog-tuna suidelike blouvin-tuna swaardvis antarktiese tandvis en patagoniese tandvis uitgereik is moet jy vir elke besending ook die betrokke vangsstatistiek-dokument hê	O O O C O O O O O O O O C O O O O O O O O O O O C C	vir elke uitvoerpermit moet jy hê vir elke besending ook die betrokke vangsstatistiek-dokument wat vir grootoog-tuna uitgereik suidelike blouvin-tuna swaardvis is antarktiese tandvis en patagoniese tandvis	O O O C O F O O O O O O O O O O F O O O F O O O O O
199	Vangsstatistiek-dokumente is by die Departement Omgewingsake en Toerisme , Tak : Mariene en Kusbestuur , Direktoraat Kus- en Diepseevisserybestuur te kry .	vangsstatistiek-dokumente is by die departement omgewingsake en toerisme tak mariene en kusbestuur direktoraat kus- en diepseevisserybestuur te kry	O C O O O O O O O O O O O O O O O C	vangsstatistiek-dokumente is by die departement omgewingsake en toerisme tak mariene en kusbestuur direktoraat kus- en diepseevisserybestuur te kry	O C O O O O O O O O O O O O O O O C
200	Doen om 'n uitvoerpermit aansoek .	doen om 'n uitvoerpermit aansoek	C O O O O	om 'n uitvoerpermit doen aansoek	O O O F O
201	Kry 'n uitvoer-aansoekvorm en die CITES-aansoekvorm by die Mariene- en Kusbestuurskantoor ( die kontakbesonderhede verskyn onder ) , of by 'n takkantoor van die Departement van Omgewingsake en Toerisme , of laai die vorms van http://www.mcm-deat.gov.za af .	kry 'n uitvoer-aansoekvorm en die cites-aansoekvorm by die mariene- en kusbestuurskantoor die kontakbesonderhede verskyn onder of by 'n takkantoor van die departement van omgewingsake en toerisme of laai die vorms van http://www.mcm-deat.gov.za af	C O O O O O O O O O O O O O O O O O O O O O O O C O O C O O O O O	kry 'n uitvoer-aansoekvorm en die cites-aansoekvorm by die mariene- en kusbestuurskantoor of by 'n takkantoor van die departement van omgewingsake en toerisme die kontakbesonderhede verskyn onder of die vorms laai van http://www.mcm-deat.gov.za af	C O O O O O O O O O O O O O O O O O O O O O O O C O O O O F O O O
202	Lees die aansoekvorm noukeurig deur en sorg dat jy aan al die aansoekvereistes en -voorwaardes voldoen .	lees die aansoekvorm noukeurig deur en sorg dat jy aan al die aansoekvereistes en -voorwaardes voldoen	C O O O O O C O O O O O O O O C	die aansoekvorm noukeurig deur en lees sorg dat jy voldoen aan al die aansoekvereistes en -voorwaardes	O O O O O F C O O F O O O O O O
203	Stel jou naaste tak van die Suid-Afrikaanse Buro vir Standaarde van jou uitvoerbesending in kennis as die vis wat jy wil uitvoer nie vars is nie en nie vir menslike verbruik bedoel is nie .	stel jou naaste tak van die suid-afrikaanse buro vir standaarde van jou uitvoerbesending in kennis as die vis wat jy wil uitvoer nie vars is nie en nie vir menslike verbruik bedoel is nie	C O O O O O O O O O O O O O O O O O O O C O O O O C C O O O O C C O	stel jou naaste tak van die suid-afrikaanse buro vir standaarde van jou uitvoerbesending in kennis as die vis nie vars is nie en wat jy uitvoer wil nie vir menslike verbruik bedoel is nie	C O O O O O O O O O O O O O O O O O O O C O O O O F F O O O O C C O
204	As die vis wel vars en vir menslike verbruik bedoel is , moet jy die Hawegesondheid in kennis stel .	as die vis wel vars en vir menslike verbruik bedoel is moet jy die hawegesondheid in kennis stel	O C O O O O O C O O O O O O O O C C	as stel moet jy die hawegesondheid in kennis die vis wel vars en vir menslike verbruik bedoel is	O F F O O O O O O O O O O O O O C C
205	Jy moet 'n aansoekfooi van R225 ( BTW ingesluit ) betaal .	jy moet 'n aansoekfooi van r225 btw ingesluit betaal	O C O O O O O C C	jy moet 'n aansoekfooi van r225 btw betaal ingesluit	O C O O O O O C C
206	Vul die aansoekvorm om 'n uitvoerpermit in , onderteken dit en pos dit saam met die nodige dokumente aan die kantoor van Mariene en Kusbestuur ( die adres verskyn onder ) .	vul die aansoekvorm om 'n uitvoerpermit in onderteken dit en pos dit saam met die nodige dokumente aan die kantoor van mariene en kusbestuur die adres verskyn onder	C O O O O O O O C O C O O O O O O O O O O O O O O O C O	die aansoekvorm om 'n uitvoerpermit in en vul onderteken dit pos dit saam met die nodige dokumente aan die kantoor van mariene en kusbestuur verskyn die adres onder	O O O O O O O F C O C O O O O O O O O O O O O O F O O O
207	Die oorspronklike aansoek moet gepos word , anders sal 'n permit nie uitgereik word nie .	die oorspronklike aansoek moet gepos word anders sal 'n permit nie uitgereik word nie	O O O C C C O C O O O C C O	die oorspronklike aansoek gepos word moet anders 'n permit nie word uitgereik sal nie	O O O F F F O O O O F C F O
208	Om vis op kommersiële grondslag in te voer , beteken dat jy aan aktiwiteite soos die invoer van seewatervis vir handelsdoeleindes deelneem .	om vis op kommersiële grondslag in te voer beteken dat jy aan aktiwiteite soos die invoer van seewatervis vir handelsdoeleindes deelneem	O O O O O O O C C O O O O O O O O O O O C	om vis op kommersiële grondslag voer in te beteken dat jy aan aktiwiteite soos die invoer deelneem van seewatervis vir handelsdoeleindes	O O O O O F O O C O O O O O O O F O O O O
209	Om seewatervis te mag invoer , moet jy aansoek doen om 'n invoerpermit , wat deur die Minister van Omgewingsake en Toerisme of die gedelegeerde gesagsowerheid toegeken word .	om seewatervis te mag invoer moet jy aansoek doen om 'n invoerpermit wat deur die minister van omgewingsake en toerisme of die gedelegeerde gesagsowerheid toegeken word	O O O C C C O O C O O O O O O O O O O O O O O O C C	om seewatervis te mag invoer doen jy moet aansoek om 'n invoerpermit wat deur die minister van omgewingsake en toerisme of die gedelegeerde gesagsowerheid toegeken word	O O O C C F O F O O O O O O O O O O O O O O O O C C
210	Niemand mag seewatervis sonder 'n permit invoer nie .	niemand mag seewatervis sonder 'n permit invoer nie	O C O O O O C O	niemand seewatervis mag sonder 'n permit invoer nie	O O F O O O C O
211	Wanneer die bestaande invoerpermit verval , moet jy om 'n nuwe invoerpermit aansoek doen .	wanneer die bestaande invoerpermit verval moet jy om 'n nuwe invoerpermit aansoek doen	O O O O C C O O O O O O C	wanneer die bestaande invoerpermit verval jy om 'n nuwe invoerpermit moet doen aansoek	O O O O C O O O O O F F O
212	Versuim om die permitvoorwaardes na te kom , kan tot opheffing of kansellasie van jou permit lei .	versuim om die permitvoorwaardes na te kom kan tot opheffing of kansellasie van jou permit lei	O C O O O O O O O C O O O O O C	versuim tot opheffing of kansellasie van jou permit lei kan om die permitvoorwaardes na te kom	O O O O O O O O F F O O O O O C
213	NB : Hierdie invoerpermit sluit varswatervis uit , want dit word deur die Departement van Landbou geadministreer .	nb hierdie invoerpermit sluit varswatervis uit want dit word deur die departement van landbou geadministreer	O O O C O O O O C O O O O O C	nb hierdie invoerpermit sluit varswatervis uit want dit word deur die departement geadministreer van landbou	O O O C O O O O C O O O F O O
214	'n Aansoek om 'n invoerpermit vir lewende varswatervis of tropiese vis moet by die Departement van Landbou ingedien word .	'n aansoek om 'n invoerpermit vir lewende varswatervis of tropiese vis moet by die departement van landbou ingedien word	O O O O O O O O O O O C O O O O O C C	'n aansoek om 'n invoerpermit vir lewende varswatervis of tropiese vis moet by die departement van landbou ingedien word	O O O O O O O O O O O C O O O O O C C
215	Geen spesie wat deur die Konvensie oor Internasionale Handel in Bedreigde Spesies van Wilde Fauna en Flora ( CITES ) gelys is , mag ingevoer word nie .	geen spesie wat deur die konvensie oor internasionale handel in bedreigde spesies van wilde fauna en flora cites gelys is mag ingevoer word nie	O O C C C O O O O O O O O O O O O O O O O O C C	geen spesie ingevoer nie word mag wat deur die konvensie oor internasionale handel in bedreigde spesies van wilde fauna en flora cites is gelys	O O F O C F O O O O O O O O O O O O O O O O F F
216	'n Invoerpermit vir die vang van enige perlemoen , kreef en ander spesie wat uiteengesit is in Bylae 4 , 5 & 12 van die Wet op Lewende Mariene Hulpbronne , Wet 18 van 1998 ( MLRA ) sal vir elke besending geldig wees ( 3 weke vanaf die datum van uitreiking ) .	'n invoerpermit vir die vang van enige perlemoen kreef en ander spesie wat uiteengesit is in bylae 4 5 12 van die wet op lewende mariene hulpbronne wet 18 van 1998 mlra sal vir elke besending geldig wees 3 weke vanaf die datum van uitreiking	O O O O O O O O O O O O C O O O O C O O O O O O O O C C O O O O O O O O O O O O O O O O O	'n invoerpermit vir die vang van enige perlemoen kreef en sal ander spesie wees vir elke besending geldig 3 weke vanaf die datum van uitreiking wat uiteengesit is in bylae 4 5 12 van die wet op lewende mariene hulpbronne wet 18 van 1998 mlra	O O O O O O O O O O F O O F O O O O O O O O O O O O C C O O O O O O O O O O O O O O O O O
217	Slegs bevrore heel krap ( of stukke krap ) wat wat elk 600 g of meer weeg , en hoogstens 25 ton daarvan , mag ( jaarliks ) ingevoer word .	slegs bevrore heel krap of stukke krap wat wat elk 600 g of meer weeg en hoogstens 25 ton daarvan mag jaarliks ingevoer word	O O O O O O O O O O O O O C O C C O O O O O O C	slegs mag bevrore heel krap of stukke krap wat en ingevoer hoogstens 25 ton daarvan jaarliks word wat elk 600 g of meer weeg	O F O O O O O O O O F O O O O O C O O O O O O C
218	Lewende krap mag glad nie ingevoer word nie .	lewende krap mag glad nie ingevoer word nie	O O C O O C C O	lewende krap glad word mag nie ingevoer nie	O O O F F O F O
219	Bekom 'n aansoekvorm deur 'n versoek aan Mariene- en Kusbestuur se bestuurskantoor te rig ( die kontakbesonderhede verskyn onder ) , of kry 'n vorm by die Departement van Omgewingsake en Toerisme se takkantoor , of laai 'n vorm by http://www.mcm-deat.gov.za af .	bekom 'n aansoekvorm deur 'n versoek aan mariene- en kusbestuur se bestuurskantoor te rig die kontakbesonderhede verskyn onder of kry 'n vorm by die departement van omgewingsake en toerisme se takkantoor of laai 'n vorm by http://www.mcm-deat.gov.za af	C O O O O O O O O O O O O O C O O C O C O O O O O O O O O O O O C O O O O O	bekom 'n aansoekvorm of deur 'n versoek aan mariene- en kusbestuur se bestuurskantoor te rig die kontakbesonderhede verskyn onder kry 'n vorm by die departement van omgewingsake en toerisme se takkantoor of laai 'n vorm by http://www.mcm-deat.gov.za af	C O O O O O O O O O O O O O C O O C O C O O O O O O O O O O O O C O O O O O
220	Lees die aansoekvorm noukeurig deur om seker te maak dat jy aan al die aansoekvereistes en -voorwaardes voldoen .	lees die aansoekvorm noukeurig deur om seker te maak dat jy aan al die aansoekvereistes en -voorwaardes voldoen	C O O O O O O O C O O O O O O O O C	die aansoekvorm lees noukeurig deur om seker te maak dat voldoen jy aan al die aansoekvereistes en -voorwaardes	O O F O O O O O C O F O O O O O O O
221	As die vis wat jy gaan invoer nie vars is nie en nie vir menslike gebruik bedoel is nie , moet jy jou naaste tak van die Suid-Afrikaanse Buro vir Standaarde daarvan in kennis stel .	as die vis wat jy gaan invoer nie vars is nie en nie vir menslike gebruik bedoel is nie moet jy jou naaste tak van die suid-afrikaanse buro vir standaarde daarvan in kennis stel	O O O O O C O O C O O O O O O O O O O O O O C O O C C O O O O C C O	as die vis nie vars is nie moet stel en jy jou naaste tak van die suid-afrikaanse buro vir standaarde daarvan in kennis gaan wat jy invoer bedoel nie vir menslike gebruik nie is	O O O O O C O F F O O O O O O O O O O O O O O F O O C F O O O O O F
222	Vul jou aansoekvorm in , onderteken dit en pos dit saam met die nodige ondersteunende dokumente aan Mariene- en Kustebestuur se bestuurskantoor ( die adres verskyn onderaan ) .	vul jou aansoekvorm in onderteken dit en pos dit saam met die nodige ondersteunende dokumente aan mariene- en kustebestuur se bestuurskantoor die adres verskyn onderaan	C O O O C O O C O O O O O O O O O O O O O O O C O	vul jou aansoekvorm in onderteken dit en dit saam met die nodige ondersteunende dokumente aan mariene- en kustebestuur se bestuurskantoor pos die adres verskyn onderaan	C O O O C O O O O O O O O O O O O O O O F O O C O
223	Die oorspronklike aansoek moet gepos word , anders sal 'n permit nie uitgereik word nie .	die oorspronklike aansoek moet gepos word anders sal 'n permit nie uitgereik word nie	O O O C C C O C O O O C C O	die oorspronklike aansoek anders moet gepos word sal 'n permit nie uitgereik word nie	O O O O F F F C O O O C C O
224	Jy moet 'n aansoekfooi van R225 ( BTW ingesluit ) betaal ( die bankbesonderhede verskyn onderaan ) .	jy moet 'n aansoekfooi van r225 btw ingesluit betaal die bankbesonderhede verskyn onderaan	O C O O O O O C C O O C O	jy 'n aansoekfooi van r225 btw moet betaal ingesluit verskyn die bankbesonderhede onderaan	O O O O O O F C C F O O O
225	Jy kan vra dat die onderhoudsbedrag wat betaal word , verander moet word , hetsy omdat dit onvoldoende geword het of omdat jy nie langer kan bekostig om die huidige bedrag aan onderhoud te betaal nie .	jy kan vra dat die onderhoudsbedrag wat betaal word verander moet word hetsy omdat dit onvoldoende geword het of omdat jy nie langer kan bekostig om die huidige bedrag aan onderhoud te betaal nie	O C C O O O C C C O O O O O C C O O C C O O O C C O O O O O O O C O	jy vra kan dat die onderhoudsbedrag verander moet word hetsy omdat of omdat wat betaal word dit onvoldoende geword het bekostig jy nie kan langer betaal om die huidige bedrag aan onderhoud te nie	O F F O O O C C C O O O O O C C O O C C F O O C O F O O O O O O O O
226	Kry meer inligting by die Departement van Justisie en Grondwetlike Ontwikkeling .	kry meer inligting by die departement van justisie en grondwetlike ontwikkeling	C O O O O O O O O O O	kry meer inligting by die departement van justisie en grondwetlike ontwikkeling	C O O O O O O O O O O
227	Doen aansoek by die landdroshof in die distrik waar die persoon woon wat onderhoud betaal .	doen aansoek by die landdroshof in die distrik waar die persoon woon wat onderhoud betaal	C O O O O O O O O O O C O O C	aansoek doen by die landdroshof in die distrik waar die persoon woon wat betaal onderhoud	O F O O O O O O O O O C O F O
228	Vul die toepaslike aansoekvorm in en stuur dit saam met 'n inkomste-en-uitgawestaat aan die onderhoudsbeampte .	vul die toepaslike aansoekvorm in en stuur dit saam met 'n inkomste-en-uitgawestaat aan die onderhoudsbeampte	C O O O O O C O O O O O O O O	die toepaslike aansoekvorm in vul en stuur dit saam met 'n inkomste-en-uitgawestaat aan die onderhoudsbeampte	O O O O F O C O O O O O O O O
229	Doen aansoek om wysiging van die bevel by die landdroskantoor in die distrik waar die persoon woon aan wie jy onderhoud betaal .	doen aansoek om wysiging van die bevel by die landdroskantoor in die distrik waar die persoon woon aan wie jy onderhoud betaal	C O O O O O O O O O O O O O O O C O O O O C	aansoek om wysiging van die bevel by die landdroskantoor doen in die distrik waar die persoon woon aan betaal wie jy onderhoud	O O O O O O O O O F O O O O O O C O F O O O
230	Vul die toepaslike vorm in en stuur dit aan die onderhoudsbeampte .	vul die toepaslike vorm in en stuur dit aan die onderhoudsbeampte	C O O O O O C O O O O	die toepaslike vorm vul in en stuur dit aan die onderhoudsbeampte	O O O F O O C O O O O
231	'n Volledige inkomste-en-uitgawestaat , asook 'n verklaring waarin die redes vir die aansoek uiteengesit word , moet aan die onderhoudsbeampte gestuur word ongeag of jy die persoon is wat onderhoud ontvang en of jy die persoon is wat onderhoud betaal .	'n volledige inkomste-en-uitgawestaat asook 'n verklaring waarin die redes vir die aansoek uiteengesit word moet aan die onderhoudsbeampte gestuur word ongeag of jy die persoon is wat onderhoud ontvang en of jy die persoon is wat onderhoud betaal	O O O O O O C O O O C C O O O O O C O O O O O C O O O O O O C C O O C O O C	'n volledige inkomste-en-uitgawestaat asook 'n verklaring word is aan die onderhoudsbeampte ongeag of gestuur jy die persoon moet en of jy is die persoon waarin die redes vir die aansoek uiteengesit word ontvang wat onderhoud wat onderhoud betaal	O O O O O O F F O O O O O F O O O F O O O F O O O O O O O O C C F O O O O C
232	Dieselfde prosedure as wanneer 'n onderhoudseis vir die eerste keer ingestel word , sal nou gevolg word .	dieselfde prosedure as wanneer 'n onderhoudseis vir die eerste keer ingestel word sal nou gevolg word	O O O C O C C O O O O O O O C C	dieselfde prosedure as word nou gevolg sal wanneer 'n onderhoudseis vir die eerste keer ingestel word	O O O F O C F O O O O O O O C C
233	Jy sal as 'n gelyke behandel word , met waardigheid , respek en menslikheid .	jy sal as 'n gelyke behandel word met waardigheid respek en menslikheid	O C O O O C C O O O O O	jy as 'n gelyke met waardigheid respek en menslikheid word sal behandel	O O O O O O O O O F F F
234	Jou aansoek sal so gou en doeltreffend as moontlik hanteer word .	jou aansoek sal so gou en doeltreffend as moontlik hanteer word	O O C O O O O O O C C	jou aansoek sal so gou en doeltreffend as moontlik hanteer word	O O C O O O O O O C C
235	Jy kan enige klagte aanhangig maak by die onderhoudsondersoekbeampte ; die onderhoudsbeampte ; die bestuurder van die hof ; die Streekshoof : Justisie en Staatkundige Ontwikkeling , of die Sentrum vir Uitnemende Diens ; die Nasionale Departement van Justisie en Grondwetlike Ontwikkeling se Onderhoudsprojek ; of by die Direktoraat : Geslagsake .	jy kan enige klagte aanhangig maak by die onderhoudsondersoekbeampte die onderhoudsbeampte die bestuurder van die hof die streekshoof justisie en staatkundige ontwikkeling of die sentrum vir uitnemende diens die nasionale departement van justisie en grondwetlike ontwikkeling se onderhoudsprojek of by die direktoraat geslagsake	O C O O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	jy enige klagte aanhangig by die onderhoudsondersoekbeampte die onderhoudsbeampte die bestuurder van die hof die streekshoof justisie en staatkundige ontwikkeling of die sentrum vir uitnemende diens kan die nasionale departement van justisie en maak grondwetlike ontwikkeling se onderhoudsprojek of by die direktoraat geslagsake	O O O O O O O O O O O O O O O O O O O O O O O O O O F O O O O O O F O O O O O O O O O
236	Tensy die balju vra vir 'n voorskot ten einde 'n eksekusiebevel vir onderhoud uit te voer , sal daar min of geen koste wees nie .	tensy die balju vra vir 'n voorskot ten einde 'n eksekusiebevel vir onderhoud uit te voer sal daar min of geen koste wees nie	O C O O O O O C O O O C O O O O O O O O O O O C	tensy sal daar min of geen koste wees nie die balju vir 'n voorskot ten einde vra 'n eksekusiebevel voer vir onderhoud uit te	O C O O O O O C O O O O O O O O F O O F O O O O
237	Aangesien die registrasie van 'n maatskappy met aandelekapitaal ingewikkeld is , word aansoekers aangeraai om die dienste van 'n prokureur daarvoor te bekom .	aangesien die registrasie van 'n maatskappy met aandelekapitaal ingewikkeld is word aansoekers aangeraai om die dienste van 'n prokureur daarvoor te bekom	O O O O O O O O O C C O C O O O O O O O O C	aangesien die registrasie van 'n maatskappy met aandelekapitaal ingewikkeld is word aansoekers aangeraai om die dienste van 'n prokureur daarvoor te bekom	O O O O O O O O O C C O C O O O O O O O O C
238	Die akte van oprigting en statute van 'n maatskappy moet spesiaal opgestel en aangepas word om by die maatskappy met aandelekapitaal te pas en dit moet deur 'n notaris , wat 'n professionele regspraktisyn is , gesertifiseer word .	die akte van oprigting en statute van 'n maatskappy moet spesiaal opgestel en aangepas word om by die maatskappy met aandelekapitaal te pas en dit moet deur 'n notaris wat 'n professionele regspraktisyn is gesertifiseer word	O O O O O O O O O C O C O C C O O O O O O O C O O C O O O O O O O C C C	die akte van oprigting en moet statute van 'n maatskappy opgestel spesiaal en word aangepas om by die maatskappy met aandelekapitaal te pas en dit deur 'n notaris wat word 'n moet professionele gesertifiseer regspraktisyn is	O O O O O F O O O O F O O F F O O O O O O O C O O O O O O F O F O F O F
239	'n Openbare maatskappy kan Tabel A op die aansoekvorm volledig só aanvaar of dit laat aanpas met dien verstande dat dit steeds aan die vereistes van die Maatskappywet , 1973 voldoen .	'n openbare maatskappy kan tabel a op die aansoekvorm volledig só aanvaar of dit laat aanpas met dien verstande dat dit steeds aan die vereistes van die maatskappywet 1973 voldoen	O O O C O O O O O O O C O O C O O O O C O O O O O O O O O C	'n openbare maatskappy kan tabel a op die aansoekvorm volledig só aanvaar of dit laat met dien verstande dat aanpas dit voldoen steeds aan die vereistes van die maatskappywet 1973	O O O C O O O O O O O C O O C O O O O C O F O O O O O O O O
240	'n Privaat maatskappy kan Tabel B op die aansoekvorm volledig só aanvaar of dit laat aanpas met dien verstande dat dit steeds aan die vereistes van die Maatskappywet , 1973 voldoen .	'n privaat maatskappy kan tabel b op die aansoekvorm volledig só aanvaar of dit laat aanpas met dien verstande dat dit steeds aan die vereistes van die maatskappywet 1973 voldoen	O O O C O O O O O O O C O O C O O O O C O O O O O O O O O C	'n privaat maatskappy kan tabel b op die aansoekvorm volledig só aanvaar of dit laat met dien verstande dat aanpas dit steeds voldoen aan die vereistes van die maatskappywet 1973	O O O C O O O O O O O C O O C O O O O C O O F O O O O O O O
241	Tree met die Companies and Intellectual Property Registration Office in verbinding .	tree met die companies and intellectual property registration office in verbinding	C O O O O O O O O O O	met die companies tree and intellectual property registration office in verbinding	O O O F O O O O O O O
242	Doen aansoek om 'n naam te reserveer deur vorm CM5 voor te lê - Aansoek om die reservering van 'n naam .	doen aansoek om 'n naam te reserveer deur vorm cm5 voor te lê aansoek om die reservering van 'n naam	C O O O O O C O O O O O C O O O O O O O	doen aansoek om reserveer 'n naam te deur vorm cm5 voor te aansoek lê om die reservering van 'n naam	C O O F O O O O O O O O O F O O O O O O
243	Die vorm is by die Departement van Handel en Nywerheid te kry .	die vorm is by die departement van handel en nywerheid te kry	O O C O O O O O O O O C	die vorm by die departement is van handel en kry nywerheid te	O O O O O F O O O F O O
244	Vul vorm CM29 in - Inhoud van register van direkteure , ouditeure en amptenare .	vul vorm cm29 in inhoud van register van direkteure ouditeure en amptenare	C O O O O O O O O O O O	vul vorm cm29 in inhoud van register van direkteure ouditeure en amptenare	C O O O O O O O O O O O
245	Die vorm is by die Departement van Handel en Nywerheid te kry .	die vorm is by die departement van handel en nywerheid te kry	O O C O O O O O O O O C	die vorm is by die departement van handel en nywerheid te kry	O O C O O O O O O O O C
246	Elke direkteur van die maatskappy moet een kopie van vorm CM47 invul .	elke direkteur van die maatskappy moet een kopie van vorm cm47 invul	O O O O O C O O O O O C	elke direkteur moet van die maatskappy een kopie invul van vorm cm47	O O F O O O O O F O O O
247	Die vorm is by die Departement van Handel en Nywerheid te kry .	die vorm is by die departement van handel en nywerheid te kry	O O C O O O O O O O O C	die vorm is by die departement van handel en nywerheid te kry	O O C O O O O O O O O C
248	Vul vorm CM31 in om toestemming te gee dat 'n persoon as ouditeur mag optree .	vul vorm cm31 in om toestemming te gee dat 'n persoon as ouditeur mag optree	C O O O O O O C O O O O O C C	vorm cm31 in vul om toestemming te dat gee 'n persoon as ouditeur mag optree	O O O F O O O O F O O O O C C
249	Die vorm is by die Departement van Handel en Nywerheid te kry .	die vorm is by die departement van handel en nywerheid te kry	O O C O O O O O O O O C	die vorm kry by die departement van handel en nywerheid is te	O O F O O O O O O O F O
250	Vul vorm CM44 in - Akte van oprigting van 'n maatskappy met aandelekapitaal wat skedule 1 aanneem - invul .	vul vorm cm44 in akte van oprigting van 'n maatskappy met aandelekapitaal wat skedule 1 aanneem invul	C O O O O O O O O O O O O O O C C	vul vorm cm44 in akte van oprigting van 'n maatskappy met aandelekapitaal aanneem wat skedule 1 invul	C O O O O O O O O O O O F O O O C
251	Verleen formeel prokurasie ( volmag ) aan die prokureur , deur te verklaar dat jy hom of haar magtig om namens jou op te tree .	verleen formeel prokurasie volmag aan die prokureur deur te verklaar dat jy hom of haar magtig om namens jou op te tree	C O O O O O O O O C O O O O O C O O O O O C	verleen formeel prokurasie volmag aan die prokureur deur te verklaar dat jy magtig hom of haar om namens jou op tree te	C O O O O O O O O C O O F O O O O O O O F O
252	Dit is die dokument wat deur die Registrateur van Maatskappye onderteken en gestempel word sodra al die meegaande dokumente ( wat hierbo gelys is ) nagegaan en gefinaliseer is .	dit is die dokument wat deur die registrateur van maatskappye onderteken en gestempel word sodra al die meegaande dokumente wat hierbo gelys is nagegaan en gefinaliseer is	O C O O O O O O O O C O C O C O O O O C O C O O C C C	dit die dokument is wat deur die registrateur van maatskappye onderteken en word sodra gestempel is al die meegaande dokumente nagegaan en wat hierbo is gelys gefinaliseer	O O O F O O O O O O C O C O C F O O O O F O O O F F C
253	Akte van oprigting plus CM2A , CM2B en CM2C indien daar meer as een aandeelhouer is , of CM2D indien daar net een aandeelhouer is .	akte van oprigting plus cm2a cm2b en cm2c indien daar meer as een aandeelhouer is of cm2d indien daar net een aandeelhouer is	O O O O O O O O O O O O O O C O O O O O O O C	akte van oprigting plus cm2a cm2b en cm2c indien daar meer as een aandeelhouer is of cm2d indien daar net een aandeelhouer is	O O O O O O O O O O O O O O C O O O O O O O C
254	Die Wet op Erkenning van Gebruiklike Huwelike , 1998 het op 15 November 2000 in werking getree .	die wet op erkenning van gebruiklike huwelike 1998 het op 15 november 2000 in werking getree	O O O O O O O O C O O O O O O C	die wet het op erkenning getree van gebruiklike huwelike 1998 op 15 november 2000 in werking	O O F O O F O O O O O O O O O O
255	Indien jy voor daardie datum volgens die gewoontereg reeds in 'n erkende huwelik was , word jou huwelik volgens die nuwe wet erken .	indien jy voor daardie datum volgens die gewoontereg reeds in 'n erkende huwelik was word jou huwelik volgens die nuwe wet erken	O O O O O O O O O O O O O C C O O O O O O C	indien jy voor daardie datum volgens die gewoontereg reeds in 'n erkende huwelik was word jou huwelik volgens die nuwe wet erken	O O O O O O O O O O O O O C C O O O O O O C
