idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
895	Þegar kemur að skattframtölunum ég hef það nú bara eftir nefnd um lækkun á höfuðstól húsnæðislána að skattframtölin nægi plús einhverjar upplýsingar aðrar sem þær hafi .	þegar kemur að skattframtölunum ég hef það nú bara eftir nefnd um lækkun á höfuðstól húsnæðislána að skattframtölin nægi plús einhverjar upplýsingar aðrar sem þær hafi	þegar kemur að skattframtölunum ég það hef nú bara eftir nefnd um lækkun á höfuðstól húsnæðislána að nægi skattframtölin plús einhverjar upplýsingar aðrar sem þær hafi	O C O O O O F O O O O O O O O O O F O O O O O O O C	þegar kemur að skattframtölunum ég hef það nægi nú bara eftir nefnd um lækkun á höfuðstól húsnæðislána hafi að skattframtölin plús einhverjar upplýsingar aðrar sem þær	O C O O O C O F O O O O O O O O O F O O O O O O O O
896	Ég sel það ekki dýrara en ég keypti það en það er bara eitt dæmi um að við vitum ekki einu sinni nákvæmlega hvaða upplýsingar við viljum til að leysa nákvæmlega hvaða markmið en ég hef það eftir þeirri nefnd .	ég sel það ekki dýrara en ég keypti það en það er bara eitt dæmi um að við vitum ekki einu sinni nákvæmlega hvaða upplýsingar við viljum til að leysa nákvæmlega hvaða markmið en ég hef það eftir þeirri nefnd	ég sel það ekki dýrara en ég það keypti en er það bara eitt dæmi um að við vitum ekki einu sinni nákvæmlega hvaða upplýsingar við viljum til að nákvæmlega leysa hvaða markmið en hef ég það eftir þeirri nefnd	O C O O O O O O F O F O O O O O O O C O O O O O O O C O O O F O O O F O O O O O	sel ég það ekki dýrara en ég keypti það en það bara eitt dæmi um að við viljum vitum ekki einu sinni nákvæmlega hvaða upplýsingar við til að nákvæmlega hvaða markmið en leysa ég hef það eftir þeirri er nefnd	F O O O O O O C O O O O O O O O O F C O O O O O O O O O O O O O F O C O O O F O
897	Virðulegi forseti . Ég þakka spurninguna .	virðulegi forseti ég þakka spurninguna	virðulegi forseti ég þakka spurninguna	O O O C O	virðulegi forseti ég spurninguna þakka	O O O O F
898	Svarið er í stuttu máli : Nei , ég hef ekki skoðað það sérstaklega en ég vænti þess að upphæðin sem komi inn í ríkissjóð sé tiltölulega sambærileg því sem upprunalega var markmiðið að hala inn .	svarið er í stuttu máli nei ég hef ekki skoðað það sérstaklega en ég vænti þess að upphæðin sem komi inn í ríkissjóð sé tiltölulega sambærileg því sem upprunalega var markmiðið að hala inn	svarið er í stuttu máli nei ég skoðað hef ekki það sérstaklega en ég vænti þess að upphæðin sem komi inn í ríkissjóð tiltölulega sé sambærileg því sem var upprunalega markmiðið að hala inn	O C O O O O O F F O O O O O C O O O O C O O O O F O O O F O O O C O	svarið er í stuttu máli vænti nei ég hef ekki skoðað það sérstaklega en ég þess að upphæðin sem inn sé í ríkissjóð tiltölulega komi sambærileg því sem hala upprunalega var markmiðið að inn	O C O O O F O O C O C O O O O O O O O O F O O O F O O O F O C O O O
899	Ég geri ráð fyrir því .	ég geri ráð fyrir því	ég geri ráð fyrir því	O C O O O	ég ráð fyrir því geri	O O O O F
900	Eins og ég segi hef ég ekki rannsakað það sérstaklega .	eins og ég segi hef ég ekki rannsakað það sérstaklega	eins og ég segi hef ég ekki rannsakað það sérstaklega	O O O F F O O C O O	eins og ég segi ég hef ekki það rannsakað sérstaklega	O O O C O F O O F O
901	Svo erum við píratar þrír þingmenn að díla við níu nefndir þannig að maður kemst ekki alltaf í áheyrnina í fjárlaganefnd , því miður , sérstaklega þegar mál eru í hv. velferðarnefnd sem krefjast athygli út frá sjónarmiðum um friðhelgi einkalífs o.fl. Ég hef ekki getað lagst yfir þessi mál jafn mikið og ég hefði kannski viljað .	svo erum við píratar þrír þingmenn að díla við níu nefndir þannig að maður kemst ekki alltaf í áheyrnina í fjárlaganefnd því miður sérstaklega þegar mál eru í hv. velferðarnefnd sem krefjast athygli út frá sjónarmiðum um friðhelgi einkalífs o.fl. ég hef ekki getað lagst yfir þessi mál jafn mikið og ég hefði kannski viljað	svo erum við píratar þrír þingmenn að við díla níu nefndir þannig að kemst maður ekki alltaf í áheyrnina í fjárlaganefnd því miður sérstaklega þegar mál eru í hv. velferðarnefnd sem krefjast athygli út frá sjónarmiðum um friðhelgi einkalífs o.fl. ég getað hef ekki lagst yfir þessi mál jafn mikið og ég hefði kannski viljað	O C O O O O O O F O O O O F O O O O O O O O O O O O C O O O O C O O O O O O O O O F F O C O O O O O O O C O C	hefði getað svo erum við píratar þrír þingmenn að díla við níu nefndir þannig að maður kemst hef ekki alltaf í lagst áheyrnina í fjárlaganefnd því miður sérstaklega þegar mál í hv. velferðarnefnd sem krefjast athygli út frá sjónarmiðum um friðhelgi einkalífs o.fl. ég ekki yfir þessi mál eru jafn mikið og ég kannski viljað	F F O C O O O O O C O O O O O O C F O O O F O O O O O O O O O O O O C O O O O O O O O O O O O O F O O O O O C
902	Svona almennt séð , hvað varðar sjónarmið mín gagnvart því að rukka sjúklinga , er ég á móti því .	svona almennt séð hvað varðar sjónarmið mín gagnvart því að rukka sjúklinga er ég á móti því	svona almennt varðar séð hvað sjónarmið mín gagnvart því að rukka sjúklinga ég er á móti því	O O F F O O O O O O C O O F O O O	svona almennt varðar séð hvað sjónarmið mín gagnvart því rukka að sjúklinga er ég á móti því	O O F C O O O O O F O O C O O O O
903	Mér finnst það vægast sagt óþægilegt , mér finnst siðferðislega vafasamt að rukka eitthvað slíkt .	mér finnst það vægast sagt óþægilegt mér finnst siðferðislega vafasamt að rukka eitthvað slíkt	finnst mér það vægast sagt óþægilegt mér finnst siðferðislega vafasamt að eitthvað rukka slíkt	F O O O C O O C O O O O F O	mér finnst það vægast óþægilegt mér finnst siðferðislega vafasamt að eitthvað slíkt sagt rukka	O C O O O O C O O O O O F F
904	Ég er á móti því .	ég er á móti því	er ég á móti því	F O O O O	ég er á móti því	O C O O O
905	Svo er hitt sem kemur alltaf í andlitið á manni , sem er bölvanleg staða ríkissjóðs .	svo er hitt sem kemur alltaf í andlitið á manni sem er bölvanleg staða ríkissjóðs	svo er hitt sem kemur alltaf í andlitið á manni sem bölvanleg er staða ríkissjóðs	O C O O C O O O O O O O F O O	svo hitt sem kemur alltaf í er andlitið á manni sem er bölvanleg staða ríkissjóðs	O O O C O O F O O O O C O O O
906	Eins og ég nefndi í ræðu minni áðan hefur stærðfræðin ekki tilfinningar , tölurnar hafa ekki samkennd .	eins og ég nefndi í ræðu minni áðan hefur stærðfræðin ekki tilfinningar tölurnar hafa ekki samkennd	eins og nefndi ég í ræðu minni áðan hefur stærðfræðin ekki tilfinningar tölurnar hafa ekki samkennd	O O F O O O O O C O O O O C O O	eins og ég hafa nefndi í ræðu minni áðan hefur stærðfræðin ekki tilfinningar tölurnar ekki samkennd	O O O F C O O O O C O O O O O O
907	Þetta er nokkuð sem ég á stundum í vandræðum með að mynda mér skoðun á þegar kemur að fjárlögum .	þetta er nokkuð sem ég á stundum í vandræðum með að mynda mér skoðun á þegar kemur að fjárlögum	þetta nokkuð er sem á ég stundum í vandræðum með að mynda mér skoðun á þegar kemur að fjárlögum	O O F O F O O O O O O C O O O O C O O	þetta er nokkuð sem ég stundum í vandræðum með að mynda mér skoðun kemur á á þegar að fjárlögum	O C O O O O O O O O C O O F F O O O O
908	En eins og ég nefndi þá er ég , þegar kemur að legugjaldinu og nýjum gjöldum og nýjum sköttum og því um líku , alltaf sérstaklega á varðbergi vegna þess að það er svo bölvanlega erfitt að losna við slíkt þegar því hefur verið komið á .	en eins og ég nefndi þá er ég þegar kemur að legugjaldinu og nýjum gjöldum og nýjum sköttum og því um líku alltaf sérstaklega á varðbergi vegna þess að það er svo bölvanlega erfitt að losna við slíkt þegar því hefur verið komið á	en eins og ég er nefndi þá ég þegar kemur að legugjaldinu og nýjum gjöldum og nýjum sköttum og því um líku alltaf sérstaklega á varðbergi vegna þess að það er svo bölvanlega erfitt að við losna slíkt þegar hefur því verið komið á	O O O O F F O O O C O O O O O O O O O O O O O O O O O O O O C O O O O O F O O F O C C O	losna en er eins verið og ég nefndi þá ég þegar kemur að legugjaldinu og nýjum gjöldum og nýjum sköttum og því um líku alltaf sérstaklega á varðbergi vegna þess að það svo er bölvanlega erfitt að við slíkt þegar því hefur komið á	F O F O F O O C O O O C O O O O O O O O O O O O O O O O O O O O O F O O O O O O O C C O
909	Fé er jú fíkn , peningar eru vanabindandi hvernig sem þeir koma inn .	fé er jú fíkn peningar eru vanabindandi hvernig sem þeir koma inn	fé jú er fíkn eru peningar vanabindandi hvernig sem þeir koma inn	O O F O F O O O O O C O	fé jú fíkn peningar koma eru er vanabindandi hvernig sem þeir inn	O O O O F C F O O O O O
910	Virðulegi forseti . Ég þakka hv. þingmanni kærlega fyrir svarið .	virðulegi forseti ég þakka hv. þingmanni kærlega fyrir svarið	virðulegi forseti ég þakka hv. þingmanni kærlega fyrir svarið	O O O C O O O O O	virðulegi forseti ég hv. þakka þingmanni kærlega fyrir svarið	O O O O F O O O O
911	Ég hlakka til að skoða þetta aðeins betur .	ég hlakka til að skoða þetta aðeins betur	ég til hlakka skoða að þetta aðeins betur	O O F F O O O O	hlakka ég til að skoða þetta aðeins betur	F O O O C O O O
912	Til að árétta hvað ég átti nákvæmlega við er það ekki bara það að öryrkjar og atvinnulausir fái ekki desemberuppbótina , jafnvel þótt það væri bara til að borga reikningana , það er ekki punktur minn , heldur að við undanskiljum þau í raun og veru frá því að taka þátt í jólunum , að taka þátt í þessari trylltu góðmennsku sem maður vonar að jólin snúist um .	til að árétta hvað ég átti nákvæmlega við er það ekki bara það að öryrkjar og atvinnulausir fái ekki desemberuppbótina jafnvel þótt það væri bara til að borga reikningana það er ekki punktur minn heldur að við undanskiljum þau í raun og veru frá því að taka þátt í jólunum að taka þátt í þessari trylltu góðmennsku sem maður vonar að jólin snúist um	til að árétta hvað ég átti nákvæmlega við það er ekki bara það að öryrkjar og fái atvinnulausir ekki desemberuppbótina jafnvel þótt það væri bara til að borga reikningana það ekki er punktur minn heldur að undanskiljum við þau í raun og veru frá því að taka þátt í jólunum að taka þátt í þessari trylltu góðmennsku sem maður að vonar snúist jólin um	O O C O O C O O O F O O O O O O F O O O O O O C O O O C O O O F O O O O F O O O O O O O O O C O O O O C O O O O O O O O F F O O	fái til að árétta átti hvað ég nákvæmlega við er það ekki bara það að borga öryrkjar og atvinnulausir ekki desemberuppbótina jafnvel þótt það væri bara til að reikningana það er ekki punktur minn heldur að við þau í raun og snúist veru frá því undanskiljum að þátt í taka jólunum að taka þátt í þessari trylltu góðmennsku sem maður vonar að jólin um	F O O C F O O O O C O O O O O F O O O O O O O O C O O O O O C O O O O O O O O O O F O O O F O O O F O O C O O O O O O O C O O O
913	Hv. þingmaður var í ríkisstjórn á síðasta kjörtímabil .	hv. þingmaður var í ríkisstjórn á síðasta kjörtímabil	hv. þingmaður var í ríkisstjórn á síðasta kjörtímabil	O O C O O O O O	hv. þingmaður í ríkisstjórn á var síðasta kjörtímabil	O O O O O F O O
914	Því meira sem ég skoða þetta fjárlagafrumvarp , því meira undrandi verð ég á því að það hafi tekist að skera þó þetta mikið á hallann sem myndaðist í kjölfar hrunsins .	því meira sem ég skoða þetta fjárlagafrumvarp því meira undrandi verð ég á því að það hafi tekist að skera þó þetta mikið á hallann sem myndaðist í kjölfar hrunsins	því meira sem ég skoða þetta fjárlagafrumvarp því meira undrandi ég verð á því að hafi það tekist að skera þó þetta mikið á hallann sem í myndaðist kjölfar hrunsins	O O O O C O O O O O O F O O O F O C O C O O O O O O O F O O	hafi því meira sem ég þetta fjárlagafrumvarp því meira undrandi ég á því að það tekist að skera þó þetta mikið á verð hallann sem myndaðist í kjölfar skoða hrunsins	F O O O O O O O O O O O O O O C O C O O O O F O O C O O F O
915	Nú veit ég að það var farin svokölluð blönduð leið , það er leið tekjustyrkingar eða skattahækkana og niðurskurðar , eins óþægilegt og það er , sérstaklega fyrir vinstri stjórn .	nú veit ég að það var farin svokölluð blönduð leið það er leið tekjustyrkingar eða skattahækkana og niðurskurðar eins óþægilegt og það er sérstaklega fyrir vinstri stjórn	veit nú ég að það var farin svokölluð blönduð leið það leið er tekjustyrkingar eða skattahækkana og niðurskurðar eins óþægilegt og er það sérstaklega fyrir vinstri stjórn	F O O O O C C O O O O O F O O O O O O O O F O O O O O	nú veit ég að það farin svokölluð blönduð leið það leið tekjustyrkingar eða skattahækkana og niðurskurðar eins óþægilegt og það er var er sérstaklega fyrir vinstri stjórn	O C O O O C O O O O O O O O O O O O O O C F F O O O O
916	Ég vil hrósa hv. þingmanni fyrir að hafa þó haft kjarkinn til að takast á við þau verkefni því að það er sennilega erfiðast fyrir Vinstri græna og Samfylkinguna af öllum flokkum að þurfa að gera það sem þurfti að gera .	ég vil hrósa hv. þingmanni fyrir að hafa þó haft kjarkinn til að takast á við þau verkefni því að það er sennilega erfiðast fyrir vinstri græna og samfylkinguna af öllum flokkum að þurfa að gera það sem þurfti að gera	ég vil hrósa hv. þingmanni fyrir að haft hafa þó kjarkinn til að takast á við þau verkefni því að það er sennilega erfiðast fyrir vinstri græna og samfylkinguna af öllum flokkum að gera þurfa að það sem þurfti að gera	O C C O O O O F F O O O O C O O O O O O O C O O O O O O O O O O O F F O O O C O C	ég hrósa hv. þingmanni fyrir að þó haft kjarkinn til að á við þau vil verkefni því að gera það er sennilega hafa erfiðast fyrir vinstri græna og samfylkinguna takast af öllum flokkum að þurfa að það sem þurfti að gera	O C O O O O O C O O O O O O F O O O F O F O F O O O O O O F O O O O C O O O C O C
917	Ég velti fyrir mér hvort það séu einhver nánari fræði á bak við það hvernig þetta var gert .	ég velti fyrir mér hvort það séu einhver nánari fræði á bak við það hvernig þetta var gert	ég fyrir velti mér hvort séu það einhver nánari fræði á bak við það hvernig þetta var gert	O O F O O F O O O O O O O O O O C C	velti ég fyrir mér hvort var það séu einhver nánari fræði á bak við það hvernig þetta gert	F O O O O F O C O O O O O O O O O C
918	Þrátt fyrir þau vandamál sem að okkur steðja núna finnst mér árangurinn ótrúlegur miðað við það sem við horfðum framan í á sínum tíma .	þrátt fyrir þau vandamál sem að okkur steðja núna finnst mér árangurinn ótrúlegur miðað við það sem við horfðum framan í á sínum tíma	þrátt fyrir þau vandamál sem að okkur finnst steðja núna mér árangurinn ótrúlegur miðað við það sem við horfðum framan í á sínum tíma	O O O O O O O F F O O O O C O O O O C O O O O O	þrátt fyrir þau vandamál sem steðja að okkur núna finnst miðað mér árangurinn ótrúlegur við það sem við horfðum framan í á sínum tíma	O O O O O F O O O C F O O O O O O O C O O O O O
919	Hv. þingmaður nefndi með útlendinga í námi hér að þetta gæti borgað sig fyrir okkur .	hv. þingmaður nefndi með útlendinga í námi hér að þetta gæti borgað sig fyrir okkur	hv. þingmaður með nefndi útlendinga í námi hér að gæti þetta borgað sig fyrir okkur	O O O F O O O O O F O C O O O	nefndi hv. þingmaður með útlendinga í námi hér að þetta gæti borgað sig fyrir okkur	F O O O O O O O O O C C O O O
920	Ég er því sammála en þá fer ég einmitt að velta fyrir mér langtímafjárfestingum .	ég er því sammála en þá fer ég einmitt að velta fyrir mér langtímafjárfestingum	ég er því sammála en þá ég fer einmitt velta að fyrir mér langtímafjárfestingum	O C O O O O O F O F O O O O	ég er því sammála en þá ég einmitt velta að fyrir mér fer langtímafjárfestingum	O C O O O O O O F O O O F O
921	Af hvaða helstu aðferðum tekur hv. þingmaður mið þegar taka þarf ákvarðanir um fjárútlát til langtímafjárfestinga á borð við nám eða eins og ég mundi segja lýðræðisumbætur sem ég tel svolítið áhugaverðan vinkil ?	af hvaða helstu aðferðum tekur hv. þingmaður mið þegar taka þarf ákvarðanir um fjárútlát til langtímafjárfestinga á borð við nám eða eins og ég mundi segja lýðræðisumbætur sem ég tel svolítið áhugaverðan vinkil	af hvaða helstu aðferðum tekur hv. þingmaður mið þegar taka ákvarðanir þarf um fjárútlát til langtímafjárfestinga á borð við nám eða eins og mundi ég segja lýðræðisumbætur sem ég tel svolítið áhugaverðan vinkil	O O O O C O O O O C O F O O O O O O O O O O O F O C O O O C O O O	af hvaða helstu aðferðum tekur hv. þingmaður mið þegar taka þarf ákvarðanir um fjárútlát til tel langtímafjárfestinga á borð við segja nám eða eins og ég mundi lýðræðisumbætur sem ég svolítið áhugaverðan vinkil	O O O O C O O O O C C O O O O F O O O O F O O O O O F O O O O O O
922	Nú hef ég ekki meiri tíma , en hvaða fræði eru það helst sem hv. þingmaður mundi taka til við ákvörðun Forseti hringir . um langtímafjárfestingar ?	nú hef ég ekki meiri tíma en hvaða fræði eru það helst sem hv. þingmaður mundi taka til við ákvörðun forseti hringir um langtímafjárfestingar	nú ég hef ekki meiri tíma en hvaða eru fræði það helst sem hv. þingmaður mundi taka til við ákvörðun forseti um hringir langtímafjárfestingar	O O F O O O O O F O O O O O O C C O O O O O F O	nú hef ég ekki meiri tíma en hvaða fræði það helst sem hv. þingmaður mundi taka til hringir við ákvörðun forseti um langtímafjárfestingar eru	O C O O O O O O O O O O O O C C O F O O O O O F
923	Virðulegi forseti . Ég þakka spurninguna , um hvar á ásnum þessi pólitík sé .	virðulegi forseti ég þakka spurninguna um hvar á ásnum þessi pólitík sé	virðulegi forseti þakka ég spurninguna um hvar á ásnum þessi pólitík sé	O O F O O O O O O O O C	virðulegi forseti ég þakka sé spurninguna um hvar á ásnum þessi pólitík	O O O C F O O O O O O O
924	Hvað varðar skattþrepið sérstaklega , miðþrepið á tekjuskattinum , þótti mér alltaf svolítið sérstakt að það væri á miðþrepinu en ekki alla vega á lægsta þrepinu vegna þess að það er svona hefðbundin hægri skattalækkun innan gæsalappa og það væri eitthvað sem ríkisstjórnin gæti þá kannski stært sig af en getur það eiginlega ekki því að hún varðar bara milli- og efri tekjur , sem mér finnst mjög skrýtið persónulega .	hvað varðar skattþrepið sérstaklega miðþrepið á tekjuskattinum þótti mér alltaf svolítið sérstakt að það væri á miðþrepinu en ekki alla vega á lægsta þrepinu vegna þess að það er svona hefðbundin hægri skattalækkun innan gæsalappa og það væri eitthvað sem ríkisstjórnin gæti þá kannski stært sig af en getur það eiginlega ekki því að hún varðar bara milli- og efri tekjur sem mér finnst mjög skrýtið persónulega	hvað varðar skattþrepið sérstaklega miðþrepið á tekjuskattinum mér þótti alltaf svolítið sérstakt að væri það á miðþrepinu en ekki alla vega á lægsta þrepinu vegna þess að það er svona hefðbundin hægri skattalækkun innan gæsalappa og það væri eitthvað sem ríkisstjórnin þá gæti stært kannski sig af en getur það eiginlega ekki því að hún varðar bara milli- og efri tekjur sem mér mjög finnst skrýtið persónulega	O C O O O O O O F O O O O F O O O O O O O O O O O O O O C O O O O O O O O C O O O O F F O O O O C O O O O O O C O O O O O O O O F O O	hvað skattþrepið sérstaklega miðþrepið á tekjuskattinum mér alltaf svolítið sérstakt að það væri á miðþrepinu en ekki alla vega stært á getur lægsta þrepinu vegna þess að það er svona hefðbundin þótti hægri skattalækkun innan gæsalappa og finnst það væri eitthvað sem ríkisstjórnin gæti þá kannski sig af en það eiginlega ekki því að hún varðar varðar bara milli- og efri tekjur sem mér mjög skrýtið persónulega	O O O O O O O O O O O O C O O O O O O F O F O O O O O O C O O F O O O O O F O C O O O C O O O O O O O O O O O C F O O O O O O O O O O
925	Sömuleiðis fer hv. þingmaður réttilega inn á það , ég meina , getum við ekki kallað þetta skattlagningu , þær aðgerðir sem varða heilbrigðiskerfið ? Vegna þess að auðvitað þurfa þessir peningar einhvers staðar að koma .	sömuleiðis fer hv. þingmaður réttilega inn á það ég meina getum við ekki kallað þetta skattlagningu þær aðgerðir sem varða heilbrigðiskerfið vegna þess að auðvitað þurfa þessir peningar einhvers staðar að koma	fer sömuleiðis hv. þingmaður réttilega inn á það ég meina getum við ekki þetta kallað skattlagningu þær aðgerðir varða sem heilbrigðiskerfið vegna þess að auðvitað þurfa þessir peningar einhvers staðar að koma	F O O O O O O O O C C O O O F O O O F O O O O O O C O O O O O C	sömuleiðis fer hv. þingmaður réttilega inn á kallað það ég meina við ekki þetta skattlagningu þær aðgerðir getum sem varða koma heilbrigðiskerfið vegna þess að auðvitað þurfa þessir peningar einhvers staðar að	O C O O O O O F O O C O O O O O O F O C F O O O O O C O O O O O
926	Og þá er spurningin : Hvern eigum við að skattleggja ?	og þá er spurningin hvern eigum við að skattleggja	og þá spurningin er eigum hvern við að skattleggja	O O O F F O O O C	og þá spurningin hvern við að eigum er skattleggja	O O O O O O F F C
927	Er það ekki þannig að sjúklingar taka þátt í markaðnum ?	er það ekki þannig að sjúklingar taka þátt í markaðnum	er það ekki þannig að sjúklingar þátt taka í markaðnum	C O O O O O O F O O	það ekki þannig að sjúklingar taka er þátt í markaðnum	O O O O O C F O O O
928	Þurfa ekki sjúklingar líka að versla inn hitt og þetta ?	þurfa ekki sjúklingar líka að versla inn hitt og þetta	þurfa ekki sjúklingar líka versla að inn hitt og þetta	C O O O F O O O O O	ekki sjúklingar líka að versla inn þurfa hitt og þetta	O O O O C O F O O O
929	Er þá ekki mikilvægt að lækka skatta eða gjöld á þá sama hvort það eru gjöld fyrir það að fá tekjur eða gjöld fyrir það leggjast inn á sjúkrahús ?	er þá ekki mikilvægt að lækka skatta eða gjöld á þá sama hvort það eru gjöld fyrir það að fá tekjur eða gjöld fyrir það leggjast inn á sjúkrahús	er þá ekki mikilvægt að skatta lækka eða gjöld á þá sama hvort eru það gjöld fyrir það að fá tekjur eða gjöld fyrir það leggjast inn á sjúkrahús	C O O O O O F O O O O O O F O O O O O C O O O O O C O O O	þá ekki mikilvægt að lækka er skatta eða gjöld leggjast á þá sama hvort það eru gjöld fyrir það að tekjur eða fá gjöld fyrir það inn á sjúkrahús	O O O O C F O O O F O O O O O C O O O O O O F O O O O O O
930	Lendir það ekki á sama stað hagfræðilega ?	lendir það ekki á sama stað hagfræðilega	það lendir ekki á sama stað hagfræðilega	O F O O O O O	lendir það ekki á sama stað hagfræðilega	C O O O O O O
931	Ég hefði haldið það .	ég hefði haldið það	hefði ég haldið það	F O C O	ég haldið hefði það	O F C O
932	Þess vegna skil ég ekki alltaf alveg þessa lógík hjá svokölluðum hægri mönnum að lækka skatta eins og það séu trúarbrögð frekar en spurning um hvað sé skynsamlegast .	þess vegna skil ég ekki alltaf alveg þessa lógík hjá svokölluðum hægri mönnum að lækka skatta eins og það séu trúarbrögð frekar en spurning um hvað sé skynsamlegast	þess vegna skil ég ekki alltaf alveg þessa lógík hjá svokölluðum hægri mönnum að skatta lækka eins og séu það trúarbrögð frekar en spurning um hvað sé skynsamlegast	O O C O O O O O O O O O O O O F O O F O O O O O O O C O	þess vegna ég skil ekki alltaf alveg þessa lógík hjá svokölluðum hægri mönnum að lækka sé skatta eins og það séu trúarbrögð frekar en spurning um hvað skynsamlegast	O O O F O O O O O O O O O O C F O O O O C O O O O O O O
933	Hv. þingmaður spurði mig um afstöðu mína gagnvart þessum gjöldum , ég á móti þeim og vil segja hvers vegna .	hv. þingmaður spurði mig um afstöðu mína gagnvart þessum gjöldum ég á móti þeim og vil segja hvers vegna	hv. þingmaður spurði mig um afstöðu mína gagnvart þessum gjöldum ég á móti þeim og vil segja hvers vegna	O O C O O O O O O O O O O O O F F O O	spurði hv. þingmaður mig um afstöðu mína gagnvart þessum gjöldum ég á segja móti þeim og vil hvers vegna	F O O O O O O O O O O O F O O O C O O
934	Það er vegna þess að ég hélt í barnaskap mínum að það væri komið á hreint að við vildum hafa sterkt miðlægt heilbrigðiskerfi .	það er vegna þess að ég hélt í barnaskap mínum að það væri komið á hreint að við vildum hafa sterkt miðlægt heilbrigðiskerfi	það er vegna þess að ég hélt í barnaskap mínum að það væri komið á hreint að við vildum hafa sterkt miðlægt heilbrigðiskerfi	O C O O O O C O O O O O F F O O O O C C O O O	það vegna þess komið að ég hélt er í barnaskap mínum að það hafa væri á hreint að við vildum sterkt miðlægt heilbrigðiskerfi	O O O F O O C F O O O O O F C O O O O C O O O
935	Ef ég spyr menn úti í bæ : Hvers vegna erum við með ríki umfram það sem Bandaríkjastjórn er með ? Þá segja þeir : Vegna þess að ég vil hafa almennilegt heilbrigðiskerfi .	ef ég spyr menn úti í bæ hvers vegna erum við með ríki umfram það sem bandaríkjastjórn er með þá segja þeir vegna þess að ég vil hafa almennilegt heilbrigðiskerfi	ef ég menn spyr úti í bæ hvers erum vegna við með ríki umfram það sem bandaríkjastjórn er með þá segja þeir vegna þess að ég vil hafa almennilegt heilbrigðiskerfi	O O O F O O O O F O O O O O O O O C O O C O O O O O F F O O	ef ég menn úti í bæ hvers erum vegna við spyr með ríki umfram það vil sem bandaríkjastjórn er með þá segja þeir vegna þess að ég hafa almennilegt heilbrigðiskerfi	O O O O O O O F O O F O O O O F O O C O O C O O O O O C O O
936	Mér finnst það algjörlega skýrt að þjóðin lítur á það sem algjört forgangsatriði þegar kemur að útgjöldum ríkissjóðs að heilbrigðiskerfið sé í góðu lagi .	mér finnst það algjörlega skýrt að þjóðin lítur á það sem algjört forgangsatriði þegar kemur að útgjöldum ríkissjóðs að heilbrigðiskerfið sé í góðu lagi	mér finnst það algjörlega skýrt að þjóðin lítur á það sem algjört forgangsatriði þegar að kemur útgjöldum ríkissjóðs að sé heilbrigðiskerfið í góðu lagi	O C O O O O O C O O O O O O O F O O O F O O O O	mér það algjörlega skýrt kemur að þjóðin lítur á það sem finnst algjört forgangsatriði þegar að útgjöldum ríkissjóðs að heilbrigðiskerfið sé í góðu lagi	O O O O F O O C O O O F O O O O O O O O C O O O
937	Þess vegna furða ég mig á því í raun og veru að gengið sé svona langt .	þess vegna furða ég mig á því í raun og veru að gengið sé svona langt	þess vegna furða ég mig á því í raun og veru að gengið svona sé langt	O O C O O O O O O O O O C O F O	þess vegna ég mig á því í raun og furða veru gengið að sé svona langt	O O O O O O O O O F O F O C O O
938	Ég hef ekki meiri tíma en held kannski áfram í seinna andsvari .	ég hef ekki meiri tíma en held kannski áfram í seinna andsvari	hef ég ekki meiri tíma en held kannski áfram í seinna andsvari	F O O O O O C O O O O O	ég hef ekki meiri tíma held en kannski áfram í seinna andsvari	O C O O O F O O O O O O
939	Virðulegi forseti . Þetta er mjög áhugaverð umræða og mér þykir alveg kominn tími til að við ræðum aðeins þennan blessaða ás og sérstaklega þá í hverjum málaflokki fyrir sig vegna þess að eins og við höfum nú bæði nefnt , ég og hv. þingmaður , er ekki alltaf alveg ljóst hvort við erum að tala um eitthvað hægri sinnað eða vinstri sinnað .	virðulegi forseti þetta er mjög áhugaverð umræða og mér þykir alveg kominn tími til að við ræðum aðeins þennan blessaða ás og sérstaklega þá í hverjum málaflokki fyrir sig vegna þess að eins og við höfum nú bæði nefnt ég og hv. þingmaður er ekki alltaf alveg ljóst hvort við erum að tala um eitthvað hægri sinnað eða vinstri sinnað	virðulegi forseti þetta er mjög áhugaverð umræða og mér kominn þykir alveg tími til að við ræðum aðeins þennan blessaða ás og sérstaklega þá í hverjum málaflokki fyrir sig vegna þess að eins og við höfum nú bæði ég nefnt og hv. er þingmaður ekki alltaf alveg ljóst hvort við erum að tala um eitthvað hægri sinnað eða vinstri sinnað	O O O C O O O O O F F O O O O O C O O O O O O O O O O O O O O O O O O C O O O F O O F O O O O O O O C O C O O O O O O O	virðulegi forseti þetta ræðum er mjög áhugaverð umræða og mér alveg kominn tími til að við aðeins þennan blessaða ás og sérstaklega þá í hverjum málaflokki fyrir sig vegna þess að eins og við erum höfum þykir nú bæði ég og nefnt hv. þingmaður er ekki alltaf alveg ljóst hvort við að tala um eitthvað hægri sinnað eða vinstri sinnað	O O O F C O O O O O O C O O O O O O O O O O O O O O O O O O O O O O F C F O O O O F O O C O O O O O O O C O O O O O O O
